ticker,pole,ranker_rank,ranker_score,ranker_long_rank,ranker_long_score,advanced_signal,advanced_confidence,qualifier_safe,qualifier_regime,secrot_pred5d,secrot_score,stock_sr_score,slope_stage,slope_tq_score,health_score,health_verdict,spread_support,source_count,sources,sector
RVMD,--,9.0,88.7,32.0,83.1,,,,,,,5.0,,,85.8,HEALTHY,none,4,"['ranker', 'ranker_long', 'stock_secrot', 'pullback_health']",Healthcare
STX,XLK,45.0,79.0,51.0,81.0,,,,,,,6.0,,,86.2,HEALTHY,bullish,4,"['ranker', 'ranker_long', 'stock_secrot', 'pullback_health']",Technology
TDIV,XLK,110.0,72.3,51.0,81.0,,,,,,3.4,,,,87.0,HEALTHY,bullish,4,"['ranker', 'ranker_long', 'secrot', 'pullback_health']",
FTEC,XLK,116.0,71.8,80.0,79.6,,,,,,3.8,,,,88.6,HEALTHY,bullish,4,"['ranker', 'ranker_long', 'secrot', 'pullback_health']",
VGT,XLK,116.0,71.8,80.0,79.6,,,,,,3.6,,,,88.6,HEALTHY,bullish,4,"['ranker', 'ranker_long', 'secrot', 'pullback_health']",
IYW,XLK,122.0,71.2,83.0,79.5,,,,,,3.5,,,,88.5,HEALTHY,bullish,4,"['ranker', 'ranker_long', 'secrot', 'pullback_health']",
DXJ,VXUS,131.0,70.2,120.0,77.9,,,,,,3.3,,,,89.7,HEALTHY,none,4,"['ranker', 'ranker_long', 'secrot', 'pullback_health']",
QQQ,QQQ,139.0,69.8,68.0,80.3,,,,,,3.5,2.0,,,88.8,HEALTHY,bullish,4,"['ranker', 'ranker_long', 'secrot', 'pullback_health']",Financial Services
NORW,XLE,146.0,69.3,114.0,78.1,,,,,,3.2,,,,85.6,HEALTHY,none,4,"['ranker', 'ranker_long', 'secrot', 'pullback_health']",
FUWAY,XLB,1.0,95.3,130.0,77.6,,,,,,,,,,80.8,HEALTHY,bullish,3,"['ranker', 'ranker_long', 'pullback_health']",
ELA,--,3.0,94.0,19.0,85.8,,,,,,,,,,88.8,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",
SNDK,XLK,6.0,92.1,,,,,,,,,6.0,,,89.9,HEALTHY,bullish,3,"['ranker', 'stock_secrot', 'pullback_health']",Technology
LQDA,--,20.0,85.4,94.0,79.1,,,,,,,,,,85.9,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",
