ticker,price,ret_1d,ret_1w,ret_1m,ret_3m,ret_6m,ret_1y,ratio_1w_1d,ratio_1m_1w,ratio_3m_1m,ratio_6m_3m,ratio_1y_3m,ratio_passes,sma30,sma50,sma100,sma200,sma_all,vs_spy_1w,vs_spy_1m,vs_spy_1y,vs_qqq_1w,vs_qqq_1m,vs_qqq_1y,vs_iau_1w,vs_iau_1m,vs_iau_1y,bad_spy_score,top_pole,top_pole_corr,momentum_signal,momentum_flag,vol_ratio,vol_flag,pullback_flag,score_returns,score_ratios,score_spy_days,score,rank
RSI,29.6,0.99,13.24,9.59,46.17,54.33,113.26,13.38,0.72,4.82,1.18,2.45,4,True,True,True,True,True,12.67,9.66,89.91,10.93,8.66,77.77,15.74,19.79,87.8,2.1631,,,1.05,clean,1.436,normal,none,82.4572514249525,94.71184293856871,98.60671310956302,91.9,1
AXSM,255.17,0.55,9.84,8.44,63.49,70.96,136.09,17.83,0.86,7.53,1.12,2.14,4,True,True,True,True,True,9.27,8.51,112.75,7.53,7.51,100.61,12.33,18.64,110.63,1.9784,XLV,0.53,0.39,clean,0.941,normal,none,80.6312011821828,94.71184293856871,98.48005066497784,91.3,2
BTSG,63.23,0.24,10.16,11.91,65.05,79.63,188.85,42.71,1.17,5.46,1.22,2.9,4,True,True,True,True,True,9.59,11.99,165.51,7.85,10.98,153.37,12.66,22.12,163.39,1.178,QQQ,0.44,0.37,clean,1.353,normal,none,80.97424530293436,94.71184293856871,95.37682077264091,90.4,3
CALY,17.38,3.51,17.43,13.3,29.9,51.13,122.54,4.96,0.76,2.25,1.71,4.1,4,True,True,True,True,True,16.86,13.37,99.19,15.12,12.37,87.05,19.93,23.5,97.08,0.4932,HYG,0.48,1.57,clean,0.944,normal,none,87.72429807895293,94.71184293856871,87.39708676377454,89.9,4
SNDK,1980.1,5.24,26.98,36.82,199.28,750.34,4821.95,5.15,1.36,5.41,3.77,24.2,4,True,True,True,True,True,26.42,36.9,4798.6,24.68,35.89,4786.46,29.48,47.03,4796.49,-0.1661,XLK,0.66,1.5,clean,0.781,normal,none,98.9022588135951,94.71184293856871,72.00759974667511,88.5,5
TBN,40.37,19.93,13.49,8.23,40.76,57.2,83.5,0.68,0.61,4.95,1.4,2.05,3,True,True,True,True,True,12.93,8.31,60.15,11.19,7.3,48.01,15.99,18.44,58.04,1.2993,XLE,0.42,1.82,clean,0.92,normal,none,87.22820350432762,79.57568081063965,96.58011399620013,87.8,6
EC,16.58,1.97,9.44,28.83,19.62,69.01,78.09,4.8,3.05,0.68,3.52,3.98,4,True,True,True,True,True,8.87,28.9,54.74,7.13,27.9,42.6,11.94,39.03,52.63,0.2686,XLE,0.43,0.72,clean,0.712,thin,none,83.67637745408486,94.71184293856871,83.97720075997466,87.5,7
CECO,96.74,0.34,23.99,16.36,77.5,65.96,256.45,70.1,0.68,4.74,0.85,3.31,3,True,True,True,True,True,23.42,16.43,233.1,21.68,15.43,220.96,26.49,26.56,230.99,2.2567,XLB,0.45,-0.22,clean,1.324,normal,none,84.25163605657589,79.57568081063965,98.67004433185559,87.5,7
AXGN,43.0,1.51,0.47,6.73,32.96,43.29,322.81,0.31,14.39,4.9,1.31,9.79,4,True,True,True,True,True,-0.1,6.8,299.47,-1.84,5.8,287.33,2.97,16.93,297.35,1.1056,XLRE,0.5,-0.25,clean,1.256,normal,none,73.0736753219337,94.71184293856871,94.49018366054464,87.4,9
ATEX,82.5,1.3,23.8,49.21,122.85,281.77,202.75,18.29,2.07,2.5,2.29,1.65,3,True,True,True,True,True,23.23,49.29,179.41,21.49,48.29,167.27,26.3,59.42,177.29,0.5637,QQQ,0.43,3.63,overextended,2.07,confirmed,none,92.43719653789317,79.57568081063965,88.2837238758708,86.8,10
LQDA,71.23,-0.56,15.17,23.68,94.3,117.96,404.1,-27.16,1.56,3.98,1.25,4.29,3,True,True,True,True,True,14.6,23.76,380.76,12.86,22.76,368.62,17.67,33.89,378.65,1.4684,XLV,0.36,0.95,clean,1.658,confirmed,none,82.71057631412286,79.57568081063965,97.21342621912603,86.5,11
FRO,39.07,5.22,11.09,5.06,29.46,71.43,117.54,2.12,0.46,5.83,2.43,3.99,3,True,True,True,True,True,10.52,5.13,94.19,8.78,4.13,82.05,13.59,15.26,92.08,1.0308,XLF,0.34,1.51,clean,0.98,normal,none,85.73464217859406,79.57568081063965,93.73020899303357,86.3,12
SPHR,153.25,1.64,9.86,16.28,44.99,77.04,284.86,5.99,1.65,2.76,1.71,6.33,4,True,True,True,True,True,9.29,16.36,261.51,7.55,15.36,249.37,12.36,26.49,259.4,-0.0601,SPY,0.56,1.58,clean,0.77,normal,none,88.60565758919147,94.71184293856871,75.3008233058898,86.2,13
ROST,240.13,0.43,4.24,13.4,16.41,32.07,76.06,9.93,3.16,1.22,1.95,4.64,4,True,True,True,True,True,3.67,13.47,52.72,1.93,12.47,40.58,6.74,23.6,50.6,1.1009,XLI,0.42,1.4,clean,1.055,normal,none,69.08380831750053,94.71184293856871,94.42685243825207,86.1,14
ORKA,69.89,2.07,16.21,10.62,74.72,122.58,454.68,7.82,0.66,7.04,1.64,6.08,4,True,True,True,True,True,15.64,10.7,431.34,13.9,9.69,419.2,18.71,20.83,429.22,-0.2323,HYG,0.5,0.1,clean,0.73,thin,none,91.68777707409753,94.71184293856871,70.1393286890437,85.5,15
UCTT,108.9,3.88,32.69,28.07,98.11,287.13,404.87,8.42,0.86,3.49,2.93,4.13,4,True,True,True,True,True,32.12,28.15,381.52,30.38,27.14,369.38,35.19,38.28,379.41,-0.4532,VXUS,0.67,1.96,clean,1.147,normal,none,97.1078741819717,94.71184293856871,64.40785307156428,85.4,16
