ticker,pole,ranker_rank,ranker_score,ranker_long_rank,ranker_long_score,advanced_signal,advanced_confidence,qualifier_safe,qualifier_regime,secrot_pred5d,secrot_score,stock_sr_score,slope_stage,slope_tq_score,health_score,health_verdict,spread_support,source_count,sources,sector
EC,XLE,13.0,90.3,39.0,84.9,,,,,,,7.0,,,84.8,HEALTHY,none,4,"['ranker', 'ranker_long', 'stock_secrot', 'pullback_health']",Energy
PBR,XLE,19.0,88.6,6.0,91.8,,,,,,,7.0,,,83.0,HEALTHY,none,4,"['ranker', 'ranker_long', 'stock_secrot', 'pullback_health']",Energy
XOP,XLE,23.0,87.7,42.0,84.8,,,,,,5.5,,,,80.8,HEALTHY,none,4,"['ranker', 'ranker_long', 'secrot', 'pullback_health']",
VDE,XLE,31.0,86.4,49.0,84.1,,,,,,5.3,,,,82.0,HEALTHY,none,4,"['ranker', 'ranker_long', 'secrot', 'pullback_health']",
XLE,XLE,32.0,86.1,49.0,84.1,,,,,,4.9,,,,81.6,HEALTHY,none,4,"['ranker', 'ranker_long', 'secrot', 'pullback_health']",
AA,IAU,35.0,85.6,33.0,85.6,,,,,,,5.0,,,88.7,HEALTHY,bearish,4,"['ranker', 'ranker_long', 'stock_secrot', 'pullback_health']",Basic Materials
NORW,VGK,41.0,84.9,35.0,85.5,,,,,,5.5,,,,81.0,HEALTHY,none,4,"['ranker', 'ranker_long', 'secrot', 'pullback_health']",
BG,XLB,63.0,79.7,55.0,83.7,,,,,,,6.0,,,83.9,HEALTHY,bearish,4,"['ranker', 'ranker_long', 'stock_secrot', 'pullback_health']",Consumer Defensive
SQM,VXUS,68.0,79.3,74.0,82.2,,,,,,,5.0,,,80.5,HEALTHY,bearish,4,"['ranker', 'ranker_long', 'stock_secrot', 'pullback_health']",Basic Materials
PDBC,IAU,87.0,76.9,71.0,82.4,,,,,,4.8,,,,82.2,HEALTHY,none,4,"['ranker', 'ranker_long', 'secrot', 'pullback_health']",
