ticker,pole,ranker_rank,ranker_score,ranker_long_rank,ranker_long_score,advanced_signal,advanced_confidence,qualifier_safe,qualifier_regime,secrot_pred5d,secrot_score,stock_sr_score,slope_stage,slope_tq_score,health_score,health_verdict,spread_support,source_count,sources,sector
MTSI,XLK,3.0,94.0,103.0,79.3,,,,,,,6.0,,,86.5,HEALTHY,bullish,4,"['ranker', 'ranker_long', 'stock_secrot', 'pullback_health']",Technology
HAL,XLE,17.0,87.7,26.0,85.1,,,,,,,6.0,,,82.6,HEALTHY,none,4,"['ranker', 'ranker_long', 'stock_secrot', 'pullback_health']",Energy
STX,XLK,66.0,80.9,143.0,77.4,,,,,,,6.0,,,82.5,HEALTHY,bullish,4,"['ranker', 'ranker_long', 'stock_secrot', 'pullback_health']",Technology
VLUE,QQQ,74.0,79.4,87.0,80.1,,,,,,7.6,,,,83.8,HEALTHY,bullish,4,"['ranker', 'ranker_long', 'secrot', 'pullback_health']",
SMH,XLK,92.0,77.4,93.0,79.7,,,,,,9.9,3.0,,,84.2,HEALTHY,bullish,4,"['ranker', 'ranker_long', 'secrot', 'pullback_health']",Financial Services
BK,XLF,126.0,74.8,53.0,82.2,,,,,,2.6,2.0,,,83.9,HEALTHY,none,4,"['ranker', 'ranker_long', 'secrot', 'pullback_health']",Financial Services
NBR,XLE,1.0,96.4,15.0,88.2,,,,,,,,,,88.2,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",
CVE,XLE,4.0,93.9,3.0,92.6,,,,,,,3.0,,,86.7,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",Energy
SEI,VXUS,5.0,93.0,82.0,80.3,,,,,,,,,,89.5,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",
BNO,XLE,8.0,92.0,36.0,84.5,,,,,,10.0,,,,60.0,CAUTION,none,3,"['ranker', 'ranker_long', 'secrot']",
WTTR,XLE,12.0,89.8,127.0,78.1,,,,,,,,,,90.5,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",
NWPX,XLI,14.0,88.4,34.0,84.6,,,,,,,,,,84.9,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",
WDC,XLK,15.0,87.8,71.0,80.9,,,,,,,5.0,,,60.0,CAUTION,bullish,3,"['ranker', 'ranker_long', 'stock_secrot']",Technology
SU,XLE,15.0,87.8,6.0,89.7,,,,,,,5.0,,,67.1,CAUTION,none,3,"['ranker', 'ranker_long', 'stock_secrot']",Energy
CECO,VGK,18.0,87.2,105.0,79.1,,,,,,,,,,88.5,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",
NUE,XLB,21.0,86.8,37.0,84.4,,,,,,,4.0,,,90.2,HEALTHY,bullish,3,"['ranker', 'ranker_long', 'pullback_health']",Basic Materials
USO,XLE,22.0,86.6,43.0,84.0,,,,,,8.5,,,,60.0,CAUTION,none,3,"['ranker', 'ranker_long', 'secrot']",
PWR,XLI,24.0,86.2,34.0,84.6,,,,,,,3.0,,,88.9,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",Industrials
TXN,XLI,24.0,86.2,69.0,81.2,,,,,,,4.0,,,86.0,HEALTHY,bullish,3,"['ranker', 'ranker_long', 'pullback_health']",Technology
IMO,XLE,31.0,85.1,15.0,88.2,,,,,,,,,,84.3,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",
ARWR,XLI,33.0,84.9,68.0,81.3,,,,,,,,,,90.6,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",
LBRT,XLE,36.0,84.7,109.0,78.9,,,,,,,,,,86.8,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",
TRGP,XLE,38.0,84.2,75.0,80.8,,,,,,,4.0,,,82.2,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",Energy
IRDM,XLRE,38.0,84.2,48.0,83.5,,,,,,,,,,87.2,HEALTHY,bearish,3,"['ranker', 'ranker_long', 'pullback_health']",
BEN,XLF,42.0,84.0,,,,,,,,10.0,3.0,,,90.0,HEALTHY,none,3,"['ranker', 'secrot', 'pullback_health']",Financial Services
ORA,--,42.0,84.0,82.0,80.3,,,,,,,,,,84.4,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",
ARW,XLI,45.0,83.5,143.0,77.4,,,,,,,,,,85.2,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",
LQDA,--,49.0,82.9,45.0,83.9,,,,,,,,,,84.8,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",
PSI,XLK,50.0,82.7,,,,,,,,10.0,,,,82.4,HEALTHY,bullish,3,"['ranker', 'secrot', 'pullback_health']",
EFXT,--,51.0,82.6,14.0,88.4,,,,,,,,,,80.8,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",
FUWAY,XLV,52.0,82.3,31.0,84.7,,,,,,,,,,80.2,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",
VDE,XLE,54.0,82.2,57.0,81.9,,,,,,3.7,,,,57.3,CAUTION,none,3,"['ranker', 'ranker_long', 'secrot']",
MYRG,XLI,56.0,82.1,99.0,79.4,,,,,,,,,,89.6,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",
TERN,--,58.0,82.0,53.0,82.2,,,,,,,,,,86.1,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",
KEYS,XLI,68.0,80.7,130.0,77.9,,,,,,,2.0,,,82.5,HEALTHY,bullish,3,"['ranker', 'ranker_long', 'pullback_health']",Technology
TH,--,69.0,80.4,94.0,79.6,,,,,,,,,,85.0,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",
FIX,XLI,70.0,80.2,91.0,79.9,,,,,,,4.0,,,90.8,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",Industrials
OIH,XLE,76.0,79.3,,,,,,,,4.7,,,,82.8,HEALTHY,none,3,"['ranker', 'secrot', 'pullback_health']",
MKSI,SPY,79.0,79.1,,,,,,,,,6.0,,,83.8,HEALTHY,bullish,3,"['ranker', 'stock_secrot', 'pullback_health']",Technology
MTZ,XLI,83.0,78.6,49.0,82.8,,,,,,,3.0,,,81.9,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",Industrials
AXSM,XLV,86.0,78.1,65.0,81.6,,,,,,,,,,91.4,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",
FPLSF,XLI,87.0,77.9,61.0,81.7,,,,,,,,,,91.2,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",
RSPT,XLK,88.0,77.8,,,,,,,,7.2,,,,88.6,HEALTHY,bullish,3,"['ranker', 'secrot', 'pullback_health']",
