ticker,name,sr_score,sr_total,hist_agree,ret_3d,ret_5d,ret_10d,ret_1m,ret_3m,mom_3m,mom_1m,mom_10d,mom_5d,pred_3d_avg,pred_3d_winrate,pred_3d_n,pred_5d_avg,pred_5d_winrate,pred_5d_n,pred_10d_avg,pred_10d_winrate,pred_10d_n
AAXJ,Asia ex-Jpn,4.5,10,bullish,1.49,-1.58,-1.64,-4.3,8.01,0.02,-1.51,-0.78,-0.79,,,56.0,,,56.0,,,56.0
ACWI,ACWI,4.1,10,bullish,0.21,-2.17,-3.56,-4.22,-1.38,-1.11,-1.57,-1.6,-1.19,,,62.0,,,62.0,,,62.0
ACWX,ACWX,4.4,10,bullish,0.59,-2.31,-3.95,-6.16,1.84,-1.42,-2.0,-1.59,-1.16,,,62.0,,,62.0,,,62.0
AFK,Africa,4.0,10,bullish,1.77,-3.91,-7.69,-11.51,0.19,-2.0,-2.0,-2.0,-1.4,,,56.0,,,56.0,,,56.0
AGF,AGF,0.0,10,bearish,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06,-0.06,,,42.0,,,42.0,,,42.0
AGG,Agg Bond,0.2,10,bullish,0.22,-0.24,-1.1,-1.56,-0.49,-1.02,-2.0,-1.57,-0.45,,,89.0,,,89.0,,,89.0
AIA,AIA,4.5,10,bullish,2.8,-0.95,-0.27,-1.69,16.37,0.72,-0.81,-0.39,-0.49,,,62.0,,,62.0,,,62.0
AIQ,AIQ,4.7,10,bullish,1.08,-2.1,-2.1,-0.2,-2.02,-0.82,-0.35,-0.72,-0.8,,,31.0,,,31.0,,,31.0
AIRR,AIRR,4.9,10,bullish,1.85,-1.49,-6.26,-6.64,10.2,-0.02,-1.85,-1.92,-0.78,,,40.0,,,40.0,,,40.0
ALAI,ALAI,5.1,10,bullish,1.7,-1.19,-0.09,-0.26,-5.35,-0.82,-0.38,-0.33,-0.54,,,5.0,,,5.0,,,5.0
AMG,AMG,0.0,10,bearish,1.37,-2.27,-9.06,-14.66,0.11,-1.07,-2.0,-2.0,-0.81,,,100.0,,,100.0,,,100.0
APIE,APIE,4.3,10,bullish,0.83,-2.1,-3.37,-6.53,-1.99,-1.91,-2.0,-1.24,-0.97,,,13.0,,,13.0,,,13.0
APO,APO,7.4,10,bullish,6.49,4.83,1.3,-11.13,-24.25,-1.5,-0.97,0.27,0.95,,,51.0,,,51.0,,,51.0
ARES,ARES,7.6,10,bullish,4.14,2.43,-8.81,-18.74,-38.63,-1.93,-1.3,-0.93,0.51,,,40.0,,,40.0,,,40.0
ARGT,ARGT,6.1,10,bullish,1.36,-3.45,-1.32,-4.44,-3.66,-0.48,-0.52,-0.23,-0.62,,,51.0,,,51.0,,,51.0
ARKF,ARKF,5.1,10,bullish,2.01,-1.19,-1.98,7.26,-15.56,-0.83,0.5,-0.39,-0.33,,,29.0,,,29.0,,,29.0
ARKG,ARKG,5.3,10,bullish,0.27,-4.48,-10.44,-8.64,-11.49,-1.11,-1.02,-1.52,-0.89,,,39.0,,,39.0,,,39.0
ARKK,ARKK,5.7,10,bullish,1.68,-2.24,-4.67,1.61,-9.82,-0.77,-0.12,-0.85,-0.58,,,39.0,,,39.0,,,39.0
ARKQ,ARKQ,4.9,10,bullish,1.58,-1.91,-2.91,-2.47,5.3,-0.47,-0.76,-0.84,-0.68,,,40.0,,,40.0,,,40.0
ARKW,ARKW,5.6,10,bullish,2.09,-1.37,-1.62,5.25,-15.01,-0.86,0.24,-0.4,-0.41,,,40.0,,,40.0,,,40.0
ARKX,ARKX,4.0,10,bullish,1.76,-1.14,-2.55,-1.08,11.12,-0.15,-0.59,-0.76,-0.5,,,23.0,,,23.0,,,23.0
ARTY,ARTY,4.6,10,bullish,3.0,-0.18,0.97,-1.44,5.19,-0.21,-0.54,-0.12,-0.26,,,31.0,,,31.0,,,31.0
ASEA,ASEA,4.3,10,bullish,2.06,-0.15,-0.82,-4.07,3.87,-0.24,-1.53,-0.55,-0.27,,,51.0,,,51.0,,,51.0
ASHR,ASHR,4.1,10,bullish,-1.15,-2.31,-0.61,-2.11,0.9,-0.76,-1.02,-0.5,-1.18,,,40.0,,,40.0,,,40.0
AVDE,AVDE,5.4,10,bullish,0.41,-2.52,-4.97,-6.98,2.16,-1.48,-2.0,-1.93,-1.27,,,29.0,,,29.0,,,29.0
AVDV,AVDV,5.0,10,bullish,0.61,-3.26,-6.09,-7.45,5.83,-1.03,-2.0,-2.0,-1.5,,,29.0,,,29.0,,,29.0
AVEM,AVEM,4.0,10,bullish,1.4,-1.89,-2.69,-5.22,6.64,-0.31,-1.86,-1.14,-0.96,,,29.0,,,29.0,,,29.0
AVES,AVES,3.5,10,bullish,1.02,-1.66,-2.82,-6.38,3.82,-0.65,-2.0,-1.19,-0.89,,,25.0,,,25.0,,,25.0
AVIV,AVIV,4.7,10,bullish,0.58,-2.5,-4.67,-6.46,3.14,-1.48,-2.0,-1.84,-1.28,,,25.0,,,25.0,,,25.0
AVNM,AVNM,4.4,10,bullish,0.74,-2.46,-4.31,-6.38,3.86,-1.09,-2.0,-1.75,-1.27,,,13.0,,,13.0,,,13.0
BAI,BAI,4.7,10,bullish,3.08,-0.63,-0.08,-0.86,2.59,-0.27,-0.44,-0.29,-0.34,,,5.0,,,5.0,,,5.0
BAM,BAM,6.2,10,bullish,2.34,-1.65,-5.74,-15.74,-17.43,-1.35,-1.7,-0.93,-0.37,,,13.0,,,13.0,,,13.0
BATT,BATT,4.0,10,bullish,-1.37,-5.93,-6.78,-5.56,5.32,-0.65,-1.43,-1.62,-1.62,,,31.0,,,31.0,,,31.0
BBCA,BBCA,4.9,10,bullish,-0.39,-2.86,-4.54,-1.82,1.9,-1.28,-1.5,-2.0,-1.79,,,31.0,,,31.0,,,31.0
BBEU,BBEU,5.1,10,bullish,0.04,-2.66,-4.94,-7.59,-0.81,-1.88,-2.0,-1.82,-1.25,,,31.0,,,31.0,,,31.0
BBIN,BBIN,5.3,10,bullish,0.37,-2.43,-4.86,-7.44,-0.53,-1.9,-2.0,-1.77,-1.15,,,29.0,,,29.0,,,29.0
BBJP,BBJP,4.4,10,bullish,1.04,-1.77,-4.99,-8.34,-2.26,-1.83,-2.0,-1.44,-0.73,,,31.0,,,31.0,,,31.0
BEN,BEN,2.0,10,bearish,-1.86,-5.17,-10.91,-13.86,0.25,-0.47,-1.93,-2.0,-1.47,,,100.0,,,100.0,,,100.0
BIL,BIL,0.0,10,neutral,0.02,0.08,0.13,0.01,-0.08,-0.46,0.17,0.8,0.55,,,65.0,,,65.0,,,65.0
BINV,BINV,3.8,10,bullish,0.12,-2.72,-4.19,-7.58,1.47,-1.82,-2.0,-1.64,-1.36,,,5.0,,,5.0,,,5.0
BITO,BITO,0.0,10,bearish,-0.31,0.41,-2.98,4.38,-22.89,-0.44,0.84,-0.09,0.25,,,23.0,,,23.0,,,23.0
BITQ,BITQ,0.0,10,bearish,3.37,2.92,-0.28,10.51,4.76,-0.14,0.38,-0.22,0.23,,,25.0,,,25.0,,,25.0
BK,BK,4.2,10,bullish,-1.32,-2.12,-3.17,-3.5,-1.98,-1.4,-1.08,-1.13,-0.97,,,100.0,,,100.0,,,100.0
BKCH,BKCH,0.0,10,bearish,1.5,-0.29,-4.95,-0.73,-6.85,-0.51,-0.28,-0.56,-0.19,,,25.0,,,25.0,,,25.0
BKGI,BKGI,4.3,10,bullish,0.5,0.52,-0.95,-1.09,10.39,0.46,-1.17,-0.87,-0.03,,,13.0,,,13.0,,,13.0
BKIE,BKIE,4.2,10,bullish,0.41,-2.57,-4.56,-6.9,0.16,-1.72,-2.0,-1.75,-1.27,,,25.0,,,25.0,,,25.0
BLK,BLK,3.9,10,bullish,4.78,1.8,-7.72,-9.73,-10.52,-1.13,-1.61,-1.6,0.46,,,100.0,,,100.0,,,100.0
BLOK,BLOK,4.8,10,bullish,0.95,-1.45,-4.53,-1.33,-9.23,-0.72,-0.32,-0.74,-0.41,,,36.0,,,36.0,,,36.0
BN,BN,4.3,10,bullish,2.27,-3.21,-9.15,-17.87,-13.4,-1.5,-2.0,-1.75,-0.88,,,100.0,,,100.0,,,100.0
BND,Total Bond,0.2,10,bullish,0.16,-0.3,-1.13,-1.6,-0.61,-1.12,-2.0,-1.62,-0.56,,,65.0,,,65.0,,,65.0
BNDX,BNDX,2.1,10,bullish,0.23,-0.29,-1.35,-1.62,-2.29,-1.55,-1.78,-1.95,-0.58,,,48.0,,,48.0,,,48.0
BNO,BNO,4.9,10,bullish,6.38,18.46,34.11,64.16,86.99,2.0,2.0,2.0,2.0,,,51.0,,,51.0,,,51.0
BOTZ,BOTZ,4.9,10,bullish,0.06,-3.99,-6.14,-9.76,-3.57,-0.7,-1.6,-1.37,-1.2,,,36.0,,,36.0,,,36.0
BUZZ,BUZZ,3.9,10,bullish,0.62,-2.25,-3.21,1.75,-5.06,-0.72,-0.07,-0.72,-0.65,,,25.0,,,25.0,,,25.0
