ticker,price,ret_1d,ret_1w,ret_1m,ret_3m,ret_6m,ret_1y,ratio_1w_1d,ratio_1m_1w,ratio_3m_1m,ratio_6m_3m,ratio_1y_3m,ratio_passes,sma30,sma50,sma100,sma200,sma_all,vs_spy_1w,vs_spy_1m,vs_spy_1y,vs_qqq_1w,vs_qqq_1m,vs_qqq_1y,vs_iau_1w,vs_iau_1m,vs_iau_1y,bad_spy_score,top_pole,top_pole_corr,momentum_signal,momentum_flag,vol_ratio,vol_flag,pullback_flag,score_returns,score_ratios,score_spy_days,score,rank
TNGX,17.43,1.63,2.83,38.22,90.08,154.82,784.77,1.73,13.5,2.36,1.72,8.71,4,True,True,True,True,True,4.06,42.24,765.93,3.65,41.2,760.04,4.92,39.06,713.06,8.4028,,,0.2,clean,0.867,normal,none,95.9959349593496,97.03252032520325,99.7560975609756,97.6,1
PARXF,19.07,1.01,12.11,23.03,48.64,56.19,113.79,12.01,1.9,2.11,1.16,2.34,4,True,True,True,True,True,13.34,27.05,94.96,12.93,26.01,89.06,14.2,23.88,42.08,1.2851,XLE,0.41,2.24,overextended,1.567,confirmed,none,92.41192411924119,97.03252032520325,97.15447154471545,95.5,2
LINC,37.41,0.35,4.38,38.81,67.31,87.9,145.8,12.56,8.86,1.73,1.31,2.17,4,True,True,True,True,True,5.6,42.83,126.96,5.2,41.79,121.07,6.47,39.65,74.09,2.3039,,,0.12,clean,0.893,normal,none,90.96883468834687,97.03252032520325,98.6178861788618,95.5,2
TYRA,35.77,-0.63,2.1,19.25,60.5,186.88,230.63,-3.34,9.18,3.14,3.09,3.81,4,True,True,True,True,True,3.32,23.27,211.79,2.91,22.22,205.9,4.18,20.09,158.92,0.9707,,,0.1,clean,1.197,normal,buy_today,85.42682926829268,97.03252032520325,96.17886178861788,92.9,4
CLMT,28.54,-0.68,-6.1,11.11,43.01,62.1,156.24,8.99,-1.82,3.87,1.44,3.63,4,True,True,True,True,True,-4.88,15.13,137.4,-5.29,14.09,131.51,-4.01,11.95,84.53,1.4619,,,-0.65,clean,0.87,normal,buy_today,70.22357723577237,97.03252032520325,97.80487804878048,88.4,5
RCAT,16.01,-0.93,4.23,33.31,91.05,45.55,223.43,-4.56,7.87,2.73,0.5,2.45,3,True,True,True,True,True,5.46,37.32,204.6,5.05,36.28,198.7,6.32,34.15,151.73,2.8668,IAU,0.35,0.38,clean,1.617,confirmed,none,83.40108401084011,81.66666666666667,99.02439024390245,88.0,6
LBRT,30.37,0.23,13.32,24.16,50.5,173.6,110.61,57.66,1.81,2.09,3.44,2.19,4,True,True,True,True,True,14.54,28.18,91.77,14.14,27.14,85.88,15.41,25.0,38.9,-0.8437,XLI,0.43,0.86,clean,0.996,normal,none,90.9891598915989,97.03252032520325,75.20325203252033,87.7,7
UNF,272.23,-0.24,5.04,15.8,50.3,54.48,33.88,-21.16,3.14,3.18,1.08,0.67,3,True,True,True,True,True,6.26,19.82,15.04,5.85,18.78,9.15,7.13,16.64,-37.83,2.0873,,,0.63,clean,3.103,confirmed,none,81.27371273712738,81.66666666666667,98.3739837398374,87.1,8
REX,40.4,2.15,8.08,13.23,21.32,30.87,123.7,3.76,1.64,1.61,1.45,5.8,3,True,True,True,True,True,9.3,17.25,104.86,8.89,16.21,98.97,10.17,14.07,51.99,-0.1667,SPY,0.33,1.7,clean,1.024,normal,none,89.95257452574526,81.66666666666667,86.70731707317073,86.1,9
COP,121.82,1.3,4.06,9.54,25.85,29.42,24.62,3.13,2.35,2.71,1.14,0.95,3,True,True,True,True,True,5.28,13.56,5.79,4.87,12.52,-0.11,6.15,10.38,-47.08,0.7269,XLE,0.89,2.07,overextended,1.271,normal,none,80.9891598915989,81.66666666666667,95.36585365853658,86.0,10
MNMD,17.77,-1.17,0.62,2.42,43.54,84.15,175.5,-0.53,3.89,17.99,1.93,4.03,4,True,True,True,True,True,1.85,6.44,156.67,1.44,5.4,150.77,2.71,3.26,103.8,-0.4254,,,-1.65,stalling,0.678,thin,none,77.73035230352305,97.03252032520325,81.78861788617886,85.5,11
PSX,174.51,0.24,5.15,8.06,21.35,31.69,40.76,21.35,1.56,2.65,1.48,1.91,3,True,True,True,True,True,6.38,12.07,21.92,5.97,11.03,16.03,7.24,8.9,-30.95,0.5272,XLE,0.77,1.77,clean,1.513,confirmed,none,80.37940379403794,81.66666666666667,94.47154471544715,85.5,11
ULS,83.92,0.23,3.52,15.67,8.86,22.8,65.69,15.49,4.46,0.57,2.57,7.41,4,True,True,True,True,True,4.74,19.69,46.85,4.33,18.65,40.96,5.6,16.51,-6.02,-0.5907,,,0.54,clean,0.498,thin,none,78.23848238482384,97.03252032520325,79.91869918699187,85.1,13
XLE,57.88,0.64,2.32,5.27,25.34,29.86,31.88,3.6,2.28,4.8,1.18,1.26,3,True,True,True,True,True,3.54,9.29,13.04,3.13,8.25,7.15,4.4,6.12,-39.83,0.2372,XLE,1.0,1.69,clean,1.263,normal,none,79.56639566395664,81.66666666666667,92.03252032520325,84.4,14
VDE,163.19,0.64,2.24,5.49,25.28,30.07,34.06,3.49,2.46,4.6,1.19,1.35,3,True,True,True,True,True,3.46,9.51,15.22,3.05,8.47,9.33,4.32,6.33,-37.65,0.1189,XLE,0.99,1.51,clean,1.384,normal,none,79.89837398373984,81.66666666666667,91.13821138211382,84.2,15
CENX,55.38,-4.03,3.15,3.63,82.84,125.87,189.2,-0.78,1.15,22.79,1.52,2.28,3,True,True,True,True,True,4.38,7.65,170.36,3.97,6.61,164.47,5.24,4.47,117.49,0.2775,XLK,0.46,0.07,clean,0.995,normal,buy_today,78.3062330623306,81.66666666666667,92.4390243902439,84.1,16
ROIV,28.46,-0.32,-1.11,6.19,40.61,97.5,168.49,3.53,-5.57,6.56,2.4,4.15,4,True,True,True,True,True,0.11,10.21,149.65,-0.3,9.17,143.76,0.98,7.03,96.78,-0.9221,XLK,0.43,-0.94,clean,0.768,normal,buy_today,80.1829268292683,97.03252032520325,73.17073170731707,83.5,17
MAZE,50.95,-1.72,13.65,7.9,31.96,105.44,350.88,-7.95,0.58,4.05,3.3,10.98,3,True,True,True,True,True,14.88,11.92,332.05,14.47,10.88,326.16,15.74,8.74,279.18,-0.1902,,,-0.24,clean,1.526,confirmed,none,81.81571815718158,81.66666666666667,86.260162601626,83.2,18
DVN,46.22,0.08,3.92,2.81,20.35,30.99,33.02,51.77,0.72,7.23,1.52,1.62,3,True,True,True,True,True,5.15,6.83,14.18,4.74,5.79,8.29,6.01,3.65,-38.69,0.0746,XLE,0.75,1.47,clean,1.571,confirmed,none,76.76829268292683,81.66666666666667,90.65040650406505,83.0,19
MPC,228.7,-0.6,3.35,9.61,19.55,25.45,66.79,-5.55,2.87,2.03,1.3,3.42,3,True,True,True,True,True,4.58,13.63,47.95,4.17,12.59,42.06,5.44,10.46,-4.92,0.1527,XLE,0.66,1.27,clean,1.126,normal,buy_today,75.79268292682927,81.66666666666667,91.3821138211382,82.9,20
HCA,536.76,0.78,0.74,1.0,14.51,33.24,71.56,0.94,1.34,14.58,2.29,4.93,3,True,True,True,True,True,1.97,5.01,52.72,1.56,3.97,46.83,2.83,1.84,-0.15,-0.1311,,,-0.25,clean,0.95,normal,none,79.27506775067751,81.66666666666667,87.23577235772358,82.7,21
CTRE,40.29,0.5,0.88,2.28,9.45,17.81,49.17,1.76,2.61,4.14,1.88,5.2,3,True,True,True,True,True,2.1,6.3,30.33,1.69,5.26,24.44,2.96,3.13,-22.54,0.2804,TLT,0.31,0.23,clean,0.942,normal,none,73.97018970189703,81.66666666666667,92.60162601626017,82.7,21
CTRA,32.16,0.55,3.63,1.6,19.0,31.95,18.09,6.63,0.44,11.91,1.68,0.95,3,True,True,True,True,True,4.85,5.61,-0.75,4.44,4.57,-6.64,5.71,2.44,-53.62,-0.0084,XLE,0.7,1.68,clean,1.465,normal,none,74.41734417344173,81.66666666666667,89.10569105691057,81.7,23
EQT,64.51,-0.2,4.12,13.25,12.68,26.59,31.79,-20.46,3.22,0.96,2.1,2.51,3,True,True,True,True,True,5.34,17.27,12.95,4.93,16.23,7.06,6.2,14.1,-39.92,-0.0304,XLE,0.34,1.2,clean,0.909,normal,buy_today,74.50542005420054,81.66666666666667,88.53658536585365,81.6,24
JNJ,243.66,0.67,1.36,1.16,17.97,36.5,49.62,2.03,0.86,15.46,2.03,2.76,3,True,True,True,True,True,2.58,5.18,30.78,2.17,4.14,24.89,3.44,2.0,-22.09,-0.3456,XLP,0.47,-0.46,clean,0.764,normal,none,79.3021680216802,81.66666666666667,83.4959349593496,81.5,25
VTR,87.26,1.23,2.82,1.83,12.26,25.64,31.51,2.29,0.65,6.69,2.09,2.57,3,True,True,True,True,True,4.04,5.85,12.68,3.63,4.81,6.78,4.9,2.67,-40.19,-0.2216,XLRE,0.47,0.48,clean,0.847,normal,none,77.1951219512195,81.66666666666667,85.20325203252033,81.4,26
WELL,209.02,1.37,2.32,0.55,9.39,24.07,41.82,1.69,0.24,17.13,2.56,4.45,3,True,True,True,True,True,3.54,4.57,22.99,3.13,3.52,17.09,4.4,1.39,-29.89,-0.2393,XLRE,0.45,0.19,clean,0.786,normal,none,76.95121951219512,81.66666666666667,85.04065040650407,81.2,27
BNO,48.67,0.87,10.74,47.93,68.23,63.27,66.11,12.34,4.46,1.42,0.93,0.97,2,True,True,True,True,True,11.96,51.95,47.27,11.55,50.91,41.38,12.83,48.77,-5.6,5.1309,XLE,0.52,2.2,overextended,5.11,confirmed,none,91.0230352303523,52.31707317073171,99.43089430894308,80.9,28
XLU,47.22,1.56,1.04,5.91,10.52,11.01,22.38,0.67,5.69,1.78,1.05,2.13,3,True,True,True,True,True,2.26,9.93,3.54,1.85,8.89,-2.35,3.13,6.75,-49.33,-0.0574,XLU,1.0,0.69,clean,0.962,normal,none,72.39837398373984,81.66666666666667,88.29268292682927,80.8,29
PWR,570.04,0.55,5.53,8.8,23.33,46.3,128.84,9.99,1.59,2.65,1.98,5.52,4,True,True,True,True,True,6.75,12.81,110.0,6.34,11.77,104.11,7.61,9.64,57.13,-1.3923,XLK,0.56,0.02,clean,1.104,normal,none,87.46612466124662,97.03252032520325,57.47967479674797,80.7,30
EQIX,974.47,0.31,3.98,12.33,32.69,22.19,13.97,12.88,3.1,2.65,0.68,0.43,3,True,True,True,True,True,5.2,16.35,-4.86,4.79,15.3,-10.76,6.06,13.17,-57.73,-0.2028,XLU,0.38,0.19,clean,0.969,normal,none,74.80352303523036,81.66666666666667,85.60975609756098,80.7,30
USO,119.1,0.6,9.5,50.97,68.84,63.15,63.6,15.84,5.37,1.35,0.92,0.92,2,True,True,True,True,True,10.72,54.99,44.76,10.31,53.95,38.87,11.59,51.81,-8.11,6.2418,XLE,0.48,1.99,clean,5.657,confirmed,none,89.73577235772358,52.31707317073171,99.51219512195122,80.5,32
VPU,203.6,1.48,0.99,5.36,9.78,10.48,21.88,0.67,5.42,1.82,1.07,2.24,3,True,True,True,True,True,2.21,9.38,3.04,1.8,8.34,-2.85,3.08,6.2,-49.83,-0.0996,XLU,0.98,0.69,clean,0.889,normal,none,71.61246612466124,81.66666666666667,87.5609756097561,80.3,33
FTI,63.32,1.29,0.48,2.43,36.89,57.13,140.05,0.38,5.03,15.15,1.55,3.8,4,True,True,True,True,True,1.71,6.45,121.21,1.3,5.41,115.32,2.57,3.28,68.34,-1.4394,XLI,0.52,-1.32,clean,1.168,normal,none,87.30352303523034,97.03252032520325,56.422764227642276,80.3,33
EQNR,35.5,3.29,5.69,24.21,54.35,46.63,47.61,1.73,4.26,2.24,0.86,0.88,2,True,True,True,True,True,6.91,28.23,28.77,6.5,27.19,22.88,7.77,25.05,-24.1,1.4018,XLE,0.65,2.42,overextended,1.875,confirmed,none,90.70460704607046,52.31707317073171,97.64227642276423,80.2,35
SOYB,24.71,-0.52,1.23,6.28,8.47,11.76,17.44,-2.35,5.11,1.35,1.39,2.06,3,True,True,True,True,True,2.45,10.3,-1.4,2.04,9.26,-7.29,3.32,7.12,-54.27,0.8093,DBA,0.39,0.54,clean,2.17,confirmed,none,62.65582655826558,81.66666666666667,95.85365853658536,80.1,36
IYZ,39.18,0.98,0.2,0.64,15.61,21.49,46.69,0.21,3.14,24.31,1.38,2.99,4,True,True,True,True,True,1.43,4.66,27.85,1.02,3.62,21.96,2.29,1.48,-25.02,-1.1848,XLI,0.57,-0.69,clean,1.263,normal,none,76.16531165311653,97.03252032520325,65.04065040650406,79.4,37
ANRO,22.04,-0.85,6.17,31.9,54.34,460.81,540.7,-7.21,5.17,1.7,8.48,9.95,3,True,True,True,True,True,7.39,35.92,521.86,6.98,34.87,515.97,8.25,32.74,468.99,-1.0621,,,0.35,clean,1.073,normal,buy_today,86.64634146341463,81.66666666666667,69.26829268292683,79.2,38
FUWAY,96.02,4.01,10.04,29.76,189.22,208.35,317.48,2.5,2.96,6.36,1.1,1.68,2,True,True,True,True,True,11.26,33.78,298.64,10.85,32.73,292.75,12.13,30.6,245.77,-0.2116,IAU,0.3,0.11,clean,,normal,none,98.50948509485096,52.31707317073171,85.36585365853658,78.7,39
SHLD,75.94,-0.08,-1.68,6.37,17.7,16.22,64.62,21.32,-3.79,2.78,0.92,3.65,3,True,True,True,True,True,-0.46,10.39,45.78,-0.87,9.35,39.89,0.4,7.21,-7.09,-0.2772,XLI,0.48,-0.67,clean,1.946,confirmed,none,69.57994579945799,81.66666666666667,84.6341463414634,78.6,40
CB,330.01,0.14,0.61,0.29,11.29,16.66,16.21,4.49,0.47,39.51,1.48,1.44,3,True,True,True,True,True,1.84,4.3,-2.63,1.43,3.26,-8.52,2.7,1.13,-55.5,-0.101,,,0.47,clean,0.945,normal,none,65.3319783197832,81.66666666666667,87.47967479674796,78.2,41
CLNFF,55.83,-3.74,-9.66,12.79,34.43,44.86,101.04,2.58,-1.32,2.69,1.3,2.93,3,True,True,True,True,True,-8.44,16.81,82.21,-8.85,15.76,76.31,-7.57,13.63,29.34,0.0289,XLB,0.31,-1.87,stalling,,normal,none,61.55149051490514,81.66666666666667,89.75609756097562,77.7,42
RAAX,41.03,-0.53,-0.65,1.36,15.19,22.33,40.47,1.23,-2.08,11.18,1.47,2.66,3,True,True,True,True,True,0.57,5.38,21.63,0.16,4.34,15.74,1.43,2.2,-31.24,-0.3354,IAU,0.92,-0.64,clean,1.124,normal,buy_today,67.20867208672087,81.66666666666667,83.86178861788618,77.6,43
DNTH,77.91,-3.0,19.49,56.07,78.77,105.78,255.75,-6.5,2.88,1.4,1.34,3.25,2,True,True,True,True,True,20.72,60.09,236.92,20.31,59.05,231.02,21.58,56.91,184.04,1.054,,,-1.36,clean,2.795,confirmed,none,83.3130081300813,52.31707317073171,96.82926829268293,77.5,44
PRE,20.69,-0.42,16.26,-3.3,44.71,133.56,360.88,-39.0,-0.2,-13.54,2.99,8.07,2,True,True,True,True,True,17.48,0.72,342.04,17.07,-0.33,336.15,18.34,-2.46,289.17,1.0504,,,0.14,clean,1.109,normal,buy_today,83.49593495934958,52.31707317073171,96.7479674796748,77.5,44
THC,227.55,1.25,-3.97,0.53,15.23,17.67,87.75,-3.16,-0.13,28.73,1.16,5.76,3,True,True,True,True,True,-2.74,4.55,68.91,-3.15,3.51,63.02,-1.88,1.37,16.04,-0.4895,,,-1.03,clean,1.019,normal,none,69.72222222222221,81.66666666666667,80.8130081300813,77.4,46
XOM,156.77,2.11,3.68,0.78,31.14,39.8,43.65,1.74,0.21,40.04,1.28,1.4,2,True,True,True,True,True,4.9,4.8,24.82,4.49,3.75,18.92,5.77,1.62,-28.05,0.6051,XLE,0.91,1.92,clean,0.997,normal,none,84.67479674796748,52.31707317073171,94.95934959349593,77.3,47
GSG,31.05,-0.13,4.16,23.07,33.49,36.97,40.63,-32.33,5.55,1.45,1.1,1.21,2,True,True,True,True,True,5.38,27.09,21.79,4.97,26.04,15.9,6.25,23.91,-31.08,2.6238,XLE,0.53,1.64,clean,3.193,confirmed,none,80.74525745257452,52.31707317073171,98.86178861788618,77.3,47
BP,42.82,1.55,5.87,11.06,19.33,24.21,32.97,3.78,1.88,1.75,1.25,1.71,2,True,True,True,True,True,7.1,15.08,14.13,6.69,14.04,8.24,7.96,11.9,-38.74,0.9171,XLE,0.78,2.25,overextended,1.625,confirmed,none,82.54065040650406,52.31707317073171,96.01626016260163,77.0,49
EZPW,26.05,0.27,2.84,4.75,23.81,53.33,94.99,10.47,1.67,5.02,2.24,3.99,4,True,True,True,True,True,4.07,8.77,76.15,3.66,7.72,70.26,4.93,5.59,23.28,-1.6165,XLI,0.56,-0.61,clean,0.773,normal,none,84.08536585365854,97.03252032520325,48.861788617886184,76.7,50
GUNR,54.34,-1.24,1.42,0.56,19.72,24.63,43.26,-1.15,0.39,35.52,1.25,2.19,3,True,True,True,True,True,2.64,4.57,24.43,2.23,3.53,18.53,3.51,1.4,-28.44,-0.5671,IAU,0.77,-0.03,clean,0.961,normal,buy_today,67.93360433604336,81.66666666666667,80.08130081300813,76.6,51
SHEL,89.79,1.62,6.01,11.92,23.2,24.67,33.26,3.71,1.98,1.95,1.06,1.43,2,True,True,True,True,True,7.23,15.93,14.42,6.82,14.89,8.53,8.1,12.76,-38.45,0.3009,XLE,0.62,1.82,clean,1.232,normal,none,83.63143631436314,52.31707317073171,92.6829268292683,76.2,52
TIGO,72.1,1.61,4.06,11.66,43.82,52.87,140.56,2.52,2.87,3.76,1.21,3.21,3,True,True,True,True,True,5.29,15.67,121.72,4.88,14.63,115.83,6.15,12.5,68.85,-1.4794,XLRE,0.44,-0.59,clean,1.011,normal,none,92.08672086720867,81.66666666666667,54.47154471544715,76.1,53
AA,64.01,-2.91,7.31,1.36,43.39,98.23,92.51,-2.51,0.19,31.86,2.26,2.13,3,True,True,True,True,True,8.53,5.38,73.67,8.12,4.34,67.78,9.4,2.2,20.8,-1.0513,XLK,0.47,0.42,clean,0.787,normal,buy_today,76.76151761517615,81.66666666666667,69.7560975609756,76.1,53
NTR,82.73,-1.44,8.56,13.22,40.22,44.84,62.98,-5.93,1.55,3.04,1.11,1.57,2,True,True,True,True,True,9.78,17.24,44.14,9.37,16.2,38.25,10.64,14.06,-8.73,1.7251,XLE,0.51,1.93,clean,1.944,confirmed,none,77.75067750677506,52.31707317073171,97.88617886178862,76.0,55
TERN,47.04,6.32,9.84,21.73,5.44,532.19,1185.11,1.56,2.21,0.25,97.9,218.01,2,True,True,True,True,True,11.07,25.75,1166.27,10.66,24.7,1160.38,11.93,22.57,1113.4,-0.3611,XLV,0.3,0.15,clean,0.929,normal,none,92.30352303523036,52.31707317073171,83.17073170731707,75.9,56
LHX,360.41,0.71,-1.69,5.91,26.04,28.43,72.49,-2.39,-3.5,4.4,1.09,2.78,3,True,True,True,True,True,-0.47,9.93,53.65,-0.88,8.89,47.76,0.4,6.75,0.78,-1.0678,XLI,0.55,-0.49,clean,0.953,normal,none,76.9850948509485,81.66666666666667,68.86178861788618,75.8,57
