date,hyg_price,lqd_price,spy_price,hyglqd_ratio,percentile,change_5d,regime,fwd_5d_avg,fwd_5d_median,fwd_5d_winrate,fwd_5d_n,fwd_10d_avg,fwd_10d_median,fwd_10d_winrate,fwd_10d_n,fwd_20d_avg,fwd_20d_median,fwd_20d_winrate,fwd_20d_n
2026-03-02,80.155,110.775,683.7,0.7235838411193861,35.68272669892699,-0.05,Neutral,0.38,0.45,63.3,1326,0.75,0.91,68.1,1321,1.51,1.77,72.7,1311
