ticker,price,sma29,extension_pct,extension_label,extension_score,extension_pf,extension_fwd,sma10,ext10_pct,exit_alert,exit_pf,exit_fwd,slope_rsq,slope_ann,momentum_score,momentum_rank,momentum_flag,potential_score,health_verdict,dd_pct,stage,stage_name,ret_1w,ret_1m,ret_3m,top_pole,asset_class,asset_class_label,pole_id,is_noise_pole,gold_filtered,path_quality,combined_score
CLNFF,57.0,55.26,3.16,OPTIMAL,95,1.48,0.9,59.45,-4.11,,,,0.255,102.6,84.6,30.0,clean,48.5,CAUTION,-8.5,3,Parabolic,-4.44,9.15,37.25,XLB,equity,Equity,,False,False,"{'grade': 'OK', 'median_mae': -3.17, 'median_ttg': 1.0, 'prob_good': 38.9, 'prob_bad': 40.3}",77.4
CACI,608.26,601.16,1.18,OPTIMAL,95,1.48,0.9,610.37,-0.35,,,,0.324,69.3,83.5,36.0,clean,44.0,CAUTION,-11.0,2,Sustained Uptrend,0.64,7.75,7.2,,equity,Equity,11.0,False,False,"{'grade': 'OK', 'median_mae': -3.47, 'median_ttg': 2.0, 'prob_good': 37.2, 'prob_bad': 43.3}",75.7
INSW,69.39,68.25,1.66,OPTIMAL,95,1.48,0.9,70.29,-1.28,,,,0.004,13.3,81.9,43.0,clean,44.0,CAUTION,-11.6,3,Parabolic,-1.46,7.71,42.11,XLV,commodity,Commodity,45.0,False,False,"{'grade': 'ROUGH', 'median_mae': -5.19, 'median_ttg': 2.0, 'prob_good': 27.9, 'prob_bad': 52.7}",75.1
CLMT,29.11,28.19,3.25,OPTIMAL,95,1.48,0.9,29.13,-0.07,,,,0.005,-8.6,94.2,3.0,clean,25.6,CAUTION,-7.3,3,Parabolic,0.1,1.32,42.56,,bond,Bond,20.0,False,False,"{'grade': 'OK', 'median_mae': -3.42, 'median_ttg': 2.0, 'prob_good': 36.7, 'prob_bad': 41.9}",73.9
SII,145.5,144.94,0.39,OPTIMAL,95,1.48,0.12,155.93,-6.69,,,,0.09,96.6,78.0,72.0,clean,44.0,CAUTION,-14.2,3,Parabolic,-11.57,19.85,54.16,IAU,miner,Miner,5.0,False,False,"{'grade': 'ROUGH', 'median_mae': -5.19, 'median_ttg': 2.0, 'prob_good': 27.9, 'prob_bad': 52.7}",73.8
HALFF,199.75,196.81,1.5,OPTIMAL,95,1.48,0.9,196.4,1.7,,,,0.153,-32.8,78.4,67.0,clean,43.3,CAUTION,-2.6,3,Parabolic,2.36,2.42,22.92,,commodity,Commodity,21.0,True,False,"{'grade': 'OK', 'median_mae': -3.17, 'median_ttg': 1.0, 'prob_good': 38.9, 'prob_bad': 40.3}",73.7
HII,427.96,422.18,1.37,OPTIMAL,95,1.48,0.9,420.88,1.68,,,,0.409,-71.0,89.1,14.0,clean,29.2,CAUTION,-7.0,3,Parabolic,3.45,2.42,30.02,XLI,equity,Equity,11.0,False,False,"{'grade': 'OK', 'median_mae': -3.47, 'median_ttg': 2.0, 'prob_good': 37.2, 'prob_bad': 43.3}",73.2
SEA,16.71,16.58,0.81,OPTIMAL,95,1.48,0.9,16.61,0.63,,,,0.066,-18.8,86.1,26.0,clean,32.2,CAUTION,-4.7,2,Sustained Uptrend,0.12,2.64,9.93,XLI,index,Index,1.0,False,False,"{'grade': 'SMOOTH', 'median_mae': -2.68, 'median_ttg': 1.0, 'prob_good': 42.7, 'prob_bad': 35.9}",73.1
ECO,47.47,46.16,2.85,OPTIMAL,95,1.48,0.9,47.02,0.96,,,,0.056,-57.7,71.3,102.0,clean,47.4,CAUTION,-17.1,3,Parabolic,0.04,11.14,33.01,VXUS,commodity,Commodity,35.0,True,False,"{'grade': 'OK', 'median_mae': -3.17, 'median_ttg': 1.0, 'prob_good': 38.9, 'prob_bad': 40.3}",72.4
NYT,80.44,76.7,4.87,OPTIMAL,95,1.48,0.9,79.81,0.8,,,,0.376,65.4,87.4,22.0,clean,27.9,CAUTION,-2.8,3,Parabolic,2.83,8.66,19.12,XLC,equity,Equity,18.0,False,False,"{'grade': 'OK', 'median_mae': -3.4, 'median_ttg': 1.0, 'prob_good': 40.8, 'prob_bad': 36.6}",72.2
EVRG,81.53,81.06,0.58,OPTIMAL,95,1.48,0.9,82.22,-0.84,,,,0.244,32.1,81.9,43.0,clean,33.6,CAUTION,-4.3,2,Sustained Uptrend,0.63,0.02,10.0,XLU,equity,Equity,2.0,False,False,"{'grade': 'OK', 'median_mae': -3.12, 'median_ttg': 1.0, 'prob_good': 39.2, 'prob_bad': 38.3}",72.0
KPELY,20.11,19.64,2.42,OPTIMAL,95,1.48,0.9,19.19,4.78,,,,0.528,-107.9,81.1,50.0,clean,34.7,CAUTION,-4.7,3,Parabolic,4.14,-0.94,28.5,,equity,Equity,,False,False,"{'grade': 'OK', 'median_mae': -3.17, 'median_ttg': 1.0, 'prob_good': 38.9, 'prob_bad': 40.3}",72.0
