ticker,pole,ranker_rank,ranker_score,ranker_long_rank,ranker_long_score,advanced_signal,advanced_confidence,qualifier_safe,qualifier_regime,secrot_pred5d,secrot_score,stock_sr_score,slope_stage,slope_tq_score,health_score,health_verdict,spread_support,source_count,sources,sector
HAL,XLE,24.0,83.5,133.0,79.8,,,,,,,6.0,,,84.7,HEALTHY,none,4,"['ranker', 'ranker_long', 'stock_secrot', 'pullback_health']",Energy
XOP,XLE,33.0,80.8,52.0,84.1,,,,,,5.6,,,,81.4,HEALTHY,none,4,"['ranker', 'ranker_long', 'secrot', 'pullback_health']",
CW,XLI,33.0,80.8,19.0,87.9,,,,,,,5.0,,,86.3,HEALTHY,none,4,"['ranker', 'ranker_long', 'stock_secrot', 'pullback_health']",Industrials
XLE,XLE,59.0,78.0,60.0,83.3,,,,,,5.2,,,,83.3,HEALTHY,none,4,"['ranker', 'ranker_long', 'secrot', 'pullback_health']",
BG,XLB,76.0,75.5,22.0,87.4,,,,,,,6.0,,,81.1,HEALTHY,bearish,4,"['ranker', 'ranker_long', 'stock_secrot', 'pullback_health']",Consumer Defensive
TNGX,--,1.0,96.3,53.0,83.9,,,,,,,,,,91.1,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",
PARR,XLE,2.0,94.2,88.0,81.9,,,,,,,,,,81.8,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",
LINC,--,5.0,92.0,1.0,95.3,,,,,,,,,,80.2,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",
VIST,XLE,6.0,91.8,47.0,84.5,,,,,,,,,,85.6,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",
FPLSF,XLF,7.0,90.1,92.0,81.5,,,,,,,,,,85.6,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",
CLMT,--,8.0,89.1,4.0,91.7,,,,,,,,,,81.2,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",
GPRE,XLE,8.0,89.1,95.0,81.3,,,,,,,,,,80.2,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",
COP,XLE,11.0,88.8,8.0,90.4,,,,,,,4.0,,,88.8,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",Energy
MRVL,VXUS,12.0,87.3,88.0,81.9,,,,,,,0.0,,,85.6,HEALTHY,bullish,3,"['ranker', 'ranker_long', 'pullback_health']",Technology
TERN,--,14.0,87.0,76.0,82.6,,,,,,,,,,90.7,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",
EZPW,XLI,16.0,86.1,7.0,90.7,,,,,,,,,,86.1,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",
PWR,XLI,19.0,84.0,14.0,89.0,,,,,,,3.0,,,85.2,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",Industrials
SNDX,XLV,25.0,83.2,110.0,80.7,,,,,,,,,,81.5,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",
EPD,XLE,26.0,82.8,117.0,80.4,,,,,,,3.0,,,88.7,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",Energy
OKE,XLE,27.0,82.7,112.0,80.6,,,,,,,2.0,,,89.3,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",Energy
WEAT,DBA,31.0,81.2,70.0,83.0,,,,,,3.4,,,,66.5,CAUTION,none,3,"['ranker', 'ranker_long', 'secrot']",
ROST,XLY,35.0,80.7,12.0,89.4,,,,,,,3.0,,,89.0,HEALTHY,bearish,3,"['ranker', 'ranker_long', 'pullback_health']",Consumer Cyclical
VLO,XLE,35.0,80.7,3.0,92.0,,,,,,,4.0,,,86.1,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",Energy
AROC,XLI,41.0,80.5,23.0,87.2,,,,,,,,,,86.5,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",
OXY,XLE,42.0,80.4,55.0,83.7,,,,,,,3.0,,,80.2,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",Energy
DVN,XLE,44.0,80.0,51.0,84.2,,,,,,,3.0,,,86.0,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",Energy
FANG,XLE,48.0,79.4,60.0,83.3,,,,,,,2.0,,,90.2,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",Energy
HOLX,--,48.0,79.4,49.0,84.4,,,,,,,1.0,,,80.5,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",Healthcare
CTRA,XLE,50.0,79.2,65.0,83.1,,,,,,,4.0,,,86.2,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",Energy
XOM,XLE,50.0,79.2,45.0,84.6,,,,,,,3.0,,,86.7,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",Energy
