ticker,name,sr_score,sr_total,hist_agree,ret_3d,ret_5d,ret_10d,ret_1m,ret_3m,mom_3m,mom_1m,mom_10d,mom_5d,pred_3d_avg,pred_3d_winrate,pred_3d_n,pred_5d_avg,pred_5d_winrate,pred_5d_n,pred_10d_avg,pred_10d_winrate,pred_10d_n
AAXJ,Asia ex-Jpn,4.2,10,bullish,-2.54,-4.16,-3.44,-7.77,5.8,-0.4,-2.0,-1.25,-1.7,,,78.0,,,78.0,,,78.0
ACWI,ACWI,4.0,10,bullish,-0.86,-2.61,-3.4,-5.52,-1.94,-1.22,-1.9,-1.51,-1.36,,,79.0,,,79.0,,,79.0
ACWX,ACWX,4.3,10,bullish,-1.26,-3.32,-3.83,-8.22,1.68,-1.44,-2.0,-1.51,-1.55,,,79.0,,,79.0,,,79.0
AFK,Africa,3.3,10,bullish,-0.71,-5.79,-8.48,-16.78,-5.47,-2.0,-2.0,-2.0,-1.89,,,78.0,,,78.0,,,78.0
AGF,AGF,0.0,10,bearish,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06,-0.06,,,57.0,,,57.0,,,57.0
AGG,Agg Bond,2.3,10,bullish,-0.74,-1.05,-1.36,-2.32,-1.09,-1.5,-2.0,-1.85,-1.81,,,90.0,,,90.0,,,90.0
AIA,AIA,4.7,10,bullish,-2.18,-3.82,-1.94,-5.6,14.62,0.46,-1.37,-0.73,-1.26,,,79.0,,,79.0,,,79.0
AIQ,AIQ,4.5,10,bullish,-2.39,-3.92,-4.1,-1.84,-6.1,-1.21,-0.62,-1.16,-1.33,,,47.0,,,47.0,,,47.0
AIRR,AIRR,4.0,10,bullish,0.94,0.76,-0.02,-5.81,12.32,0.12,-1.72,-0.46,-0.06,,,57.0,,,57.0,,,57.0
ALAI,ALAI,4.9,10,bullish,-3.71,-2.88,-2.34,-2.36,-8.11,-0.99,-0.68,-0.78,-0.98,,,6.0,,,6.0,,,6.0
AMG,AMG,3.6,10,bullish,-1.22,-1.29,-1.98,-5.5,-1.37,-1.21,-1.44,-0.78,-0.57,,,100.0,,,100.0,,,100.0
APIE,APIE,5.1,10,bullish,-0.6,-3.35,-4.54,-9.18,-4.22,-2.0,-2.0,-1.55,-1.42,,,15.0,,,15.0,,,15.0
APO,APO,6.6,10,bullish,-0.13,2.14,2.82,-2.21,-24.0,-1.47,-0.06,0.49,0.46,,,64.0,,,64.0,,,64.0
ARES,ARES,5.4,10,bullish,-1.77,0.39,-2.39,-7.41,-35.97,-1.73,-0.42,-0.17,0.14,,,57.0,,,57.0,,,57.0
ARGT,ARGT,3.8,10,bullish,-0.47,0.07,-0.38,-5.47,-4.1,-0.51,-0.61,-0.11,-0.03,,,64.0,,,64.0,,,64.0
ARKF,ARKF,4.3,10,bullish,-3.74,-6.71,-5.94,5.01,-21.54,-1.06,0.29,-0.93,-1.39,,,47.0,,,47.0,,,47.0
ARKG,ARKG,5.0,10,bullish,-0.26,-2.1,-4.65,-7.31,-10.06,-1.01,-0.93,-0.74,-0.46,,,55.0,,,55.0,,,55.0
ARKK,ARKK,5.1,10,bullish,-2.94,-5.58,-5.36,-1.46,-14.1,-0.96,-0.42,-0.95,-1.18,,,55.0,,,55.0,,,55.0
ARKQ,ARKQ,4.5,10,bullish,-2.14,-4.46,-3.67,-5.45,-0.44,-0.83,-1.1,-0.96,-1.2,,,57.0,,,57.0,,,57.0
ARKW,ARKW,4.9,10,bullish,-3.24,-6.04,-4.88,3.37,-20.32,-1.06,0.06,-0.85,-1.3,,,57.0,,,57.0,,,57.0
ARKX,ARKX,3.8,10,bullish,-3.57,-5.59,-4.21,-5.68,3.49,-0.65,-1.07,-1.0,-1.44,,,30.0,,,30.0,,,30.0
ARTY,ARTY,4.4,10,bullish,-3.29,-3.58,-1.36,-2.88,1.72,-0.47,-0.77,-0.57,-1.09,,,47.0,,,47.0,,,47.0
ASEA,ASEA,3.8,10,bullish,-1.91,-3.11,-1.81,-7.13,2.87,-0.5,-2.0,-0.88,-1.55,,,64.0,,,64.0,,,64.0
ASHR,ASHR,4.1,10,bullish,-3.08,-4.44,-4.75,-5.76,-0.9,-1.0,-1.88,-1.84,-2.0,,,57.0,,,57.0,,,57.0
AVDE,AVDE,4.8,10,bullish,-1.02,-2.91,-4.12,-8.93,1.78,-1.54,-2.0,-1.6,-1.39,,,47.0,,,47.0,,,47.0
AVDV,AVDV,4.3,10,bullish,-0.85,-2.69,-5.12,-10.02,5.26,-1.14,-2.0,-1.83,-1.25,,,47.0,,,47.0,,,47.0
AVEM,AVEM,3.6,10,bullish,-1.92,-3.46,-3.3,-8.22,5.8,-0.49,-2.0,-1.29,-1.53,,,47.0,,,47.0,,,47.0
AVES,AVES,3.9,10,bullish,-2.34,-3.7,-3.36,-9.67,2.9,-0.85,-2.0,-1.32,-1.69,,,37.0,,,37.0,,,37.0
AVIV,AVIV,5.3,10,bullish,-0.64,-2.53,-3.28,-8.47,3.32,-1.39,-2.0,-1.36,-1.25,,,37.0,,,37.0,,,37.0
AVNM,AVNM,5.1,10,bullish,-1.11,-2.84,-3.8,-8.74,3.31,-1.21,-2.0,-1.54,-1.4,,,15.0,,,15.0,,,15.0
BAI,BAI,4.6,10,bullish,-0.66,1.31,1.97,0.4,4.32,-0.2,-0.34,0.05,0.11,,,6.0,,,6.0,,,6.0
BAM,BAM,6.6,10,bullish,-1.38,-3.66,-5.34,-10.54,-17.86,-1.38,-1.13,-0.86,-0.82,,,15.0,,,15.0,,,15.0
BATT,BATT,3.9,10,bullish,1.69,-3.6,-5.25,-8.72,4.26,-0.73,-1.8,-1.31,-1.05,,,47.0,,,47.0,,,47.0
BBCA,BBCA,4.6,10,bullish,-0.27,-3.51,-4.85,-5.21,-0.55,-1.88,-2.0,-2.0,-2.0,,,47.0,,,47.0,,,47.0
BBEU,BBEU,4.9,10,bullish,-1.68,-3.76,-4.66,-9.83,-3.2,-2.0,-2.0,-1.67,-1.68,,,47.0,,,47.0,,,47.0
BBIN,BBIN,4.9,10,bullish,-1.64,-3.39,-4.56,-9.41,-2.09,-2.0,-2.0,-1.63,-1.52,,,47.0,,,47.0,,,47.0
BBJP,BBJP,4.5,10,bullish,-0.78,-2.04,-3.52,-8.85,-1.81,-1.69,-2.0,-1.05,-0.79,,,47.0,,,47.0,,,47.0
BEN,BEN,0.0,10,bearish,-0.82,-3.84,-6.13,-12.54,-1.35,-0.6,-1.71,-1.23,-1.11,,,100.0,,,100.0,,,100.0
BIL,BIL,0.0,10,bearish,0.05,0.07,0.14,0.03,0.31,2.0,0.33,0.83,0.51,,,80.0,,,80.0,,,80.0
BINV,BINV,4.7,10,bullish,-0.89,-3.09,-3.78,-9.34,0.2,-2.0,-2.0,-1.45,-1.47,,,8.0,,,8.0,,,8.0
BITO,BITO,0.0,10,bearish,-1.45,-7.11,-1.24,6.96,-26.64,-0.65,1.03,0.11,-1.02,,,30.0,,,30.0,,,30.0
BITQ,BITQ,0.0,10,bearish,-2.54,-6.14,-0.39,8.48,-5.0,-0.49,0.24,-0.25,-0.95,,,39.0,,,39.0,,,39.0
BK,BK,5.8,10,bullish,2.61,1.53,2.15,2.04,1.78,-0.94,-0.15,0.17,0.28,,,100.0,,,100.0,,,100.0
BKCH,BKCH,0.0,10,bearish,-2.46,-6.12,0.8,-0.52,-13.29,-0.68,-0.3,-0.16,-0.79,,,39.0,,,39.0,,,39.0
BKGI,BKGI,5.6,10,bullish,-1.61,-2.96,-1.37,-2.96,9.43,0.29,-1.7,-1.01,-1.73,,,15.0,,,15.0,,,15.0
BKIE,BKIE,4.4,10,bullish,-0.89,-2.89,-4.31,-8.44,-1.1,-1.98,-2.0,-1.61,-1.37,,,39.0,,,39.0,,,39.0
BLK,BLK,3.3,10,bullish,0.66,0.51,0.89,-8.87,-7.94,-0.91,-1.43,0.13,0.11,,,100.0,,,100.0,,,100.0
BLOK,BLOK,5.0,10,bullish,-1.26,-4.42,-2.72,-0.52,-12.65,-0.87,-0.29,-0.53,-0.93,,,54.0,,,54.0,,,54.0
BN,BN,4.3,10,bullish,0.27,-1.22,-5.91,-10.85,-13.37,-1.49,-1.6,-1.15,-0.37,,,100.0,,,100.0,,,100.0
BND,Total Bond,2.3,10,bullish,-0.67,-0.97,-1.29,-2.27,-1.05,-1.46,-2.0,-1.77,-1.7,,,80.0,,,80.0,,,80.0
BNDX,BNDX,3.0,10,bullish,-0.6,-0.95,-1.3,-2.51,-0.81,-0.45,-2.0,-1.82,-1.93,,,64.0,,,64.0,,,64.0
BNO,BNO,3.9,10,bullish,-2.78,0.65,14.64,46.71,78.02,2.0,2.0,1.46,-0.11,,,64.0,,,64.0,,,64.0
BOTZ,BOTZ,5.0,10,bullish,-3.07,-4.44,-6.81,-12.36,-5.98,-0.93,-1.96,-1.48,-1.29,,,54.0,,,54.0,,,54.0
BUZZ,BUZZ,3.6,10,bullish,-3.87,-6.11,-5.02,-1.53,-12.01,-1.12,-0.44,-0.99,-1.46,,,39.0,,,39.0,,,39.0
BWX,BWX,3.1,10,bullish,-0.97,-0.83,-1.85,-4.66,-1.68,-0.89,-2.0,-1.25,-0.74,,,79.0,,,79.0,,,79.0
BX,BX,5.1,10,bullish,-4.83,-3.58,-1.79,-5.03,-28.76,-1.34,-0.29,-0.13,-0.64,,,80.0,,,80.0,,,80.0
CCNR,CCNR,4.8,10,bullish,0.59,-1.49,0.1,-2.53,20.89,1.13,-1.37,-0.48,-0.79,,,6.0,,,6.0,,,6.0
CEF,CEF,4.0,10,bullish,-4.77,-12.58,-18.91,-19.5,-1.25,-1.81,-2.0,-2.0,-2.0,,,100.0,,,100.0,,,100.0
CG,CG,4.8,10,bullish,-0.96,-1.27,-2.46,-4.56,-20.62,-1.0,-0.45,-0.37,-0.28,,,64.0,,,64.0,,,64.0
CGDG,CGDG,4.8,10,bullish,-0.5,-2.34,-2.77,-5.59,-0.48,-1.52,-2.0,-1.49,-1.44,,,12.0,,,12.0,,,12.0
CGDV,Dividend Grw,3.8,10,bullish,-0.56,-2.19,-3.57,-5.69,-1.65,-1.11,-1.93,-1.66,-1.23,,,30.0,,,30.0,,,30.0
CGGE,CGGE,4.8,10,bullish,-1.26,-2.93,-4.08,-6.55,-3.26,-1.66,-2.0,-1.75,-1.52,,,6.0,,,6.0,,,6.0
CGGO,CGGO,3.6,10,bullish,-1.65,-3.72,-3.99,-6.64,-2.56,-1.16,-1.95,-1.56,-1.71,,,30.0,,,30.0,,,30.0
CGIC,CGIC,5.1,10,bullish,-1.36,-3.19,-3.85,-8.27,1.08,-1.78,-2.0,-1.63,-1.6,,,6.0,,,6.0,,,6.0
CGIE,CGIE,5.1,10,bullish,-1.55,-3.54,-4.75,-8.41,-4.12,-2.0,-2.0,-1.74,-1.61,,,12.0,,,12.0,,,12.0
CGNG,CGNG,4.8,10,bullish,-0.96,-2.91,-4.53,-8.72,-0.99,-1.52,-2.0,-1.67,-1.38,,,6.0,,,6.0,,,6.0
CGXU,CGXU,4.7,10,bullish,-0.58,-2.18,-2.96,-8.98,-3.47,-1.37,-1.99,-0.92,-0.87,,,30.0,,,30.0,,,30.0
CHAT,CHAT,5.5,10,bullish,-2.42,-2.53,-2.57,-0.31,6.16,-0.35,-0.56,-0.84,-0.85,,,15.0,,,15.0,,,15.0
CHY,CHY,3.9,10,bullish,-1.64,-2.06,-2.06,-4.43,-0.78,-0.28,-1.47,-0.89,-1.0,,,90.0,,,90.0,,,90.0
CIBR,CIBR,5.5,10,bullish,-3.23,-2.84,-4.04,3.03,-13.67,-1.62,0.51,-1.07,-0.96,,,55.0,,,55.0,,,55.0
CLOU,CLOU,4.5,10,bullish,-3.11,-2.77,-2.03,6.63,-15.79,-1.22,1.05,-0.36,-0.7,,,47.0,,,47.0,,,47.0
CNBS,CNBS,2.5,10,bullish,-1.1,-0.64,1.92,4.47,-22.74,-0.79,-0.02,-0.03,-0.15,,,47.0,,,47.0,,,47.0
CNEQ,CNEQ,4.6,10,bullish,-2.1,-3.39,-3.88,-4.58,-8.25,-1.06,-0.98,-1.11,-1.12,,,6.0,,,6.0,,,6.0
COLO,COLO,4.1,10,bullish,1.2,1.04,-1.43,-10.44,2.98,-1.54,-2.0,-0.63,0.11,,,72.0,,,72.0,,,72.0
COPJ,COPJ,4.8,10,bullish,-0.19,-10.05,-17.25,-21.04,-1.88,-1.86,-2.0,-2.0,-1.83,,,15.0,,,15.0,,,15.0
COPP,COPP,4.4,10,bullish,2.2,-6.04,-12.7,-19.67,1.44,-1.03,-2.0,-1.9,-1.23,,,6.0,,,6.0,,,6.0
COPX,Copper Miners,4.9,10,bullish,0.85,-6.31,-12.12,-19.65,3.83,-1.04,-2.0,-1.92,-1.32,,,65.0,,,65.0,,,65.0
COPY,COPY,4.9,10,bullish,0.07,-0.89,-1.47,-5.75,4.03,-0.57,-1.87,-0.79,-0.59,,,6.0,,,6.0,,,6.0
CORN,CORN,0.0,10,bearish,-1.65,1.04,1.37,5.11,4.1,1.39,1.68,0.61,0.59,,,64.0,,,64.0,,,64.0
COW,COW,0.0,10,bearish,0.71,2.34,6.19,5.07,1.02,0.23,1.6,2.0,1.03,,,39.0,,,39.0,,,39.0
CPER,Copper,3.9,10,bullish,-1.19,-5.37,-7.65,-6.61,-0.83,-0.73,-0.97,-1.25,-1.12,,,64.0,,,64.0,,,64.0
CQQQ,China Tech,6.3,10,bullish,-4.73,-7.03,-9.98,-13.94,-12.02,-1.34,-1.67,-1.69,-1.62,,,72.0,,,72.0,,,72.0
CWI,CWI,4.5,10,bullish,-1.2,-3.16,-3.7,-8.27,1.32,-1.49,-2.0,-1.47,-1.52,,,82.0,,,82.0,,,82.0
CXSE,CXSE,5.5,10,bullish,-2.12,-4.49,-4.83,-7.81,-8.66,-1.42,-1.36,-1.15,-1.35,,,64.0,,,64.0,,,64.0
DAPP,DAPP,0.0,10,bearish,-2.97,-6.86,-2.14,5.25,-10.25,-0.58,0.0,-0.38,-0.95,,,39.0,,,39.0,,,39.0
DAX,DAX,5.1,10,bullish,-1.73,-4.38,-5.38,-11.23,-8.1,-1.92,-2.0,-1.54,-1.66,,,55.0,,,55.0,,,55.0
DBA,Agriculture,3.5,10,bullish,-0.3,1.01,1.05,3.54,2.63,1.37,1.27,0.48,0.6,,,82.0,,,82.0,,,82.0
DBB,DBB,3.2,10,bullish,-0.74,-4.41,-6.6,-3.84,0.62,-0.78,-1.36,-2.0,-1.95,,,82.0,,,82.0,,,82.0
DBC,Commodities,3.8,10,bullish,-2.1,-1.83,2.3,14.08,23.57,2.0,2.0,0.32,-0.9,,,82.0,,,82.0,,,82.0
DDWM,DDWM,4.7,10,bullish,-1.34,-2.91,-3.73,-7.94,-0.41,-1.93,-2.0,-1.55,-1.49,,,54.0,,,54.0,,,54.0
DEM,DEM,4.1,10,bullish,-1.51,-2.36,-1.51,-5.36,3.97,-0.13,-1.89,-0.76,-1.26,,,80.0,,,80.0,,,80.0
DFAE,DFAE,4.0,10,bullish,-2.12,-3.83,-3.77,-8.16,5.06,-0.53,-2.0,-1.45,-1.71,,,39.0,,,39.0,,,39.0
DFAI,DFAI,4.6,10,bullish,-1.24,-3.09,-4.16,-8.44,1.03,-1.6,-2.0,-1.65,-1.5,,,39.0,,,39.0,,,39.0
DFAX,DFAX,4.3,10,bullish,-1.56,-3.29,-3.96,-8.43,3.34,-1.04,-2.0,-1.6,-1.6,,,39.0,,,39.0,,,39.0
DFEM,DFEM,3.7,10,bullish,-2.32,-3.58,-3.2,-7.57,5.54,-0.38,-2.0,-1.3,-1.65,,,29.0,,,29.0,,,29.0
DFEV,DFEV,3.7,10,bullish,-2.47,-3.4,-2.15,-7.39,7.25,-0.14,-2.0,-0.97,-1.57,,,29.0,,,29.0,,,29.0
DFIC,DFIC,4.6,10,bullish,-1.13,-2.95,-4.07,-8.43,1.99,-1.41,-2.0,-1.64,-1.45,,,30.0,,,30.0,,,30.0
DFIS,DFIS,4.3,10,bullish,-1.23,-3.17,-5.17,-9.59,1.48,-1.3,-2.0,-1.87,-1.46,,,30.0,,,30.0,,,30.0
DFIV,DFIV,5.2,10,bullish,-0.9,-2.2,-2.34,-7.27,4.39,-1.08,-2.0,-1.05,-1.1,,,39.0,,,39.0,,,39.0
DFNL,DFNL,4.2,10,bullish,0.93,-0.6,-1.9,-5.57,-9.27,-2.0,-1.36,-0.68,-0.34,,,54.0,,,54.0,,,54.0
DFSI,DFSI,5.1,10,bullish,-1.09,-3.15,-5.19,-9.21,-1.88,-2.0,-2.0,-1.94,-1.5,,,15.0,,,15.0,,,15.0
