ticker,price,sma29,extension_pct,extension_label,extension_score,extension_pf,extension_fwd,sma10,ext10_pct,exit_alert,exit_pf,exit_fwd,slope_rsq,slope_ann,momentum_score,momentum_rank,momentum_flag,potential_score,health_verdict,dd_pct,stage,stage_name,ret_1w,ret_1m,ret_3m,top_pole,asset_class,asset_class_label,pole_id,is_noise_pole,gold_filtered,path_quality,combined_score
PUMP,16.98,15.57,9.03,OPTIMAL,90,1.5,1.11,16.34,3.94,,,,0.201,129.3,94.1,2.0,clean,40.0,CAUTION,-8.2,3,Parabolic,9.2,17.18,50.67,XLE,equity,Equity,,False,False,"{'grade': 'OK', 'median_mae': -3.78, 'median_ttg': 2.0, 'prob_good': 34.1, 'prob_bad': 44.2}",76.4
GPRE,16.68,16.43,1.53,OPTIMAL,95,1.48,0.9,17.31,-3.65,,,,0.381,130.6,85.3,30.0,clean,43.3,CAUTION,-11.9,3,Parabolic,1.34,8.24,19.83,DBA,commodity,Commodity,9.0,False,False,"{'grade': 'ROUGH', 'median_mae': -4.2, 'median_ttg': 2.0, 'prob_good': 28.6, 'prob_bad': 48.7}",76.1
BNO,56.21,52.74,6.57,OPTIMAL,90,1.5,1.11,55.99,0.4,,,,0.46,202.2,92.0,8.0,clean,40.0,CAUTION,-7.6,3,Parabolic,4.73,18.79,76.32,XLE,commodity,Commodity,9.0,False,False,"{'grade': 'ROUGH', 'median_mae': -4.54, 'median_ttg': 2.0, 'prob_good': 28.8, 'prob_bad': 49.4}",75.7
CNQ,47.57,46.06,3.27,OPTIMAL,95,1.48,0.9,46.42,2.48,,,,0.276,70.3,87.0,20.0,clean,40.0,CAUTION,-7.3,3,Parabolic,6.33,3.93,18.95,XLE,equity,Equity,,False,False,"{'grade': 'OK', 'median_mae': -2.86, 'median_ttg': 2.0, 'prob_good': 39.6, 'prob_bad': 38.5}",75.7
TYRA,36.51,35.56,2.68,OPTIMAL,95,1.48,0.9,34.57,5.61,,,,0.114,-52.0,86.5,23.0,clean,40.0,CAUTION,-10.2,3,Parabolic,10.97,4.4,25.08,,equity,Equity,7.0,True,False,"{'grade': 'OK', 'median_mae': -3.23, 'median_ttg': 1.0, 'prob_good': 37.2, 'prob_bad': 40.0}",75.5
VDE,164.8,163.1,1.05,OPTIMAL,95,1.48,0.9,164.07,0.45,,,,0.154,39.9,82.2,54.0,clean,42.7,CAUTION,-8.1,2,Sustained Uptrend,3.45,4.01,8.71,XLE,commodity,Commodity,9.0,False,False,"{'grade': 'ROUGH', 'median_mae': -4.2, 'median_ttg': 2.0, 'prob_good': 28.6, 'prob_bad': 48.7}",74.8
CGON,69.54,68.7,1.22,OPTIMAL,95,1.48,0.9,69.29,0.36,,,,0.011,15.4,82.3,52.0,clean,40.0,CAUTION,-7.9,3,Parabolic,0.52,2.75,34.72,XLV,equity,Equity,,False,False,"{'grade': 'OK', 'median_mae': -2.86, 'median_ttg': 2.0, 'prob_good': 39.6, 'prob_bad': 38.5}",74.1
SU,66.79,65.01,2.74,OPTIMAL,95,1.48,0.9,66.24,0.83,,,,0.307,78.3,87.8,15.0,clean,32.9,CAUTION,-5.0,3,Parabolic,4.79,6.07,21.24,XLE,equity,Equity,,False,False,"{'grade': 'OK', 'median_mae': -2.86, 'median_ttg': 2.0, 'prob_good': 39.6, 'prob_bad': 38.5}",73.8
USO,143.0,134.25,6.51,OPTIMAL,90,1.5,1.11,140.51,1.77,,,,0.444,181.3,86.6,22.0,clean,40.0,CAUTION,-5.7,3,Parabolic,5.95,16.65,87.22,XLE,commodity,Commodity,9.0,False,False,"{'grade': 'ROUGH', 'median_mae': -4.54, 'median_ttg': 2.0, 'prob_good': 28.8, 'prob_bad': 49.4}",73.8
REPX,36.38,35.9,1.34,OPTIMAL,95,1.48,0.9,35.44,2.66,,,,0.084,40.4,80.1,71.0,clean,40.0,CAUTION,-11.8,3,Parabolic,6.28,5.42,36.0,XLE,equity,Equity,,False,False,"{'grade': 'OK', 'median_mae': -2.86, 'median_ttg': 2.0, 'prob_good': 39.6, 'prob_bad': 38.5}",73.3
XLE,58.07,57.37,1.21,OPTIMAL,95,1.48,0.9,57.68,0.68,,,,0.161,39.7,76.5,99.0,clean,43.1,CAUTION,-8.5,2,Sustained Uptrend,3.79,4.14,7.58,XLE,commodity,Commodity,9.0,False,False,"{'grade': 'ROUGH', 'median_mae': -4.2, 'median_ttg': 2.0, 'prob_good': 28.6, 'prob_bad': 48.7}",73.0
EZPW,32.78,31.22,4.99,OPTIMAL,95,1.48,0.9,33.22,-1.33,,,,0.799,140.1,78.2,85.0,stalling,40.8,CAUTION,-11.7,3,Parabolic,-0.3,11.8,34.68,XLI,equity,Equity,2.0,False,False,"{'grade': 'OK', 'median_mae': -2.65, 'median_ttg': 2.0, 'prob_good': 40.1, 'prob_bad': 36.0}",72.9
CELC,134.72,124.59,8.13,OPTIMAL,90,1.5,1.11,132.3,1.83,,,,0.228,118.5,83.5,45.0,clean,40.0,CAUTION,-10.8,2,Sustained Uptrend,3.07,9.11,28.46,,equity,Equity,,False,False,"{'grade': 'OK', 'median_mae': -3.78, 'median_ttg': 2.0, 'prob_good': 34.1, 'prob_bad': 44.2}",72.7
DAR,62.78,61.86,1.48,OPTIMAL,95,1.48,0.9,63.38,-0.95,,,,0.579,95.4,86.1,26.0,clean,28.6,CAUTION,-4.9,3,Parabolic,0.82,7.43,24.79,XLE,equity,Equity,,False,False,"{'grade': 'OK', 'median_mae': -2.86, 'median_ttg': 2.0, 'prob_good': 39.6, 'prob_bad': 38.5}",72.0
