symbol,current_price,return_1m,return_3m,return_12m,sortino_1m,sortino_3m,current_slope,slope_trend,slope_acceleration,status,is_accelerating,is_decelerating,trajectory,volatility_ratio,has_divergence,divergence_type,divergence_strength,days_to_peak,days_to_nadir,signal,confidence
AFK,26.6,-2.025782688766109,5.38827258320127,58.90083632019119,-0.6636331851956767,0.7024497525981208,0.08376464936101884,0.0964229630417848,0.03137112718179685,Accelerating,True,False,V-shaped,1.2127644445273693,False,,0.0,32.0,,STRONG_BUY,90
ADSK,260.5304,9.438964966815089,-14.81759032205331,0.053919121318024565,4.688487312741001,-2.098638193142387,-0.07342237969804204,-0.1411997247151242,-0.00916606130346084,Stable,False,False,V-shaped,0.9036042050746579,False,,0.0,,69.0,SELL,85
ABBV,228.83,4.4790430097708,0.05246819115911627,8.578884934756825,4.163919145430416,0.011361904802915322,0.07392962146443276,0.020930672366110174,0.036765611939270255,Accelerating,True,False,V-shaped,0.6646856282476087,False,,0.0,34.0,,BUY,75
ADBE,280.3388,4.064293403615582,-14.720652206978379,-36.97135662574755,2.0938690035638285,-2.1414404831780827,-0.19513451003488816,-0.1864846004127459,-0.02200565124749224,Stable,False,False,V-shaped,0.7733893925190055,False,,0.0,,40.0,SELL,85
AES,14.195,-8.94804361770365,1.9023689877961214,30.588776448942046,-1.190162819827344,0.14883912255955273,0.21966791926357107,0.15062694716503097,0.08882827898236247,Accelerating,True,False,V-shaped,1.823178965488239,False,,0.0,30.0,,BUY,75
AAOI,99.1592,160.05559926567003,277.89329268292687,537.6797427652732,35.32343860858726,15.829175762933396,1.1469249954661327,0.5364539976510845,-0.019720101270285544,Stable,False,False,V-shaped,0.8357344300494427,False,,0.0,30.0,,HOLD,50
AAXJ,97.14,-1.9679079624583706,5.2209705372617154,28.441094803649356,-0.992266968407062,1.2659247934264877,0.03902353467329647,0.07044627838817594,0.021571534998307818,Stable,False,False,V-shaped,1.4674671607180514,False,,0.0,43.0,,HOLD,50
ABEV,2.855,-1.8900343642611728,10.658914728682166,29.185520361990957,-1.0797192674794158,1.5560503870257378,0.015399449093728132,0.12464047448886431,-0.013894336920940466,Stable,False,False,V-shaped,0.786852930259376,False,,0.0,51.0,,HOLD,50
AER,137.48,-4.527777777777786,-1.7438536306460861,35.84980237154149,-2.0970328588150493,-0.357908439110792,-0.08983563818023121,-0.04406997515497092,0.024026982561029857,Stable,False,False,V-shaped,1.305242075659724,False,,0.0,,63.0,SELL,85
ALAB,116.85,-18.183727769219992,-23.382073306668417,84.04473145377223,-2.243234185507172,-1.343351361537711,-0.05132756173903327,0.08852042088831352,-0.121441761587209,Decelerating,False,True,V-shaped,1.4341872522279406,False,,0.0,,79.0,SELL,85
AAPL,255.07,-7.553187633648662,-9.130744567153549,8.38822079632855,-3.9854517846416395,-2.161080371660475,-0.1283776067117335,-0.0777586202505609,0.0394445880566339,Accelerating,True,False,V-shaped,1.3051155048035317,False,,0.0,,41.0,SELL,85
AFL,109.3,-6.954967225674647,0.05492493592091918,1.2505789717461635,-5.980704064579471,0.01996771358031497,0.03056052240111874,0.057108072685843045,0.020647565248964838,Stable,False,False,V-shaped,1.2552214596065234,False,,0.0,,91.0,SELL,85
AAL,11.13,-21.39830508474576,-22.38493723849372,-15.999999999999993,-7.936538042799539,-2.996997686884962,-0.41805750912708345,-0.2556731843297457,-0.08993338992591159,Decelerating,False,True,V-shaped,1.0868185059686437,False,,0.0,,30.0,SELL,85
ACMR,46.12,-15.205000919286638,33.217793183131135,74.30083144368858,-2.2958117181244155,2.252871578917019,0.09285264349961922,0.41595925755473273,0.13675015636389165,Accelerating,True,False,V-shaped,1.415047083560598,False,,0.0,31.0,,STRONG_BUY,90
ABT,109.23,0.1375137513751401,-12.894736842105258,-19.136807817589585,0.14818860136910056,-1.9455663825824574,0.060638161725998896,-0.0015188267874014054,0.04148389041808997,Accelerating,True,False,V-shaped,0.41267550202479447,False,,0.0,,90.0,SELL,85
ABM,43.2,-8.31918505942274,-2.4610521562429377,-17.050691244239623,-3.224910622324961,-0.2899610100083012,0.01725352557422366,0.08248459479819663,-0.0058382927569105465,Stable,False,False,V-shaped,0.8973572412810654,False,,0.0,,102.0,SELL,85
ACM,93.13,-5.595539787126214,-11.439710916698365,-3.721699576139781,-1.205559682676555,-1.3351888873595856,0.15435290328367837,0.07349653158154354,0.040657174838759434,Accelerating,True,False,V-shaped,1.5812366898069008,False,,0.0,,23.0,SELL,85
AIQ,48.89,0.8665153703321771,-4.043179587831213,28.488830486202367,0.6566593134401517,-1.0369656076648068,-0.08143307279598287,-0.0777685103915078,0.0016868922512924087,Stable,False,False,V-shaped,1.0349358269077111,False,,0.0,,66.0,SELL,85
AEM,218.0065,15.073370282396414,27.169398588345082,122.72834082550061,4.331061054161164,2.3270340585395646,0.34660749827184917,0.2340160694615941,0.10570953555634047,Accelerating,True,False,V-shaped,0.9314234690978568,False,,0.0,30.0,,STRONG_BUY,90
AEP,131.475,9.00837409833346,11.381735005083016,28.15576566916853,7.77172013362944,4.5785301221209185,0.1347587533401236,0.03330345667175039,0.04808346503121222,Accelerating,True,False,V-shaped,1.419098690294721,False,,0.0,30.0,,STRONG_BUY,90
ADTTF,157.04,0.6021780909673202,33.22022395656601,207.68025078369905,0.33350980380284345,2.617080020101095,-0.09517396577526092,-0.3131494062440524,-0.22226782972839926,Decelerating,False,True,V-shaped,0.40092527063521743,False,,0.0,38.0,,SELL_SOON,70
ABNB,132.8,9.507710068442332,9.915576891243184,-1.4617496475476721,5.878092373262621,1.5164079471353415,-0.012645461774512716,-0.048929258508560565,-0.01873386940191473,Stable,False,False,V-shaped,0.7272598587383381,False,,0.0,53.0,,HOLD,50
AIA,105.67,-0.5552418595896835,10.383369894494932,39.8491265219693,-0.22438180720916903,2.0278252309516893,0.06900761103308004,0.10003767500366617,0.03344571578253365,Accelerating,True,False,V-shaped,1.4822714489973927,False,,0.0,35.0,,STRONG_BUY,90
AEIS,302.555,17.433240180096266,40.95271372000933,185.45617511085953,4.49157141188724,4.464889852768668,0.10657950243800629,0.15912599438929262,0.09892256922758932,Accelerating,True,False,V-shaped,1.269489529682123,False,,0.0,30.0,,STRONG_BUY,90
AGI,48.14,27.794000530926468,33.38875034635631,101.50690665550441,6.592861854427007,2.5975724568543836,0.3740372476325979,0.24216367598782979,0.12021396934489996,Accelerating,True,False,V-shaped,0.9888392379461721,False,,0.0,30.0,,STRONG_BUY,90
ACWI,141.0,-1.5431883248376521,-0.6832429386490091,18.786857624262844,-1.8200450049977388,-0.29967219178910687,-0.023856807949547053,0.0051481569306891534,0.006762018415484467,Stable,False,False,V-shaped,1.1514022360365495,False,,0.0,,96.0,SELL,85
ADI,318.04,-1.2666087172482299,14.70821611483808,42.76608160883421,-0.6319529517829301,3.2734543642564073,0.06633344545325005,0.18536917253116733,0.016738403832108992,Stable,False,False,V-shaped,1.3104075912406705,False,,0.0,36.0,,HOLD,50
AGG,99.925,-0.1448985710002959,-0.214699420810871,1.4776073931146438,-0.49922414177533436,-0.32653114513368975,0.016788734658780065,0.007557559013880088,0.002333182820559351,Stable,False,False,Slow,1.2628673385222053,False,,0.0,51.0,,HOLD,50
AA,57.065,1.2149698474636317,29.66371279254716,73.81967712458118,0.6502949751874738,4.1657441015821055,-0.11225463329749288,-0.07435408295841422,-0.045408314906148196,Decelerating,False,True,V-shaped,0.8178299240042985,False,,0.0,133.0,,HOLD,50
ACWX,68.57,-2.599431818181841,2.6189763543849054,21.491849751948955,-1.7313713388004832,0.7389157099257356,0.02924122441126217,0.05631138961199439,0.01830085720567294,Stable,False,False,V-shaped,1.3226103065399328,False,,0.0,46.0,,HOLD,50
AGF,9.0,0.0,0.0,0.0,999.0,999.0,0.0,0.0,0.0,Stable,False,False,Slow,0.1,False,,0.0,,,HOLD,50
ACAD,22.24,-5.200341005967612,-16.23352165725048,26.291879613855752,-1.9179276843150854,-2.7149911595724268,-0.299707850543627,-0.22571153985370856,-0.08691084230780516,Decelerating,False,True,V-shaped,1.399232521496065,False,,0.0,,30.0,SELL,85
AG,25.44,25.629629629629648,69.37416777629828,335.61643835616445,4.160922010570223,4.1027999768840155,0.6224458048097203,0.32742886860834397,0.1020896637653653,Accelerating,True,False,V-shaped,1.0731400876628028,False,,0.0,30.0,,STRONG_BUY,90
ALAI,33.58,-0.2969121140142583,-9.536637931034486,41.38947368421051,-0.28882394887058116,-2.5633784296090676,-0.07199235033869415,-0.05798826771688516,0.011332602581606382,Stable,False,False,V-shaped,0.8200357453412732,False,,0.0,,69.0,SELL,85
AIRR,110.01,-3.0663494581020245,10.462897881313381,58.56154511386569,-1.737761974248617,2.417522423492087,0.0394339682786093,0.1284757936071807,0.035995550511247296,Accelerating,True,False,V-shaped,1.157859378603782,False,,0.0,43.0,,STRONG_BUY,90
ALGM,31.88,-17.452097358881403,10.617626648160993,12.610385022960081,-6.322404819845149,1.592105346530273,0.027999339718323794,0.39391249791854627,-0.05252034096459446,Decelerating,False,True,V-shaped,1.2369174033900596,False,,0.0,21.0,,SELL_SOON,70
AL,64.605,0.11622501162249499,1.0242376856919533,39.535637149028105,1.4414456358447094,4.440527038378172,0.0007298625996592299,0.005124473203059077,0.0010445890537765852,Stable,False,False,Slow,1.1295098357253857,False,,0.0,59.0,,HOLD,50
AJINY,28.35,13.400000000000013,24.67018469656994,37.8220709771512,6.067841001385392,4.918879177295539,0.5625024961070451,0.5174532310508946,0.136044418400066,Accelerating,True,False,V-shaped,1.320947675703712,False,,0.0,30.0,,STRONG_BUY,90
ALHC,18.495,-12.553191489361692,-4.664948453608231,21.278688524590162,-4.62926921739814,-0.44590904031677225,-0.16983016908243248,-0.06655633674722203,-0.06202858542940275,Decelerating,False,True,V-shaped,0.7765064002314044,False,,0.0,,44.0,SELL,85
ALGN,168.71,-3.934631590934967,7.568222392246882,-1.9127906976744158,-1.2758876853735195,1.1231374388765545,-0.03234114147741408,0.08149925196681937,0.013934972045556698,Stable,False,False,V-shaped,1.3729410886944198,False,,0.0,45.0,,HOLD,50
AJG,227.91,-6.113285272914526,-7.130923760237973,-32.93806090922467,-1.6286842366701482,-0.8893784897552771,0.13236027838958295,0.03529371272250242,-0.016989641701262877,Stable,False,False,V-shaped,1.4364904237569407,False,,0.0,,51.0,SELL,85
ALMS,26.83,1.8602885345482045,223.25301204819272,426.078431372549,0.6092269463662263,21.090250906516683,0.138176596144783,0.4846375235183401,-0.3448626416936644,Decelerating,False,True,V-shaped,0.8670858348887484,False,,0.0,111.0,,HOLD,50
ALLY,37.96,-9.89793496320912,-10.513908533710515,8.426163953156252,-3.7341779377177486,-1.8680021748661426,-0.2865050144142516,-0.0916178631723123,-0.04933377389486889,Decelerating,False,True,V-shaped,1.4951891017295853,False,,0.0,,31.0,SELL,85
AIG,78.3811,3.18733543970513,1.4248188405797224,-3.5665600393700703,2.7216334411262624,0.24434525329163373,0.08936718619582949,0.02455912342316893,0.04896488282548143,Accelerating,True,False,V-shaped,0.6090120285090217,False,,0.0,,120.0,BUY,75
ALK,42.5,-23.090843286283025,-10.18596787827557,-31.672025723472675,-6.782525375274427,-1.2168648464888652,0.0606677886973337,0.28231881394738706,-0.12213823943711785,Decelerating,False,True,V-shaped,1.2375909226305994,False,,0.0,,74.0,SELL,85
ALB,159.39,1.8596625766871044,33.783783783783775,108.40742677824267,0.4566278268300119,3.3114607949393817,-0.20990987960379906,-0.18191715037344744,-0.03415156137425928,Decelerating,False,True,V-shaped,1.2074462028525543,False,,0.0,50.0,,SELL_SOON,70
ALL,208.845,-2.9485570890840695,1.1993022241604923,5.781796079623147,-1.630213068691587,0.241689918878293,0.0902926008488699,0.07431088032598125,0.044526205154766046,Accelerating,True,False,V-shaped,1.0405056625199474,False,,0.0,31.0,,BUY,75
ALNY,314.85,-4.948073904117855,-32.3397945588172,26.889130697618203,-2.439407479739349,-4.63751674105253,-0.06114622977022533,-0.17521230009550856,0.027839368540379415,Stable,False,False,V-shaped,0.6256457866903977,False,,0.0,,74.0,SELL,85
ALMTF,4.71,3.7444933920704804,77.06766917293233,515.203761755486,0.7294524247533445,4.946568787839446,0.01016976874751678,-0.22203936063814514,-0.4336730168329682,Decelerating,False,True,V-shaped,0.9741136384737304,False,,0.0,135.0,,HOLD,50
AMAT,331.86,9.16806473897167,23.166567695961994,118.99168536360038,3.16891673571754,3.0515725433604364,0.0706027508578602,0.09215767825651743,0.13179220677139375,Accelerating,True,False,V-shaped,1.1427979811838607,False,,0.0,35.0,,STRONG_BUY,90
AMGN,363.02,-1.2996193583469373,6.720366886171192,14.221886602479383,-0.7388560652245139,1.473141744855796,0.029291812595066857,0.0342914090332908,0.024379864337233458,Stable,False,False,V-shaped,1.1688953240523892,False,,0.0,46.0,,HOLD,50
AMX,24.06,13.063909774436077,10.366972477064218,63.00813008130082,6.385084083982211,2.133500283422627,0.2064456701096873,0.07495947785075392,0.09086926069246153,Accelerating,True,False,V-shaped,1.296943453131355,False,,0.0,30.0,,STRONG_BUY,90
AMG,286.315,-5.052230144254688,5.382973241562072,77.0217633238531,-1.3150428688216382,0.6744995058971442,-0.1404701692948306,-0.03732298707086405,-0.05138443760688651,Decelerating,False,True,V-shaped,1.496270568704084,False,,0.0,60.0,,SELL_SOON,70
AMT,190.10001,10.851950551052525,6.302080187887937,-8.133180302517761,5.598533589588896,1.3047008428682567,0.14661661353042277,0.1281517423547531,0.038267784210799384,Accelerating,True,False,V-shaped,1.2693576967086486,False,,0.0,30.0,,STRONG_BUY,90
AMD,197.175,2.4285714285714244,-8.70682470599129,99.46889226100156,1.6812464412778805,-0.7001351874674054,-0.2254537473795493,-0.5153962314073456,-0.11109270855448979,Decelerating,False,True,V-shaped,0.3241104859603726,False,,0.0,,36.0,SELL,85
ANAB,56.0698,17.055949895615875,29.49145496535799,241.88902439024395,7.025755371659678,3.3460780679629902,-0.1645044993067365,-0.3617561081599773,0.11191867767662603,Accelerating,True,False,V-shaped,0.8473776038887578,False,,0.0,30.0,,STRONG_BUY,90
ANTM,482.58,-5.82518587904689,-0.45586748901587093,26.694670517196116,-3.834864038065938,-0.09561312261823428,-0.15311019392940003,-0.1403126718148556,-0.08282926155768934,Decelerating,False,True,V-shaped,0.9557844332401177,False,,0.0,,47.0,SELL,85
ANRO,20.285,43.76328844790929,51.60687593423019,413.54430379746833,11.030409943164562,4.301709221384263,-1.2154332902361158,-1.4488317691967454,0.1544578084631316,Accelerating,True,False,V-shaped,1.0544534743144416,False,,0.0,30.0,,STRONG_BUY,90
ANF,85.27,-13.955600403632696,-10.861384068576207,2.0220148360851953,-4.15300280945959,-0.8196597611493405,-0.3018794627190341,-0.08252373625693958,-0.06547562225341086,Decelerating,False,True,V-shaped,0.7262287165020946,False,,0.0,,30.0,SELL,85
AMZN,216.73,-2.6763662490457585,-5.4035179608048605,7.987045341305432,-1.2057774013597058,-1.1084465934070462,-0.18883695109271298,-0.18190558481554575,-0.07957467931208752,Decelerating,False,True,V-shaped,1.2014193290991673,False,,0.0,,41.0,SELL,85
APEI,44.85,1.287262872628725,27.777777777777768,132.98701298701297,1.7001767528349199,6.868690186233238,0.2366854875030248,0.2599340610586507,0.03612750967711508,Accelerating,True,False,V-shaped,0.5543537466307001,False,,0.0,30.0,,STRONG_BUY,90
APIE,35.76,-3.7933817594834607,-1.460457426288242,14.910025706940866,-3.417030011355108,-0.4822735742216678,0.004792163070725878,0.03783973149702951,0.021087727245173406,Stable,False,False,V-shaped,1.147047010377164,False,,0.0,,114.0,SELL,85
ANSS,374.3,11.137504082662787,24.108889552040868,13.297212216605626,4.757944532831342,4.536146224641849,0.21716510344190468,0.1888048226730274,0.017974352973724142,Stable,False,False,V-shaped,1.3916427567010619,False,,0.0,30.0,,HOLD,50
AREC,3.265,19.597069597069595,2.9968454258675115,441.1901210011604,7.654484944359654,0.19417861804858966,0.30741465320135136,-0.008519008324667288,0.24774429840393425,Accelerating,True,False,V-shaped,0.3152050646024471,False,,0.0,30.0,,BUY,75
APH,131.82,3.2829272114706542,-5.478273340025819,113.4736842105263,1.1457056291563141,-0.4407239121534095,-0.12088258004269585,-0.07664221841011998,0.02053771124727185,Stable,False,False,V-shaped,0.7195625342509321,False,,0.0,30.0,,HOLD,50
APLD,27.2849,-2.029084380610413,-12.379897238278737,289.7842857142857,-0.5194884938960137,-0.7836875988504339,-0.029976523919875642,-0.2555403169436878,0.01613626675714621,Stable,False,False,V-shaped,0.5392073844335533,False,,0.0,46.0,,HOLD,50
APP,496.83,32.40679050182553,-27.340665126210183,91.36078265223586,3.8129355945606864,-1.3731527701249684,-0.37716631925247673,-0.3801923771322243,0.08045660034889258,Accelerating,True,False,V-shaped,1.3637673129947825,False,,0.0,,26.0,SELL,85
AON,336.0873,-2.1180976234855486,-3.3426418567196636,-16.31292330677291,-0.5479593986967377,-0.4699545676126098,0.02916822640882955,-0.021908784246339297,-0.03809781683937359,Decelerating,False,True,V-shaped,1.7008735831819743,False,,0.0,,92.0,SELL,85
ARES,109.6275,-10.045540329859692,-32.77273563500337,-28.520897176762084,-2.274880713683259,-3.0684980499911036,-0.5476063827653597,-0.263017107869571,-0.14012645880440752,Decelerating,False,True,V-shaped,0.9149109415101965,False,,0.0,,30.0,SELL,85
APD,275.24,-2.913580246913572,5.206024004281029,-11.487007975302276,-2.0385533496835873,0.7113537092431507,0.06946724561628238,0.18114803338114605,-0.03431238892155274,Decelerating,False,True,V-shaped,1.1882106415695488,False,,0.0,29.0,,SELL_SOON,70
APTV,71.225,-10.656046161565481,-6.822344322344332,9.341418483266795,-6.458638981688778,-1.173802195970025,-0.09324988949142485,0.09441642446863777,0.061595987442269046,Accelerating,True,False,V-shaped,0.8765661398222974,False,,0.0,,33.0,SELL,85
APO,105.2,-16.560913705583758,-23.07129798903108,-21.946876391155957,-4.840764500217088,-2.5717330170775186,-0.5307387695944794,-0.19732835120833025,-0.09761227824236597,Decelerating,False,True,V-shaped,1.1897922735392574,False,,0.0,,30.0,SELL,85
ARGT,85.879,-6.1431693989071,-7.785890690432717,5.050764525993889,-3.1096761306262533,-1.6965671745244904,-0.37531429260193816,-0.27657082104969005,-0.07234838770184543,Decelerating,False,True,V-shaped,1.2235233752681631,False,,0.0,,30.0,SELL,85
ARKK,72.4,9.151213628825584,-12.401693889897158,38.85692366705027,4.9753462325405025,-2.5801860881868546,0.009014084579531368,-0.08032247781000926,0.05330547325059832,Accelerating,True,False,V-shaped,0.785974080187745,False,,0.0,,51.0,SELL,85
ARKQ,118.595,2.5198824343015236,3.3237497821920092,71.18215935334872,1.9788960412204226,0.6586852153029374,0.002970176090107142,-0.014936831629011915,0.05069899670163266,Accelerating,True,False,V-shaped,0.6922329664871059,False,,0.0,58.0,,BUY,75
ARKF,40.745,9.765625,-19.635108481262343,12.804540420819489,3.470027624487511,-3.2273355955041443,-0.08106965567211247,-0.15186285546596423,0.015249816696065812,Stable,False,False,V-shaped,1.2123211705234882,False,,0.0,,66.0,SELL,85
ARQT,23.4121,-10.195243574990421,-24.864890885750967,61.46275862068964,-2.462294971574979,-2.8523598547001288,-0.40713487503854334,-0.47095069380481375,-0.0040366548949275554,Stable,False,False,V-shaped,1.376719925961644,False,,0.0,,30.0,SELL,85
ARKG,28.22,2.655511094943619,-11.536050156739808,21.53316106804479,1.1982109340611014,-2.1069207593783905,0.013789056776374133,-0.12506116416398042,0.034966313555795346,Accelerating,True,False,V-shaped,0.9012485514553866,False,,0.0,,19.0,SELL,85
ARRNF,0.25765,-9.59649122807017,-3.4657174971899685,30.126262626262612,-3.9929922457936935,-0.3491306625830975,0.33094031163729104,-0.15719161297387108,0.04826248600274668,Accelerating,True,False,V-shaped,0.5357356816289651,False,,0.0,30.0,,HOLD,50
ARKW,127.7,8.671602416815594,-18.230133828520188,25.701348557928938,3.8493133135290423,-3.324478080136256,-0.06372624142073559,-0.13397116997932743,0.031500233490222476,Accelerating,True,False,V-shaped,0.9055145788866051,False,,0.0,,57.0,SELL,85
ARKX,31.02,3.3311125916055895,8.423628102062208,66.32707774798929,2.7453912402514615,1.670550571211972,0.07397270000191146,0.02351505709553281,0.05085463261990418,Accelerating,True,False,V-shaped,0.6090923044664923,False,,0.0,34.0,,STRONG_BUY,90
ARRY,7.05,-36.65768194070081,-13.814180929095354,33.270321361058606,-2.9699685705934,-0.5668633315671986,-0.27973666033267747,0.11269224090945977,0.013789062217453322,Stable,False,False,V-shaped,1.5726933385032609,False,,0.0,,31.0,SELL,85
ARTY,48.1101,0.6698053986189612,-2.235114814062178,43.22744864543018,0.3884805810577776,-0.4215988238569588,-0.020144133217549844,-0.030547359743969132,0.004641107019112955,Stable,False,False,V-shaped,1.0282288860686188,False,,0.0,49.0,,HOLD,50
ASC,16.05,28.400000000000002,34.19732441471572,63.60856269113149,14.296511825106387,8.676529643048557,0.285556902929125,0.2815526383536539,0.04854199876140134,Accelerating,True,False,V-shaped,1.4944798902008143,False,,0.0,30.0,,STRONG_BUY,90
ASCUF,5.43,38.874680306905354,79.80132450331125,293.47826086956525,11.210125402447531,5.4819175097552035,0.15840375108344318,0.002923911853972866,0.05434018491840687,Accelerating,True,False,V-shaped,0.6214270004246009,False,,0.0,30.0,,STRONG_BUY,90
ARVN,13.46,3.8580246913580307,7.250996015936262,-25.470653377630114,1.1291518783716348,1.0287796148174262,-0.10113691542187357,-0.255235177188998,-0.01714130975893179,Stable,False,False,V-shaped,1.5108857727348766,False,,0.0,30.0,,HOLD,50
ASTS,93.93,0.7076230299131625,29.2911218169305,191.88937228091984,0.13728042568514887,1.901848831596738,0.00044394937974819623,-0.34881954218230743,0.0038583881596301658,Stable,False,False,V-shaped,1.092626763973991,False,,0.0,59.0,,HOLD,50
ASHR,33.03,-0.5120481927710863,1.1328842620943247,21.25550660792952,-0.4569433423281159,0.4352408742841651,-0.03446629071170136,-0.002357031289295465,0.01430440225070998,Stable,False,False,V-shaped,1.3607229783261527,False,,0.0,44.0,,HOLD,50
AROC,35.685,16.086532205595326,41.94510739856803,50.8879492600423,7.527282102679637,9.57192973590675,0.2623110295643253,0.29087595387150955,0.043422813212520235,Accelerating,True,False,V-shaped,1.4305877439075816,False,,0.0,30.0,,STRONG_BUY,90
ASEA,18.925,-3.4438775510204134,4.269972451790638,19.778481012658222,-3.1328460512399854,1.6987425031662247,-0.011855224508608285,0.0479934428398513,-0.0017873516457156513,Stable,False,False,V-shaped,1.332780495856749,False,,0.0,53.0,,HOLD,50
