target_date,window,similar_date,correlation
2026-03-03,25Y,2026-03-02,0.7322
2026-03-03,25Y,2026-02-27,0.5042
2026-03-03,25Y,2007-03-01,0.4088
2026-03-03,25Y,2026-02-19,0.4046
2026-03-03,25Y,2024-04-16,0.4021
2026-03-03,25Y,2026-02-23,0.3729
2026-03-03,25Y,2024-04-15,0.3679
2026-03-03,25Y,2026-02-26,0.3675
2026-03-03,25Y,2022-03-07,0.3671
2026-03-03,25Y,2022-03-08,0.365
2026-03-03,25Y,2007-03-02,0.3639
2026-03-03,25Y,2008-06-12,0.3572
2026-03-03,25Y,2015-12-11,0.3477
2026-03-03,25Y,2022-03-04,0.342
2026-03-03,25Y,2024-04-12,0.3413
2026-03-03,25Y,2007-02-28,0.3328
2026-03-03,25Y,2026-02-25,0.329
2026-03-03,25Y,2025-06-20,0.3255
2026-03-03,25Y,2024-04-18,0.3254
2026-03-03,25Y,2021-04-30,0.3237
2026-03-03,25Y,2024-04-17,0.319
2026-03-03,25Y,2009-10-28,0.3163
2026-03-03,25Y,2007-02-27,0.3153
2026-03-03,25Y,2013-03-19,0.3135
2026-03-03,25Y,2015-12-14,0.3132
2026-03-03,25Y,2024-05-29,0.3105
2026-03-03,25Y,2021-03-24,0.3069
2026-03-03,25Y,2026-02-24,0.306
2026-03-03,25Y,2022-02-24,0.3045
2026-03-03,25Y,2016-06-17,0.3032
2026-03-03,25Y,2016-06-14,0.3014
2026-03-03,25Y,2014-01-27,0.3005
2026-03-03,25Y,2008-06-11,0.2987
2026-03-03,25Y,2026-02-05,0.2985
2026-03-03,25Y,2006-05-15,0.2981
2026-03-03,25Y,2018-03-23,0.2976
2026-03-03,25Y,2016-06-15,0.2968
2026-03-03,25Y,2010-05-07,0.2965
2026-03-03,25Y,2022-02-28,0.2961
2026-03-03,25Y,2010-05-05,0.2961
2026-03-03,25Y,2010-11-30,0.2954
2026-03-03,25Y,2018-10-10,0.2948
2026-03-03,25Y,2023-08-07,0.2946
2026-03-03,25Y,2022-03-01,0.2945
2026-03-03,25Y,2016-06-16,0.2943
2026-03-03,25Y,2010-04-27,0.2939
2026-03-03,25Y,2006-05-16,0.2923
2026-03-03,25Y,2017-11-15,0.2918
2026-03-03,25Y,2023-08-04,0.2908
2026-03-03,25Y,2018-10-09,0.2878
2026-03-03,25Y,2021-05-03,0.287
2026-03-03,25Y,2016-06-27,0.2859
2026-03-03,25Y,2018-06-21,0.2853
2026-03-03,25Y,2008-06-10,0.2838
2026-03-03,25Y,2010-05-06,0.2836
2026-03-03,25Y,2015-07-06,0.2809
2026-03-03,25Y,2025-09-03,0.2805
2026-03-03,25Y,2021-01-29,0.2795
2026-03-03,25Y,2020-09-25,0.2791
2026-03-03,25Y,2009-10-29,0.2779
2026-03-03,25Y,2022-03-02,0.2767
2026-03-03,25Y,2007-06-12,0.276
2026-03-03,25Y,2024-08-07,0.2753
2026-03-03,25Y,2008-06-06,0.2748
2026-03-03,25Y,2020-09-23,0.2747
2026-03-03,25Y,2023-09-26,0.2743
2026-03-03,25Y,2007-03-05,0.2741
2026-03-03,25Y,2016-06-24,0.2737
2026-03-03,25Y,2007-07-30,0.2737
2026-03-03,25Y,2010-04-28,0.2733
2026-03-03,25Y,2014-03-14,0.2727
2026-03-03,25Y,2009-11-24,0.2714
2026-03-03,25Y,2020-09-24,0.2711
2026-03-03,25Y,2003-09-24,0.2707
2026-03-03,25Y,2023-06-26,0.2706
2026-03-03,25Y,2015-07-09,0.2705
2026-03-03,25Y,2016-06-13,0.27
2026-03-03,25Y,2000-09-11,0.2693
2026-03-03,25Y,2025-08-29,0.2693
2026-03-03,25Y,2022-03-03,0.269
2026-03-03,25Y,2024-08-06,0.2689
2026-03-03,25Y,2024-08-05,0.2687
2026-03-03,25Y,2000-05-22,0.2682
2026-03-03,25Y,2017-09-26,0.2673
2026-03-03,25Y,2014-01-29,0.267
2026-03-03,25Y,2023-08-02,0.267
2026-03-03,25Y,2006-05-17,0.2665
2026-03-03,25Y,2015-08-20,0.2659
2026-03-03,25Y,2014-03-13,0.2653
2026-03-03,25Y,2023-09-27,0.2651
2026-03-03,25Y,2012-05-18,0.2643
2026-03-03,25Y,2010-05-10,0.2643
2026-03-03,25Y,2015-07-08,0.2639
2026-03-03,25Y,2010-04-30,0.2636
2026-03-03,25Y,2020-01-31,0.2633
2026-03-03,25Y,2018-10-08,0.2625
2026-03-03,25Y,2000-05-09,0.262
2026-03-03,25Y,2021-05-13,0.2619
2026-03-03,25Y,2012-05-17,0.2618
2026-03-03,25Y,2007-06-07,0.2611
2026-03-03,5Y,2026-03-02,0.7322
2026-03-03,5Y,2026-02-27,0.5042
2026-03-03,5Y,2026-02-19,0.4046
2026-03-03,5Y,2024-04-16,0.4021
2026-03-03,5Y,2026-02-23,0.3729
2026-03-03,5Y,2024-04-15,0.3679
2026-03-03,5Y,2026-02-26,0.3675
2026-03-03,5Y,2022-03-07,0.3671
2026-03-03,5Y,2022-03-08,0.365
2026-03-03,5Y,2022-03-04,0.342
2026-03-03,5Y,2024-04-12,0.3413
2026-03-03,5Y,2026-02-25,0.329
2026-03-03,5Y,2025-06-20,0.3255
2026-03-03,5Y,2024-04-18,0.3254
2026-03-03,5Y,2021-04-30,0.3237
2026-03-03,5Y,2024-04-17,0.319
2026-03-03,5Y,2024-05-29,0.3105
2026-03-03,5Y,2021-03-24,0.3069
2026-03-03,5Y,2026-02-24,0.306
2026-03-03,5Y,2022-02-24,0.3045
2026-03-03,5Y,2026-02-05,0.2985
2026-03-03,5Y,2022-02-28,0.2961
2026-03-03,5Y,2023-08-07,0.2946
2026-03-03,5Y,2022-03-01,0.2945
2026-03-03,5Y,2023-08-04,0.2908
2026-03-03,5Y,2021-05-03,0.287
2026-03-03,5Y,2025-09-03,0.2805
2026-03-03,5Y,2022-03-02,0.2767
2026-03-03,5Y,2024-08-07,0.2753
2026-03-03,5Y,2023-09-26,0.2743
2026-03-03,5Y,2023-06-26,0.2706
2026-03-03,5Y,2025-08-29,0.2693
2026-03-03,5Y,2022-03-03,0.269
2026-03-03,5Y,2024-08-06,0.2689
2026-03-03,5Y,2024-08-05,0.2687
2026-03-03,5Y,2023-08-02,0.267
2026-03-03,5Y,2023-09-27,0.2651
2026-03-03,5Y,2021-05-13,0.2619
2026-03-03,5Y,2023-08-08,0.261
2026-03-03,5Y,2021-05-04,0.2597
2026-03-03,5Y,2022-03-09,0.258
2026-03-03,5Y,2025-06-18,0.2559
2026-03-03,5Y,2025-06-23,0.2555
2026-03-03,5Y,2023-08-03,0.254
2026-03-03,5Y,2021-05-12,0.2527
2026-03-03,5Y,2023-09-25,0.2516
2026-03-03,5Y,2025-09-02,0.2513
2026-03-03,5Y,2022-02-23,0.2504
2026-03-03,5Y,2021-05-05,0.2502
2026-03-03,5Y,2023-06-23,0.2501
2026-03-03,5Y,2026-02-17,0.25
2026-03-03,5Y,2022-01-26,0.2466
2026-03-03,5Y,2026-01-20,0.2458
2026-03-03,5Y,2026-02-20,0.2442
2026-03-03,5Y,2022-01-27,0.2437
2026-03-03,5Y,2022-02-25,0.2429
2026-03-03,5Y,2021-11-19,0.2423
2026-03-03,5Y,2021-11-23,0.2412
2026-03-03,5Y,2022-03-11,0.2406
2026-03-03,5Y,2022-06-10,0.2401
2026-03-03,5Y,2022-03-10,0.2382
2026-03-03,5Y,2024-04-10,0.236
2026-03-03,5Y,2022-04-22,0.2346
2026-03-03,5Y,2022-04-26,0.2344
