ticker,price,ret_1d,ret_1w,ret_1m,ret_3m,ret_6m,ret_1y,ratio_1w_1d,ratio_1m_1w,ratio_3m_1m,ratio_6m_3m,ratio_1y_3m,ratio_passes,sma30,sma50,sma100,sma200,sma_all,vs_spy_1w,vs_spy_1m,vs_spy_1y,vs_qqq_1w,vs_qqq_1m,vs_qqq_1y,vs_iau_1w,vs_iau_1m,vs_iau_1y,bad_spy_score,top_pole,top_pole_corr,momentum_signal,momentum_flag,vol_ratio,vol_flag,pullback_flag,score_returns,score_ratios,score_spy_days,score,rank
EFXT,23.5,4.91,21.7,29.76,70.41,133.37,198.98,4.42,1.37,2.37,1.89,2.83,4,True,True,True,True,True,20.85,30.61,181.35,20.35,32.93,177.15,19.91,30.98,113.86,3.1646,,,2.99,overextended,1.588,confirmed,none,95.99576271186442,93.55932203389831,99.32203389830508,96.3,1
GLTO,30.38,2.7,2.01,21.04,74.7,843.48,623.33,0.74,10.44,3.55,11.29,8.34,4,True,True,True,True,True,1.16,21.88,605.7,0.67,24.2,601.5,0.22,22.25,538.21,3.597,,,-0.66,clean,1.932,confirmed,none,90.60734463276837,93.55932203389831,99.57627118644068,94.6,2
LINC,37.17,2.55,12.49,39.67,81.21,94.48,106.59,4.89,3.18,2.05,1.16,1.31,4,True,True,True,True,True,11.64,40.51,88.96,11.14,42.83,84.76,10.7,40.88,21.47,1.218,,,1.01,clean,2.506,confirmed,none,92.64124293785312,93.55932203389831,94.49152542372882,93.6,3
AU,128.73,0.75,6.28,20.29,44.79,133.21,338.9,8.36,3.23,2.21,2.97,7.57,5,True,True,True,True,True,5.43,21.13,321.27,4.94,23.45,317.07,4.49,21.5,253.78,0.9015,IAU,0.75,0.19,clean,0.925,normal,none,88.26977401129943,99.87288135593221,91.35593220338983,93.2,4
HYMC,54.93,9.06,30.63,20.12,422.66,1195.55,2319.88,3.38,0.66,21.01,2.83,5.49,4,True,True,True,True,True,29.78,20.96,2302.25,29.29,23.29,2298.05,28.84,21.34,2234.76,0.4687,IAU,0.57,0.19,clean,1.014,normal,none,98.61581920903954,93.55932203389831,84.91525423728814,92.4,5
SII,166.42,2.67,9.6,27.55,84.46,155.6,293.89,3.59,2.87,3.07,1.84,3.48,4,True,True,True,True,True,8.75,28.4,276.26,8.26,30.72,272.06,7.81,28.77,208.77,0.6331,IAU,0.58,-0.13,clean,1.009,normal,none,95.16949152542372,93.55932203389831,87.28813559322035,92.0,6
EZPW,27.28,2.81,8.58,29.33,43.18,65.1,101.74,3.05,3.42,1.47,1.51,2.36,4,True,True,True,True,True,7.73,30.17,84.11,7.23,32.49,79.9,6.79,30.54,16.62,1.0571,XLI,0.53,0.78,clean,0.648,thin,none,89.07485875706215,93.55932203389831,93.05084745762711,91.9,7
CAMT,169.34,1.17,10.6,8.81,62.43,92.83,126.4,9.08,0.83,7.08,1.49,2.02,4,True,True,True,True,True,9.75,9.66,108.77,9.26,11.98,104.56,8.81,10.03,41.28,1.4041,XLK,0.49,-0.39,clean,1.035,normal,none,86.36299435028248,93.55932203389831,95.84745762711864,91.9,7
TER,323.58,1.11,1.6,28.47,80.39,174.48,197.38,1.44,17.85,2.82,2.17,2.46,4,True,True,True,True,True,0.75,29.31,179.75,0.25,31.64,175.55,-0.2,29.69,112.26,1.2045,VXUS,0.59,-1.69,stalling,1.007,normal,none,86.454802259887,93.55932203389831,94.40677966101696,91.5,9
SLGL,87.5,-4.56,8.16,43.8,115.04,299.54,1408.62,-1.79,5.37,2.63,2.6,12.24,4,True,True,True,True,True,7.31,44.64,1390.99,6.81,46.96,1386.79,6.37,45.01,1323.5,2.1969,,,-0.84,clean,0.996,normal,buy_today,81.52542372881355,93.55932203389831,98.47457627118644,91.2,10
FRO,39.17,3.21,11.63,38.36,66.54,89.04,155.85,3.62,3.3,1.73,1.34,2.34,4,True,True,True,True,True,10.78,39.2,138.22,10.28,41.53,134.01,9.84,39.58,70.73,0.4317,,,1.02,clean,1.775,confirmed,none,93.46045197740114,93.55932203389831,84.40677966101696,90.5,11
SCCO,218.78,0.22,5.66,6.11,64.46,126.19,146.62,26.03,1.08,10.55,1.96,2.27,4,True,True,True,True,True,4.81,6.95,128.99,4.32,9.28,124.78,3.87,7.32,61.5,1.4904,IAU,0.67,-0.25,clean,0.981,normal,none,81.05225988700565,93.55932203389831,96.27118644067797,90.3,12
