ticker,price,sma29,extension_pct,extension_label,extension_score,extension_pf,extension_fwd,sma10,ext10_pct,exit_alert,exit_pf,exit_fwd,slope_rsq,slope_ann,momentum_score,momentum_rank,momentum_flag,health_score,health_verdict,dd_pct,stage,stage_name,ret_1w,ret_1m,ret_3m,top_pole,asset_class,asset_class_label,pole_id,is_noise_pole,gold_filtered,combined_score
AJINY,27.94,28.03,-0.31,BELOW SMA,15,,,29.33,-4.73,,,,0.019,-25.2,34.6,228.0,clean,60.0,CAUTION,-15.1,2,Sustained Uptrend,-4.61,-1.86,20.17,,index,Index,15.0,False,False,35.4
IOT,32.07,28.12,14.04,GOOD,75,1.52,1.24,31.09,3.16,,,,0.643,306.3,0.0,231.0,clean,29.0,WARNING,-29.5,0,Deep Decline,8.42,14.95,-26.76,,equity,Equity,27.0,False,False,35.0
COIN,195.73,176.91,10.64,GOOD,75,1.52,1.24,194.53,0.62,,,,0.805,386.4,0.0,231.0,clean,21.1,WARNING,-30.0,0,Deep Decline,-4.85,20.44,-29.43,XLK,equity,Equity,8.0,False,False,32.6
UAMY,10.94,8.57,27.54,WARNING,25,1.66,2.33,9.63,13.57,ELEVATED,1.51,0.6,0.658,408.8,0.0,,,76.9,CAUTION,-8.7,3,Parabolic,,,,,equity,Equity,11.0,False,False,31.8
STRL,407.38,413.37,-1.45,BELOW SMA,15,,,414.64,-1.75,,,,0.235,-75.7,0.0,231.0,clean,78.3,CAUTION,-14.6,2,Sustained Uptrend,2.13,-1.88,25.7,XLK,equity,Equity,11.0,False,False,28.7
LYSCF,14.6,11.84,23.33,CAUTION,10,1.58,-10.6,13.38,9.14,,,,0.741,334.7,0.0,,,83.4,HEALTHY,-2.7,3,Parabolic,,,,,index,Index,31.0,False,False,28.5
PLXS,194.05,198.46,-2.22,BELOW SMA,15,,,193.17,0.46,,,,0.438,-62.6,0.0,231.0,clean,74.7,CAUTION,-8.4,3,Parabolic,1.41,-5.8,24.93,XLI,equity,Equity,16.0,False,False,27.7
FAST,46.08,46.19,-0.24,BELOW SMA,15,,,46.46,-0.82,,,,0.087,16.3,0.0,231.0,clean,73.8,CAUTION,-4.9,2,Sustained Uptrend,-2.58,-1.25,14.22,XLI,sector,Sector,34.0,False,False,27.4
TIP,110.97,111.11,-0.13,BELOW SMA,15,,,111.39,-0.38,,,,0.038,1.7,0.0,231.0,stalling,73.4,CAUTION,-0.9,1,Basing,-0.23,-0.02,0.79,TLT,bond,Bond,4.0,False,False,27.3
BBCA,96.39,96.94,-0.57,BELOW SMA,15,,,97.96,-1.6,,,,0.048,11.6,0.0,231.0,clean,72.8,CAUTION,-3.6,2,Sustained Uptrend,-1.49,-1.29,5.91,VXUS,index,Index,1.0,False,False,27.1
DSGN,10.06,10.24,-1.78,BELOW SMA,15,,,10.16,-0.98,,,,0.019,-14.3,0.0,,,72.4,CAUTION,-9.7,3,Parabolic,,,,,equity,Equity,7.0,False,False,27.0
AMGN,370.77,370.99,-0.06,BELOW SMA,15,,,376.84,-1.61,,,,0.053,16.8,0.0,231.0,clean,71.8,CAUTION,-5.2,2,Sustained Uptrend,0.86,1.68,18.14,XLV,equity,Equity,7.0,False,False,26.8
BW,13.28,10.33,28.5,WARNING,25,1.66,2.33,12.02,10.49,ELEVATED,1.51,0.6,0.52,569.8,0.0,,,60.0,CAUTION,-10.9,3,Parabolic,,,,,equity,Equity,18.0,False,False,26.8
PFE,26.78,27.0,-0.83,BELOW SMA,15,,,26.97,-0.7,,,,0.291,-28.2,0.0,231.0,clean,71.7,CAUTION,-4.2,2,Sustained Uptrend,0.64,-3.01,5.72,XLV,equity,Equity,7.0,False,False,26.8
JBL,251.75,255.58,-1.5,BELOW SMA,15,,,253.04,-0.51,,,,0.183,-59.3,0.0,231.0,clean,71.4,CAUTION,-10.5,2,Sustained Uptrend,-0.18,-2.77,10.38,XLK,equity,Equity,16.0,False,False,26.7
GD,353.66,354.06,-0.11,BELOW SMA,15,,,360.41,-1.87,,,,0.497,62.4,0.0,231.0,clean,71.2,CAUTION,-4.3,2,Sustained Uptrend,-1.95,-1.44,5.8,XLI,equity,Equity,11.0,False,False,26.6
DTCR,25.0,25.18,-0.7,BELOW SMA,15,,,25.19,-0.74,,,,0.539,-44.7,0.0,231.0,clean,70.8,CAUTION,-6.5,2,Sustained Uptrend,0.04,-0.52,14.78,XLK,sector,Sector,14.0,False,False,26.5
MGNR,51.64,51.76,-0.24,BELOW SMA,15,,,51.92,-0.54,,,,0.083,-28.4,0.0,231.0,clean,70.6,CAUTION,-5.4,3,Parabolic,0.92,-0.37,19.1,IAU,miner,Miner,5.0,False,False,26.4
UVXY,48.88,40.46,20.8,CAUTION,40,1.58,0.49,45.12,8.33,,,,0.599,327.6,0.0,231.0,clean,41.2,WARNING,-15.7,0,Deep Decline,9.23,34.73,6.45,,equity,Equity,12.0,False,False,26.4
REZ,87.47,87.87,-0.46,BELOW SMA,15,,,88.85,-1.55,,,,0.083,-10.1,0.0,231.0,clean,69.8,CAUTION,-3.4,2,Sustained Uptrend,-1.64,-0.28,4.91,XLRE,sector,Sector,14.0,False,False,26.2
EWC,56.02,56.37,-0.63,BELOW SMA,15,,,56.98,-1.69,,,,0.044,11.2,0.0,231.0,clean,69.3,CAUTION,-4.7,2,Sustained Uptrend,-1.57,-1.24,5.55,VXUS,index,Index,1.0,False,False,26.0
EDIT,2.54,2.01,26.68,WARNING,25,1.66,2.33,2.26,12.65,ELEVATED,1.51,0.6,0.76,494.3,0.0,,,56.0,CAUTION,-8.0,0,Deep Decline,,,,,equity,Equity,7.0,False,False,25.6
ICF,64.09,64.31,-0.34,BELOW SMA,15,,,65.28,-1.82,,,,0.014,-5.0,0.0,231.0,clean,67.9,CAUTION,-3.6,2,Sustained Uptrend,-2.05,0.63,6.98,XLRE,sector,Sector,14.0,False,False,25.6
USMV,95.48,96.12,-0.66,BELOW SMA,15,,,96.73,-1.29,,,,0.071,7.9,0.0,231.0,stalling,67.7,CAUTION,-2.6,2,Sustained Uptrend,-1.37,-0.46,1.95,XLV,equity,Equity,2.0,False,False,25.6
CAH,219.12,222.02,-1.31,BELOW SMA,15,,,221.84,-1.23,,,,0.078,-22.3,0.0,231.0,clean,67.6,CAUTION,-6.2,2,Sustained Uptrend,1.44,-0.52,10.67,,equity,Equity,7.0,False,False,25.5
CHD,101.03,101.27,-0.24,BELOW SMA,15,,,102.0,-0.95,,,,0.001,-2.5,0.0,231.0,clean,67.6,CAUTION,-4.7,2,Sustained Uptrend,1.17,2.08,22.27,XLP,equity,Equity,2.0,False,False,25.5
SCHD,30.95,31.26,-0.99,BELOW SMA,15,,,31.31,-1.16,,,,0.406,-22.3,0.0,231.0,clean,67.4,CAUTION,-3.1,2,Sustained Uptrend,-1.0,-1.13,12.7,XLE,equity,Equity,2.0,False,False,25.5
PSA,296.59,297.71,-0.38,BELOW SMA,15,,,306.29,-3.17,,,,0.286,37.8,0.0,231.0,clean,66.7,CAUTION,-5.2,2,Sustained Uptrend,-3.37,1.46,12.04,XLRE,sector,Sector,14.0,False,False,25.3
SCHH,22.32,22.47,-0.67,BELOW SMA,15,,,22.75,-1.88,,,,0.033,-7.8,0.0,231.0,clean,66.4,CAUTION,-3.8,2,Sustained Uptrend,-2.07,-0.14,6.43,XLRE,sector,Sector,14.0,False,False,25.2
FN,516.43,517.39,-0.19,BELOW SMA,15,,,540.21,-4.4,,,,0.136,113.9,0.0,231.0,clean,65.6,CAUTION,-18.4,2,Sustained Uptrend,-5.15,10.75,3.61,XLK,equity,Equity,16.0,False,False,24.9
NUKZ,69.38,70.85,-2.07,BELOW SMA,15,,,70.69,-1.86,,,,0.095,-29.5,0.0,231.0,clean,65.5,CAUTION,-7.1,2,Sustained Uptrend,-0.2,-2.31,4.33,XLK,miner,Miner,29.0,False,False,24.9
OSIS,273.77,275.38,-0.59,BELOW SMA,15,,,280.09,-2.26,,,,0.029,26.2,0.0,231.0,clean,65.5,CAUTION,-10.6,2,Sustained Uptrend,-0.09,-0.12,5.17,XLI,bond,Bond,4.0,False,False,24.9
RWR,104.86,105.66,-0.76,BELOW SMA,15,,,106.78,-1.79,,,,0.029,-7.3,0.0,231.0,clean,65.4,CAUTION,-4.0,2,Sustained Uptrend,-2.03,-0.64,6.11,XLRE,sector,Sector,14.0,False,False,24.9
VOLT,34.1,34.49,-1.14,BELOW SMA,15,,,34.51,-1.19,,,,0.329,-49.9,0.0,231.0,clean,65.6,CAUTION,-6.2,2,Sustained Uptrend,0.03,-0.76,15.16,XLI,index,Index,1.0,False,False,24.9
IYR,97.75,99.12,-1.39,BELOW SMA,15,,,99.83,-2.09,,,,0.085,-12.9,0.0,231.0,clean,65.1,CAUTION,-4.0,2,Sustained Uptrend,-2.43,-1.58,3.81,XLRE,sector,Sector,14.0,False,False,24.8
DLX,26.95,27.29,-1.26,BELOW SMA,15,,,27.72,-2.78,,,,0.42,68.4,0.0,231.0,clean,64.8,CAUTION,-5.8,3,Parabolic,-4.09,-1.03,26.23,XLF,index,Index,3.0,False,False,24.7
VNQ,92.36,93.61,-1.34,BELOW SMA,15,,,94.33,-2.09,,,,0.055,-10.4,0.0,231.0,clean,64.8,CAUTION,-4.0,2,Sustained Uptrend,-2.35,-1.62,3.95,XLRE,sector,Sector,14.0,False,False,24.7
WDC,263.42,273.08,-3.54,BELOW SMA,15,,,263.35,0.03,,,,0.439,-131.8,0.0,231.0,clean,64.7,CAUTION,-15.0,3,Parabolic,1.69,0.33,55.37,XLK,equity,Equity,16.0,False,False,24.7
BLCR,42.31,43.02,-1.65,BELOW SMA,15,,,42.72,-0.95,,,,0.147,-15.8,0.0,231.0,clean,64.2,CAUTION,-4.4,2,Sustained Uptrend,-0.85,-2.47,1.15,QQQ,equity,Equity,24.0,False,False,24.5
FR,60.35,60.6,-0.41,BELOW SMA,15,,,61.6,-2.03,,,,0.118,34.8,0.0,231.0,clean,64.2,CAUTION,-5.7,2,Sustained Uptrend,-1.71,0.35,5.47,XLRE,sector,Sector,14.0,False,False,24.5
SMH,390.6,403.21,-3.13,BELOW SMA,15,,,396.38,-1.46,,,,0.441,-72.5,0.0,231.0,clean,64.2,CAUTION,-8.7,2,Sustained Uptrend,-1.2,-3.5,5.85,XLK,equity,Equity,16.0,False,False,24.5
XLRE,42.31,42.85,-1.27,BELOW SMA,15,,,43.22,-2.1,,,,0.113,-15.1,0.0,231.0,clean,64.1,CAUTION,-4.0,2,Sustained Uptrend,-2.38,-1.24,4.47,XLRE,sector,Sector,14.0,False,False,24.5
MUX,25.52,25.67,-0.57,BELOW SMA,15,,,25.74,-0.85,,,,0.012,-24.3,0.0,231.0,clean,63.7,CAUTION,-14.1,3,Parabolic,5.54,-2.82,31.88,IAU,miner,Miner,5.0,False,False,24.4
HON,238.28,239.07,-0.33,BELOW SMA,15,,,241.64,-1.39,,,,0.0,-0.9,0.0,231.0,clean,63.5,CAUTION,-4.0,3,Parabolic,-0.04,-2.08,25.3,XLRE,equity,Equity,11.0,False,False,24.3
IGF,66.93,67.26,-0.48,BELOW SMA,15,,,67.66,-1.07,,,,0.18,-21.3,0.0,231.0,clean,63.1,CAUTION,-3.8,2,Sustained Uptrend,-0.55,0.5,8.76,VXUS,index,Index,1.0,False,False,24.2
FWD,110.96,113.94,-2.61,BELOW SMA,15,,,113.49,-2.23,,,,0.2,-38.2,0.0,231.0,clean,62.9,CAUTION,-6.9,2,Sustained Uptrend,-1.31,-2.25,4.33,XLK,index,Index,25.0,False,False,24.1
GRID,167.75,172.03,-2.49,BELOW SMA,15,,,170.27,-1.48,,,,0.526,-69.6,0.0,231.0,clean,62.9,CAUTION,-6.5,2,Sustained Uptrend,-0.21,-3.48,9.37,VXUS,index,Index,1.0,False,False,24.1
ASHR,33.64,33.73,-0.26,BELOW SMA,15,,,33.56,0.23,,,,0.19,-20.3,0.0,231.0,clean,62.4,CAUTION,-2.8,2,Sustained Uptrend,1.39,-1.15,1.79,VXUS,index,Index,10.0,False,False,24.0
OIH,372.89,378.4,-1.45,BELOW SMA,15,,,382.99,-2.64,,,,0.023,-14.0,0.0,231.0,clean,62.1,CAUTION,-8.2,3,Parabolic,-1.51,1.22,22.38,XLE,commodity,Commodity,9.0,False,False,23.9
RBC,549.61,551.72,-0.38,BELOW SMA,15,,,565.58,-2.82,,,,0.113,24.7,0.0,231.0,stalling,61.9,CAUTION,-6.7,3,Parabolic,-2.91,0.38,25.91,XLI,sector,Sector,34.0,False,False,23.8
ABBV,226.68,227.17,-0.22,BELOW SMA,15,,,230.83,-1.8,,,,0.061,16.8,0.0,231.0,clean,61.4,CAUTION,-4.4,1,Basing,-2.44,1.92,1.65,XLV,equity,Equity,7.0,False,False,23.7
SOXQ,60.61,63.2,-4.09,BELOW SMA,15,,,61.9,-2.08,,,,0.502,-85.0,0.0,231.0,clean,61.0,CAUTION,-9.4,2,Sustained Uptrend,-1.64,-5.1,4.36,XLK,equity,Equity,16.0,False,False,23.6
SPLV,74.99,75.52,-0.7,BELOW SMA,15,,,76.23,-1.63,,,,0.018,5.5,0.0,231.0,clean,60.8,CAUTION,-3.5,2,Sustained Uptrend,-1.58,-0.19,6.58,XLRE,equity,Equity,2.0,False,False,23.5
XAR,271.0,276.86,-2.12,BELOW SMA,15,,,281.29,-3.66,,,,0.151,35.0,0.0,231.0,clean,60.7,CAUTION,-8.3,2,Sustained Uptrend,-2.79,-0.31,17.24,XLI,equity,Equity,11.0,False,False,23.5
NVT,109.66,114.33,-4.09,BELOW SMA,15,,,111.9,-2.0,,,,0.185,-67.2,0.0,231.0,clean,60.5,CAUTION,-10.8,2,Sustained Uptrend,-0.81,-2.22,2.09,XLI,bond,Bond,4.0,False,False,23.4
PWRD,101.89,104.39,-2.39,BELOW SMA,15,,,104.22,-2.23,,,,0.302,-50.5,0.0,231.0,clean,60.6,CAUTION,-7.7,2,Sustained Uptrend,-1.21,-1.95,4.82,SPY,equity,Equity,11.0,False,False,23.4
MCD,324.77,326.94,-0.66,BELOW SMA,15,,,330.18,-1.64,,,,0.033,9.2,0.0,231.0,clean,60.1,CAUTION,-5.0,2,Sustained Uptrend,-0.82,-0.37,4.5,XLP,equity,Equity,2.0,False,False,23.3
ALMS,25.3,27.33,-7.43,BELOW SMA,15,,,27.77,-8.88,,,,0.001,6.0,0.0,231.0,clean,60.0,CAUTION,-17.3,3,Parabolic,-8.47,-4.85,121.35,XLV,equity,Equity,7.0,False,False,23.2
CGAU,18.69,18.71,-0.09,BELOW SMA,15,,,19.35,-3.39,,,,0.013,17.8,0.0,231.0,clean,60.0,CAUTION,-11.7,3,Parabolic,1.41,-1.32,39.79,IAU,miner,Miner,5.0,False,False,23.2
CP,82.19,83.29,-1.32,BELOW SMA,15,,,85.35,-3.7,,,,0.001,2.1,0.0,231.0,clean,60.0,CAUTION,-8.1,2,Sustained Uptrend,-3.6,-1.07,12.47,XLI,sector,Sector,34.0,False,False,23.2
CTNM,13.72,14.86,-7.68,BELOW SMA,15,,,14.26,-3.81,,,,0.363,-139.7,0.0,,,60.0,CAUTION,-16.0,3,Parabolic,,,,,equity,Equity,7.0,False,False,23.2
FTI,61.91,62.23,-0.52,BELOW SMA,15,,,64.72,-4.34,,,,0.186,56.1,0.0,231.0,clean,60.0,CAUTION,-9.3,3,Parabolic,-3.93,2.84,35.0,XLI,index,Index,10.0,False,False,23.2
JCI,133.03,137.26,-3.08,BELOW SMA,15,,,137.45,-3.22,,,,0.35,-73.2,0.0,231.0,clean,60.0,CAUTION,-9.2,2,Sustained Uptrend,-3.03,-4.12,14.91,XLI,sector,Sector,34.0,False,False,23.2
LVHI,39.64,40.25,-1.52,BELOW SMA,15,,,40.17,-1.33,,,,0.288,-36.3,0.0,231.0,clean,59.9,CAUTION,-4.9,2,Sustained Uptrend,-0.25,-1.39,9.53,VGK,index,Index,10.0,False,False,23.2
OCANF,37.59,37.9,-0.83,BELOW SMA,15,,,38.83,-3.2,,,,0.005,-15.8,0.0,231.0,clean,60.0,CAUTION,-13.2,3,Parabolic,0.45,0.27,40.1,IAU,miner,Miner,5.0,False,False,23.2
OR,42.67,42.99,-0.74,BELOW SMA,15,,,44.21,-3.48,,,,0.026,27.3,0.0,231.0,clean,60.0,CAUTION,-11.2,3,Parabolic,-0.86,-0.63,22.97,IAU,miner,Miner,5.0,False,False,23.2
PPA,174.54,177.94,-1.91,BELOW SMA,15,,,180.65,-3.38,,,,0.147,26.7,0.0,231.0,stalling,59.9,CAUTION,-6.3,2,Sustained Uptrend,-2.76,-0.54,15.71,XLI,equity,Equity,11.0,False,False,23.2
RGLD,273.45,278.79,-1.92,BELOW SMA,15,,,283.61,-3.58,,,,0.003,-6.0,0.0,231.0,clean,59.8,CAUTION,-10.7,3,Parabolic,-1.09,-3.45,34.61,IAU,miner,Miner,5.0,False,False,23.2
SJM,106.41,109.36,-2.7,BELOW SMA,15,,,111.3,-4.39,,,,0.006,8.3,0.0,231.0,clean,60.0,CAUTION,-10.9,2,Sustained Uptrend,-4.43,-2.72,7.05,XLP,equity,Equity,2.0,False,False,23.2
SVM,11.46,11.56,-0.86,BELOW SMA,15,,,12.32,-6.92,,,,0.142,135.7,0.0,,,60.0,CAUTION,-18.1,3,Parabolic,,,,,miner,Miner,5.0,False,False,23.2
T,27.3,27.83,-1.89,BELOW SMA,15,,,28.1,-2.83,,,,0.169,-33.3,0.0,231.0,clean,60.0,CAUTION,-6.8,2,Sustained Uptrend,-5.71,-0.38,11.4,,equity,Equity,18.0,False,False,23.2
WULF,14.58,15.31,-4.74,BELOW SMA,15,,,14.96,-2.54,,,,0.244,-144.3,0.0,,,60.0,CAUTION,-21.2,2,Sustained Uptrend,,,,,bond,Bond,4.0,False,False,23.2
DVYE,33.91,34.49,-1.67,BELOW SMA,15,,,34.18,-0.79,,,,0.297,-36.7,0.0,231.0,clean,59.5,CAUTION,-4.7,2,Sustained Uptrend,0.74,-2.36,9.92,VXUS,index,Index,10.0,False,False,23.1
EQX,15.89,16.31,-2.6,BELOW SMA,15,,,17.0,-6.54,,,,0.034,51.3,0.0,231.0,clean,59.6,CAUTION,-16.2,3,Parabolic,-3.23,0.25,13.42,IAU,miner,Miner,5.0,False,False,23.1
PEP,159.52,164.56,-3.06,BELOW SMA,15,,,163.01,-2.14,,,,0.359,-50.7,0.0,231.0,clean,59.5,CAUTION,-7.0,2,Sustained Uptrend,-0.74,-4.46,10.29,XLP,equity,Equity,2.0,False,False,23.1
BIIB,185.76,189.62,-2.03,BELOW SMA,15,,,188.1,-1.25,,,,0.529,-58.1,0.0,231.0,clean,59.1,CAUTION,-8.2,2,Sustained Uptrend,-1.23,-1.71,5.64,XLV,equity,Equity,7.0,False,False,23.0
EWA,28.48,29.0,-1.81,BELOW SMA,15,,,29.07,-2.05,,,,0.161,-28.7,0.0,231.0,clean,59.1,CAUTION,-5.8,2,Sustained Uptrend,-0.47,-0.58,8.06,VXUS,index,Index,10.0,False,False,23.0
FORM,89.53,90.75,-1.35,BELOW SMA,15,,,91.78,-2.45,,,,0.228,-99.0,0.0,231.0,clean,59.2,CAUTION,-16.4,3,Parabolic,3.3,-4.04,53.62,XLI,equity,Equity,16.0,False,False,23.0
GILD,146.3,148.63,-1.57,BELOW SMA,15,,,147.37,-0.72,,,,0.599,-73.1,0.0,231.0,clean,59.2,CAUTION,-7.0,3,Parabolic,0.8,-0.63,22.57,XLV,equity,Equity,7.0,False,False,23.0
IESC,432.91,470.98,-8.08,BELOW SMA,15,,,461.5,-6.2,,,,0.624,-212.8,0.0,231.0,clean,59.1,CAUTION,-19.5,2,Sustained Uptrend,1.62,-13.38,-4.63,XLI,bond,Bond,4.0,False,False,23.0
KO,77.89,78.54,-0.82,BELOW SMA,15,,,78.46,-0.73,,,,0.203,-29.9,0.0,231.0,clean,59.3,CAUTION,-5.0,2,Sustained Uptrend,1.12,1.41,11.14,XLP,equity,Equity,2.0,False,False,23.0
RYCEY,17.32,17.59,-1.56,BELOW SMA,15,,,17.73,-2.32,,,,0.008,-10.9,0.0,231.0,clean,59.3,CAUTION,-8.8,2,Sustained Uptrend,-0.52,1.05,16.79,VGK,index,Index,1.0,False,False,23.0
SAM,230.63,232.33,-0.73,BELOW SMA,15,,,230.02,0.26,,,,0.196,-61.5,0.0,231.0,clean,59.2,CAUTION,-9.5,2,Sustained Uptrend,-0.24,-6.82,17.66,XLP,equity,Equity,2.0,False,False,23.0
SKE,33.0,33.52,-1.56,BELOW SMA,15,,,34.69,-4.87,,,,0.029,38.4,0.0,231.0,clean,59.3,CAUTION,-14.9,3,Parabolic,-0.93,-1.99,38.08,IAU,miner,Miner,5.0,False,False,23.0
WPM,146.01,147.12,-0.75,BELOW SMA,15,,,152.23,-4.09,,,,0.045,39.5,0.0,231.0,clean,59.2,CAUTION,-11.9,3,Parabolic,-1.23,0.98,33.63,IAU,miner,Miner,5.0,False,False,23.0
BHE,54.1,56.87,-4.87,BELOW SMA,15,,,55.51,-2.55,,,,0.575,-114.4,0.0,231.0,clean,59.0,CAUTION,-11.5,3,Parabolic,-1.69,-7.16,14.18,XLI,bond,Bond,4.0,False,False,22.9
ESP,56.01,57.03,-1.8,BELOW SMA,15,,,57.11,-1.93,,,,0.043,35.0,0.0,231.0,clean,59.0,CAUTION,-9.9,3,Parabolic,3.69,-9.67,33.44,,bond,Bond,4.0,False,False,22.9
FLBR,22.64,23.29,-2.79,BELOW SMA,15,,,23.07,-1.87,,,,0.234,-51.6,0.0,231.0,clean,58.7,CAUTION,-7.4,2,Sustained Uptrend,0.94,-3.17,13.43,VXUS,index,Index,13.0,False,False,22.9
SOXX,332.39,347.93,-4.47,BELOW SMA,15,,,339.42,-2.07,,,,0.549,-100.6,0.0,231.0,clean,58.7,CAUTION,-9.9,2,Sustained Uptrend,-1.59,-5.42,6.47,XLK,equity,Equity,16.0,False,False,22.9
STX,378.43,402.98,-6.09,BELOW SMA,15,,,376.71,0.46,,,,0.606,-187.6,0.0,231.0,clean,59.0,CAUTION,-17.7,3,Parabolic,3.02,-4.49,33.79,XLK,equity,Equity,16.0,False,False,22.9
WMT,124.43,126.58,-1.7,BELOW SMA,15,,,125.57,-0.91,,,,0.383,-58.5,0.0,231.0,clean,58.9,CAUTION,-7.6,2,Sustained Uptrend,0.91,-1.79,8.14,XLP,equity,Equity,2.0,False,False,22.9
KN,25.21,26.39,-4.49,BELOW SMA,15,,,25.93,-2.77,,,,0.47,-112.4,0.0,231.0,clean,58.5,CAUTION,-12.3,2,Sustained Uptrend,-1.87,-6.32,7.41,XLI,equity,Equity,16.0,False,False,22.8
ALL,206.6,207.18,-0.28,BELOW SMA,15,,,210.72,-1.96,,,,0.16,27.4,0.0,231.0,clean,58.3,CAUTION,-4.7,1,Basing,-2.37,2.71,2.76,,equity,Equity,19.0,False,False,22.7
CM,97.35,98.03,-0.69,BELOW SMA,15,,,99.79,-2.44,,,,0.228,41.6,0.0,231.0,clean,58.1,CAUTION,-7.3,2,Sustained Uptrend,-2.95,-0.69,7.58,VGK,index,Index,1.0,False,False,22.7
GCOW,45.26,46.03,-1.68,BELOW SMA,15,,,45.9,-1.41,,,,0.421,-42.9,0.0,231.0,clean,58.2,CAUTION,-4.9,2,Sustained Uptrend,0.17,-1.75,9.58,XLB,index,Index,1.0,False,False,22.7
RSPT,45.76,46.72,-2.06,BELOW SMA,15,,,46.48,-1.55,,,,0.254,-23.6,0.0,231.0,clean,58.3,CAUTION,-6.5,2,Sustained Uptrend,-1.96,-3.14,-2.07,XLK,equity,Equity,16.0,False,False,22.7
MISL,47.48,48.93,-2.97,BELOW SMA,15,,,49.32,-3.73,,,,0.049,16.2,0.0,231.0,stalling,58.0,CAUTION,-7.1,2,Sustained Uptrend,-3.12,-2.16,16.29,XLI,equity,Equity,11.0,False,False,22.6
UGP,5.04,5.09,-1.0,BELOW SMA,15,,,5.02,0.23,,,,0.178,-50.0,0.0,,,57.9,CAUTION,-7.1,3,Parabolic,,,,,index,Index,13.0,False,False,22.6
YUM,158.33,160.75,-1.51,BELOW SMA,15,,,160.32,-1.24,,,,0.117,-27.4,0.0,231.0,clean,57.7,CAUTION,-6.5,2,Sustained Uptrend,-0.15,-0.33,10.69,XLP,equity,Equity,37.0,False,False,22.6
BMO,139.34,142.78,-2.41,BELOW SMA,15,,,143.23,-2.71,,,,0.0,1.1,0.0,231.0,clean,57.5,CAUTION,-6.5,2,Sustained Uptrend,-3.24,-4.33,10.15,XLF,equity,Equity,19.0,False,False,22.5
FPI,12.18,12.2,-0.18,BELOW SMA,15,,,12.7,-4.1,,,,0.309,83.2,0.0,,,57.5,CAUTION,-8.0,3,Parabolic,,,,,sector,Sector,14.0,False,False,22.5
CGDG,36.06,37.18,-3.01,BELOW SMA,15,,,36.79,-1.99,,,,0.683,-56.5,0.0,231.0,clean,57.3,CAUTION,-5.1,2,Sustained Uptrend,-1.48,-4.07,2.04,VGK,index,Index,1.0,False,False,22.4
LIT,71.63,72.31,-0.94,BELOW SMA,15,,,71.79,-0.23,,,,0.133,-43.7,0.0,231.0,clean,57.3,CAUTION,-8.2,2,Sustained Uptrend,3.6,-0.39,11.54,VXUS,index,Index,10.0,False,False,22.4
SMTC,83.56,87.25,-4.23,BELOW SMA,15,,,87.78,-4.8,,,,0.025,-22.4,0.0,231.0,clean,57.2,CAUTION,-13.4,3,Parabolic,-4.04,-5.67,3.76,XLK,equity,Equity,16.0,False,False,22.4
TD,94.58,96.34,-1.83,BELOW SMA,15,,,96.67,-2.17,,,,0.0,0.8,0.0,231.0,clean,57.3,CAUTION,-5.3,2,Sustained Uptrend,-2.57,-4.06,6.1,VGK,equity,Equity,19.0,False,False,22.4
VIV,15.56,15.67,-0.69,BELOW SMA,15,,,16.09,-3.3,,,,0.045,21.1,0.0,231.0,clean,57.2,CAUTION,-8.2,3,Parabolic,-2.08,0.0,27.02,VXUS,index,Index,13.0,False,False,22.4
FLTW,67.73,69.55,-2.61,BELOW SMA,15,,,69.51,-2.56,,,,0.203,-53.1,0.0,231.0,clean,57.0,CAUTION,-9.4,2,Sustained Uptrend,-1.2,-1.57,9.97,VXUS,index,Index,28.0,False,False,22.3
FTXL,147.78,153.86,-3.95,BELOW SMA,15,,,150.62,-1.89,,,,0.479,-90.6,0.0,231.0,clean,56.9,CAUTION,-9.5,3,Parabolic,-1.52,-3.81,10.6,XLK,equity,Equity,16.0,False,False,22.3
PID,22.74,23.22,-2.07,BELOW SMA,15,,,23.13,-1.69,,,,0.559,-39.5,0.0,231.0,clean,56.9,CAUTION,-4.3,2,Sustained Uptrend,-1.6,-2.74,4.26,XLB,index,Index,1.0,False,False,22.3
POWL,504.39,531.19,-5.04,BELOW SMA,15,,,514.66,-1.99,,,,0.711,-184.0,0.0,231.0,clean,56.8,CAUTION,-17.6,3,Parabolic,0.28,-11.55,46.18,XLI,index,Index,3.0,False,False,22.3
SEIM,46.56,47.63,-2.25,BELOW SMA,15,,,47.37,-1.71,,,,0.175,-23.1,0.0,231.0,clean,56.7,CAUTION,-4.9,2,Sustained Uptrend,-1.54,-3.16,0.74,XLK,equity,Equity,24.0,False,False,22.3
VICR,169.75,172.59,-1.64,BELOW SMA,15,,,185.71,-8.59,,,,0.178,178.8,0.0,231.0,clean,57.0,CAUTION,-19.0,3,Parabolic,-6.69,7.83,70.95,VXUS,equity,Equity,16.0,False,False,22.3
WWD,366.0,381.55,-4.08,BELOW SMA,15,,,384.71,-4.86,,,,0.089,-24.5,0.0,231.0,clean,56.9,CAUTION,-9.2,3,Parabolic,-5.33,-6.52,27.19,XLI,index,Index,10.0,False,False,22.3
