ticker,price,sma29,extension_pct,extension_label,extension_score,extension_pf,extension_fwd,sma10,ext10_pct,exit_alert,exit_pf,exit_fwd,slope_rsq,slope_ann,momentum_score,momentum_rank,momentum_flag,health_score,health_verdict,dd_pct,stage,stage_name,ret_1w,ret_1m,ret_3m,top_pole,asset_class,asset_class_label,pole_id,is_noise_pole,gold_filtered,combined_score
SLVP,39.55,41.85,-5.5,BELOW SMA,15,,,42.16,-6.2,,,,0.016,-30.0,0.0,231.0,clean,46.8,WARNING,-21.1,3,Parabolic,-2.27,-5.79,25.24,IAU,miner,Miner,5.0,False,False,19.3
SPG,187.38,197.12,-4.94,BELOW SMA,15,,,197.0,-4.88,,,,0.1,-32.6,0.0,231.0,stalling,46.9,WARNING,-8.7,2,Sustained Uptrend,-6.79,-4.54,3.5,XLRE,index,Index,10.0,False,False,19.3
VBR,217.1,227.76,-4.68,BELOW SMA,15,,,223.85,-3.02,,,,0.716,-76.1,0.0,231.0,clean,46.8,WARNING,-7.8,2,Sustained Uptrend,-3.43,-6.65,2.66,XLI,index,Index,3.0,False,False,19.3
VPG,42.41,47.93,-11.53,BELOW SMA,15,,,45.33,-6.45,,,,0.195,-68.9,0.0,231.0,clean,46.7,WARNING,-24.6,3,Parabolic,-5.75,-20.87,15.29,XLI,index,Index,3.0,False,False,19.3
CDE,21.8,22.98,-5.16,BELOW SMA,15,,,23.74,-8.18,,,,0.002,12.3,0.0,231.0,clean,46.6,WARNING,-21.5,3,Parabolic,-3.69,-4.58,35.63,IAU,miner,Miner,5.0,False,False,19.2
ETN,352.95,368.97,-4.34,BELOW SMA,15,,,359.57,-1.84,,,,0.766,-138.5,0.0,231.0,clean,46.6,WARNING,-13.6,2,Sustained Uptrend,-0.52,-6.5,3.27,XLI,sector,Sector,34.0,False,False,19.2
EWJV,41.85,44.8,-6.59,BELOW SMA,15,,,43.4,-3.56,,,,0.859,-157.1,0.0,231.0,clean,46.5,WARNING,-12.2,2,Sustained Uptrend,-2.15,-10.31,3.31,VXUS,index,Index,15.0,False,False,19.2
FYC,96.26,100.06,-3.8,BELOW SMA,15,,,99.01,-2.78,,,,0.461,-43.9,0.0,231.0,clean,46.4,WARNING,-7.8,2,Sustained Uptrend,-3.01,-5.2,-0.96,SPY,index,Index,3.0,False,False,19.2
HFXI,33.91,35.23,-3.74,BELOW SMA,15,,,34.76,-2.42,,,,0.47,-70.5,0.0,231.0,clean,46.5,WARNING,-10.4,2,Sustained Uptrend,-1.15,-4.49,4.61,VXUS,index,Index,1.0,False,False,19.2
IWM,249.07,260.68,-4.45,BELOW SMA,15,,,256.27,-2.81,,,,0.597,-63.3,0.0,231.0,clean,46.5,WARNING,-8.3,2,Sustained Uptrend,-3.0,-6.42,-0.92,XLI,index,Index,3.0,False,False,19.2
IXN,104.16,106.3,-2.02,BELOW SMA,15,,,105.47,-1.25,,,,0.182,-25.7,0.0,231.0,clean,46.6,WARNING,-6.2,1,Basing,-1.2,-2.99,-3.3,XLK,equity,Equity,16.0,False,False,19.2
PXF,69.91,72.81,-3.98,BELOW SMA,15,,,71.91,-2.79,,,,0.467,-76.8,0.0,231.0,clean,46.6,WARNING,-8.4,2,Sustained Uptrend,-1.15,-4.58,8.62,VXUS,index,Index,1.0,False,False,19.2
TXG,19.32,19.93,-3.07,BELOW SMA,15,,,21.47,-10.01,,,,0.342,195.0,0.0,231.0,clean,46.4,WARNING,-18.0,3,Parabolic,-10.73,0.88,8.29,XLV,equity,Equity,7.0,False,False,19.2
XME,113.48,118.12,-3.93,BELOW SMA,15,,,115.35,-1.62,,,,0.325,-65.6,0.0,231.0,clean,46.4,WARNING,-16.4,3,Parabolic,0.54,-7.81,14.08,IAU,sector,Sector,34.0,False,False,19.2
ASM,7.63,9.12,-16.31,BELOW SMA,15,,,8.31,-8.19,,,,0.71,-294.6,0.0,,,46.3,WARNING,-36.4,3,Parabolic,,,,,miner,Miner,5.0,False,False,19.1
BAI,33.65,34.44,-2.3,BELOW SMA,15,,,34.08,-1.26,,,,0.265,-46.7,0.0,231.0,clean,46.2,WARNING,-7.2,1,Basing,-0.36,-3.69,-5.56,XLK,index,Index,25.0,False,False,19.1
BHP,71.18,74.76,-4.78,BELOW SMA,15,,,75.97,-6.3,,,,0.011,-19.2,0.0,231.0,clean,46.3,WARNING,-14.5,3,Parabolic,-5.85,-1.62,20.62,VXUS,commodity,Commodity,45.0,False,False,19.1
BKD,14.27,15.41,-7.46,BELOW SMA,15,,,14.78,-3.46,,,,0.781,-180.3,0.0,,,46.1,WARNING,-16.5,3,Parabolic,,,,,sector,Sector,14.0,False,False,19.1
EGO,39.55,42.79,-7.56,BELOW SMA,15,,,42.05,-5.94,,,,0.637,-191.6,0.0,231.0,clean,46.2,WARNING,-22.7,3,Parabolic,-2.26,-9.09,22.23,IAU,miner,Miner,5.0,False,False,19.1
EIS,118.41,121.97,-2.92,BELOW SMA,15,,,123.05,-3.77,,,,0.0,-0.6,0.0,231.0,stalling,46.3,WARNING,-6.9,2,Sustained Uptrend,-5.88,-3.74,8.38,SPY,equity,Equity,27.0,False,False,19.1
EMXC,78.91,83.01,-4.94,BELOW SMA,15,,,81.96,-3.72,,,,0.327,-79.0,0.0,231.0,clean,46.3,WARNING,-11.2,2,Sustained Uptrend,-1.63,-4.61,9.4,VXUS,index,Index,28.0,False,False,19.1
IJR,122.95,129.13,-4.79,BELOW SMA,15,,,126.94,-3.14,,,,0.677,-72.2,0.0,231.0,clean,46.3,WARNING,-7.9,2,Sustained Uptrend,-3.69,-6.91,1.04,XLI,index,Index,3.0,False,False,19.1
KNTNF,19.26,20.97,-8.16,BELOW SMA,15,,,21.4,-10.01,,,,0.007,-23.0,0.0,231.0,stalling,46.3,WARNING,-22.6,3,Parabolic,-7.53,-8.5,25.06,IAU,miner,Miner,5.0,False,False,19.1
AVDE,85.31,89.23,-4.4,BELOW SMA,15,,,87.75,-2.78,,,,0.601,-83.0,0.0,231.0,clean,45.9,WARNING,-7.9,2,Sustained Uptrend,-1.84,-5.93,5.11,VXUS,index,Index,1.0,False,False,19.0
CBAN,19.4,20.17,-3.8,BELOW SMA,15,,,19.75,-1.78,,,,0.713,-61.2,0.0,231.0,clean,45.7,WARNING,-9.6,3,Parabolic,-2.37,-6.51,10.35,XLF,index,Index,10.0,False,False,19.0
EWM,28.51,29.32,-2.77,BELOW SMA,15,,,28.63,-0.43,,,,0.697,-76.8,0.0,231.0,clean,45.8,WARNING,-5.4,2,Sustained Uptrend,-0.11,-3.97,8.12,VGK,index,Index,39.0,False,False,19.0
FTAI,238.71,279.27,-14.52,BELOW SMA,15,,,275.37,-13.31,,,,0.144,-95.4,0.0,231.0,stalling,45.8,WARNING,-26.2,3,Parabolic,-12.71,-10.86,31.69,XLI,index,Index,28.0,False,False,19.0
INTF,38.84,40.53,-4.17,BELOW SMA,15,,,39.79,-2.39,,,,0.655,-81.7,0.0,231.0,clean,45.9,WARNING,-7.2,2,Sustained Uptrend,-1.37,-5.77,4.44,VGK,index,Index,1.0,False,False,19.0
MBIN,42.44,43.67,-2.82,BELOW SMA,15,,,42.3,0.34,,,,0.797,-167.4,0.0,231.0,clean,46.0,WARNING,-12.5,3,Parabolic,1.6,-8.38,22.48,XLC,equity,Equity,19.0,False,False,19.0
PCAR,118.09,124.65,-5.26,BELOW SMA,15,,,121.68,-2.95,,,,0.739,-90.9,0.0,231.0,clean,45.8,WARNING,-10.4,3,Parabolic,-4.25,-7.06,8.43,XLB,sector,Sector,34.0,False,False,19.0
RING,85.96,88.86,-3.26,BELOW SMA,15,,,90.47,-4.99,,,,0.005,-14.3,0.0,231.0,clean,45.7,WARNING,-14.4,3,Parabolic,-1.44,-2.66,22.52,IAU,miner,Miner,5.0,False,False,19.0
SETM,34.73,35.84,-3.1,BELOW SMA,15,,,35.93,-3.32,,,,0.01,-17.7,0.0,231.0,clean,45.8,WARNING,-14.3,3,Parabolic,0.07,-2.76,21.92,IAU,miner,Miner,22.0,False,False,19.0
SMERY,175.1,185.43,-5.57,BELOW SMA,15,,,181.95,-3.77,,,,0.586,-132.9,0.0,231.0,clean,45.7,WARNING,-13.1,3,Parabolic,-2.51,-3.97,28.0,VXUS,index,Index,1.0,False,False,19.0
TSN,60.23,63.19,-4.68,BELOW SMA,15,,,62.14,-3.07,,,,0.425,-54.4,0.0,231.0,clean,45.8,WARNING,-9.3,2,Sustained Uptrend,-2.95,-7.28,7.73,XLP,equity,Equity,2.0,False,False,19.0
ACMR,45.82,58.56,-21.76,BELOW SMA,15,,,49.91,-8.2,,,,0.829,-570.4,0.0,231.0,clean,45.5,WARNING,-36.0,3,Parabolic,-5.16,-27.18,23.7,SPY,equity,Equity,16.0,False,False,18.9
CMCSA,30.2,31.15,-3.07,BELOW SMA,15,,,31.11,-2.93,,,,0.347,-42.7,0.0,231.0,clean,45.6,WARNING,-8.1,2,Sustained Uptrend,-4.45,-6.55,20.3,XLC,equity,Equity,18.0,False,False,18.9
DFIC,35.8,37.29,-3.98,BELOW SMA,15,,,36.75,-2.57,,,,0.586,-75.1,0.0,231.0,clean,45.4,WARNING,-8.7,2,Sustained Uptrend,-1.69,-5.35,5.99,VXUS,index,Index,1.0,False,False,18.9
FDT,88.44,92.05,-3.92,BELOW SMA,15,,,91.39,-3.22,,,,0.327,-71.5,0.0,231.0,clean,45.5,WARNING,-9.3,2,Sustained Uptrend,-1.37,-4.29,11.53,VXUS,index,Index,1.0,False,False,18.9
JO,54.0,54.21,-0.38,BELOW SMA,15,,,53.45,1.03,,,,0.1,-24.7,0.0,,,45.5,WARNING,-9.8,2,Sustained Uptrend,,,,,commodity,Commodity,35.0,False,False,18.9
PH,908.13,980.23,-7.35,BELOW SMA,15,,,962.01,-5.6,,,,0.517,-104.5,0.0,231.0,clean,45.5,WARNING,-12.2,2,Sustained Uptrend,-5.93,-8.41,5.24,XLI,index,Index,10.0,False,False,18.9
PSI,92.31,97.39,-5.21,BELOW SMA,15,,,95.06,-2.88,,,,0.577,-126.1,0.0,231.0,clean,45.4,WARNING,-12.7,3,Parabolic,-2.08,-7.11,12.43,XLK,equity,Equity,16.0,False,False,18.9
AIA,107.83,111.8,-3.56,BELOW SMA,15,,,110.83,-2.71,,,,0.229,-61.4,0.0,231.0,clean,45.1,WARNING,-9.9,2,Sustained Uptrend,0.16,-2.72,11.5,VXUS,index,Index,6.0,False,False,18.8
ARKX,31.32,31.84,-1.64,BELOW SMA,15,,,31.74,-1.32,,,,0.008,-5.9,0.0,231.0,clean,45.0,WARNING,-11.8,2,Sustained Uptrend,-0.32,-2.03,9.24,XLI,equity,Equity,11.0,False,False,18.8
ASEA,19.15,19.88,-3.69,BELOW SMA,15,,,19.46,-1.6,,,,0.62,-87.8,0.0,231.0,clean,45.3,WARNING,-7.5,2,Sustained Uptrend,-0.52,-4.44,5.57,VGK,index,Index,39.0,False,False,18.8
BOTZ,35.8,37.64,-4.89,BELOW SMA,15,,,36.83,-2.81,,,,0.531,-97.9,0.0,231.0,clean,45.0,WARNING,-10.0,2,Sustained Uptrend,-2.13,-6.67,-2.93,SPY,index,Index,15.0,False,False,18.8
COLO,38.4,40.0,-4.0,BELOW SMA,15,,,37.68,1.92,,,,0.56,-148.9,0.0,231.0,clean,45.0,WARNING,-12.2,2,Sustained Uptrend,4.12,-7.83,3.03,VXUS,index,Index,42.0,False,False,18.8
FNDF,48.59,50.48,-3.75,BELOW SMA,15,,,49.89,-2.6,,,,0.474,-75.3,0.0,231.0,clean,45.3,WARNING,-8.2,2,Sustained Uptrend,-0.94,-4.28,7.22,VXUS,index,Index,1.0,False,False,18.8
ITUB,8.22,8.89,-7.54,BELOW SMA,15,,,8.48,-3.08,,,,0.758,-187.2,0.0,,,45.0,WARNING,-14.4,2,Sustained Uptrend,,,,,index,Index,13.0,False,False,18.8
KYMR,77.98,83.69,-6.82,BELOW SMA,15,,,85.21,-8.48,,,,0.02,-25.9,0.0,231.0,clean,45.1,WARNING,-18.7,3,Parabolic,-6.63,-1.9,-10.24,XLI,equity,Equity,7.0,False,False,18.8
SGDJ,98.23,102.44,-4.11,BELOW SMA,15,,,104.3,-5.82,,,,0.005,-15.6,0.0,231.0,clean,45.1,WARNING,-15.2,3,Parabolic,-2.94,-2.79,14.93,IAU,miner,Miner,5.0,False,False,18.8
STNG,70.04,71.81,-2.46,BELOW SMA,15,,,76.7,-8.68,,,,0.337,119.6,0.0,231.0,stalling,45.3,WARNING,-14.4,3,Parabolic,-11.03,2.79,27.97,,index,Index,13.0,False,False,18.8
XCEM,41.08,43.29,-5.12,BELOW SMA,15,,,42.67,-3.74,,,,0.385,-84.0,0.0,231.0,clean,45.1,WARNING,-10.8,2,Sustained Uptrend,-2.11,-5.05,6.99,VXUS,index,Index,28.0,False,False,18.8
CMI,545.15,579.69,-5.96,BELOW SMA,15,,,561.06,-2.84,,,,0.734,-118.8,0.0,231.0,clean,44.8,WARNING,-11.8,3,Parabolic,-1.96,-7.3,9.0,XLI,sector,Sector,34.0,False,False,18.7
EMGF,61.02,63.99,-4.63,BELOW SMA,15,,,62.81,-2.85,,,,0.457,-86.8,0.0,231.0,clean,44.8,WARNING,-9.6,2,Sustained Uptrend,-0.51,-5.17,5.7,VXUS,index,Index,28.0,False,False,18.7
GRNY,24.5,24.85,-1.38,BELOW SMA,15,,,24.79,-1.13,,,,0.041,-7.2,0.0,231.0,clean,44.7,WARNING,-6.0,1,Basing,-1.23,-2.53,-2.49,SPY,equity,Equity,24.0,False,False,18.7
MT,53.7,60.88,-11.79,BELOW SMA,15,,,58.66,-8.44,,,,0.563,-217.4,0.0,231.0,clean,44.9,WARNING,-20.6,3,Parabolic,-6.5,-14.88,24.09,VXUS,index,Index,1.0,False,False,18.7
RIO,91.43,95.67,-4.44,BELOW SMA,15,,,93.91,-2.65,,,,0.558,-107.3,0.0,231.0,clean,44.8,WARNING,-9.9,3,Parabolic,-2.08,-5.97,22.89,XLB,commodity,Commodity,45.0,False,False,18.7
SPY,668.98,684.87,-2.32,BELOW SMA,15,,,679.35,-1.53,,,,0.385,-22.4,0.0,231.0,clean,44.9,WARNING,-4.1,1,Basing,-1.81,-3.34,-2.06,SPY,index,Index,10.0,False,False,18.7
VOO,615.32,629.86,-2.31,BELOW SMA,15,,,624.82,-1.52,,,,0.379,-22.3,0.0,231.0,clean,44.9,WARNING,-4.1,1,Basing,-1.83,-3.32,-2.03,SPY,index,Index,10.0,False,False,18.7
VOX,187.79,191.2,-1.78,BELOW SMA,15,,,191.31,-1.84,,,,0.234,21.6,0.0,231.0,clean,44.7,WARNING,-6.5,2,Sustained Uptrend,-2.57,-2.72,-2.65,XLC,equity,Equity,18.0,False,False,18.7
^RUT,2504.26,2624.73,-4.59,BELOW SMA,15,,,2579.34,-2.91,,,,0.604,-64.6,0.0,231.0,clean,44.9,WARNING,-8.4,2,Sustained Uptrend,-3.14,-6.55,-0.87,XLI,index,Index,3.0,False,False,18.7
APLD,27.29,31.08,-12.2,BELOW SMA,15,,,27.34,-0.19,,,,0.754,-371.9,0.0,231.0,clean,44.4,WARNING,-35.4,2,Sustained Uptrend,-2.85,-27.17,-16.72,XLK,equity,Equity,8.0,False,False,18.6
CGIE,34.41,35.97,-4.33,BELOW SMA,15,,,35.2,-2.24,,,,0.626,-78.9,0.0,231.0,clean,44.5,WARNING,-7.2,2,Sustained Uptrend,-1.21,-5.98,0.41,VGK,index,Index,1.0,False,False,18.6
CSCO,77.6,79.81,-2.77,BELOW SMA,15,,,78.77,-1.48,,,,0.005,-7.0,0.0,231.0,clean,44.6,WARNING,-12.0,2,Sustained Uptrend,-3.01,-10.07,-2.4,QQQ,equity,Equity,2.0,False,False,18.6
DIVI,39.91,41.8,-4.53,BELOW SMA,15,,,40.91,-2.44,,,,0.677,-90.8,0.0,231.0,clean,44.4,WARNING,-7.7,2,Sustained Uptrend,-1.3,-6.22,3.51,VGK,index,Index,1.0,False,False,18.6
DXPE,131.26,143.56,-8.57,BELOW SMA,15,,,138.68,-5.35,,,,0.48,-132.1,0.0,231.0,clean,44.6,WARNING,-23.6,3,Parabolic,-6.1,-11.75,28.54,XLI,index,Index,10.0,False,False,18.6
FCOM,71.09,72.4,-1.82,BELOW SMA,15,,,72.45,-1.87,,,,0.233,21.2,0.0,231.0,clean,44.5,WARNING,-6.4,2,Sustained Uptrend,-2.63,-2.74,-2.5,XLC,equity,Equity,18.0,False,False,18.6
ILOW,42.89,44.43,-3.46,BELOW SMA,15,,,43.92,-2.35,,,,0.588,-56.9,0.0,231.0,stalling,44.4,WARNING,-7.4,2,Sustained Uptrend,-1.36,-4.41,1.61,VGK,index,Index,1.0,False,False,18.6
IVV,671.82,687.94,-2.34,BELOW SMA,15,,,682.4,-1.55,,,,0.382,-22.5,0.0,231.0,clean,44.6,WARNING,-4.2,1,Basing,-1.85,-3.36,-2.14,SPY,index,Index,10.0,False,False,18.6
IWB,366.28,375.3,-2.4,BELOW SMA,15,,,372.37,-1.64,,,,0.384,-23.1,0.0,231.0,clean,44.4,WARNING,-4.2,1,Basing,-1.92,-3.49,-2.1,SPY,index,Index,10.0,False,False,18.6
MTRN,140.59,151.73,-7.34,BELOW SMA,15,,,152.24,-7.65,,,,0.191,-87.0,0.0,231.0,clean,44.6,WARNING,-18.3,3,Parabolic,-6.52,-6.65,12.91,XLB,sector,Sector,34.0,False,False,18.6
NGLOY,21.95,23.98,-8.46,BELOW SMA,15,,,22.89,-4.11,,,,0.627,-180.7,0.0,231.0,clean,44.6,WARNING,-15.7,3,Parabolic,-3.26,-11.13,13.14,VXUS,commodity,Commodity,45.0,False,False,18.6
PALL,147.97,155.04,-4.56,BELOW SMA,15,,,152.17,-2.76,,,,0.11,-48.6,0.0,231.0,clean,44.6,WARNING,-25.1,2,Sustained Uptrend,0.12,-4.59,7.7,IAU,miner,Miner,5.0,False,False,18.6
BKR,55.89,60.63,-7.82,BELOW SMA,15,,,60.8,-8.08,,,,0.145,-61.0,0.0,231.0,stalling,44.2,WARNING,-16.6,3,Parabolic,-7.14,-5.51,17.19,XLB,commodity,Commodity,9.0,False,False,18.5
DDWM,44.37,46.19,-3.95,BELOW SMA,15,,,45.46,-2.4,,,,0.546,-72.1,0.0,231.0,clean,44.3,WARNING,-7.3,2,Sustained Uptrend,-1.16,-5.13,3.64,VGK,index,Index,1.0,False,False,18.5
EFAV,90.2,92.27,-2.24,BELOW SMA,15,,,91.69,-1.62,,,,0.603,-50.5,0.0,231.0,clean,44.3,WARNING,-5.2,2,Sustained Uptrend,-0.55,-2.83,5.56,VGK,index,Index,1.0,False,False,18.5
FID,20.97,21.94,-4.43,BELOW SMA,15,,,21.61,-2.94,,,,0.681,-76.2,0.0,231.0,stalling,44.2,WARNING,-7.1,2,Sustained Uptrend,-2.69,-5.33,3.3,VGK,index,Index,1.0,False,False,18.5
GE,305.23,325.25,-6.15,BELOW SMA,15,,,329.29,-7.31,,,,0.0,-1.2,0.0,231.0,stalling,44.2,WARNING,-12.4,2,Sustained Uptrend,-6.65,-3.51,6.98,XLI,equity,Equity,11.0,False,False,18.5
ON,58.04,65.09,-10.83,BELOW SMA,15,,,61.28,-5.28,,,,0.868,-301.6,0.0,231.0,clean,44.1,WARNING,-21.3,3,Parabolic,-4.63,-13.86,5.09,XLB,equity,Equity,16.0,False,False,18.5
SCCO,184.47,199.66,-7.61,BELOW SMA,15,,,199.07,-7.33,,,,0.048,-48.2,0.0,231.0,clean,44.1,WARNING,-17.6,3,Parabolic,-3.86,-7.25,31.39,IAU,commodity,Commodity,45.0,False,False,18.5
SMHX,37.46,38.89,-3.68,BELOW SMA,15,,,38.0,-1.41,,,,0.61,-79.7,0.0,231.0,clean,44.2,WARNING,-8.6,1,Basing,-1.03,-7.09,-7.16,XLK,index,Index,31.0,False,False,18.5
SNCY,16.05,19.26,-16.68,BELOW SMA,15,,,17.49,-8.25,,,,0.87,-376.5,0.0,231.0,clean,44.1,WARNING,-28.0,3,Parabolic,-4.63,-26.0,12.24,XLI,index,Index,3.0,False,False,18.5
VPL,98.46,103.37,-4.75,BELOW SMA,15,,,102.01,-3.48,,,,0.493,-92.4,0.0,231.0,clean,44.3,WARNING,-10.0,2,Sustained Uptrend,-1.37,-5.82,7.45,VXUS,index,Index,15.0,False,False,18.5
WT,15.31,16.5,-7.19,BELOW SMA,15,,,16.69,-8.29,,,,0.005,-10.1,0.0,231.0,stalling,44.2,WARNING,-13.4,3,Parabolic,-10.52,-5.73,29.64,VXUS,index,Index,10.0,False,False,18.5
AAXJ,98.14,102.36,-4.12,BELOW SMA,15,,,100.73,-2.57,,,,0.414,-78.3,0.0,231.0,clean,44.0,WARNING,-9.0,2,Sustained Uptrend,-0.37,-4.4,5.75,VXUS,index,Index,6.0,False,False,18.4
APIE,35.82,37.71,-5.01,BELOW SMA,15,,,36.75,-2.54,,,,0.698,-99.4,0.0,231.0,clean,43.8,WARNING,-8.3,2,Sustained Uptrend,-1.16,-6.88,-0.91,VXUS,index,Index,1.0,False,False,18.4
ICOP,49.11,53.0,-7.34,BELOW SMA,15,,,51.95,-5.47,,,,0.249,-102.5,0.0,231.0,clean,43.7,WARNING,-18.3,3,Parabolic,-3.12,-7.79,18.22,IAU,commodity,Commodity,45.0,False,False,18.4
IEMG,70.35,73.88,-4.78,BELOW SMA,15,,,72.45,-2.9,,,,0.468,-86.7,0.0,231.0,clean,43.8,WARNING,-9.4,2,Sustained Uptrend,-0.76,-5.41,4.56,VXUS,index,Index,28.0,False,False,18.4
JEMA,52.44,54.77,-4.25,BELOW SMA,15,,,54.03,-2.93,,,,0.373,-73.8,0.0,231.0,clean,44.0,WARNING,-9.3,2,Sustained Uptrend,-1.08,-4.27,4.9,VXUS,index,Index,28.0,False,False,18.4
ORR,36.31,37.8,-3.93,BELOW SMA,15,,,37.29,-2.63,,,,0.624,-77.8,0.0,231.0,clean,43.8,WARNING,-7.8,2,Sustained Uptrend,-2.29,-5.54,9.37,VXUS,index,Index,15.0,False,False,18.4
TXN,191.65,213.77,-10.35,BELOW SMA,15,,,200.33,-4.34,,,,0.935,-219.3,0.0,231.0,clean,43.8,WARNING,-17.1,3,Parabolic,-3.2,-13.25,6.75,XLI,equity,Equity,16.0,False,False,18.4
VTI,329.39,337.83,-2.5,BELOW SMA,15,,,335.01,-1.68,,,,0.407,-25.0,0.0,231.0,clean,43.9,WARNING,-4.4,1,Basing,-1.97,-3.63,-2.03,SPY,equity,Equity,27.0,False,False,18.4
^GSPC,6700.58,6866.2,-2.41,BELOW SMA,15,,,6807.72,-1.57,,,,0.406,-23.8,0.0,231.0,clean,43.9,WARNING,-4.3,1,Basing,-1.91,-3.48,-2.05,SPY,index,Index,10.0,False,False,18.4
ABEV,2.9,3.02,-3.73,BELOW SMA,15,,,2.99,-2.9,,,,0.37,-80.4,0.0,,,43.5,WARNING,-10.3,3,Parabolic,,,,,index,Index,13.0,False,False,18.3
AVEM,81.23,85.17,-4.63,BELOW SMA,15,,,83.68,-2.92,,,,0.437,-84.3,0.0,231.0,clean,43.5,WARNING,-9.5,2,Sustained Uptrend,-0.88,-5.22,5.49,VXUS,index,Index,28.0,False,False,18.3
BDX,159.3,171.78,-7.27,BELOW SMA,15,,,168.87,-5.67,,,,0.69,-146.9,0.0,231.0,clean,43.5,WARNING,-15.0,3,Parabolic,-6.26,-7.21,7.32,XLB,equity,Equity,7.0,False,False,18.3
BIOA,19.18,20.46,-6.26,BELOW SMA,15,,,20.61,-6.92,,,,0.007,15.6,0.0,231.0,clean,43.6,WARNING,-20.1,3,Parabolic,-5.89,-5.0,59.04,,equity,Equity,7.0,False,False,18.3
C,105.76,113.53,-6.85,BELOW SMA,15,,,108.98,-2.96,,,,0.53,-91.1,0.0,231.0,clean,43.5,WARNING,-15.5,2,Sustained Uptrend,-2.92,-13.42,-3.35,XLF,equity,Equity,19.0,False,False,18.3
CHTR,218.28,229.07,-4.71,BELOW SMA,15,,,227.57,-4.08,,,,0.655,-90.4,0.0,231.0,clean,43.6,WARNING,-12.4,2,Sustained Uptrend,-5.07,-12.05,6.41,XLC,equity,Equity,18.0,False,False,18.3
FTEC,216.01,219.11,-1.42,BELOW SMA,15,,,217.4,-0.64,,,,0.171,-17.7,0.0,231.0,clean,43.4,WARNING,-7.3,1,Basing,-1.24,-3.24,-6.69,XLK,equity,Equity,27.0,False,False,18.3
JHEM,34.6,36.01,-3.89,BELOW SMA,15,,,35.58,-2.74,,,,0.338,-66.1,0.0,231.0,clean,43.4,WARNING,-8.6,2,Sustained Uptrend,-0.67,-4.19,5.96,VXUS,index,Index,28.0,False,False,18.3
MARUY,338.1,365.34,-7.46,BELOW SMA,15,,,350.48,-3.53,,,,0.778,-224.5,0.0,231.0,clean,43.6,WARNING,-20.6,3,Parabolic,-1.64,-15.88,20.86,VXUS,index,Index,15.0,False,False,18.3
QQQ,599.95,608.05,-1.33,BELOW SMA,15,,,606.05,-1.01,,,,0.001,1.2,0.0,231.0,clean,43.6,WARNING,-5.8,1,Basing,-1.48,-1.88,-4.02,QQQ,equity,Equity,16.0,False,False,18.3
SPLG,78.8,80.6,-2.23,BELOW SMA,15,,,79.93,-1.41,,,,0.417,-25.5,0.0,231.0,clean,43.6,WARNING,-4.0,1,Basing,-1.73,-3.49,-2.03,SPY,index,Index,10.0,False,False,18.3
VGT,724.47,734.67,-1.39,BELOW SMA,15,,,729.26,-0.66,,,,0.149,-16.2,0.0,231.0,clean,43.5,WARNING,-7.3,1,Basing,-1.2,-3.18,-6.68,XLK,equity,Equity,27.0,False,False,18.3
VLY,11.8,12.93,-8.73,BELOW SMA,15,,,12.31,-4.12,,,,0.864,-163.8,0.0,,,43.5,WARNING,-14.9,2,Sustained Uptrend,,,,,equity,Equity,19.0,False,False,18.3
^NDX,24649.07,24987.15,-1.35,BELOW SMA,15,,,24900.47,-1.01,,,,0.0,0.7,0.0,231.0,clean,43.5,WARNING,-5.8,1,Basing,-1.48,-1.9,-3.97,QQQ,equity,Equity,16.0,False,False,18.3
ARTY,48.76,50.38,-3.23,BELOW SMA,15,,,49.31,-1.12,,,,0.489,-71.3,0.0,231.0,clean,43.1,WARNING,-11.0,2,Sustained Uptrend,-0.05,-5.18,-1.49,XLK,equity,Equity,27.0,False,False,18.2
DFAE,34.2,35.8,-4.46,BELOW SMA,15,,,35.17,-2.77,,,,0.448,-81.4,0.0,231.0,clean,43.1,WARNING,-9.1,2,Sustained Uptrend,-0.64,-5.08,6.01,VXUS,index,Index,28.0,False,False,18.2
DFAX,34.29,35.72,-3.99,BELOW SMA,15,,,35.2,-2.58,,,,0.52,-75.5,0.0,231.0,clean,43.3,WARNING,-7.7,2,Sustained Uptrend,-1.27,-5.12,6.49,VXUS,index,Index,1.0,False,False,18.2
EPOL,35.05,37.32,-6.09,BELOW SMA,15,,,36.06,-2.81,,,,0.665,-107.1,0.0,231.0,clean,43.2,WARNING,-10.1,2,Sustained Uptrend,-2.11,-8.04,2.32,VXUS,index,Index,1.0,False,False,18.2
EPU,82.98,88.29,-6.01,BELOW SMA,15,,,87.02,-4.64,,,,0.108,-53.6,0.0,231.0,clean,43.3,WARNING,-12.9,3,Parabolic,-2.05,-7.21,22.98,IAU,commodity,Commodity,45.0,False,False,18.2
FDEM,32.01,33.78,-5.24,BELOW SMA,15,,,33.0,-2.99,,,,0.601,-98.6,0.0,231.0,clean,43.2,WARNING,-9.8,2,Sustained Uptrend,-0.93,-6.43,4.34,VXUS,index,Index,28.0,False,False,18.2
HDEF,32.12,33.12,-3.03,BELOW SMA,15,,,32.75,-1.95,,,,0.546,-61.1,0.0,231.0,clean,43.2,WARNING,-6.3,2,Sustained Uptrend,-0.85,-3.5,5.75,VGK,index,Index,1.0,False,False,18.2
