ticker,price,ret_1m,ret_3m,ret_6m,ret_1y,ret_5y,ret_10y,ratio_3m_1m,ratio_6m_3m,ratio_1y_6m,ratio_5y_1y,ratio_10y_5y,ratio_passes,sma30,sma50,sma100,sma200,sma_all,vs_spy_1y,vs_spy_5y,vs_spy_10y,vs_qqq_1y,vs_qqq_5y,vs_qqq_10y,vs_iau_1y,vs_iau_5y,vs_iau_10y,bad_spy_score,top_pole,top_pole_corr,momentum_signal,momentum_flag,vol_ratio,vol_flag,pullback_flag,strong_flag,score_returns,score_ratios,score_spy_days,history_depth,score_depth,score,rank
EFXT,25.68,18.29,56.01,122.34,300.62,307.62,203.55,3.06,2.18,2.46,1.02,0.66,3,True,True,True,True,True,267.28,235.67,-40.06,254.54,211.67,-296.62,257.76,144.58,-69.04,0.0019,XLI,0.31,0.87,clean,1.14,normal,none,strong_buy,90.39695117349633,76.3470681458003,90.80824088748018,6,100.0,90.6,1
MTZ,376.12,16.25,55.55,91.16,217.64,274.66,1685.1,3.42,1.64,2.39,1.26,6.14,4,True,True,True,True,True,184.3,202.71,1441.49,171.56,178.71,1184.93,174.77,111.62,1412.51,-0.8669,XLI,0.62,0.66,clean,0.854,normal,none,strong_buy,89.89887555656176,95.2852614896989,70.7606973058637,6,100.0,90.2,2
FORM,155.08,43.5,111.86,275.59,480.39,223.96,1987.21,2.57,2.46,1.74,0.47,8.87,4,True,True,True,True,True,447.05,152.01,1743.61,434.31,128.02,1487.05,437.52,60.92,1714.63,-1.0778,XLI,0.49,1.69,clean,1.172,normal,none,strong_buy,95.78145045656932,95.2852614896989,60.697305863708394,6,100.0,89.9,3
MUSA,531.29,11.3,23.0,41.85,6.26,274.44,788.89,2.04,1.82,0.15,43.81,2.87,4,True,True,True,True,True,-27.08,202.49,545.29,-39.82,178.49,288.73,-36.6,111.4,516.3,0.7569,,,1.02,clean,1.033,normal,none,strong_buy,70.3267677911101,95.2852614896989,96.98890649762282,6,100.0,89.6,4
FTI,74.76,5.64,37.78,99.31,198.68,926.92,229.63,6.7,2.63,2.0,4.67,0.25,4,True,True,True,True,True,165.34,854.98,-13.97,152.6,830.98,-270.53,155.81,763.88,-42.96,-0.1956,XLE,0.45,-0.29,clean,0.904,normal,none,strong_buy,77.46585163383895,95.2852614896989,86.05388272583201,6,100.0,89.5,5
REX,46.74,12.95,37.47,49.38,133.35,239.68,418.76,2.89,1.32,2.7,1.8,1.75,3,True,True,True,True,True,100.01,167.73,175.15,87.27,143.73,-81.41,90.48,76.64,146.17,0.554,XLE,0.4,0.69,clean,1.205,normal,none,strong_buy,83.32201343294845,76.3470681458003,96.11727416798732,6,100.0,89.5,5
PWR,624.84,8.95,33.3,51.58,127.79,552.03,2664.78,3.72,1.55,2.48,4.32,4.83,5,True,True,True,True,True,94.44,480.08,2421.17,81.71,456.08,2164.62,84.92,388.99,2392.19,-0.8096,XLI,0.62,0.21,clean,0.895,normal,none,strong_buy,80.61278394083466,99.60380348652932,73.37559429477021,6,100.0,88.8,7
EZPW,31.86,24.45,50.78,80.31,98.88,522.27,671.43,2.08,1.58,1.23,5.28,1.29,3,True,True,True,True,True,65.53,450.32,427.82,52.8,426.32,171.27,56.01,359.22,398.84,-0.4492,XLI,0.51,1.96,clean,0.819,normal,none,strong_buy,89.6422911478379,76.3470681458003,81.77496038034865,6,100.0,88.5,8
TNGX,25.77,23.42,120.07,197.58,1653.06,135.99,,5.13,1.65,8.37,0.08,,3,True,True,True,True,True,1619.72,64.04,,1606.98,40.04,,1610.19,-27.05,,2.2381,,,-0.16,clean,0.827,normal,none,none,94.41174250999924,76.3470681458003,99.20760697305863,5,83.33333333333334,88.4,9
BKR,68.94,10.09,27.86,45.75,92.09,244.18,124.85,2.76,1.64,2.01,2.65,0.51,4,True,True,True,True,True,58.74,172.24,-118.75,46.01,148.24,-375.31,49.22,81.14,-147.73,-0.5332,XLE,0.48,0.68,clean,0.954,normal,none,strong_buy,77.10927477171533,95.2852614896989,80.03169572107765,6,100.0,88.2,10
TIGO,84.06,9.24,37.02,76.82,158.65,116.76,45.86,4.01,2.08,2.07,0.74,0.39,3,True,True,True,True,True,125.3,44.81,-197.74,112.57,20.82,-454.3,115.78,-46.28,-226.72,0.2167,XLRE,0.36,0.06,clean,1.271,normal,none,strong_buy,78.46577616783641,76.3470681458003,93.50237717908082,6,100.0,87.5,11
CENX,60.74,21.02,24.7,109.74,260.05,268.23,734.34,1.17,4.44,2.37,1.03,2.74,3,True,True,True,True,True,226.71,196.29,490.74,213.97,172.29,234.18,217.18,105.19,461.75,-0.7483,IAU,0.35,0.59,clean,0.861,normal,none,strong_buy,89.37816013885745,76.3470681458003,74.96038034865293,6,100.0,87.1,12
SYRE,69.67,52.52,117.51,213.69,389.94,-62.54,-72.02,2.24,1.82,1.82,-0.16,1.15,3,True,True,True,True,True,356.6,-134.49,-315.62,343.86,-158.49,-572.18,347.08,-225.58,-344.61,-0.5247,HYG,0.4,1.92,clean,1.634,confirmed,none,none,85.03131839106481,76.3470681458003,80.26941362916006,6,100.0,86.8,13
STLD,226.79,30.74,25.08,52.66,85.15,343.04,837.15,0.82,2.1,1.62,4.03,2.44,4,True,True,True,True,True,51.81,271.09,593.54,39.07,247.09,336.99,42.28,179.99,564.56,-1.155,XLB,0.57,3.1,overextended,0.931,normal,none,none,86.18217493019395,95.2852614896989,56.81458003169572,6,100.0,86.3,14
WMT,129.92,5.57,10.35,21.26,36.86,178.98,464.38,1.86,2.05,1.73,4.86,2.59,4,True,True,True,True,True,3.52,107.03,220.77,-9.22,83.03,-35.78,-6.01,15.94,191.79,0.2717,XLP,0.66,0.46,clean,0.682,thin,none,strong_buy,60.510527507357935,95.2852614896989,93.97781299524564,6,100.0,86.0,15
