ticker,price,ret_1m,ret_3m,ret_6m,ret_1y,ret_5y,ret_10y,ratio_3m_1m,ratio_6m_3m,ratio_1y_6m,ratio_5y_1y,ratio_10y_5y,ratio_passes,sma30,sma50,sma100,sma200,sma_all,vs_spy_1y,vs_spy_5y,vs_spy_10y,vs_qqq_1y,vs_qqq_5y,vs_qqq_10y,vs_iau_1y,vs_iau_5y,vs_iau_10y,bad_spy_score,top_pole,top_pole_corr,momentum_signal,momentum_flag,vol_ratio,vol_flag,pullback_flag,strong_flag,score_returns,score_ratios,score_spy_days,history_depth,score_depth,score,rank
LINC,40.42,11.6,62.53,77.67,163.84,530.58,1478.91,5.39,1.24,2.11,3.24,2.79,4,True,True,True,True,True,130.05,460.01,1250.78,120.44,440.66,1024.69,108.34,356.78,1202.57,-0.0231,XLB,0.33,0.2,clean,1.365,normal,none,strong_buy,91.40598531902882,93.63636363636364,90.27667984189723,6,100.0,94.2,1
CF,126.16,13.62,58.79,37.04,72.66,178.01,294.5,4.32,0.63,1.96,2.45,1.65,4,True,True,True,True,True,38.87,107.44,66.37,29.26,88.09,-159.72,17.16,4.21,18.17,1.8082,XLE,0.54,0.76,clean,2.055,confirmed,none,strong_buy,84.84660267268964,93.63636363636364,98.89328063241106,6,100.0,94.0,2
FTI,71.82,13.19,48.57,88.95,185.45,830.31,223.81,3.68,1.83,2.08,4.48,0.27,4,True,True,True,True,True,151.66,759.74,-4.32,142.06,740.39,-230.41,129.95,656.51,-52.53,-0.3946,XLE,0.47,0.55,clean,1.13,normal,none,strong_buy,90.76604554865425,93.63636363636364,82.21343873517787,6,100.0,92.4,3
CENX,65.57,20.42,55.27,125.02,337.13,271.29,805.66,2.71,2.26,2.7,0.8,2.97,4,True,True,True,True,True,303.34,200.72,577.53,293.74,181.37,351.45,281.63,97.49,529.33,-0.7139,IAU,0.41,0.62,clean,1.095,normal,none,strong_buy,93.92433653303218,93.63636363636364,75.49407114624506,6,100.0,92.0,4
MPC,231.98,7.55,36.12,19.87,91.61,333.69,534.17,4.79,0.55,4.61,3.64,1.6,4,True,True,True,True,True,57.82,263.12,306.04,48.21,243.77,79.96,36.11,159.89,257.84,0.4343,XLE,0.7,0.27,clean,1.216,normal,none,strong_buy,80.17692452475062,93.63636363636364,95.73122529644269,6,100.0,91.9,5
LNG,275.21,9.73,41.43,17.98,39.52,282.18,716.4,4.26,0.43,2.2,7.14,2.54,4,True,True,True,True,True,5.73,211.62,488.28,-3.87,192.26,262.19,-15.98,108.38,440.07,0.8926,XLE,0.53,0.91,clean,1.688,confirmed,none,strong_buy,77.18050065876153,93.63636363636364,97.4703557312253,6,100.0,91.4,6
FORM,117.8,32.3,84.06,176.72,387.38,161.14,1518.13,2.6,2.1,2.19,0.42,9.42,4,True,True,True,True,True,353.59,90.57,1290.0,343.99,71.22,1063.92,331.88,-12.66,1241.8,-0.8929,XLI,0.48,1.21,clean,1.014,normal,none,strong_buy,94.84660267268963,93.63636363636364,69.24901185770752,6,100.0,91.0,7
EZPW,28.03,5.02,30.43,50.86,84.04,463.98,828.15,6.06,1.67,1.65,5.52,1.78,5,True,True,True,True,True,50.26,393.42,600.02,40.65,374.06,373.93,28.54,290.18,551.81,-0.5031,XLI,0.47,-0.07,clean,0.873,normal,none,strong_buy,81.17824204780726,99.60474308300395,80.0,6,100.0,90.3,8
REX,44.53,19.22,38.98,39.07,146.43,217.39,379.33,2.03,1.0,3.75,1.48,1.74,3,True,True,True,True,True,112.64,146.82,151.2,103.03,127.47,-74.88,90.93,43.59,103.0,0.353,XLE,0.4,1.53,clean,1.411,normal,none,strong_buy,87.83738001129305,72.96442687747036,95.098814229249,6,100.0,90.0,9
TIGO,80.48,14.69,42.19,66.04,182.49,110.63,44.44,2.87,1.57,2.76,0.61,0.4,3,True,True,True,True,True,148.7,40.06,-183.69,139.09,20.71,-409.78,126.98,-63.18,-231.89,0.1607,XLRE,0.36,0.83,clean,1.328,normal,none,strong_buy,86.39939770374554,72.96442687747036,92.72727272727272,6,100.0,89.1,10
NSKFF,43.6,5.06,51.97,32.28,68.99,918.69,1343.71,10.27,0.62,2.14,13.32,1.46,3,True,True,True,True,True,35.2,848.12,1115.58,25.6,828.77,889.49,13.49,744.89,1067.38,0.8005,XLK,0.31,0.06,clean,,normal,none,strong_buy,80.80557124035384,72.96442687747036,97.31225296442688,6,100.0,88.3,11
ESP,57.83,4.86,29.11,52.18,121.83,280.46,135.08,5.99,1.79,2.33,2.3,0.48,4,True,True,True,True,True,88.04,209.89,-93.05,78.43,190.54,-319.13,66.32,106.66,-141.25,-0.624,,,-0.18,clean,0.857,normal,none,strong_buy,80.04517221908527,93.63636363636364,77.62845849802372,6,100.0,88.3,11
