ticker,pole,ranker_rank,ranker_score,ranker_long_rank,ranker_long_score,advanced_signal,advanced_confidence,qualifier_safe,qualifier_regime,secrot_pred5d,secrot_score,stock_sr_score,slope_stage,slope_tq_score,health_score,health_verdict,spread_support,source_count,sources,sector
XLE,XLE,14.0,84.4,67.0,81.6,,,,,,4.4,,,,87.9,HEALTHY,none,4,"['ranker', 'ranker_long', 'secrot', 'pullback_health']",
VDE,XLE,15.0,84.2,72.0,81.1,,,,,,4.7,,,,87.9,HEALTHY,none,4,"['ranker', 'ranker_long', 'secrot', 'pullback_health']",
XLU,XLU,29.0,80.8,61.0,82.4,,,,,,3.8,,,,89.5,HEALTHY,bearish,4,"['ranker', 'ranker_long', 'secrot', 'pullback_health']",
VPU,XLU,33.0,80.3,67.0,81.6,,,,,,4.2,,,,89.4,HEALTHY,bearish,4,"['ranker', 'ranker_long', 'secrot', 'pullback_health']",
IYZ,XLI,37.0,79.4,141.0,71.1,,,,,,3.7,,,,81.3,HEALTHY,none,4,"['ranker', 'ranker_long', 'secrot', 'pullback_health']",
RAAX,IAU,42.0,77.6,131.0,73.5,,,,,,4.5,,,,85.5,HEALTHY,none,4,"['ranker', 'ranker_long', 'secrot', 'pullback_health']",
GSG,XLE,47.0,77.3,97.0,78.3,,,,,,3.4,,,,84.3,HEALTHY,none,4,"['ranker', 'ranker_long', 'secrot', 'pullback_health']",
AA,XLK,53.0,76.1,92.0,78.6,,,,,,,5.0,,,86.4,HEALTHY,bearish,4,"['ranker', 'ranker_long', 'stock_secrot', 'pullback_health']",Basic Materials
XOP,XLE,59.0,75.6,116.0,75.7,,,,,,5.1,,,,91.5,HEALTHY,none,4,"['ranker', 'ranker_long', 'secrot', 'pullback_health']",
DBC,IAU,61.0,75.0,65.0,82.0,,,,,,3.4,,,,90.6,HEALTHY,none,4,"['ranker', 'ranker_long', 'secrot', 'pullback_health']",
BG,XLB,63.0,74.8,66.0,81.8,,,,,,,6.0,,,84.3,HEALTHY,bearish,4,"['ranker', 'ranker_long', 'stock_secrot', 'pullback_health']",Consumer Defensive
PDBC,IAU,63.0,74.8,137.0,71.7,,,,,,4.7,,,,90.7,HEALTHY,none,4,"['ranker', 'ranker_long', 'secrot', 'pullback_health']",
NEE,XLU,73.0,73.7,48.0,83.8,,,,,,,5.0,,,81.6,HEALTHY,bearish,4,"['ranker', 'ranker_long', 'stock_secrot', 'pullback_health']",Utilities
VRT,XLK,110.0,66.9,134.0,72.8,,,,,,,5.0,,,89.0,HEALTHY,bullish,4,"['ranker', 'ranker_long', 'stock_secrot', 'pullback_health']",Industrials
MU,XLK,119.0,66.0,107.0,77.3,,,,,,,6.0,,,84.3,HEALTHY,bullish,4,"['ranker', 'ranker_long', 'stock_secrot', 'pullback_health']",Technology
PHYS,IAU,128.0,65.1,25.0,86.9,,,,,,3.7,6.0,,,60.8,CAUTION,none,4,"['ranker', 'ranker_long', 'secrot', 'stock_secrot']",Financial Services
WDC,XLK,142.0,62.1,96.0,78.4,,,,,,,5.0,,,83.1,HEALTHY,bullish,4,"['ranker', 'ranker_long', 'stock_secrot', 'pullback_health']",Technology
TNGX,--,1.0,97.6,18.0,88.8,,,,,,,,,,81.2,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",
PARXF,XLE,2.0,95.6,17.0,89.0,,,,,,,,,,86.0,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",
LINC,--,2.0,95.6,6.0,91.7,,,,,,,,,,84.3,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",
TYRA,--,4.0,92.9,120.0,74.9,,,,,,,,,,91.1,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",
REX,SPY,9.0,86.1,83.0,79.9,,,,,,,,,,91.3,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",
COP,XLE,10.0,86.0,19.0,88.4,,,,,,,4.0,,,87.1,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",Energy
PSX,XLE,11.0,85.5,58.0,82.5,,,,,,,3.0,,,91.1,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",Energy
ROIV,XLK,17.0,83.5,56.0,82.9,,,,,,,1.0,,,80.9,HEALTHY,bullish,3,"['ranker', 'ranker_long', 'pullback_health']",Healthcare
