ticker,pole,ranker_rank,ranker_score,ranker_long_rank,ranker_long_score,advanced_signal,advanced_confidence,qualifier_safe,qualifier_regime,secrot_pred5d,secrot_score,stock_sr_score,slope_stage,slope_tq_score,health_score,health_verdict,spread_support,source_count,sources,sector
BG,XLB,16.0,89.9,80.0,82.3,,,,,,,6.0,,,84.6,HEALTHY,bearish,4,"['ranker', 'ranker_long', 'stock_secrot', 'pullback_health']",Consumer Defensive
HAL,XLE,21.0,87.4,101.0,81.0,,,,,,,6.0,,,88.1,HEALTHY,none,4,"['ranker', 'ranker_long', 'stock_secrot', 'pullback_health']",Energy
PBR,XLE,29.0,83.8,9.0,90.9,,,,,,,7.0,,,81.5,HEALTHY,none,4,"['ranker', 'ranker_long', 'stock_secrot', 'pullback_health']",Energy
VDE,XLE,42.0,82.1,52.0,84.2,,,,,,5.2,,,,86.0,HEALTHY,none,4,"['ranker', 'ranker_long', 'secrot', 'pullback_health']",
XLE,XLE,43.0,82.0,48.0,84.3,,,,,,5.0,,,,86.0,HEALTHY,none,4,"['ranker', 'ranker_long', 'secrot', 'pullback_health']",
HDGE,--,100.0,75.8,141.0,78.6,,,,,,3.0,,,,81.3,HEALTHY,none,4,"['ranker', 'ranker_long', 'secrot', 'pullback_health']",
XOP,XLE,120.0,73.3,136.0,78.7,,,,,,5.0,,,,84.5,HEALTHY,none,4,"['ranker', 'ranker_long', 'secrot', 'pullback_health']",
PARR,XLE,1.0,95.0,79.0,82.4,,,,,,,,,,84.9,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",
PBF,XLE,2.0,94.3,21.0,88.0,,,,,,,,,,87.1,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",
TERN,--,3.0,94.0,72.0,82.7,,,,,,,,,,86.6,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",
CLMT,--,5.0,92.0,3.0,93.3,,,,,,,,,,86.5,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",
REX,XLB,6.0,91.7,12.0,90.2,,,,,,,,,,83.8,HEALTHY,bearish,3,"['ranker', 'ranker_long', 'pullback_health']",
SHEL,XLE,7.0,91.6,101.0,81.0,,,,,,,3.0,,,89.0,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",Energy
DVN,XLE,8.0,91.5,42.0,85.0,,,,,,,3.0,,,88.6,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",Energy
SYRE,VXUS,10.0,91.2,122.0,79.5,,,,,,,,,,87.4,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",
SNDX,XLV,10.0,91.2,101.0,81.0,,,,,,,,,,80.4,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",
XOM,XLE,13.0,90.8,40.0,85.2,,,,,,,3.0,,,86.0,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",Energy
MNMD,--,17.0,89.4,46.0,84.4,,,,,,,,,,90.2,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",
