ticker,price,sma29,extension_pct,extension_label,extension_score,extension_pf,extension_fwd,sma10,ext10_pct,exit_alert,exit_pf,exit_fwd,slope_rsq,slope_ann,momentum_score,momentum_rank,momentum_flag,potential_score,health_verdict,dd_pct,stage,stage_name,ret_1w,ret_1m,ret_3m,top_pole,asset_class,asset_class_label,pole_id,is_noise_pole,gold_filtered,path_quality,combined_score
CLOU,19.51,19.41,0.5,OPTIMAL,95,1.48,0.9,19.71,-1.0,,,,0.279,39.7,63.6,269.0,clean,93.0,WARNING,-15.3,0,Deep Decline,-2.11,3.78,-14.69,XLK,equity,Equity,27.0,False,False,"{'grade': 'ROUGH', 'median_mae': -7.07, 'median_ttg': 1.0, 'prob_good': 24.6, 'prob_bad': 61.7}",83.4
FOXA,58.64,57.31,2.33,OPTIMAL,95,1.48,0.9,57.95,1.19,,,,0.13,23.3,70.6,151.0,clean,84.1,WARNING,-23.2,0,Deep Decline,1.66,8.35,-20.44,XLF,equity,Equity,18.0,False,False,"{'grade': 'ROUGH', 'median_mae': -5.85, 'median_ttg': 1.5, 'prob_good': 29.4, 'prob_bad': 55.9}",83.2
BBY,63.19,63.04,0.24,OPTIMAL,95,1.48,0.9,62.06,1.81,,,,0.083,-31.3,58.6,384.0,clean,96.6,BREAKDOWN,-13.9,0,Deep Decline,-1.56,1.38,-9.18,XLF,equity,Equity,2.0,False,False,"{'grade': 'OK', 'median_mae': -4.25, 'median_ttg': 2.0, 'prob_good': 34.1, 'prob_bad': 46.1}",82.7
PYPL,45.21,44.76,1.01,OPTIMAL,95,1.48,0.9,44.9,0.69,,,,0.354,-51.4,56.5,435.0,clean,96.7,BREAKDOWN,-24.8,0,Deep Decline,2.31,-4.46,-23.9,XLC,equity,Equity,27.0,False,False,"{'grade': 'ROUGH', 'median_mae': -7.07, 'median_ttg': 1.0, 'prob_good': 24.6, 'prob_bad': 61.7}",82.0
FOX,52.55,52.12,0.83,OPTIMAL,95,1.48,0.9,52.23,0.63,,,,0.01,-5.8,59.1,367.0,clean,84.8,WARNING,-22.9,0,Deep Decline,1.03,5.91,-18.52,XLF,equity,Equity,18.0,False,False,"{'grade': 'ROUGH', 'median_mae': -5.85, 'median_ttg': 1.5, 'prob_good': 29.4, 'prob_bad': 55.9}",79.4
ALNY,328.24,323.01,1.62,OPTIMAL,95,1.48,0.9,316.25,3.79,,,,0.271,-48.6,57.0,419.0,overextended,86.5,WARNING,-23.1,0,Deep Decline,5.51,0.27,-17.67,XLV,equity,Equity,7.0,True,False,"{'grade': 'ROUGH', 'median_mae': -5.42, 'median_ttg': 1.0, 'prob_good': 27.3, 'prob_bad': 52.7}",79.2
NFLX,93.32,90.15,3.52,OPTIMAL,95,1.48,0.9,93.3,0.02,,,,0.093,-45.6,79.2,67.0,clean,60.5,WARNING,-6.9,0,Deep Decline,1.72,12.84,-0.19,XLC,equity,Equity,18.0,False,False,"{'grade': 'ROUGH', 'median_mae': -5.85, 'median_ttg': 1.5, 'prob_good': 29.4, 'prob_bad': 55.9}",79.1
OKTA,79.4,77.78,2.08,OPTIMAL,95,1.48,0.9,78.78,0.78,,,,0.312,86.6,65.0,237.0,clean,76.9,WARNING,-18.5,0,Deep Decline,-1.68,8.75,-10.85,XLK,equity,Equity,27.0,False,False,"{'grade': 'ROUGH', 'median_mae': -7.07, 'median_ttg': 1.0, 'prob_good': 24.6, 'prob_bad': 61.7}",79.1
QRVO,80.67,80.35,0.39,OPTIMAL,95,1.48,0.9,78.72,2.47,,,,0.189,-37.3,67.3,205.0,clean,73.1,WARNING,-9.7,1,Basing,3.77,-2.05,-6.47,XLB,equity,Equity,16.0,False,False,"{'grade': 'ROUGH', 'median_mae': -7.07, 'median_ttg': 1.0, 'prob_good': 24.6, 'prob_bad': 61.7}",78.7
LQDA,36.76,35.03,4.93,OPTIMAL,95,1.48,0.9,36.37,1.08,,,,0.435,187.8,77.9,77.0,clean,56.6,CAUTION,-21.2,2,Sustained Uptrend,-1.61,22.53,4.31,,equity,Equity,7.0,True,False,"{'grade': 'ROUGH', 'median_mae': -5.42, 'median_ttg': 1.0, 'prob_good': 27.3, 'prob_bad': 52.7}",77.5
