ticker,name,sr_score,sr_total,hist_agree,ret_3d,ret_5d,ret_10d,ret_1m,ret_3m,mom_3m,mom_1m,mom_10d,mom_5d,pred_3d_avg,pred_3d_winrate,pred_3d_n,pred_5d_avg,pred_5d_winrate,pred_5d_n,pred_10d_avg,pred_10d_winrate,pred_10d_n
AAXJ,Asia ex-Jpn,4.4,10,bullish,-1.02,-3.23,-7.23,-10.83,0.47,-1.36,-2.0,-2.0,-1.33,,,75.0,,,75.0,,,75.0
ACWI,ACWI,4.3,10,bullish,-0.34,-1.54,-4.21,-7.26,-4.56,-1.64,-2.0,-1.72,-0.84,,,80.0,,,80.0,,,80.0
ACWX,ACWX,4.4,10,bullish,0.37,-0.65,-4.09,-8.36,-0.33,-1.9,-2.0,-1.53,-0.43,,,80.0,,,80.0,,,80.0
AFK,Africa,4.2,10,bullish,2.09,0.83,-4.55,-14.92,-3.35,-2.0,-2.0,-1.32,0.02,,,75.0,,,75.0,,,75.0
AGF,AGF,0.0,10,bearish,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06,-0.06,,,61.0,,,61.0,,,61.0
AGG,Agg Bond,0.1,10,bullish,0.67,0.46,-0.59,-1.46,-0.95,-1.31,-1.8,-0.81,0.76,,,95.0,,,95.0,,,95.0
AIA,AIA,4.4,10,bullish,-1.2,-4.81,-8.57,-11.59,5.41,-0.75,-2.0,-2.0,-1.51,,,80.0,,,80.0,,,80.0
AIQ,AIQ,4.0,10,bullish,-2.06,-4.53,-8.32,-9.2,-11.72,-1.69,-1.7,-2.0,-1.45,,,43.0,,,43.0,,,43.0
AIRR,AIRR,4.1,10,bullish,-0.93,-3.79,-3.03,-9.59,7.41,-0.32,-2.0,-1.13,-1.48,,,56.0,,,56.0,,,56.0
ALAI,ALAI,3.8,10,bullish,-1.11,-4.19,-6.97,-5.99,-12.65,-1.25,-1.14,-1.66,-1.29,,,5.0,,,5.0,,,5.0
AMG,AMG,3.8,10,bullish,-1.43,-1.15,-2.32,-12.96,-6.74,-1.6,-2.0,-0.83,-0.52,,,98.0,,,98.0,,,98.0
