ticker,pole,ranker_rank,ranker_score,ranker_long_rank,ranker_long_score,advanced_signal,advanced_confidence,qualifier_safe,qualifier_regime,secrot_pred5d,secrot_score,stock_sr_score,slope_stage,slope_tq_score,health_score,health_verdict,spread_support,source_count,sources,sector
CW,XLI,19.0,84.0,95.0,82.2,,,,,,,5.0,,,84.4,HEALTHY,none,4,"['ranker', 'ranker_long', 'stock_secrot', 'pullback_health']",Industrials
HAL,XLE,25.0,83.3,145.0,79.2,,,,,,,6.0,,,85.0,HEALTHY,none,4,"['ranker', 'ranker_long', 'stock_secrot', 'pullback_health']",Energy
LHX,XLI,50.0,78.1,20.0,87.2,,,,,,,8.0,,,82.6,HEALTHY,none,4,"['ranker', 'ranker_long', 'stock_secrot', 'pullback_health']",Industrials
SNDK,XLI,118.0,70.7,140.0,79.3,,,,,,,6.0,,,86.0,HEALTHY,bullish,4,"['ranker', 'ranker_long', 'stock_secrot', 'pullback_health']",Technology
DOG,--,143.0,68.9,127.0,80.1,,,,,,3.0,,,,81.5,HEALTHY,none,4,"['ranker', 'ranker_long', 'secrot', 'pullback_health']",
TNGX,--,1.0,98.4,68.0,83.4,,,,,,,,,,86.6,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",
CIEN,XLK,4.0,93.7,129.0,80.0,,,,,,,2.0,,,85.7,HEALTHY,bullish,3,"['ranker', 'ranker_long', 'pullback_health']",Technology
LINC,--,5.0,92.1,1.0,95.0,,,,,,,,,,83.0,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",
TERN,--,6.0,90.5,109.0,81.0,,,,,,,,,,86.2,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",
GPRE,XLE,7.0,90.4,74.0,83.1,,,,,,,,,,81.7,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",
ERAS,--,8.0,90.3,140.0,79.3,,,,,,,,,,82.8,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",
PBR,XLE,10.0,87.7,4.0,90.6,,,,,,,7.0,,,76.3,CAUTION,none,3,"['ranker', 'ranker_long', 'stock_secrot']",Energy
PWR,XLI,12.0,87.6,14.0,87.9,,,,,,,3.0,,,85.0,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",Industrials
XOP,XLE,13.0,86.6,72.0,83.2,,,,,,4.6,,,,77.8,CAUTION,none,3,"['ranker', 'ranker_long', 'secrot']",
NYT,XLC,15.0,86.0,7.0,88.7,,,,,,,4.0,,,84.4,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",Communication Services
MNMD,--,17.0,85.0,111.0,80.9,,,,,,,,,,88.3,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",
FANG,XLE,18.0,84.3,88.0,82.6,,,,,,,2.0,,,89.2,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",Energy
EIS,SPY,20.0,83.9,38.0,85.3,,,,,,,,,,81.7,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",
FTI,XLI,20.0,83.9,7.0,88.7,,,,,,,4.0,,,87.2,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",Energy
CTRA,XLE,22.0,83.8,92.0,82.3,,,,,,,4.0,,,85.9,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",Energy
EOG,XLE,23.0,83.6,105.0,81.2,,,,,,,2.0,,,86.6,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",Energy
REX,XLF,27.0,82.9,25.0,86.8,,,,,,,,,,85.6,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",
NEE,XLU,28.0,82.7,43.0,84.9,,,,,,,5.0,,,73.1,CAUTION,bearish,3,"['ranker', 'ranker_long', 'stock_secrot']",Utilities
TIGO,XLRE,31.0,82.2,40.0,85.2,,,,,,,,,,87.0,HEALTHY,bearish,3,"['ranker', 'ranker_long', 'pullback_health']",
EZPW,XLI,33.0,81.4,5.0,90.3,,,,,,,,,,82.8,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",
CACI,--,33.0,81.4,21.0,87.1,,,,,,,5.0,,,69.0,CAUTION,bullish,3,"['ranker', 'ranker_long', 'stock_secrot']",Technology
MAZE,--,33.0,81.4,145.0,79.2,,,,,,,,,,83.4,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",
XLU,XLU,38.0,81.1,32.0,85.9,,,,,,3.7,,,,76.2,CAUTION,bearish,3,"['ranker', 'ranker_long', 'secrot']",
OSIS,XLI,39.0,80.8,35.0,85.4,,,,,,,,,,85.4,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",
VPU,XLU,41.0,80.6,35.0,85.4,,,,,,4.0,,,,76.5,CAUTION,bearish,3,"['ranker', 'ranker_long', 'secrot']",
EQT,--,43.0,80.2,129.0,80.0,,,,,,,3.0,,,83.8,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",Energy
EWM,VGK,49.0,78.3,,,,,,,,3.0,,,,81.7,HEALTHY,none,3,"['ranker', 'secrot', 'pullback_health']",
PSX,XLE,54.0,77.4,61.0,83.8,,,,,,,3.0,,,88.2,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",Energy
IYZ,XLI,55.0,77.2,,,,,,,,3.8,,,,81.4,HEALTHY,none,3,"['ranker', 'secrot', 'pullback_health']",
HOLX,--,58.0,76.9,77.0,83.0,,,,,,,1.0,,,81.2,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",Healthcare
MTZ,XLI,62.0,76.6,74.0,83.1,,,,,,,3.0,,,84.2,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",Industrials
HALFF,--,64.0,76.2,138.0,79.4,,,,,,2.0,,,,60.6,CAUTION,none,3,"['ranker', 'ranker_long', 'secrot']",
CVX,XLE,64.0,76.2,90.0,82.4,,,,,,,4.0,,,85.3,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",Energy
XOM,XLE,68.0,76.0,68.0,83.4,,,,,,,3.0,,,85.3,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",Energy
DVN,XLE,69.0,75.9,57.0,84.0,,,,,,,3.0,,,84.3,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",Energy
VIV,VXUS,75.0,75.1,114.0,80.7,,,,,,,5.0,,,59.9,CAUTION,none,3,"['ranker', 'ranker_long', 'stock_secrot']",Communication Services
FAN,VGK,77.0,74.8,79.0,82.9,,,,,,,,,,82.1,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",
VRT,XLK,88.0,73.2,,,,,,,,,5.0,,,90.0,HEALTHY,bullish,3,"['ranker', 'stock_secrot', 'pullback_health']",Industrials
SHEL,XLE,92.0,72.5,115.0,80.6,,,,,,,3.0,,,85.4,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",Energy
