ticker,price,ret_1d,ret_1w,ret_1m,ret_3m,ret_6m,ret_1y,ratio_1w_1d,ratio_1m_1w,ratio_3m_1m,ratio_6m_3m,ratio_1y_3m,ratio_passes,sma30,sma50,sma100,sma200,sma_all,vs_spy_1w,vs_spy_1m,vs_spy_1y,vs_qqq_1w,vs_qqq_1m,vs_qqq_1y,vs_iau_1w,vs_iau_1m,vs_iau_1y,bad_spy_score,top_pole,top_pole_corr,momentum_signal,momentum_flag,vol_ratio,vol_flag,pullback_flag,score_returns,score_ratios,score_spy_days,score,rank
MAMA,20.65,3.56,13.9,42.41,36.48,51.06,154.62,3.9,3.05,0.86,1.4,4.24,4,True,True,True,True,True,14.36,44.22,133.52,15.78,43.98,122.06,18.05,53.12,134.35,2.1329,,,0.88,clean,1.936,confirmed,none,90.03403531163582,98.05360561582643,97.57498404594767,95.2,1
SPHR,172.34,1.47,9.6,28.85,61.41,83.36,312.79,6.55,3.0,2.13,1.36,5.09,5,True,True,True,True,True,10.06,30.65,291.69,11.48,30.42,280.23,13.75,39.56,292.52,0.9381,XLC,0.46,1.74,clean,1.109,normal,none,90.0872154860668,99.93618379068283,91.83152520740268,94.0,2
MBX,53.85,2.94,22.64,68.81,88.95,67.7,376.97,7.69,3.04,1.29,0.76,4.24,3,True,True,True,True,True,23.09,70.61,355.87,24.52,70.37,344.41,26.79,79.52,356.7,2.9905,HYG,0.48,0.75,clean,1.848,confirmed,none,94.10763667304828,87.68347160178685,98.97894065092534,93.6,3
MRNA,69.7,3.61,17.44,46.52,40.64,112.82,153.09,4.83,2.67,0.87,2.78,3.77,3,True,True,True,True,True,17.89,48.32,131.98,19.32,48.09,120.52,21.59,57.23,132.82,3.0457,IAU,0.37,1.88,clean,1.317,normal,none,92.48032333546054,87.68347160178685,99.04275686024249,93.1,4
GLUE,23.9,7.22,28.01,23.26,55.4,35.49,412.88,3.88,0.83,2.38,0.64,7.45,3,True,True,True,True,True,28.47,25.06,391.77,29.89,24.83,380.31,32.16,33.97,392.6,2.2501,XLY,0.31,1.97,clean,2.474,confirmed,none,92.44841523080196,87.68347160178685,97.83024888321634,92.7,5
GHRS,28.49,0.96,28.97,27.3,116.65,122.75,129.76,30.28,0.94,4.27,1.05,1.11,3,True,True,True,True,True,29.43,29.1,108.65,30.85,28.87,97.2,33.12,38.01,109.49,3.8152,,,1.57,clean,0.929,normal,none,90.01808125930653,87.68347160178685,99.4256541161455,92.4,6
ECPG,92.82,2.43,10.57,15.59,34.78,68.83,136.6,4.35,1.48,2.23,1.98,3.93,4,True,True,True,True,True,11.02,17.39,115.5,12.45,17.16,104.04,14.72,26.3,116.33,0.7635,XLF,0.43,2.04,overextended,1.205,normal,none,87.28993831099764,98.05360561582643,90.23611997447351,91.9,7
STRZ,29.27,1.0,7.1,20.3,150.6,152.55,75.69,7.09,2.86,7.42,1.01,0.5,3,True,True,True,True,True,7.55,22.11,54.59,8.98,21.87,43.13,11.25,31.01,55.42,2.018,,,1.39,clean,1.442,normal,none,86.66773027015529,87.68347160178685,97.319719208679,90.6,8
OCC,20.15,9.69,-9.4,40.13,120.46,351.79,602.09,-0.97,-4.27,3.0,2.92,5.0,3,True,True,True,True,True,-8.94,41.93,580.99,-7.52,41.69,569.53,-5.25,50.84,581.82,2.3789,,,0.09,clean,0.62,thin,none,83.32269729844715,87.68347160178685,98.02169751116784,89.7,9
PVLA,154.84,4.47,30.29,33.64,37.79,46.31,650.92,6.77,1.11,1.12,1.23,17.22,3,True,True,True,True,True,30.75,35.45,629.82,32.17,35.21,618.36,34.44,44.35,630.65,0.7035,HYG,0.46,2.52,overextended,1.72,confirmed,none,92.36864496915548,87.68347160178685,88.83216336949586,89.6,10
