ticker,price,ret_1d,ret_1w,ret_1m,ret_3m,ret_6m,ret_1y,ratio_1w_1d,ratio_1m_1w,ratio_3m_1m,ratio_6m_3m,ratio_1y_3m,ratio_passes,sma30,sma50,sma100,sma200,sma_all,vs_spy_1w,vs_spy_1m,vs_spy_1y,vs_qqq_1w,vs_qqq_1m,vs_qqq_1y,vs_iau_1w,vs_iau_1m,vs_iau_1y,bad_spy_score,top_pole,top_pole_corr,momentum_signal,momentum_flag,vol_ratio,vol_flag,pullback_flag,score_returns,score_ratios,score_spy_days,score,rank
NBR,103.67,2.29,7.41,28.24,62.29,100.17,227.55,3.24,3.81,2.21,1.61,3.65,5,True,True,True,True,True,5.14,21.35,200.06,3.83,15.32,187.95,8.45,31.23,184.7,1.9768,XLE,0.54,0.27,clean,0.644,thin,none,91.42089620484683,99.58847736625515,98.21673525377228,96.4,1
PUMP,16.98,2.6,9.2,17.18,50.67,57.95,179.74,3.54,1.87,2.95,1.14,3.55,4,True,True,True,True,True,6.93,10.29,152.25,5.62,4.26,140.13,10.24,20.18,136.88,3.7826,XLE,0.52,0.01,clean,1.071,normal,none,88.63168724279835,94.17009602194787,99.58847736625515,94.1,2
MTSI,383.56,0.53,11.35,46.87,60.49,125.65,211.2,21.54,4.13,1.29,2.08,3.49,4,True,True,True,True,True,9.08,39.98,183.71,7.77,33.94,171.6,12.39,49.86,168.35,2.6421,XLK,0.55,0.38,clean,1.439,normal,none,88.7631458619113,94.17009602194787,98.97119341563786,94.0,3
CVE,30.15,1.62,5.94,18.47,41.35,65.02,116.44,3.67,3.11,2.24,1.57,2.82,5,True,True,True,True,True,3.67,11.58,88.95,2.36,5.54,76.83,6.98,21.46,73.59,1.5536,XLE,0.81,0.49,clean,0.476,thin,none,84.99085505258346,99.58847736625515,96.98216735253772,93.9,4
SEI,78.27,1.4,7.12,18.5,52.07,56.07,245.41,5.09,2.6,2.81,1.08,4.71,4,True,True,True,True,True,4.85,11.61,217.92,3.54,5.58,205.81,8.16,21.49,202.56,1.6905,VXUS,0.4,0.36,clean,0.742,thin,none,87.24851394604481,94.17009602194787,97.66803840877914,93.0,5
APLD,46.71,2.7,12.47,51.61,29.14,63.49,732.62,4.61,4.14,0.56,2.18,25.14,4,True,True,True,True,True,10.21,44.72,705.13,8.9,38.68,693.02,13.51,54.6,689.77,0.9651,XLI,0.64,0.35,clean,0.935,normal,none,92.03246456332876,94.17009602194787,92.86694101508917,93.0,5
ICHR,74.51,0.26,4.6,15.82,69.61,389.88,286.46,18.01,3.44,4.4,5.6,4.12,5,True,True,True,True,True,2.34,8.93,258.97,1.03,2.9,246.86,5.64,18.82,243.61,1.0217,QQQ,0.63,-0.67,clean,1.03,normal,none,84.67649748513946,99.58847736625515,93.55281207133059,92.6,7
BNO,56.21,0.64,4.73,18.79,76.32,88.94,99.33,7.34,3.97,4.06,1.17,1.3,4,True,True,True,True,True,2.46,11.9,71.83,1.16,5.86,59.72,5.77,21.78,56.47,3.567,XLE,0.62,-0.1,clean,0.405,thin,none,82.41312299954276,94.17009602194787,99.38271604938271,92.0,8
ELA,23.92,-1.77,2.79,36.84,87.02,116.08,292.78,-1.58,13.19,2.36,1.33,3.36,4,True,True,True,True,True,0.53,29.95,265.28,-0.78,23.92,253.17,3.83,39.83,249.92,3.7798,,,-0.43,clean,1.394,normal,buy_today,77.52629172382258,94.17009602194787,99.519890260631,90.4,9
ON,118.37,2.3,17.65,63.43,67.59,144.41,158.62,7.68,3.59,1.07,2.14,2.35,4,True,True,True,True,True,15.38,56.54,131.13,14.08,50.5,119.01,18.69,66.42,115.77,0.1562,SPY,0.57,1.19,clean,1.318,normal,none,93.46707818930041,94.17009602194787,83.40192043895748,90.3,10
MXL,88.78,1.2,7.78,303.36,370.48,499.86,591.97,6.5,38.98,1.22,1.35,1.6,3,True,True,True,True,True,5.51,296.47,564.48,4.21,290.44,552.37,8.82,306.35,549.12,2.1178,XLK,0.41,-1.26,clean,1.76,confirmed,none,94.43301326017375,76.64609053497942,98.559670781893,89.9,11
WTTR,18.6,1.42,10.58,24.08,50.61,67.42,114.53,7.46,2.28,2.1,1.33,2.26,4,True,True,True,True,True,8.31,17.19,87.04,7.01,11.16,74.93,11.62,27.07,71.68,0.5058,XLE,0.34,0.83,clean,0.907,normal,none,87.34567901234568,94.17009602194787,87.86008230452676,89.8,12
HIMX,20.68,0.44,29.01,103.14,166.84,167.53,145.9,66.36,3.56,1.62,1.0,0.87,3,True,True,True,True,True,26.74,96.25,118.41,25.43,90.22,106.29,30.05,106.14,103.05,3.9185,XLK,0.4,-0.37,clean,2.419,confirmed,none,89.7119341563786,76.64609053497942,99.65706447187928,88.7,13
