ticker,price,sma29,extension_pct,extension_label,extension_score,extension_pf,extension_fwd,sma10,ext10_pct,exit_alert,exit_pf,exit_fwd,slope_rsq,slope_ann,momentum_score,momentum_rank,momentum_flag,health_score,health_verdict,dd_pct,stage,stage_name,ret_1w,ret_1m,ret_3m,top_pole,asset_class,asset_class_label,pole_id,is_noise_pole,gold_filtered,combined_score
COIN,194.16,176.88,9.77,OPTIMAL,90,1.5,1.11,194.44,-0.14,,,,0.801,384.8,0.0,231.0,clean,20.8,WARNING,-30.5,0,Deep Decline,-5.61,19.48,-30.0,XLK,equity,Equity,8.0,False,False,37.7
PLOW,42.4,42.56,-0.38,BELOW SMA,15,,,44.46,-4.62,,,,0.168,68.0,47.3,220.0,clean,53.0,CAUTION,-10.1,3,Parabolic,-5.36,3.95,33.0,XLI,equity,Equity,,False,False,37.7
BITO,9.62,9.59,0.31,OPTIMAL,95,1.48,0.9,9.58,0.46,,,,0.323,72.7,0.0,,,14.1,BREAKDOWN,-31.2,0,Deep Decline,,,,,equity,Equity,8.0,False,False,37.5
NIO,5.59,4.95,12.82,GOOD,55,1.52,-5.49,5.02,11.31,ELEVATED,1.51,0.6,0.062,57.2,0.0,,,60.0,CAUTION,-4.9,0,Deep Decline,,,,,index,Index,6.0,False,False,37.2
IOT,31.49,28.13,11.94,GOOD,75,1.52,1.24,31.12,1.19,,,,0.644,308.6,0.0,231.0,clean,29.3,WARNING,-30.8,0,Deep Decline,6.46,12.87,-28.09,,equity,Equity,27.0,False,False,35.0
AJINY,27.94,28.03,-0.31,BELOW SMA,15,,,29.33,-4.73,,,,0.019,-25.2,29.8,230.0,clean,60.0,CAUTION,-15.1,2,Sustained Uptrend,-4.61,-1.86,20.17,,index,Index,15.0,False,False,33.7
VIXY,33.06,28.32,16.72,FAIR,55,1.67,1.01,30.7,7.67,,,,0.631,246.4,0.0,231.0,clean,47.2,WARNING,-8.7,0,Deep Decline,8.93,25.51,9.18,,equity,Equity,12.0,False,False,33.4
VXX,34.15,29.27,16.66,FAIR,55,1.67,1.01,31.76,7.54,,,,0.633,247.1,0.0,231.0,clean,46.6,WARNING,-8.8,0,Deep Decline,8.86,25.69,9.31,,equity,Equity,12.0,False,False,33.2
UAMY,10.94,8.57,27.54,WARNING,25,1.66,2.33,9.63,13.57,ELEVATED,1.51,0.6,0.658,408.8,0.0,,,76.9,CAUTION,-8.7,3,Parabolic,,,,,equity,Equity,11.0,False,False,31.8
STRL,407.92,413.23,-1.28,BELOW SMA,15,,,414.21,-1.52,,,,0.25,-78.4,0.0,231.0,clean,78.5,CAUTION,-14.5,2,Sustained Uptrend,2.27,-1.75,25.86,XLK,equity,Equity,11.0,False,False,28.8
CW,680.57,681.5,-0.14,BELOW SMA,15,,,698.5,-2.57,,,,0.125,40.2,0.0,231.0,clean,74.8,CAUTION,-6.8,3,Parabolic,0.28,5.43,26.26,XLI,equity,Equity,11.0,False,False,27.7
OSIS,275.43,275.52,-0.03,BELOW SMA,15,,,280.47,-1.8,,,,0.04,30.5,0.0,231.0,clean,74.8,CAUTION,-10.0,2,Sustained Uptrend,0.51,0.48,5.8,XLI,bond,Bond,4.0,False,False,27.7
PFE,26.89,27.01,-0.47,BELOW SMA,15,,,26.99,-0.4,,,,0.24,-25.5,0.0,231.0,clean,74.8,CAUTION,-3.8,2,Sustained Uptrend,1.03,-2.63,6.14,XLV,equity,Equity,7.0,False,False,27.7
DSGN,10.09,10.24,-1.5,BELOW SMA,15,,,10.16,-0.73,,,,0.016,-13.0,0.0,,,74.0,CAUTION,-9.4,3,Parabolic,,,,,equity,Equity,7.0,False,False,27.4
BBCA,96.41,96.94,-0.55,BELOW SMA,15,,,97.97,-1.59,,,,0.051,11.9,0.0,231.0,clean,73.5,CAUTION,-3.6,2,Sustained Uptrend,-1.47,-1.27,5.93,VXUS,index,Index,1.0,False,False,27.3
CAMT,155.4,155.56,-0.1,BELOW SMA,15,,,160.81,-3.37,,,,0.008,15.4,0.0,231.0,clean,73.2,CAUTION,-11.0,3,Parabolic,-5.84,0.91,30.37,XLK,equity,Equity,16.0,False,False,27.2
PLXS,192.12,198.43,-3.18,BELOW SMA,15,,,193.07,-0.49,,,,0.453,-64.5,0.0,231.0,clean,73.2,CAUTION,-9.3,3,Parabolic,0.41,-6.74,23.69,XLI,equity,Equity,16.0,False,False,27.2
UVXY,50.23,40.59,23.72,CAUTION,40,1.58,0.49,45.5,10.38,ELEVATED,1.51,0.6,0.61,348.2,0.0,231.0,clean,43.9,WARNING,-13.3,0,Deep Decline,12.23,38.44,9.37,,equity,Equity,12.0,False,False,27.2
LYSCF,14.65,11.86,23.56,CAUTION,10,1.58,-10.6,13.43,9.09,,,,0.747,342.4,0.0,,,78.6,CAUTION,-2.3,3,Parabolic,,,,,index,Index,31.0,False,False,27.1
FAST,45.67,46.17,-1.08,BELOW SMA,15,,,46.42,-1.6,,,,0.057,13.3,0.0,231.0,clean,72.1,CAUTION,-5.7,2,Sustained Uptrend,-3.44,-2.11,13.23,XLI,sector,Sector,34.0,False,False,26.9
JBL,251.63,255.73,-1.6,BELOW SMA,15,,,253.46,-0.72,,,,0.159,-54.4,0.0,231.0,clean,72.1,CAUTION,-10.6,2,Sustained Uptrend,-0.23,-2.82,10.32,XLK,equity,Equity,16.0,False,False,26.9
AMGN,370.48,370.97,-0.13,BELOW SMA,15,,,376.78,-1.67,,,,0.05,16.3,0.0,231.0,clean,71.7,CAUTION,-5.3,2,Sustained Uptrend,0.78,1.6,18.04,XLV,equity,Equity,7.0,False,False,26.8
BW,13.12,10.31,27.22,WARNING,25,1.66,2.33,11.96,9.74,,,,0.515,557.0,0.0,,,60.0,CAUTION,-11.9,3,Parabolic,,,,,equity,Equity,18.0,False,False,26.8
MGNR,51.59,51.77,-0.36,BELOW SMA,15,,,51.94,-0.68,,,,0.076,-27.1,0.0,231.0,clean,71.2,CAUTION,-5.5,3,Parabolic,0.75,-0.47,18.97,IAU,miner,Miner,5.0,False,False,26.6
CAH,220.71,222.0,-0.58,BELOW SMA,15,,,221.79,-0.49,,,,0.077,-22.5,0.0,231.0,clean,70.8,CAUTION,-5.5,2,Sustained Uptrend,2.17,0.2,11.47,,equity,Equity,7.0,False,False,26.5
ICLN,18.45,18.5,-0.29,BELOW SMA,15,,,18.07,2.05,,,,0.342,-63.8,0.0,231.0,clean,70.6,CAUTION,-4.8,2,Sustained Uptrend,3.68,-2.15,10.58,XLK,sector,Sector,32.0,False,False,26.4
DTCR,24.93,25.17,-0.97,BELOW SMA,15,,,25.17,-0.97,,,,0.572,-46.8,0.0,231.0,clean,70.2,CAUTION,-6.8,2,Sustained Uptrend,-0.26,-0.82,14.44,XLK,sector,Sector,14.0,False,False,26.3
EWC,56.02,56.37,-0.61,BELOW SMA,15,,,56.98,-1.68,,,,0.043,11.1,0.0,231.0,clean,69.8,CAUTION,-4.7,2,Sustained Uptrend,-1.56,-1.23,5.56,VXUS,index,Index,1.0,False,False,26.2
REZ,87.21,87.86,-0.74,BELOW SMA,15,,,88.8,-1.79,,,,0.106,-11.6,0.0,231.0,clean,67.7,CAUTION,-3.7,2,Sustained Uptrend,-1.93,-0.58,4.59,XLRE,sector,Sector,14.0,False,False,25.6
EDIT,2.53,2.01,25.85,WARNING,25,1.66,2.33,2.26,11.8,ELEVATED,1.51,0.6,0.757,498.1,0.0,,,55.4,CAUTION,-8.7,0,Deep Decline,,,,,equity,Equity,7.0,False,False,25.4
SCHD,30.91,31.25,-1.08,BELOW SMA,15,,,31.3,-1.23,,,,0.413,-23.4,0.0,231.0,clean,66.3,CAUTION,-3.2,2,Sustained Uptrend,-1.1,-1.23,12.58,XLE,equity,Equity,2.0,False,False,25.1
FN,514.22,516.86,-0.51,BELOW SMA,15,,,538.68,-4.54,,,,0.119,106.1,0.0,231.0,clean,65.8,CAUTION,-18.8,2,Sustained Uptrend,-5.55,10.28,3.16,XLK,equity,Equity,16.0,False,False,25.0
VOLT,34.06,34.49,-1.24,BELOW SMA,15,,,34.49,-1.24,,,,0.343,-51.6,0.0,231.0,clean,65.5,CAUTION,-6.3,2,Sustained Uptrend,-0.09,-0.87,15.03,XLI,index,Index,1.0,False,False,24.9
ICF,63.88,64.29,-0.64,BELOW SMA,15,,,65.24,-2.09,,,,0.024,-6.8,0.0,231.0,clean,65.0,CAUTION,-3.9,2,Sustained Uptrend,-2.37,0.3,6.63,XLRE,sector,Sector,14.0,False,False,24.8
WDC,261.54,272.67,-4.08,BELOW SMA,15,,,262.41,-0.33,,,,0.488,-140.5,0.0,231.0,clean,64.8,CAUTION,-15.6,3,Parabolic,0.97,-0.39,54.26,XLK,equity,Equity,16.0,False,False,24.7
CTAS,197.11,197.29,-0.09,BELOW SMA,15,,,200.5,-1.69,,,,0.2,25.8,0.0,231.0,clean,64.2,CAUTION,-5.7,2,Sustained Uptrend,-3.63,-1.1,7.62,XLY,sector,Sector,14.0,False,False,24.5
NUKZ,69.05,70.83,-2.53,BELOW SMA,15,,,70.66,-2.29,,,,0.103,-30.8,0.0,231.0,clean,64.2,CAUTION,-7.5,2,Sustained Uptrend,-0.68,-2.78,3.83,XLK,miner,Miner,29.0,False,False,24.5
CHD,100.12,101.2,-1.07,BELOW SMA,15,,,101.8,-1.65,,,,0.012,-8.1,0.0,231.0,clean,63.8,CAUTION,-5.6,2,Sustained Uptrend,0.26,1.16,21.17,XLP,equity,Equity,2.0,False,False,24.4
OIH,373.58,378.48,-1.29,BELOW SMA,15,,,383.21,-2.51,,,,0.018,-12.2,0.0,231.0,clean,64.0,CAUTION,-8.0,3,Parabolic,-1.33,1.41,22.6,XLE,commodity,Commodity,9.0,False,False,24.4
DLX,26.84,27.28,-1.63,BELOW SMA,15,,,27.68,-3.06,,,,0.372,64.3,0.0,231.0,clean,63.5,CAUTION,-6.2,3,Parabolic,-4.5,-1.45,25.69,XLF,index,Index,3.0,False,False,24.3
FR,60.24,60.6,-0.59,BELOW SMA,15,,,61.6,-2.2,,,,0.117,34.6,0.0,231.0,clean,63.4,CAUTION,-5.9,2,Sustained Uptrend,-1.89,0.17,5.28,XLRE,sector,Sector,14.0,False,False,24.3
SCHH,22.23,22.46,-1.02,BELOW SMA,15,,,22.73,-2.19,,,,0.046,-9.5,0.0,231.0,clean,63.6,CAUTION,-4.2,2,Sustained Uptrend,-2.44,-0.51,6.03,XLRE,sector,Sector,14.0,False,False,24.3
IGF,66.72,67.25,-0.78,BELOW SMA,15,,,67.63,-1.34,,,,0.193,-22.4,0.0,231.0,clean,63.1,CAUTION,-4.1,2,Sustained Uptrend,-0.85,0.19,8.43,VXUS,index,Index,1.0,False,False,24.2
SMH,388.48,403.08,-3.62,BELOW SMA,15,,,396.0,-1.9,,,,0.458,-75.3,0.0,231.0,clean,63.2,CAUTION,-9.2,2,Sustained Uptrend,-1.74,-4.02,5.28,XLK,equity,Equity,16.0,False,False,24.2
RWR,104.56,105.65,-1.03,BELOW SMA,15,,,106.73,-2.04,,,,0.037,-8.5,0.0,231.0,clean,62.7,CAUTION,-4.3,2,Sustained Uptrend,-2.31,-0.93,5.81,XLRE,sector,Sector,14.0,False,False,24.1
XLRE,42.16,42.85,-1.61,BELOW SMA,15,,,43.19,-2.4,,,,0.13,-16.9,0.0,231.0,stalling,62.5,CAUTION,-4.3,2,Sustained Uptrend,-2.73,-1.6,4.09,XLRE,sector,Sector,14.0,False,False,24.0
FWD,110.58,113.93,-2.94,BELOW SMA,15,,,113.46,-2.55,,,,0.203,-38.9,0.0,231.0,clean,62.2,CAUTION,-7.2,2,Sustained Uptrend,-1.65,-2.59,3.97,XLK,index,Index,25.0,False,False,23.9
ASHR,33.59,33.73,-0.39,BELOW SMA,15,,,33.56,0.11,,,,0.194,-20.7,0.0,231.0,clean,61.0,CAUTION,-2.9,2,Sustained Uptrend,1.25,-1.28,1.65,VXUS,index,Index,10.0,False,False,23.6
PWRD,101.68,104.37,-2.58,BELOW SMA,15,,,104.16,-2.38,,,,0.315,-52.0,0.0,231.0,clean,61.2,CAUTION,-7.9,2,Sustained Uptrend,-1.42,-2.16,4.6,XLK,equity,Equity,11.0,False,False,23.6
XAR,270.76,276.79,-2.18,BELOW SMA,15,,,281.07,-3.67,,,,0.132,32.8,0.0,231.0,clean,61.0,CAUTION,-8.3,2,Sustained Uptrend,-2.87,-0.4,17.14,XLI,equity,Equity,11.0,False,False,23.6
BIIB,186.17,189.58,-1.8,BELOW SMA,15,,,188.01,-0.98,,,,0.551,-59.3,0.0,231.0,clean,60.9,CAUTION,-8.0,2,Sustained Uptrend,-1.02,-1.49,5.87,XLV,equity,Equity,7.0,False,False,23.5
MCD,325.24,326.91,-0.51,BELOW SMA,15,,,330.07,-1.46,,,,0.038,9.6,0.0,231.0,clean,60.9,CAUTION,-4.8,2,Sustained Uptrend,-0.67,-0.22,4.65,XLP,equity,Equity,2.0,False,False,23.5
NVT,108.9,114.3,-4.72,BELOW SMA,15,,,111.79,-2.59,,,,0.195,-70.1,0.0,231.0,clean,60.9,CAUTION,-11.4,2,Sustained Uptrend,-1.49,-2.9,1.38,XLI,bond,Bond,4.0,False,False,23.5
RBC,548.06,551.59,-0.64,BELOW SMA,15,,,565.19,-3.03,,,,0.094,22.7,0.0,231.0,stalling,60.9,CAUTION,-7.0,3,Parabolic,-3.18,0.1,25.56,XLI,sector,Sector,34.0,False,False,23.5
PPA,174.7,177.89,-1.79,BELOW SMA,15,,,180.52,-3.22,,,,0.127,24.8,0.0,231.0,stalling,60.6,CAUTION,-6.2,2,Sustained Uptrend,-2.67,-0.46,15.81,XLI,equity,Equity,11.0,False,False,23.4
RYCEY,17.37,17.6,-1.29,BELOW SMA,15,,,17.74,-2.09,,,,0.006,-9.4,0.0,231.0,clean,60.5,CAUTION,-8.5,2,Sustained Uptrend,-0.23,1.34,17.13,VGK,index,Index,1.0,False,False,23.4
SPLV,74.86,75.5,-0.84,BELOW SMA,15,,,76.18,-1.72,,,,0.006,3.4,0.0,231.0,stalling,60.4,CAUTION,-3.7,2,Sustained Uptrend,-1.74,-0.35,6.4,XLRE,equity,Equity,2.0,False,False,23.4
GRID,167.09,171.99,-2.85,BELOW SMA,15,,,170.13,-1.79,,,,0.54,-71.9,0.0,231.0,clean,60.3,CAUTION,-6.8,2,Sustained Uptrend,-0.61,-3.86,8.94,VXUS,index,Index,1.0,False,False,23.3
LVHI,39.7,40.13,-1.08,BELOW SMA,15,,,40.13,-1.08,,,,0.233,-29.2,0.0,231.0,clean,60.2,CAUTION,-4.8,2,Sustained Uptrend,-0.11,-1.26,9.68,VGK,index,Index,10.0,False,False,23.3
USMV,95.33,96.1,-0.8,BELOW SMA,15,,,96.68,-1.4,,,,0.044,6.4,0.0,231.0,stalling,60.3,CAUTION,-2.8,2,Sustained Uptrend,-1.53,-0.63,1.78,XLV,equity,Equity,2.0,False,False,23.3
ALMS,25.31,27.33,-7.38,BELOW SMA,15,,,27.76,-8.81,,,,0.001,4.5,0.0,231.0,clean,60.0,CAUTION,-17.3,3,Parabolic,-8.43,-4.81,121.43,XLV,equity,Equity,7.0,False,False,23.2
BHE,54.11,56.85,-4.82,BELOW SMA,15,,,55.46,-2.44,,,,0.583,-117.0,0.0,231.0,clean,59.8,CAUTION,-11.5,3,Parabolic,-1.67,-7.14,14.2,XLI,bond,Bond,4.0,False,False,23.2
BIOA,19.47,20.47,-4.9,BELOW SMA,15,,,20.64,-5.68,,,,0.014,21.4,0.0,231.0,clean,59.7,CAUTION,-18.9,3,Parabolic,-4.47,-3.57,61.44,,equity,Equity,7.0,False,False,23.2
CGAU,18.68,18.71,-0.17,BELOW SMA,15,,,19.36,-3.51,,,,0.016,19.6,0.0,231.0,clean,60.0,CAUTION,-11.8,3,Parabolic,1.36,-1.37,39.72,IAU,miner,Miner,5.0,False,False,23.2
CP,81.83,83.26,-1.71,BELOW SMA,15,,,85.25,-4.02,,,,0.0,-1.3,0.0,231.0,clean,59.7,CAUTION,-8.5,2,Sustained Uptrend,-4.02,-1.5,11.97,XLI,sector,Sector,34.0,False,False,23.2
EQX,15.95,16.31,-2.25,BELOW SMA,15,,,17.0,-6.19,,,,0.034,51.0,0.0,231.0,clean,59.7,CAUTION,-15.9,3,Parabolic,-2.89,0.6,13.81,IAU,miner,Miner,5.0,False,False,23.2
HON,235.63,238.79,-1.32,BELOW SMA,15,,,240.84,-2.16,,,,0.042,-10.6,0.0,231.0,clean,60.0,CAUTION,-5.1,3,Parabolic,-1.15,-3.17,23.9,XLRE,equity,Equity,11.0,False,False,23.2
JCI,132.51,137.22,-3.44,BELOW SMA,15,,,137.34,-3.52,,,,0.357,-75.4,0.0,231.0,clean,60.0,CAUTION,-9.5,2,Sustained Uptrend,-3.4,-4.5,14.46,XLI,sector,Sector,34.0,False,False,23.2
NATR,25.68,26.34,-2.49,BELOW SMA,15,,,26.11,-1.65,,,,0.252,-72.0,0.0,231.0,clean,60.0,CAUTION,-8.7,3,Parabolic,-0.62,1.22,19.39,,equity,Equity,2.0,False,False,23.2
OR,42.71,42.99,-0.66,BELOW SMA,15,,,44.22,-3.41,,,,0.028,28.2,0.0,231.0,clean,60.0,CAUTION,-11.1,3,Parabolic,-0.77,-0.54,23.08,IAU,miner,Miner,5.0,False,False,23.2
PEP,159.92,163.58,-2.24,BELOW SMA,15,,,162.1,-1.35,,,,0.304,-41.8,0.0,231.0,clean,59.8,CAUTION,-6.7,2,Sustained Uptrend,-0.49,-4.23,10.56,XLP,equity,Equity,2.0,False,False,23.2
SJM,106.42,109.31,-2.64,BELOW SMA,15,,,111.17,-4.27,,,,0.002,5.1,0.0,231.0,clean,60.0,CAUTION,-10.9,2,Sustained Uptrend,-4.41,-2.7,7.07,XLP,equity,Equity,2.0,False,False,23.2
SVM,11.56,11.57,-0.16,BELOW SMA,15,,,12.35,-6.4,,,,0.16,143.4,0.0,,,60.0,CAUTION,-17.4,3,Parabolic,,,,,miner,Miner,5.0,False,False,23.2
T,27.27,27.83,-2.03,BELOW SMA,15,,,28.09,-2.95,,,,0.176,-33.9,0.0,231.0,clean,60.0,CAUTION,-7.0,2,Sustained Uptrend,-5.89,-0.53,11.24,,equity,Equity,18.0,False,False,23.2
WPM,146.92,147.17,-0.17,BELOW SMA,15,,,152.37,-3.58,,,,0.053,42.5,0.0,231.0,clean,60.0,CAUTION,-11.4,3,Parabolic,-0.62,1.6,34.46,IAU,miner,Miner,5.0,False,False,23.2
WULF,14.49,15.29,-5.28,BELOW SMA,15,,,14.92,-2.93,,,,0.259,-151.3,0.0,,,60.0,CAUTION,-21.7,2,Sustained Uptrend,,,,,bond,Bond,4.0,False,False,23.2
YUM,159.1,160.77,-1.04,BELOW SMA,15,,,160.39,-0.8,,,,0.108,-25.8,0.0,231.0,clean,60.0,CAUTION,-6.1,2,Sustained Uptrend,0.34,0.16,11.23,XLP,equity,Equity,37.0,False,False,23.2
ABBV,225.82,227.12,-0.57,BELOW SMA,15,,,230.68,-2.11,,,,0.046,14.7,0.0,231.0,clean,59.5,CAUTION,-4.8,1,Basing,-2.81,1.54,1.27,XLV,equity,Equity,7.0,False,False,23.1
CTNM,13.78,14.88,-7.39,BELOW SMA,15,,,14.3,-3.69,,,,0.326,-131.5,0.0,,,59.5,CAUTION,-15.6,3,Parabolic,,,,,equity,Equity,7.0,False,False,23.1
EWA,28.48,29.0,-1.81,BELOW SMA,15,,,29.07,-2.04,,,,0.163,-28.9,0.0,231.0,clean,59.6,CAUTION,-5.8,2,Sustained Uptrend,-0.47,-0.58,8.06,VXUS,index,Index,10.0,False,False,23.1
IESC,432.32,470.56,-8.13,BELOW SMA,15,,,460.28,-6.07,,,,0.638,-220.6,0.0,231.0,clean,59.5,CAUTION,-19.6,2,Sustained Uptrend,1.48,-13.5,-4.76,XLI,bond,Bond,4.0,False,False,23.1
OCANF,37.3,37.83,-1.39,BELOW SMA,15,,,38.77,-3.79,,,,0.005,-14.7,0.0,231.0,clean,59.6,CAUTION,-13.9,3,Parabolic,-0.29,-0.51,39.02,IAU,miner,Miner,5.0,False,False,23.1
POWL,513.99,531.15,-3.23,BELOW SMA,15,,,514.56,-0.11,,,,0.72,-183.5,0.0,231.0,clean,59.4,CAUTION,-16.1,3,Parabolic,2.18,-9.87,48.96,XLI,index,Index,3.0,False,False,23.1
WMT,124.75,126.58,-1.45,BELOW SMA,15,,,125.56,-0.65,,,,0.383,-58.6,0.0,231.0,clean,59.5,CAUTION,-7.4,2,Sustained Uptrend,1.16,-1.54,8.42,XLP,equity,Equity,2.0,False,False,23.1
GILD,146.3,148.56,-1.52,BELOW SMA,15,,,147.16,-0.58,,,,0.644,-77.2,0.0,231.0,clean,59.1,CAUTION,-7.0,3,Parabolic,0.8,-0.63,22.57,XLV,equity,Equity,7.0,False,False,23.0
KO,77.89,78.53,-0.83,BELOW SMA,15,,,78.45,-0.72,,,,0.208,-30.4,0.0,231.0,clean,59.2,CAUTION,-5.0,2,Sustained Uptrend,1.11,1.4,11.12,XLP,equity,Equity,2.0,False,False,23.0
RGLD,272.64,278.74,-2.19,BELOW SMA,15,,,283.46,-3.82,,,,0.004,-7.5,0.0,231.0,clean,59.3,CAUTION,-11.0,3,Parabolic,-1.39,-3.74,34.21,IAU,miner,Miner,5.0,False,False,23.0
SKE,33.02,33.52,-1.48,BELOW SMA,15,,,34.67,-4.75,,,,0.027,36.8,0.0,231.0,clean,59.3,CAUTION,-14.8,3,Parabolic,-0.87,-1.93,38.16,IAU,miner,Miner,5.0,False,False,23.0
SOXQ,60.29,63.17,-4.56,BELOW SMA,15,,,61.82,-2.48,,,,0.522,-88.5,0.0,231.0,clean,59.2,CAUTION,-9.9,2,Sustained Uptrend,-2.16,-5.61,3.81,XLK,equity,Equity,16.0,False,False,23.0
CM,97.45,98.02,-0.58,BELOW SMA,15,,,99.76,-2.31,,,,0.223,40.9,0.0,231.0,clean,58.9,CAUTION,-7.2,2,Sustained Uptrend,-2.85,-0.59,7.69,VGK,index,Index,1.0,False,False,22.9
ESP,55.95,57.02,-1.88,BELOW SMA,15,,,57.06,-1.96,,,,0.036,32.2,0.0,231.0,clean,58.9,CAUTION,-10.0,3,Parabolic,3.58,-9.77,33.3,,bond,Bond,4.0,False,False,22.9
MISL,47.54,48.92,-2.82,BELOW SMA,15,,,49.27,-3.52,,,,0.036,13.9,0.0,231.0,stalling,59.0,CAUTION,-7.0,2,Sustained Uptrend,-3.0,-2.04,16.43,XLI,equity,Equity,11.0,False,False,22.9
GCOW,45.27,45.69,-0.93,BELOW SMA,15,,,45.73,-1.01,,,,0.331,-29.5,0.0,231.0,clean,58.5,CAUTION,-4.8,2,Sustained Uptrend,0.2,-1.72,9.61,XLB,index,Index,1.0,False,False,22.8
STX,375.61,402.74,-6.74,BELOW SMA,15,,,376.03,-0.11,,,,0.63,-192.7,0.0,231.0,clean,58.6,CAUTION,-18.3,3,Parabolic,2.25,-5.2,32.79,XLK,equity,Equity,16.0,False,False,22.8
FORM,88.43,90.69,-2.49,BELOW SMA,15,,,91.6,-3.46,,,,0.248,-105.1,0.0,231.0,clean,58.2,CAUTION,-17.4,3,Parabolic,2.03,-5.22,51.73,XLI,equity,Equity,16.0,False,False,22.7
MUX,25.05,25.64,-2.34,BELOW SMA,15,,,25.67,-2.45,,,,0.021,-32.0,0.0,231.0,clean,58.3,CAUTION,-15.7,3,Parabolic,3.58,-4.63,29.43,IAU,miner,Miner,5.0,False,False,22.7
BMO,139.29,142.77,-2.43,BELOW SMA,15,,,143.18,-2.71,,,,0.0,0.1,0.0,231.0,clean,58.0,CAUTION,-6.5,2,Sustained Uptrend,-3.27,-4.36,10.11,XLF,equity,Equity,19.0,False,False,22.6
CCJ,116.07,117.79,-1.46,BELOW SMA,15,,,117.38,-1.11,,,,0.003,-7.1,0.0,231.0,clean,57.9,CAUTION,-14.2,3,Parabolic,1.6,-1.69,24.33,XLK,miner,Miner,29.0,False,False,22.6
IWC,162.51,167.19,-2.79,BELOW SMA,15,,,166.15,-2.19,,,,0.068,-14.6,0.0,231.0,clean,57.9,CAUTION,-8.1,2,Sustained Uptrend,-1.91,-4.37,-0.08,SPY,equity,Equity,7.0,False,False,22.6
LIT,71.56,72.32,-1.05,BELOW SMA,15,,,71.82,-0.36,,,,0.125,-42.5,0.0,231.0,clean,57.6,CAUTION,-8.3,2,Sustained Uptrend,3.5,-0.49,11.43,VXUS,index,Index,10.0,False,False,22.5
SAMT,39.51,39.52,-0.04,BELOW SMA,15,,,39.56,-0.12,,,,0.098,9.3,0.0,231.0,clean,57.6,CAUTION,-6.1,2,Sustained Uptrend,0.77,0.28,4.97,XLI,equity,Equity,24.0,False,False,22.5
RSPT,45.58,46.71,-2.42,BELOW SMA,15,,,46.44,-1.87,,,,0.279,-25.7,0.0,231.0,clean,57.1,CAUTION,-6.9,2,Sustained Uptrend,-2.35,-3.52,-2.45,XLK,equity,Equity,16.0,False,False,22.4
ALL,205.98,207.09,-0.54,BELOW SMA,15,,,210.47,-2.13,,,,0.117,23.8,0.0,231.0,clean,56.8,CAUTION,-5.0,1,Basing,-2.67,2.4,2.45,,equity,Equity,19.0,False,False,22.3
DVYE,33.79,34.48,-2.0,BELOW SMA,15,,,34.17,-1.1,,,,0.308,-37.9,0.0,231.0,clean,56.8,CAUTION,-5.1,2,Sustained Uptrend,0.39,-2.71,9.53,VXUS,index,Index,10.0,False,False,22.3
IYM,177.75,180.86,-1.72,BELOW SMA,15,,,181.14,-1.87,,,,0.216,-41.0,0.0,231.0,clean,56.9,CAUTION,-6.3,3,Parabolic,-1.01,-2.0,21.72,XLB,sector,Sector,34.0,False,False,22.3
SOXX,330.49,347.78,-4.97,BELOW SMA,15,,,338.97,-2.5,,,,0.568,-104.5,0.0,231.0,clean,57.0,CAUTION,-10.4,2,Sustained Uptrend,-2.15,-5.96,5.87,XLK,equity,Equity,16.0,False,False,22.3
AG,24.9,25.34,-1.75,BELOW SMA,15,,,27.62,-9.85,,,,0.167,198.2,0.0,231.0,clean,56.6,CAUTION,-22.3,3,Parabolic,-5.22,4.67,61.69,IAU,miner,Miner,5.0,False,False,22.2
AIRR,110.05,116.61,-5.63,BELOW SMA,15,,,114.43,-3.83,,,,0.622,-99.4,0.0,231.0,clean,56.4,CAUTION,-10.9,2,Sustained Uptrend,-3.03,-7.66,11.29,XLI,index,Index,3.0,False,False,22.2
CAT,700.12,730.56,-4.17,BELOW SMA,15,,,716.55,-2.29,,,,0.758,-136.0,0.0,231.0,clean,56.6,CAUTION,-11.4,3,Parabolic,-0.84,-5.69,17.79,XLI,sector,Sector,34.0,False,False,22.2
HUN,12.44,12.63,-1.57,BELOW SMA,15,,,12.26,1.44,,,,0.521,-137.7,0.0,,,56.6,CAUTION,-13.5,3,Parabolic,,,,,sector,Sector,34.0,False,False,22.2
HII,414.77,422.02,-1.72,BELOW SMA,15,,,430.14,-3.57,,,,0.04,29.6,0.0,231.0,clean,56.2,CAUTION,-9.8,3,Parabolic,-1.52,3.86,31.69,XLI,equity,Equity,11.0,False,False,22.1
ITA,232.0,238.19,-2.6,BELOW SMA,15,,,242.09,-4.17,,,,0.077,23.0,0.0,231.0,stalling,56.0,CAUTION,-7.4,2,Sustained Uptrend,-3.35,-0.52,14.49,XLI,equity,Equity,11.0,False,False,22.1
IYR,97.39,99.11,-1.74,BELOW SMA,15,,,99.78,-2.4,,,,0.1,-14.6,0.0,231.0,stalling,56.3,CAUTION,-4.3,2,Sustained Uptrend,-2.79,-1.95,3.43,XLRE,sector,Sector,14.0,False,False,22.1
SEIM,46.48,47.63,-2.41,BELOW SMA,15,,,47.35,-1.84,,,,0.186,-24.1,0.0,231.0,clean,56.0,CAUTION,-5.0,2,Sustained Uptrend,-1.71,-3.33,0.56,XLK,equity,Equity,24.0,False,False,22.1
