ticker,price,ret_1d,ret_1w,ret_1m,ret_3m,ret_6m,ret_1y,ratio_1w_1d,ratio_1m_1w,ratio_3m_1m,ratio_6m_3m,ratio_1y_3m,ratio_passes,sma30,sma50,sma100,sma200,sma_all,vs_spy_1w,vs_spy_1m,vs_spy_1y,vs_qqq_1w,vs_qqq_1m,vs_qqq_1y,vs_iau_1w,vs_iau_1m,vs_iau_1y,bad_spy_score,top_pole,top_pole_corr,momentum_signal,momentum_flag,vol_ratio,vol_flag,pullback_flag,score_returns,score_ratios,score_spy_days,score,rank
LINC,37.89,1.64,5.72,40.59,69.45,90.31,148.95,3.5,7.1,1.71,1.3,2.14,4,True,True,True,True,True,5.97,43.67,128.94,5.25,42.32,122.61,6.72,40.33,75.33,2.3039,,,0.42,clean,0.821,normal,none,92.33979536887455,97.45557350565429,98.62681744749597,96.1,1
PRE,21.55,3.71,21.07,0.7,50.7,143.23,379.96,5.69,0.03,72.33,2.83,7.49,4,True,True,True,True,True,21.32,3.77,359.95,20.6,2.42,353.62,22.07,0.44,306.34,1.0504,,,0.54,clean,0.948,normal,none,93.81394722670974,97.45557350565429,96.76898222940227,96.0,2
TYRA,36.2,0.56,3.31,20.67,62.4,190.3,234.57,5.96,6.24,3.02,3.05,3.76,5,True,True,True,True,True,3.56,23.74,214.56,2.84,22.39,208.23,4.31,20.41,160.95,0.9707,,,0.33,clean,0.968,normal,none,85.96526655896606,100.0,96.20355411954766,94.1,3
RCAT,16.7,3.34,8.72,39.05,99.28,51.82,237.37,2.61,4.48,2.54,0.52,2.39,3,True,True,True,True,True,8.97,42.12,217.36,8.26,40.77,211.03,9.72,38.79,163.75,2.8668,IAU,0.35,0.73,clean,1.481,normal,none,95.33521809369951,82.14862681744751,99.03069466882067,92.2,4
PARXF,18.9,0.11,11.11,21.94,47.31,54.79,111.88,104.89,1.97,2.16,1.16,2.36,4,True,True,True,True,True,11.36,25.01,91.88,10.65,23.66,85.54,12.11,21.67,38.27,1.2851,XLE,0.41,2.03,overextended,1.225,normal,none,81.1389337641357,97.45557350565429,97.17285945072697,91.9,5
TNGX,17.0,-0.87,0.29,34.81,85.39,148.54,762.94,-0.34,118.02,2.45,1.74,8.94,4,True,True,True,True,True,0.55,37.89,742.94,-0.17,36.54,736.6,1.3,34.55,689.33,8.4028,,,-0.02,clean,0.742,thin,buy_today,78.12331717824448,97.45557350565429,99.75767366720517,91.8,6
ERAS,15.49,5.72,0.12,33.99,375.11,862.03,912.33,0.02,281.15,11.04,2.3,2.43,4,True,True,True,True,True,0.37,37.06,892.33,-0.34,35.71,885.99,1.12,33.72,838.72,-0.4576,,,-0.55,clean,0.763,normal,none,93.39660743134088,97.45557350565429,81.421647819063,90.8,7
DNTH,80.38,0.07,23.28,61.01,84.44,112.3,267.03,319.63,2.62,1.38,1.33,3.16,3,True,True,True,True,True,23.53,64.09,247.02,22.81,62.74,240.68,24.28,60.75,193.41,1.054,,,-1.09,clean,2.608,confirmed,none,85.359450726979,82.14862681744751,96.8497576736672,88.1,8
EQNR,34.71,0.99,3.33,21.45,50.91,43.37,44.32,3.37,6.43,2.37,0.85,0.87,3,True,True,True,True,True,3.59,24.52,24.32,2.87,23.17,17.98,4.33,21.19,-29.29,1.4018,XLE,0.66,1.69,clean,1.654,confirmed,none,81.81879375336564,82.14862681744751,97.65751211631664,87.2,9
ROIV,29.08,1.84,1.03,8.49,43.66,101.78,174.31,0.56,8.25,5.14,2.33,3.99,4,True,True,True,True,True,1.28,11.57,154.3,0.56,10.22,147.97,2.03,8.23,100.69,-0.9221,XLK,0.43,-0.61,clean,0.723,thin,none,88.46257404415724,97.45557350565429,73.18255250403877,86.4,10
