ticker,pole,ranker_rank,ranker_score,ranker_long_rank,ranker_long_score,advanced_signal,advanced_confidence,qualifier_safe,qualifier_regime,secrot_pred5d,secrot_score,stock_sr_score,slope_stage,slope_tq_score,health_score,health_verdict,spread_support,source_count,sources,sector
RVMD,--,31.0,85.4,64.0,82.8,,,,,,,5.0,,,91.5,HEALTHY,none,4,"['ranker', 'ranker_long', 'stock_secrot', 'pullback_health']",Healthcare
NVS,XLV,108.0,77.0,86.0,81.9,,,,,,,6.0,,,80.5,HEALTHY,none,4,"['ranker', 'ranker_long', 'stock_secrot', 'pullback_health']",Healthcare
IHE,XLV,121.0,75.8,54.0,83.4,,,,,,3.2,,,,88.1,HEALTHY,none,4,"['ranker', 'ranker_long', 'secrot', 'pullback_health']",
PJP,XLV,130.0,74.7,66.0,82.7,,,,,,3.0,,,,89.2,HEALTHY,none,4,"['ranker', 'ranker_long', 'secrot', 'pullback_health']",
LQDA,XLV,5.0,90.9,19.0,87.3,,,,,,,,,,90.9,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",
INDV,--,9.0,90.3,17.0,87.6,,,,,,,,,,82.6,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",
LIND,VGK,10.0,90.0,122.0,79.8,,,,,,,,,,83.5,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",
ELA,XLY,14.0,88.8,49.0,83.8,,,,,,,,,,90.4,HEALTHY,bearish,3,"['ranker', 'ranker_long', 'pullback_health']",
WELL,XLRE,15.0,88.7,26.0,86.3,,,,,,,1.0,,,89.9,HEALTHY,bullish,3,"['ranker', 'ranker_long', 'pullback_health']",Real Estate
ECPG,XLF,16.0,87.8,3.0,91.0,,,,,,,,,,86.1,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",
NWPX,XLI,16.0,87.8,7.0,89.7,,,,,,,,,,88.5,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",
BKD,XLU,19.0,87.4,108.0,80.3,,,,,,,,,,81.5,HEALTHY,bearish,3,"['ranker', 'ranker_long', 'pullback_health']",
MOV,XLY,21.0,87.3,32.0,85.3,,,,,,,,,,85.0,HEALTHY,bearish,3,"['ranker', 'ranker_long', 'pullback_health']",
ATEX,VXUS,26.0,85.9,2.0,92.8,,,,,,,,,,84.2,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",
TH,--,28.0,85.7,98.0,80.9,,,,,,,,,,83.1,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",
TRVI,HYG,29.0,85.6,119.0,79.9,,,,,,,,,,86.5,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",
ORKA,HYG,33.0,85.3,22.0,87.0,,,,,,,,,,84.6,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",
CURN,XLV,33.0,85.3,123.0,79.7,,,,,,,,,,81.2,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",
AROC,XLU,35.0,84.9,98.0,80.9,,,,,,,,,,87.9,HEALTHY,bearish,3,"['ranker', 'ranker_long', 'pullback_health']",
CAH,XLV,37.0,84.8,98.0,80.9,,,,,,,1.0,,,83.5,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",Healthcare
MRK,XLV,38.0,84.6,73.0,82.4,,,,,,,3.0,,,80.4,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",Healthcare
USFD,XLP,38.0,84.6,38.0,84.4,,,,,,,3.0,,,82.6,HEALTHY,bearish,3,"['ranker', 'ranker_long', 'pullback_health']",Consumer Defensive
DK,XLE,40.0,83.7,24.0,86.7,,,,,,,,,,86.9,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",
ETR,XLU,42.0,83.4,19.0,87.3,,,,,,,1.0,,,83.2,HEALTHY,bearish,3,"['ranker', 'ranker_long', 'pullback_health']",Utilities
ENVA,XLF,45.0,83.2,6.0,90.1,,,,,,,,,,86.1,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",
MIRM,HYG,47.0,83.1,102.0,80.5,,,,,,,,,,90.7,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",
MSGS,VXUS,47.0,83.1,14.0,88.0,,,,,,,,,,87.8,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",
DCOM,XLRE,52.0,82.8,73.0,82.4,,,,,,,,,,89.3,HEALTHY,bullish,3,"['ranker', 'ranker_long', 'pullback_health']",
MO,XLP,59.0,82.1,57.0,83.2,,,,,,,3.0,,,86.8,HEALTHY,bearish,3,"['ranker', 'ranker_long', 'pullback_health']",Consumer Defensive
FTNT,XLK,59.0,82.1,15.0,87.9,,,,,,,2.0,,,85.6,HEALTHY,bullish,3,"['ranker', 'ranker_long', 'pullback_health']",Technology
AEP,XLU,62.0,81.9,77.0,82.3,,,,,,,1.0,,,83.6,HEALTHY,bearish,3,"['ranker', 'ranker_long', 'pullback_health']",Utilities
WRLD,--,66.0,81.3,64.0,82.8,,,,,,,,,,85.1,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",
AXGN,XLRE,66.0,81.3,8.0,89.6,,,,,,,,,,90.9,HEALTHY,bullish,3,"['ranker', 'ranker_long', 'pullback_health']",
AGX,IAU,68.0,81.2,23.0,86.9,,,,,,,,,,91.0,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",
WTTR,XLE,71.0,80.8,49.0,83.8,,,,,,,,,,85.5,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",
SCHL,--,74.0,80.6,108.0,80.3,,,,,,,,,,85.0,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",
