ticker,price,ret_1m,ret_3m,ret_6m,ret_1y,ret_5y,ret_10y,ratio_3m_1m,ratio_6m_3m,ratio_1y_6m,ratio_5y_1y,ratio_10y_5y,ratio_passes,sma30,sma50,sma100,sma200,sma_all,vs_spy_1y,vs_spy_5y,vs_spy_10y,vs_qqq_1y,vs_qqq_5y,vs_qqq_10y,vs_iau_1y,vs_iau_5y,vs_iau_10y,bad_spy_score,top_pole,top_pole_corr,momentum_signal,momentum_flag,vol_ratio,vol_flag,pullback_flag,strong_flag,score_returns,score_ratios,score_spy_days,history_depth,score_depth,score,rank
LINC,41.66,15.88,72.51,80.5,157.8,526.47,1586.64,4.56,1.11,1.96,3.34,3.01,4,True,True,True,True,True,141.21,461.31,1364.66,134.5,442.02,1143.25,108.8,360.71,1313.45,-0.0231,XLB,0.36,0.52,clean,1.438,normal,none,strong_buy,93.48610952760991,96.64804469273743,90.18355945730248,6,100.0,95.4,1
MPC,239.05,8.28,46.99,24.3,63.03,334.48,548.36,5.68,0.52,2.59,5.31,1.64,4,True,True,True,True,True,46.45,269.32,326.38,39.73,250.04,104.97,14.03,168.72,275.17,0.4343,XLE,0.68,0.35,clean,1.306,normal,none,strong_buy,84.38414471934026,96.64804469273743,95.69034317637669,6,100.0,93.8,2
CLMT,34.63,18.11,74.28,88.0,172.03,479.1,205.65,4.1,1.18,1.95,2.78,0.43,3,True,True,True,True,True,155.45,413.94,-16.33,148.73,394.65,-237.74,123.04,313.34,-67.54,1.5361,,,0.57,clean,1.441,normal,none,strong_buy,92.71462775054157,80.36711891460496,98.5634477254589,6,100.0,93.6,3
CENX,62.36,16.71,59.16,112.11,238.91,236.54,799.86,3.54,1.89,2.13,0.99,3.38,4,True,True,True,True,True,222.33,171.38,577.88,215.61,152.09,356.47,189.92,70.78,526.66,-0.7139,XLK,0.41,0.41,clean,1.099,normal,none,strong_buy,93.58492000152016,96.64804469273743,75.25937749401437,6,100.0,92.5,4
CF,129.04,23.24,66.85,49.3,62.13,179.31,304.01,2.88,0.74,1.26,2.89,1.7,3,True,True,True,True,True,45.55,114.15,82.03,38.83,94.86,-139.38,13.13,13.55,30.82,1.8082,XLE,0.5,1.62,clean,2.25,confirmed,none,strong_buy,88.47337817808688,80.36711891460496,98.88268156424581,6,100.0,92.4,5
EQNR,41.45,31.25,75.41,68.63,53.97,110.19,173.42,2.41,0.91,0.79,2.04,1.57,3,True,True,True,True,True,37.39,45.03,-48.56,30.67,25.75,-269.97,4.98,-55.56,-99.77,0.8874,XLE,0.64,2.32,overextended,1.949,confirmed,none,none,88.00972903127732,80.36711891460496,97.36632083000798,6,100.0,91.9,6
VLO,241.45,7.03,48.32,44.0,80.54,230.26,266.72,6.88,0.91,1.83,2.86,1.16,3,True,True,True,True,True,63.95,165.1,44.75,57.24,145.81,-176.67,31.54,64.5,-6.47,0.7904,XLE,0.67,0.14,clean,1.485,normal,none,strong_buy,86.34515258617414,80.36711891460496,97.20670391061452,6,100.0,91.4,7
NSKFF,42.78,4.33,63.26,29.7,50.56,899.42,1316.39,14.61,0.47,1.7,17.79,1.46,3,True,True,True,True,True,33.98,834.26,1094.41,27.26,814.97,873.0,1.57,733.66,1043.2,0.8005,XLK,0.31,-0.01,clean,,normal,none,strong_buy,85.0644168281838,80.36711891460496,97.28651237031126,6,100.0,91.1,8
FORM,101.76,9.9,82.44,162.89,258.58,124.15,1244.32,8.33,1.98,1.59,0.48,10.02,4,True,True,True,True,True,242.0,58.99,1022.34,235.28,39.71,800.93,209.58,-41.61,971.13,-0.8929,XLI,0.45,-0.04,clean,1.043,normal,none,strong_buy,92.51700680272108,96.64804469273743,68.95450917797287,6,100.0,90.9,9
EZPW,26.99,1.99,38.96,48.85,73.88,422.99,805.59,19.58,1.25,1.51,5.73,1.9,4,True,True,True,True,True,57.3,357.83,583.61,50.58,338.55,362.2,24.88,257.24,532.4,-0.5031,XLI,0.51,-0.4,clean,0.833,normal,none,strong_buy,85.22023334473454,96.64804469273743,79.80845969672785,6,100.0,90.9,9
PBR,20.51,22.3,73.08,62.52,41.84,152.89,279.81,3.28,0.86,0.67,3.65,1.83,3,True,True,True,True,True,25.25,87.73,57.83,18.54,68.45,-163.58,-7.16,-12.87,6.61,0.0573,XLE,0.56,1.53,clean,1.541,confirmed,none,strong_buy,87.46627142477102,80.36711891460496,91.46049481245012,6,100.0,90.6,11
TIGO,77.46,6.83,39.71,62.55,157.75,99.22,45.87,5.81,1.58,2.52,0.63,0.46,3,True,True,True,True,True,141.17,34.06,-176.11,134.45,14.77,-397.52,108.76,-66.54,-227.33,0.1607,XLRE,0.36,-0.18,clean,1.31,normal,none,strong_buy,85.19363052483564,80.36711891460496,92.65762170790104,6,100.0,90.2,12
FTI,70.26,7.65,57.69,76.72,118.42,773.94,218.09,7.54,1.33,1.54,6.54,0.28,3,True,True,True,True,True,101.83,708.78,-3.89,95.12,689.5,-225.3,69.42,608.19,-55.11,-0.3946,XLE,0.46,-0.02,clean,1.168,normal,none,strong_buy,89.9517348838977,80.36711891460496,82.04309656823622,6,100.0,89.5,13
LNG,280.13,12.51,44.11,20.69,21.29,278.3,721.01,3.53,0.47,1.03,13.07,2.59,3,True,True,True,True,True,4.71,213.14,499.04,-2.01,193.86,277.62,-27.7,112.54,447.82,0.8926,XLE,0.5,1.26,clean,1.791,confirmed,none,strong_buy,79.79325808535705,80.36711891460496,97.44612928970471,6,100.0,89.5,13
ROST,219.86,2.97,22.05,43.51,70.29,79.68,282.96,7.43,1.97,1.62,1.13,3.55,4,True,True,True,True,True,53.7,14.52,60.98,46.98,-4.76,-160.43,21.29,-86.08,9.76,-0.4956,XLY,0.51,-0.19,clean,1.023,normal,none,strong_buy,79.76665526545814,96.64804469273743,80.04788507581804,6,100.0,89.3,15
COP,129.58,12.04,38.43,35.74,22.95,135.43,223.63,3.19,0.93,0.64,5.9,1.65,3,True,True,True,True,True,6.37,70.27,1.65,-0.35,50.99,-219.76,-26.04,-30.33,-49.57,0.5539,XLE,0.87,1.3,clean,1.363,normal,none,strong_buy,79.86166533652568,80.36711891460496,96.48842777334397,6,100.0,89.3,15
PARXF,19.45,16.54,44.39,48.36,103.88,11.27,131.55,2.68,1.09,2.15,0.11,11.67,3,True,True,True,True,True,87.29,-53.89,-90.43,80.58,-73.17,-311.84,54.88,-154.49,-141.64,-0.0191,XLE,0.45,0.93,clean,1.781,confirmed,none,strong_buy,82.60935659179874,80.36711891460496,90.2633679169992,6,100.0,88.9,17
DBC,29.14,11.48,30.32,29.57,29.45,73.76,118.28,2.64,0.98,1.0,2.5,1.6,3,True,True,True,True,True,12.87,8.6,-103.7,6.15,-10.68,-325.11,-19.54,-91.99,-154.91,0.9037,XLE,0.53,1.75,clean,2.515,confirmed,none,strong_buy,77.40660510014061,80.36711891460496,97.52593774940144,6,100.0,88.8,18
WMT,125.16,-2.07,12.34,22.75,40.9,177.89,452.1,-5.95,1.84,1.8,4.35,2.54,4,True,True,True,True,True,24.31,112.73,230.12,17.6,93.44,8.71,-8.1,12.13,178.9,0.129,XLP,0.63,-0.83,clean,0.836,normal,none,none,69.42195872762511,96.64804469273743,92.2585794094174,6,100.0,88.6,19
MARUY,374.2,6.78,35.7,50.83,131.68,329.38,669.11,5.27,1.42,2.59,2.5,2.03,4,True,True,True,True,True,115.09,264.22,447.13,108.38,244.94,225.72,82.68,163.62,395.91,-1.0977,VXUS,0.58,0.0,clean,2.191,confirmed,none,none,88.20734997909778,96.64804469273743,61.21308858739026,6,100.0,88.0,20
NYT,85.7,5.65,23.45,53.92,70.89,75.47,583.96,4.15,2.3,1.31,1.06,7.74,3,True,True,True,True,True,54.3,10.31,361.98,47.59,-8.97,140.57,21.89,-90.29,310.77,-0.1972,,,0.16,clean,1.068,normal,none,strong_buy,82.13240603503972,80.36711891460496,86.35275339185954,6,100.0,88.0,20
TEN,40.37,12.23,80.06,81.19,136.08,303.7,32.14,6.55,1.01,1.68,2.23,0.11,3,True,True,True,True,True,119.5,238.54,-189.83,112.78,219.26,-411.25,87.08,137.94,-241.05,-0.7559,,,0.44,clean,1.742,confirmed,none,strong_buy,89.81111997871774,80.36711891460496,73.82282521947326,6,100.0,87.8,22
PARR,63.94,28.7,81.96,83.16,339.75,353.48,239.56,2.86,1.01,4.09,1.04,0.68,2,True,True,True,True,True,323.17,288.32,17.59,316.45,269.03,-203.83,290.75,187.72,-33.63,1.6825,XLE,0.5,0.74,clean,1.34,normal,none,none,94.12457720518374,48.204309656823625,98.80287310454908,6,100.0,87.6,23
MTZ,335.47,10.4,54.33,56.03,182.62,272.21,1554.19,5.22,1.03,3.26,1.49,5.71,3,True,True,True,True,True,166.04,207.05,1332.21,159.32,187.76,1110.8,133.62,106.45,1281.0,-0.9176,XLI,0.66,0.21,clean,1.099,normal,none,strong_buy,91.18686580777562,80.36711891460496,68.11652035115723,6,100.0,87.1,24
UNF,256.7,11.0,33.07,54.35,46.38,11.55,130.56,3.01,1.64,0.85,0.25,11.3,3,True,True,True,True,True,29.8,-53.61,-91.42,23.08,-72.89,-312.83,-2.61,-154.21,-142.64,-0.2177,,,0.81,clean,2.137,confirmed,none,strong_buy,78.83175616615361,80.36711891460496,85.71428571428571,6,100.0,86.9,25
BNO,53.69,38.02,89.58,80.35,73.08,230.2,328.83,2.36,0.9,0.91,3.15,1.43,2,True,True,True,True,True,56.5,165.04,106.86,49.78,145.75,-114.56,24.08,64.44,55.64,2.8424,XLE,0.5,2.38,overextended,4.192,confirmed,none,none,91.36928514422529,48.204309656823625,99.20191540303273,6,100.0,86.9,25
EQIX,998.72,3.06,30.35,29.04,22.25,46.09,211.37,9.91,0.96,0.77,2.07,4.59,3,True,True,True,True,True,5.67,-19.07,-10.61,-1.05,-38.35,-232.02,-26.75,-119.67,-61.82,0.2081,XLRE,0.42,0.22,clean,1.05,normal,none,strong_buy,73.44278493520312,80.36711891460496,93.21628092577812,6,100.0,86.7,27
