ticker,price,ret_1d,ret_1w,ret_1m,ret_3m,ret_6m,ret_1y,ratio_1w_1d,ratio_1m_1w,ratio_3m_1m,ratio_6m_3m,ratio_1y_3m,ratio_passes,sma30,sma50,sma100,sma200,sma_all,vs_spy_1w,vs_spy_1m,vs_spy_1y,vs_qqq_1w,vs_qqq_1m,vs_qqq_1y,vs_iau_1w,vs_iau_1m,vs_iau_1y,bad_spy_score,top_pole,top_pole_corr,momentum_signal,momentum_flag,vol_ratio,vol_flag,pullback_flag,score_returns,score_ratios,score_spy_days,score,rank
ATEX,108.2,5.11,36.81,65.55,183.33,398.18,321.85,7.2,1.78,2.8,2.17,1.76,3,True,True,True,True,True,35.11,67.24,301.15,34.76,67.92,290.39,35.52,75.41,300.04,2.9892,VGK,0.31,1.84,clean,1.651,confirmed,none,98.40991278451393,86.34333120612636,98.91512444160817,94.6,1
MRNA,72.5,3.53,19.99,57.4,42.72,132.74,162.78,5.67,2.87,0.74,3.11,3.81,3,True,True,True,True,True,18.29,59.09,142.07,17.95,59.77,131.32,18.7,67.26,140.97,3.0457,IAU,0.35,0.79,clean,1.229,normal,none,94.17145288236547,86.34333120612636,99.04275686024249,93.2,2
MBX,55.92,1.3,15.54,82.45,87.34,79.98,390.1,11.91,5.31,1.06,0.92,4.47,3,True,True,True,True,True,13.83,84.13,369.39,13.49,84.81,358.64,14.24,92.31,368.29,2.9905,LQD,0.47,0.31,clean,1.969,confirmed,none,93.46415656243353,86.34333120612636,98.97894065092534,92.9,3
FLXS,76.2,2.31,12.32,31.24,69.56,91.03,111.49,5.34,2.54,2.23,1.31,1.6,3,True,True,True,True,True,10.62,32.93,90.79,10.28,33.61,80.03,11.03,41.1,89.68,1.6103,,,0.4,clean,1.233,normal,none,91.94320357370772,86.34333120612636,95.788130185067,91.4,4
CURN,21.57,1.51,5.22,22.77,20.64,30.18,48.76,3.47,4.36,0.91,1.46,2.36,4,True,True,True,True,True,3.51,24.45,28.06,3.17,25.13,17.3,3.93,32.63,26.95,1.854,XLV,0.32,0.64,clean,0.365,thin,none,78.97787704743672,97.70261646458201,96.7453733248245,91.1,5
NBTX,39.48,4.72,14.93,3.89,27.89,75.54,734.67,3.16,0.26,7.16,2.71,26.34,4,True,True,True,True,True,13.23,5.58,713.97,12.89,6.26,703.22,13.64,13.76,712.86,0.4826,IAU,0.48,0.83,clean,1.131,normal,none,87.9865985960434,97.70261646458201,85.25845564773452,90.3,6
MIRM,120.46,2.9,4.78,25.05,30.4,50.18,136.71,1.65,5.25,1.21,1.65,4.5,3,True,True,True,True,True,3.07,26.73,116.0,2.73,27.41,105.25,3.48,34.91,114.9,1.7197,LQD,0.44,-0.79,clean,1.687,confirmed,none,86.91235907253775,86.34333120612636,96.36247606892151,89.9,7
GLUE,24.02,-0.74,15.2,22.11,46.02,49.01,432.59,-20.44,1.45,2.08,1.06,9.4,3,True,True,True,True,True,13.5,23.8,411.89,13.16,24.48,401.14,13.91,31.98,410.79,2.2501,,,0.85,clean,2.366,confirmed,none,84.10444586258244,86.34333120612636,97.83024888321634,89.4,8
ADTTF,202.59,-3.07,0.42,21.4,51.28,56.04,184.1,-0.14,50.79,2.4,1.09,3.59,4,True,True,True,True,True,-1.29,23.08,163.4,-1.63,23.76,152.64,-0.87,31.26,162.29,3.9959,,,-0.17,clean,2.873,confirmed,none,70.52754733035525,97.70261646458201,99.4256541161455,89.2,9
SCHL,47.34,2.91,10.38,10.69,21.2,53.6,125.64,3.56,1.03,1.98,2.53,5.93,3,True,True,True,True,True,8.67,12.37,104.94,8.33,13.05,94.19,9.08,20.55,103.83,1.5506,,,0.76,clean,0.864,normal,none,85.49244841523081,86.34333120612636,95.53286534779835,89.1,10
LQDA,79.32,-0.51,5.0,35.01,110.17,128.26,536.6,-9.73,7.0,3.15,1.16,4.87,4,True,True,True,True,True,3.3,36.7,515.89,2.96,37.38,505.14,3.71,44.87,514.79,0.2958,,,-0.29,clean,1.19,normal,buy_today,86.85917889810679,97.70261646458201,82.13146139119335,88.9,11
NVRI,23.22,5.79,6.46,33.07,18.35,29.29,167.51,1.12,5.11,0.55,1.6,9.13,3,True,True,True,True,True,4.76,34.75,146.81,4.42,35.43,136.05,5.17,42.93,145.7,1.0863,XLV,0.37,0.99,clean,0.383,thin,none,86.23165283982132,86.34333120612636,92.66113592852585,88.4,12
OOMA,19.6,1.98,6.0,8.05,34.71,69.55,51.94,3.04,1.34,4.31,2.0,1.5,3,True,True,True,True,True,4.3,9.73,31.24,3.96,10.41,20.48,4.71,17.91,30.13,1.9729,,,1.04,clean,1.273,normal,none,81.49861731546478,86.34333120612636,97.06445437141033,88.3,13
