ticker,price,sma29,extension_pct,extension_label,extension_score,extension_pf,extension_fwd,sma10,ext10_pct,exit_alert,exit_pf,exit_fwd,slope_rsq,slope_ann,momentum_score,momentum_rank,momentum_flag,health_score,health_verdict,dd_pct,stage,stage_name,ret_1w,ret_1m,ret_3m,top_pole,asset_class,asset_class_label,pole_id,is_noise_pole,gold_filtered,path_quality,combined_score
MRVL,87.69,80.86,8.45,OPTIMAL,90,1.5,1.11,84.75,3.47,,,,0.409,164.5,55.7,188.0,clean,60.0,CAUTION,-7.7,1,Basing,15.87,6.93,-1.36,VXUS,equity,Equity,16.0,False,False,"{'grade': 'ROUGH', 'median_mae': -5.64, 'median_ttg': 1.0, 'prob_good': 22.2, 'prob_bad': 53.7}",69.0
TSAT,33.32,30.16,10.47,GOOD,75,1.52,1.24,33.34,-0.05,,,,0.769,331.4,53.9,193.0,clean,79.6,CAUTION,-10.7,2,Sustained Uptrend,0.39,18.7,2.9,XLK,equity,Equity,18.0,False,False,"{'grade': 'CHOPPY', 'median_mae': -8.34, 'median_ttg': 3.0, 'prob_good': 15.2, 'prob_bad': 71.7}",69.0
LITE,616.09,605.58,1.74,OPTIMAL,95,1.48,0.9,666.94,-7.62,,,,0.132,130.5,51.2,201.0,clean,58.3,CAUTION,-21.4,3,Parabolic,-5.34,9.79,70.98,XLK,equity,Equity,16.0,False,False,"{'grade': 'ROUGH', 'median_mae': -7.07, 'median_ttg': 1.0, 'prob_good': 24.6, 'prob_bad': 61.7}",68.7
COHR,241.27,241.19,0.03,OPTIMAL,95,1.48,0.9,260.87,-7.51,,,,0.343,207.5,51.4,200.0,clean,58.0,CAUTION,-19.6,3,Parabolic,-4.96,5.65,25.19,XLK,equity,Equity,16.0,False,False,"{'grade': 'ROUGH', 'median_mae': -7.07, 'median_ttg': 1.0, 'prob_good': 24.6, 'prob_bad': 61.7}",68.6
IMAX,38.31,38.08,0.6,OPTIMAL,95,1.48,0.9,40.58,-5.59,,,,0.415,148.5,48.5,205.0,clean,60.0,CAUTION,-11.2,2,Sustained Uptrend,-5.31,4.99,0.68,XLI,bond,Bond,4.0,False,False,"{'grade': 'SMOOTH', 'median_mae': -1.18, 'median_ttg': 2.0, 'prob_good': 50.9, 'prob_bad': 37.7}",68.2
DHT,16.84,16.73,0.63,OPTIMAL,95,1.48,0.9,18.59,-9.43,,,,0.455,233.2,49.4,204.0,stalling,57.8,CAUTION,-18.1,3,Parabolic,-9.17,11.82,34.5,LQD,index,Index,6.0,False,False,"{'grade': 'OK', 'median_mae': -4.21, 'median_ttg': 2.0, 'prob_good': 32.9, 'prob_bad': 46.8}",67.9
PDBC,17.21,14.95,15.1,FAIR,35,1.67,-1.24,16.0,7.54,,,,0.903,232.5,79.4,52.0,overextended,91.1,HEALTHY,-0.2,2,Sustained Uptrend,8.92,20.01,25.8,IAU,commodity,Commodity,9.0,False,False,"{'grade': 'CHOPPY', 'median_mae': -8.55, 'median_ttg': 2.0, 'prob_good': 14.8, 'prob_bad': 70.4}",67.4
EQNR,34.37,29.28,17.38,FAIR,35,1.67,-1.24,32.29,6.46,,,,0.907,279.1,80.9,43.0,clean,81.7,HEALTHY,-0.5,3,Parabolic,8.22,23.37,49.56,XLE,commodity,Commodity,9.0,False,False,"{'grade': 'CHOPPY', 'median_mae': -8.55, 'median_ttg': 2.0, 'prob_good': 14.8, 'prob_bad': 70.4}",65.1
LASR,62.77,56.34,11.41,GOOD,75,1.52,1.24,62.92,-0.24,,,,0.665,287.3,59.7,170.0,clean,60.0,CAUTION,-9.7,3,Parabolic,0.34,18.61,65.62,XLK,equity,Equity,16.0,False,False,"{'grade': 'ROUGH', 'median_mae': -7.06, 'median_ttg': 1.0, 'prob_good': 22.9, 'prob_bad': 60.0}",65.1
MRNA,53.39,48.09,11.01,GOOD,75,1.52,1.24,54.05,-1.22,,,,0.761,371.4,46.1,208.0,clean,71.9,CAUTION,-10.3,3,Parabolic,-0.82,27.12,89.06,XLV,equity,Equity,7.0,False,False,"{'grade': 'CHOPPY', 'median_mae': -7.32, 'median_ttg': 3.0, 'prob_good': 5.9, 'prob_bad': 70.6}",64.0
ANAB,63.79,54.62,16.8,FAIR,55,1.67,1.01,58.62,8.82,,,,0.558,178.8,55.6,189.0,clean,83.1,HEALTHY,-4.3,3,Parabolic,11.37,26.97,45.64,VGK,equity,Equity,7.0,False,False,"{'grade': 'CHOPPY', 'median_mae': -9.67, 'median_ttg': 2.0, 'prob_good': 16.7, 'prob_bad': 66.7}",63.6
LYB,74.33,58.21,27.7,WARNING,40,1.66,6.84,64.2,15.79,EXIT WATCH,1.59,0.49,0.668,292.5,69.3,114.0,clean,84.6,HEALTHY,-0.3,3,Parabolic,12.83,28.91,73.75,XLE,sector,Sector,34.0,False,False,"{'grade': 'CHOPPY', 'median_mae': -16.2, 'median_ttg': 3.0, 'prob_good': 14.6, 'prob_bad': 75.6}",63.6
UNF,272.88,233.53,16.85,FAIR,25,1.67,-10.6,251.89,8.34,,,,0.487,166.1,89.5,11.0,clean,77.9,CAUTION,-3.8,3,Parabolic,3.85,18.64,51.71,,index,Index,3.0,False,False,"{'grade': 'CHOPPY', 'median_mae': -8.86, 'median_ttg': 8.0, 'prob_good': 0.0, 'prob_bad': 89.5}",63.4
GSG,31.09,26.31,18.16,FAIR,35,1.67,-1.24,28.54,8.92,,,,0.884,279.8,71.3,102.0,overextended,85.3,HEALTHY,-1.9,2,Sustained Uptrend,9.82,24.46,34.59,XLE,commodity,Commodity,9.0,False,False,"{'grade': 'CHOPPY', 'median_mae': -8.55, 'median_ttg': 2.0, 'prob_good': 14.8, 'prob_bad': 70.4}",62.8
NET,212.11,183.53,15.57,FAIR,55,1.67,1.01,193.96,9.36,,,,0.166,129.8,53.0,195.0,clean,82.0,HEALTHY,-2.8,0,Deep Decline,10.3,17.85,1.52,XLK,equity,Equity,27.0,False,False,"{'grade': 'ROUGH', 'median_mae': -7.03, 'median_ttg': 3.0, 'prob_good': 23.1, 'prob_bad': 69.2}",62.4
ISSC,27.93,23.77,17.52,FAIR,55,1.67,1.01,28.23,-1.07,,,,0.862,510.1,47.0,207.0,clean,84.0,HEALTHY,-9.7,3,Parabolic,-1.13,41.92,162.5,QQQ,equity,Equity,11.0,False,False,"{'grade': 'CHOPPY', 'median_mae': -9.3, 'median_ttg': 4.0, 'prob_good': 12.4, 'prob_bad': 76.6}",60.9
SRCL,61.98,61.14,1.37,OPTIMAL,95,1.48,0.9,61.57,0.67,,,,0.718,26.6,0.0,,,91.9,HEALTHY,0.0,2,Sustained Uptrend,,,,,index,Index,10.0,False,False,"{'grade': 'OK', 'median_mae': -4.21, 'median_ttg': 2.0, 'prob_good': 32.9, 'prob_bad': 46.8}",60.8
TNGX,17.15,13.22,29.71,WARNING,5,1.66,-0.65,14.74,16.36,EXIT WATCH,1.59,0.49,0.422,401.1,98.1,1.0,clean,82.4,HEALTHY,-2.7,3,Parabolic,1.9,35.15,88.05,,bond,Bond,20.0,False,False,"{'grade': 'CHOPPY', 'median_mae': -16.2, 'median_ttg': 3.0, 'prob_good': 14.6, 'prob_bad': 75.6}",60.8
K,83.44,82.89,0.66,OPTIMAL,95,1.48,0.9,83.2,0.28,,,,0.903,11.1,0.0,,,91.1,HEALTHY,-0.2,2,Sustained Uptrend,,,,,equity,Equity,2.0,False,False,"{'grade': 'OK', 'median_mae': -4.25, 'median_ttg': 2.0, 'prob_good': 34.1, 'prob_bad': 46.1}",60.6
ANRO,22.23,18.52,20.04,CAUTION,10,1.58,-10.6,21.13,5.18,,,,0.855,354.7,84.2,25.0,clean,89.2,HEALTHY,-5.7,3,Parabolic,8.02,33.51,67.77,,index,Index,25.0,False,False,"{'grade': 'CHOPPY', 'median_mae': -9.3, 'median_ttg': 4.0, 'prob_good': 12.4, 'prob_bad': 76.6}",59.7
MMP,69.0,66.78,3.32,OPTIMAL,95,1.48,0.9,68.31,1.01,,,,0.768,68.1,0.0,,,88.2,HEALTHY,-1.3,2,Sustained Uptrend,,,,,index,Index,39.0,False,False,"{'grade': 'OK', 'median_mae': -4.67, 'median_ttg': 2.0, 'prob_good': 30.1, 'prob_bad': 50.7}",59.7
CAPR,33.42,26.6,25.65,WARNING,25,1.66,2.33,29.09,14.9,ELEVATED,1.51,0.6,0.562,350.5,80.9,43.0,clean,74.4,CAUTION,-8.4,3,Parabolic,29.43,35.69,22.06,,equity,Equity,7.0,False,False,"{'grade': 'CHOPPY', 'median_mae': -16.2, 'median_ttg': 3.0, 'prob_good': 14.6, 'prob_bad': 75.6}",59.4
NIB,36.29,34.16,6.23,OPTIMAL,90,1.5,1.11,34.81,4.25,,,,0.453,48.1,0.0,,,92.8,HEALTHY,0.0,2,Sustained Uptrend,,,,,commodity,Commodity,35.0,False,False,"{'grade': 'ROUGH', 'median_mae': -5.96, 'median_ttg': 2.0, 'prob_good': 24.2, 'prob_bad': 59.0}",59.3
FOLD,14.37,14.33,0.29,OPTIMAL,95,1.48,0.9,14.35,0.11,,,,0.413,3.8,0.0,,,86.2,HEALTHY,-0.1,3,Parabolic,,,,,equity,Equity,7.0,False,False,"{'grade': 'ROUGH', 'median_mae': -5.42, 'median_ttg': 1.0, 'prob_good': 27.3, 'prob_bad': 52.7}",59.1
FUWAY,92.32,73.71,25.25,WARNING,5,1.66,-14.83,89.68,2.94,,,,0.635,373.7,89.5,11.0,clean,86.0,HEALTHY,-2.4,3,Parabolic,4.23,57.27,166.82,IAU,index,Index,42.0,False,False,"{'grade': 'CHOPPY', 'median_mae': -16.2, 'median_ttg': 3.0, 'prob_good': 14.6, 'prob_bad': 75.6}",58.9
OXY,58.41,49.85,17.18,FAIR,35,1.67,-1.24,54.24,7.7,,,,0.816,254.9,63.2,149.0,clean,81.1,HEALTHY,-1.2,3,Parabolic,9.71,26.24,40.58,XLE,commodity,Commodity,9.0,False,False,"{'grade': 'CHOPPY', 'median_mae': -8.55, 'median_ttg': 2.0, 'prob_good': 14.8, 'prob_bad': 70.4}",58.7
GLNCY,14.11,13.76,2.52,OPTIMAL,95,1.48,0.9,14.01,0.71,,,,0.225,49.2,0.0,,,84.5,HEALTHY,-3.8,3,Parabolic,,,,,commodity,Commodity,45.0,False,False,"{'grade': 'ROUGH', 'median_mae': -6.45, 'median_ttg': 2.0, 'prob_good': 21.1, 'prob_bad': 59.9}",58.6
PXD,269.62,268.73,0.33,OPTIMAL,95,1.48,0.9,271.88,-0.83,,,,0.009,-4.0,0.0,,,83.8,HEALTHY,-3.3,2,Sustained Uptrend,,,,,index,Index,10.0,False,False,"{'grade': 'OK', 'median_mae': -4.21, 'median_ttg': 2.0, 'prob_good': 32.9, 'prob_bad': 46.8}",58.4
MOG.B,101.0,93.87,7.6,OPTIMAL,90,1.5,1.11,96.75,4.4,,,,0.088,46.0,0.0,,,89.1,HEALTHY,-0.5,2,Sustained Uptrend,,,,,index,Index,42.0,False,False,"{'grade': 'ROUGH', 'median_mae': -5.96, 'median_ttg': 2.0, 'prob_good': 24.2, 'prob_bad': 59.0}",58.2
YOU,44.81,38.41,16.66,FAIR,55,1.67,1.01,46.68,-4.0,,,,0.688,606.5,52.3,198.0,clean,67.9,CAUTION,-11.2,2,Sustained Uptrend,-5.5,36.41,27.12,XLF,equity,Equity,27.0,False,False,"{'grade': 'ROUGH', 'median_mae': -7.03, 'median_ttg': 3.0, 'prob_good': 23.1, 'prob_bad': 69.2}",57.9
DNN,4.01,3.97,1.1,OPTIMAL,95,1.48,0.12,4.01,0.05,,,,0.003,10.8,0.0,,,82.0,HEALTHY,-9.5,3,Parabolic,,,,,miner,Miner,29.0,False,False,"{'grade': 'OK', 'median_mae': -4.67, 'median_ttg': 2.0, 'prob_good': 30.1, 'prob_bad': 50.7}",57.8
PBR,18.97,16.26,16.7,FAIR,25,1.67,-10.6,17.61,7.71,,,,0.881,264.4,70.7,106.0,clean,80.5,HEALTHY,-1.7,3,Parabolic,13.39,23.74,53.98,XLE,index,Index,13.0,False,False,"{'grade': 'CHOPPY', 'median_mae': -10.35, 'median_ttg': 17.0, 'prob_good': 5.9, 'prob_bad': 76.5}",57.6
JWN,24.66,24.2,1.9,OPTIMAL,95,1.48,0.9,24.52,0.59,,,,0.833,32.4,0.0,,,80.9,HEALTHY,-0.1,1,Basing,,,,,equity,Equity,37.0,False,False,"{'grade': 'OK', 'median_mae': -4.25, 'median_ttg': 2.0, 'prob_good': 34.1, 'prob_bad': 46.1}",57.5
GD,355.23,354.04,0.34,OPTIMAL,95,1.48,0.9,360.35,-1.42,,,,0.494,62.1,0.0,216.0,clean,79.5,CAUTION,-3.9,2,Sustained Uptrend,-1.52,-1.0,6.27,XLI,equity,Equity,11.0,False,False,"{'grade': 'ROUGH', 'median_mae': -5.13, 'median_ttg': 2.0, 'prob_good': 27.5, 'prob_bad': 53.2}",57.1
TEN,34.81,31.32,11.14,GOOD,55,1.52,-5.49,36.12,-3.62,,,,0.847,395.3,55.8,186.0,stalling,60.0,CAUTION,-10.4,3,Parabolic,-0.4,26.44,44.98,,index,Index,3.0,False,False,"{'grade': 'ROUGH', 'median_mae': -7.65, 'median_ttg': 4.0, 'prob_good': 21.6, 'prob_bad': 70.3}",56.8
VTIP,49.92,49.79,0.26,OPTIMAL,95,1.48,0.9,49.91,0.02,,,,0.824,7.0,0.0,216.0,clean,75.4,CAUTION,-0.5,1,Basing,0.1,0.36,-0.28,,bond,Bond,4.0,False,False,"{'grade': 'SMOOTH', 'median_mae': -1.18, 'median_ttg': 2.0, 'prob_good': 50.9, 'prob_bad': 37.7}",55.9
MAG,24.47,22.67,7.93,OPTIMAL,90,1.5,0.12,24.07,1.64,,,,0.811,128.2,0.0,,,80.6,HEALTHY,-2.5,3,Parabolic,,,,,miner,Miner,5.0,False,False,"{'grade': 'CHOPPY', 'median_mae': -8.52, 'median_ttg': 4.0, 'prob_good': 16.3, 'prob_bad': 70.0}",55.7
RSG,225.78,223.28,1.12,OPTIMAL,95,1.48,0.9,228.92,-1.37,,,,0.329,48.5,0.0,216.0,clean,74.6,CAUTION,-3.3,2,Sustained Uptrend,-2.54,1.21,7.86,XLE,equity,Equity,2.0,False,False,"{'grade': 'OK', 'median_mae': -4.25, 'median_ttg': 2.0, 'prob_good': 34.1, 'prob_bad': 46.1}",55.6
WOPEF,20.61,18.11,13.79,GOOD,50,1.52,-0.65,20.68,-0.33,,,,0.858,422.8,57.0,181.0,clean,60.0,CAUTION,-6.3,2,Sustained Uptrend,-6.32,26.06,39.26,,bond,Bond,20.0,False,False,"{'grade': 'CHOPPY', 'median_mae': -9.53, 'median_ttg': 8.0, 'prob_good': 8.1, 'prob_bad': 78.4}",55.5
SDRL,42.1,42.21,-0.26,BELOW SMA,15,,,42.98,-2.05,,,,0.015,-12.1,75.4,76.0,clean,77.8,CAUTION,-8.3,3,Parabolic,-3.66,4.73,27.46,XLE,commodity,Commodity,9.0,False,False,,55.0
FTNT,84.4,81.77,3.22,OPTIMAL,95,1.48,0.9,82.61,2.17,,,,0.007,13.9,0.0,216.0,clean,71.5,CAUTION,-4.7,1,Basing,-0.02,-1.32,1.08,XLK,equity,Equity,27.0,False,False,"{'grade': 'ROUGH', 'median_mae': -7.07, 'median_ttg': 1.0, 'prob_good': 24.6, 'prob_bad': 61.7}",54.7
EDRY,19.51,17.51,11.4,GOOD,55,1.52,-5.49,20.86,-6.48,,,,0.556,510.1,50.9,202.0,clean,58.5,CAUTION,-18.6,3,Parabolic,-5.01,32.72,47.58,XLC,index,Index,10.0,False,False,"{'grade': 'CHOPPY', 'median_mae': -7.61, 'median_ttg': 4.0, 'prob_good': 13.3, 'prob_bad': 80.0}",54.6
X,54.84,49.51,10.77,GOOD,80,1.52,1.96,53.92,1.71,,,,0.37,177.1,0.0,,,88.2,HEALTHY,-0.1,3,Parabolic,,,,,sector,Sector,34.0,False,False,"{'grade': 'CHOPPY', 'median_mae': -9.43, 'median_ttg': 3.0, 'prob_good': 18.2, 'prob_bad': 68.2}",54.5
MRO,28.55,27.48,3.91,OPTIMAL,95,1.48,0.9,28.62,-0.23,,,,0.786,143.9,0.0,,,70.4,CAUTION,-2.9,1,Basing,,,,,commodity,Commodity,9.0,False,False,"{'grade': 'ROUGH', 'median_mae': -6.45, 'median_ttg': 2.0, 'prob_good': 21.1, 'prob_bad': 59.9}",54.4
ET,18.56,18.5,0.3,OPTIMAL,95,1.48,0.9,18.72,-0.84,,,,0.008,4.3,0.0,216.0,clean,69.8,CAUTION,-3.8,2,Sustained Uptrend,-0.59,2.48,11.34,XLE,commodity,Commodity,9.0,False,False,"{'grade': 'ROUGH', 'median_mae': -6.45, 'median_ttg': 2.0, 'prob_good': 21.1, 'prob_bad': 59.9}",54.2
DOG,24.32,23.16,5.01,OPTIMAL,90,1.5,1.11,23.64,2.85,,,,0.831,72.6,0.0,216.0,clean,75.4,CAUTION,-0.1,1,Basing,2.75,7.71,1.76,,equity,Equity,16.0,False,False,"{'grade': 'ROUGH', 'median_mae': -5.64, 'median_ttg': 1.0, 'prob_good': 22.2, 'prob_bad': 53.7}",54.1
AL,64.62,64.56,0.1,OPTIMAL,95,1.48,0.9,64.66,-0.07,,,,0.351,3.5,0.0,216.0,stalling,69.1,CAUTION,-0.5,1,Basing,0.02,-0.08,1.03,HYG,bond,Bond,4.0,False,False,"{'grade': 'SMOOTH', 'median_mae': -1.18, 'median_ttg': 2.0, 'prob_good': 50.9, 'prob_bad': 37.7}",54.0
HES,148.97,143.6,3.74,OPTIMAL,95,1.48,0.9,149.32,-0.24,,,,0.561,102.1,0.0,,,69.1,CAUTION,-3.1,1,Basing,,,,,commodity,Commodity,9.0,False,False,"{'grade': 'ROUGH', 'median_mae': -6.45, 'median_ttg': 2.0, 'prob_good': 21.1, 'prob_bad': 59.9}",54.0
NBTX,31.52,27.59,14.26,GOOD,55,1.52,-5.49,34.05,-7.44,,,,0.748,559.0,57.0,181.0,stalling,48.8,WARNING,-24.8,3,Parabolic,-5.91,19.26,48.19,LQD,index,Index,1.0,False,False,"{'grade': 'CHOPPY', 'median_mae': -7.61, 'median_ttg': 4.0, 'prob_good': 13.3, 'prob_bad': 80.0}",53.8
CF,136.0,100.55,35.25,WARNING,35,1.87,6.84,111.86,21.58,EXIT WATCH,1.59,0.49,0.761,345.6,67.1,128.0,overextended,60.0,CAUTION,-1.1,3,Parabolic,22.77,41.21,77.31,XLE,sector,Sector,34.0,False,False,"{'grade': 'CHOPPY', 'median_mae': -16.2, 'median_ttg': 3.0, 'prob_good': 14.6, 'prob_bad': 75.6}",53.7
HUN,12.8,12.65,1.22,OPTIMAL,95,1.48,0.9,12.29,4.11,,,,0.45,-128.3,0.0,,,67.6,CAUTION,-11.0,3,Parabolic,,,,,sector,Sector,34.0,False,False,"{'grade': 'ROUGH', 'median_mae': -5.51, 'median_ttg': 1.0, 'prob_good': 23.4, 'prob_bad': 54.9}",53.5
BKGI,44.4,44.42,-0.06,BELOW SMA,15,,,44.98,-1.29,,,,0.012,-5.9,79.5,50.0,clean,67.6,CAUTION,-4.5,2,Sustained Uptrend,-0.78,1.46,10.97,VXUS,index,Index,1.0,False,False,,53.4
^VIX,27.29,20.84,30.95,WARNING,20,1.87,1.46,24.39,11.91,ELEVATED,1.51,0.6,0.598,454.8,80.6,45.0,clean,60.0,CAUTION,-22.7,2,Sustained Uptrend,14.91,53.4,61.19,,equity,Equity,,False,False,"{'grade': 'CHOPPY', 'median_mae': -16.2, 'median_ttg': 3.0, 'prob_good': 14.6, 'prob_bad': 75.6}",53.2
TAIL,11.74,11.6,1.17,OPTIMAL,95,1.48,0.9,11.7,0.38,,,,0.262,12.6,0.0,,,65.4,CAUTION,-1.3,1,Basing,,,,,bond,Bond,4.0,False,False,"{'grade': 'SMOOTH', 'median_mae': -1.18, 'median_ttg': 2.0, 'prob_good': 50.9, 'prob_bad': 37.7}",52.9
BNAI,37.37,29.07,28.54,WARNING,25,1.66,2.33,41.85,-10.71,,,,0.746,1313.1,79.6,49.0,clean,52.7,CAUTION,-56.7,3,Parabolic,-22.96,73.73,1113.31,,equity,Equity,,False,False,"{'grade': 'CHOPPY', 'median_mae': -16.2, 'median_ttg': 3.0, 'prob_good': 14.6, 'prob_bad': 75.6}",52.4
LAND,11.84,11.46,3.31,OPTIMAL,95,1.48,0.9,11.96,-1.03,,,,0.469,124.9,0.0,,,63.3,CAUTION,-8.9,3,Parabolic,,,,,sector,Sector,14.0,False,False,"{'grade': 'OK', 'median_mae': -3.14, 'median_ttg': 1.0, 'prob_good': 36.4, 'prob_bad': 36.4}",52.2
COW,39.87,38.33,4.03,OPTIMAL,95,1.48,0.9,38.86,2.59,,,,0.396,68.0,0.0,,,62.8,CAUTION,-2.4,1,Basing,,,,,commodity,Commodity,35.0,False,False,"{'grade': 'OK', 'median_mae': -4.67, 'median_ttg': 2.0, 'prob_good': 30.1, 'prob_bad': 50.7}",52.1
TMUS,214.37,211.3,1.45,OPTIMAL,95,1.48,0.9,217.76,-1.56,,,,0.126,22.7,0.0,216.0,clean,63.0,CAUTION,-4.6,1,Basing,-2.8,7.49,6.47,XLU,equity,Equity,2.0,False,False,"{'grade': 'OK', 'median_mae': -4.25, 'median_ttg': 2.0, 'prob_good': 34.1, 'prob_bad': 46.1}",52.1
SEA,16.44,16.45,-0.05,BELOW SMA,15,,,16.89,-2.68,,,,0.245,41.9,74.7,80.0,clean,66.5,CAUTION,-6.2,2,Sustained Uptrend,-1.44,2.11,8.44,XLI,index,Index,1.0,False,False,,51.3
MOG.A,160.95,157.87,1.95,OPTIMAL,95,1.48,0.9,159.45,0.94,,,,0.119,30.7,0.0,,,60.0,CAUTION,-5.4,2,Sustained Uptrend,,,,,equity,Equity,11.0,False,False,"{'grade': 'ROUGH', 'median_mae': -5.13, 'median_ttg': 2.0, 'prob_good': 27.5, 'prob_bad': 53.2}",51.2
PAAS,60.07,60.05,0.03,OPTIMAL,95,1.48,0.12,62.15,-3.34,,,,0.07,64.9,0.0,216.0,clean,60.0,CAUTION,-14.2,3,Parabolic,0.2,1.32,24.09,IAU,miner,Miner,5.0,False,False,"{'grade': 'ROUGH', 'median_mae': -6.45, 'median_ttg': 2.0, 'prob_good': 21.1, 'prob_bad': 59.9}",51.2
FIGS,15.0,12.69,18.2,FAIR,55,1.67,1.01,16.21,-7.49,,,,0.756,745.2,49.6,203.0,clean,48.4,WARNING,-14.2,3,Parabolic,-11.61,43.13,29.2,,equity,Equity,27.0,False,False,"{'grade': 'ROUGH', 'median_mae': -7.03, 'median_ttg': 3.0, 'prob_good': 23.1, 'prob_bad': 69.2}",51.1
ANSS,374.3,353.26,5.96,OPTIMAL,90,1.5,1.11,374.05,0.07,,,,0.91,192.7,0.0,,,64.3,CAUTION,-5.4,2,Sustained Uptrend,,,,,equity,Equity,27.0,False,False,"{'grade': 'ROUGH', 'median_mae': -5.64, 'median_ttg': 1.0, 'prob_good': 22.2, 'prob_bad': 53.7}",50.8
DNTH,80.32,56.76,41.5,DANGER,10,1.44,-2.21,68.68,16.95,EXIT WATCH,1.59,0.49,0.811,734.1,78.4,56.0,clean,65.9,CAUTION,-8.8,3,Parabolic,30.75,58.05,84.3,,equity,Equity,7.0,False,False,"{'grade': 'CHOPPY', 'median_mae': -16.2, 'median_ttg': 3.0, 'prob_good': 14.6, 'prob_bad': 75.6}",50.7
DFS,200.05,179.06,11.73,GOOD,75,1.52,1.24,195.68,2.23,,,,0.799,229.7,0.0,,,80.5,HEALTHY,-3.5,1,Basing,,,,,equity,Equity,19.0,False,False,"{'grade': 'CHOPPY', 'median_mae': -9.53, 'median_ttg': 8.0, 'prob_good': 8.1, 'prob_bad': 78.4}",50.4
AVDL,21.64,21.55,0.42,OPTIMAL,95,1.48,0.9,21.62,0.1,,,,0.852,10.4,0.0,,,56.4,CAUTION,-8.2,3,Parabolic,,,,,index,Index,10.0,False,False,"{'grade': 'OK', 'median_mae': -4.21, 'median_ttg': 2.0, 'prob_good': 32.9, 'prob_bad': 46.8}",50.2
VTYX,14.0,13.96,0.26,OPTIMAL,95,1.48,0.9,13.98,0.14,,,,0.693,5.0,0.0,,,56.1,CAUTION,-44.0,3,Parabolic,,,,,equity,Equity,7.0,False,False,"{'grade': 'ROUGH', 'median_mae': -5.42, 'median_ttg': 1.0, 'prob_good': 27.3, 'prob_bad': 52.7}",50.1
AGF,9.0,9.0,0.0,OPTIMAL,95,1.48,0.9,9.0,0.0,,,,1.0,-0.0,0.0,,,55.8,CAUTION,0.0,1,Basing,,,,,index,Index,1.0,False,False,"{'grade': 'OK', 'median_mae': -4.21, 'median_ttg': 2.0, 'prob_good': 32.9, 'prob_bad': 46.8}",50.0
ERUS,8.06,8.06,0.0,OPTIMAL,95,1.48,0.9,8.06,0.0,,,,0.476,0.0,0.0,,,55.8,CAUTION,0.0,1,Basing,,,,,equity,Equity,44.0,False,False,"{'grade': 'OK', 'median_mae': -4.67, 'median_ttg': 2.0, 'prob_good': 30.1, 'prob_bad': 50.7}",50.0
ALMTF,4.71,4.5,4.77,OPTIMAL,95,1.48,0.9,4.27,10.41,ELEVATED,1.51,0.6,0.002,19.8,0.0,,,55.2,CAUTION,-24.9,3,Parabolic,,,,,bond,Bond,4.0,False,False,"{'grade': 'SMOOTH', 'median_mae': -1.18, 'median_ttg': 2.0, 'prob_good': 50.9, 'prob_bad': 37.7}",49.8
IGLD,27.62,27.48,0.5,OPTIMAL,95,1.48,0.9,27.99,-1.33,,,,0.202,36.2,0.0,216.0,clean,55.2,CAUTION,-9.2,2,Sustained Uptrend,0.69,-1.15,11.15,IAU,index,Index,25.0,False,False,"{'grade': 'OK', 'median_mae': -4.67, 'median_ttg': 2.0, 'prob_good': 30.1, 'prob_bad': 50.7}",49.8
PLYM,21.98,21.91,0.34,OPTIMAL,95,1.48,0.9,21.93,0.21,,,,0.328,4.3,0.0,,,55.0,CAUTION,-3.3,1,Basing,,,,,sector,Sector,14.0,False,False,"{'grade': 'OK', 'median_mae': -3.14, 'median_ttg': 1.0, 'prob_good': 36.4, 'prob_bad': 36.4}",49.8
AUGO,80.11,75.11,6.66,OPTIMAL,90,1.5,1.11,82.87,-3.34,,,,0.499,249.1,0.0,,,60.0,CAUTION,-11.2,1,Unknown,,,,,equity,Equity,,False,False,"{'grade': 'ROUGH', 'median_mae': -5.96, 'median_ttg': 2.0, 'prob_good': 24.2, 'prob_bad': 59.0}",49.5
BIL,91.48,91.31,0.19,OPTIMAL,95,1.48,0.9,91.43,0.06,,,,0.992,3.4,0.0,216.0,clean,54.0,CAUTION,-0.2,1,Basing,0.07,0.03,-0.08,,equity,Equity,12.0,False,False,"{'grade': 'OK', 'median_mae': -4.67, 'median_ttg': 2.0, 'prob_good': 30.1, 'prob_bad': 50.7}",49.5
GHRS,15.52,15.47,0.34,OPTIMAL,95,1.48,0.9,15.56,-0.28,,,,0.044,23.1,0.0,216.0,clean,53.8,CAUTION,-18.3,2,Sustained Uptrend,2.31,1.24,8.46,,equity,Equity,7.0,False,False,"{'grade': 'ROUGH', 'median_mae': -5.42, 'median_ttg': 1.0, 'prob_good': 27.3, 'prob_bad': 52.7}",49.4
PSLV,27.53,27.18,1.29,OPTIMAL,95,1.48,0.12,28.15,-2.22,,,,0.207,124.8,0.0,216.0,clean,51.3,CAUTION,-27.8,3,Parabolic,3.22,3.61,37.17,IAU,miner,Miner,5.0,False,False,"{'grade': 'ROUGH', 'median_mae': -6.45, 'median_ttg': 2.0, 'prob_good': 21.1, 'prob_bad': 59.9}",48.6
