ticker,name,sr_score,sr_total,hist_agree,ret_3d,ret_5d,ret_10d,ret_1m,ret_3m,mom_3m,mom_1m,mom_10d,mom_5d,pred_3d_avg,pred_3d_winrate,pred_3d_n,pred_5d_avg,pred_5d_winrate,pred_5d_n,pred_10d_avg,pred_10d_winrate,pred_10d_n
AAXJ,Asia ex-Jpn,3.2,10,bullish,3.73,6.37,4.18,8.73,10.03,0.2,1.07,0.75,2.0,,,76,,,76,,,76
ACWI,ACWI,3.5,10,bullish,1.25,2.93,1.93,4.74,6.05,0.03,0.81,0.44,1.48,,,76,,,76,,,76
ACWX,ACWX,3.4,10,bullish,1.38,3.86,2.21,4.3,2.0,-1.22,0.61,0.46,1.66,,,76,,,76,,,76
AFK,Africa,3.4,10,bullish,1.78,4.18,-4.03,1.33,-10.16,-2.0,-0.37,-1.24,1.01,,,76,,,76,,,76
AGF,AGF,0.0,10,bearish,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06,-0.06,,,46,,,46,,,46
AGG,Agg Bond,2.2,10,bullish,0.47,1.2,0.17,-0.64,-2.22,-1.87,-0.82,0.19,2.0,,,89,,,89,,,89
AIA,AIA,3.2,10,bullish,4.79,8.31,6.74,14.53,19.33,0.94,1.49,0.98,2.0,,,76,,,76,,,76
AIQ,AIQ,5.2,10,bullish,3.98,7.78,6.69,17.55,28.78,1.92,1.95,1.09,2.0,,,47,,,47,,,47
AIRR,AIRR,3.3,10,bullish,3.84,5.62,0.07,3.01,8.77,-0.8,-0.32,-0.5,1.55,,,57,,,57,,,57
ALAI,ALAI,4.7,10,bullish,2.55,7.16,5.71,12.05,26.37,0.93,1.04,0.82,1.94,,,17,,,17,,,17
AMG,AMG,0.0,10,bearish,1.75,4.42,2.12,5.61,-1.51,-1.33,0.11,-0.01,0.87,,,98,,,98,,,98
AMLP,AMLP,3.8,10,bullish,-2.75,-3.92,-2.55,1.29,2.65,0.15,0.15,-1.48,-2.0,,,67,,,67,,,67
APIE,APIE,4.1,10,bullish,1.16,2.97,1.53,2.8,-1.23,-1.31,0.31,0.3,1.26,,,26,,,26,,,26
APO,APO,4.0,10,bullish,-0.48,-0.67,-1.26,5.63,11.14,1.04,0.54,-0.19,-0.15,,,67,,,67,,,67
ARES,ARES,4.6,10,bullish,2.09,4.52,2.36,12.84,6.21,0.57,1.22,0.42,0.91,,,57,,,57,,,57
ARGT,ARGT,3.0,10,bullish,3.82,8.42,6.45,3.93,3.26,0.04,0.32,0.88,1.56,,,67,,,67,,,67
ARKF,ARKF,4.8,10,bullish,-0.59,1.35,-1.81,-3.26,4.76,-0.06,-0.43,-0.31,0.27,,,45,,,45,,,45
ARKG,ARKG,4.2,10,bullish,5.01,14.01,7.87,7.19,9.64,0.16,0.42,0.89,2.0,,,56,,,56,,,56
ARKK,ARKK,4.5,10,bullish,1.74,5.57,-0.33,1.83,6.0,-0.27,-0.17,-0.26,1.05,,,56,,,56,,,56
ARKQ,ARKQ,4.0,10,bullish,4.8,7.9,3.22,7.49,12.04,-0.31,0.26,0.15,1.57,,,56,,,56,,,56
ARKW,ARKW,5.0,10,bullish,0.54,3.4,0.34,5.53,15.0,0.19,0.25,-0.1,0.66,,,56,,,56,,,56
ARKX,ARKX,4.6,10,bullish,5.62,8.03,5.19,9.49,13.1,-0.18,0.48,0.46,1.55,,,34,,,34,,,34
ARMG,ARMG,4.5,10,bullish,2.32,76.55,99.34,76.74,321.02,2.0,1.75,2.0,2.0,,,10,,,10,,,10
ARTY,ARTY,4.7,10,bullish,4.38,11.44,6.23,15.41,35.62,1.87,1.05,0.6,2.0,,,47,,,47,,,47
ASEA,ASEA,3.1,10,bullish,-0.45,0.1,1.01,2.15,-3.54,-2.0,0.19,0.13,-0.14,,,67,,,67,,,67
ASHR,ASHR,2.5,10,bullish,1.9,2.16,-1.18,3.46,3.91,-0.44,0.25,-0.86,0.78,,,57,,,57,,,57
AVDE,AVDE,4.2,10,bullish,0.69,2.64,0.73,3.17,-0.82,-1.78,0.29,-0.1,1.12,,,45,,,45,,,45
AVDV,AVDV,4.4,10,bullish,1.25,2.73,0.18,4.94,0.0,-1.91,0.4,-0.44,0.91,,,45,,,45,,,45
AVEM,AVEM,4.2,10,bullish,3.67,6.7,3.66,7.87,7.73,-0.38,0.98,0.66,2.0,,,45,,,45,,,45
AVES,AVES,3.5,10,bullish,2.82,5.22,1.86,4.81,0.9,-1.32,0.55,0.25,2.0,,,34,,,34,,,34
AVIV,AVIV,3.6,10,bullish,0.54,2.13,0.82,3.44,-1.04,-2.0,0.31,-0.11,0.85,,,34,,,34,,,34
AVNM,AVNM,4.3,10,bullish,1.61,3.56,1.26,4.33,0.97,-1.63,0.48,0.03,1.53,,,26,,,26,,,26
BAGAX,BAGAX,3.5,10,bullish,0.66,2.4,3.78,4.77,13.44,0.94,0.58,0.55,0.46,,,80,,,80,,,80
BAI,BAI,5.0,10,bullish,4.8,10.62,6.44,17.3,37.97,1.6,1.38,0.67,2.0,,,17,,,17,,,17
BAM,BAM,5.0,10,bullish,0.93,4.26,0.51,4.32,-0.99,0.08,0.77,0.23,1.24,,,26,,,26,,,26
BATT,BATT,3.7,10,bullish,3.06,7.58,-2.88,3.25,3.74,-1.28,-0.43,-1.14,1.54,,,47,,,47,,,47
BBCA,BBCA,3.7,10,bullish,-0.61,1.29,0.15,0.7,1.14,-1.7,-0.56,-0.43,0.47,,,47,,,47,,,47
BBEU,BBEU,3.9,10,bullish,0.48,3.15,2.4,3.02,-1.61,-1.41,0.45,0.66,1.42,,,47,,,47,,,47
BBIN,BBIN,4.2,10,bullish,0.56,2.77,1.52,3.2,-1.52,-1.6,0.47,0.31,1.22,,,45,,,45,,,45
BBJP,BBJP,4.6,10,bullish,1.0,1.97,0.01,5.29,-0.62,-1.45,0.77,-0.28,0.57,,,47,,,47,,,47
BEN,BEN,3.1,10,bullish,2.62,2.86,-0.03,14.87,16.18,0.52,1.16,-0.3,0.58,,,98,,,98,,,98
BIL,BIL,2.0,10,bullish,0.05,0.08,0.14,0.0,0.03,0.41,0.05,0.89,0.57,,,76,,,76,,,76
BINV,BINV,4.1,10,bullish,-0.21,0.99,0.84,2.07,-3.37,-2.0,0.07,0.01,0.31,,,24,,,24,,,24
BITO,BITO,0.2,10,bearish,-3.68,-2.58,-7.52,-3.13,6.91,1.03,0.17,-0.65,-0.22,,,34,,,34,,,34
BITQ,BITQ,5.2,10,bullish,5.12,12.48,3.85,17.52,38.16,0.81,0.76,0.13,1.45,,,39,,,39,,,39
BK,BK,0.0,10,bearish,0.74,2.71,4.92,4.12,16.37,0.7,0.02,0.89,0.71,,,98,,,98,,,98
BKCH,BKCH,5.4,10,bullish,4.2,13.93,4.67,22.19,37.17,0.37,0.65,0.07,1.23,,,38,,,38,,,38
BKGI,BKGI,3.4,10,bullish,-1.31,0.22,0.24,2.62,0.02,-1.44,0.25,-0.33,-0.14,,,26,,,26,,,26
BKIE,BKIE,4.0,10,bullish,0.4,2.55,1.25,3.23,-1.69,-1.68,0.48,0.2,1.18,,,44,,,44,,,44
BLK,BLK,3.0,10,bullish,0.62,3.28,-2.03,1.28,-2.14,-0.47,0.0,-0.56,0.97,,,97,,,97,,,97
BLOK,BLOK,4.4,10,bullish,3.11,9.15,3.56,10.96,20.13,0.38,0.65,0.29,1.64,,,51,,,51,,,51
BN,BN,3.6,10,bullish,1.25,3.91,0.24,2.66,0.92,-0.4,0.11,-0.1,0.99,,,98,,,98,,,98
BND,Total Bond,2.2,10,bullish,0.48,1.15,0.18,-0.62,-2.18,-1.86,-0.81,0.21,2.0,,,76,,,76,,,76
BNDX,BNDX,2.2,10,bullish,0.5,1.32,0.86,0.35,-1.65,-0.96,0.61,1.41,2.0,,,59,,,59,,,59
BNO,BNO,3.5,10,bullish,-7.96,-13.04,-10.11,-4.52,51.98,1.1,-0.84,-1.51,-2.0,,,71,,,71,,,71
BOTZ,BOTZ,4.4,10,bullish,1.06,3.03,-1.6,4.1,1.03,-0.65,0.24,-0.6,0.76,,,52,,,52,,,52
BUZZ,BUZZ,4.8,10,bullish,4.57,9.82,6.19,14.34,25.29,0.89,1.15,0.74,2.0,,,39,,,39,,,39
BWX,BWX,2.3,10,bullish,0.46,1.38,-0.45,-0.68,-4.09,-1.43,-0.25,-0.27,1.41,,,76,,,76,,,76
BX,BX,3.2,10,bullish,-0.48,3.27,-3.88,-1.97,-0.19,0.14,-0.13,-0.48,0.75,,,76,,,76,,,76
CCNR,CCNR,3.4,10,bullish,-0.95,-0.08,-2.59,0.93,1.89,-2.0,-0.91,-1.66,-0.5,,,17,,,17,,,17
CEF,CEF,3.0,10,bullish,-2.65,-0.04,-9.99,-3.47,-13.99,-2.0,-0.95,-1.84,-0.23,,,98,,,98,,,98
CEV,CEV,3.8,10,bullish,1.29,2.4,-0.78,-1.44,-3.67,-1.1,-0.65,-0.48,1.62,,,98,,,98,,,98
CG,CG,3.6,10,bullish,1.17,0.31,-8.75,-4.32,-11.43,-0.7,-0.49,-1.26,0.04,,,61,,,61,,,61
CGDG,CGDG,3.7,10,bullish,-0.16,0.81,0.51,1.65,-1.24,-1.6,0.12,-0.06,0.37,,,24,,,24,,,24
CGDV,Dividend Grw,4.0,10,bullish,0.77,2.01,1.62,4.66,5.03,-0.26,0.69,0.25,0.95,,,32,,,32,,,32
CGGE,CGGE,3.7,10,bullish,1.27,3.31,2.14,4.19,3.62,-0.38,0.73,0.58,1.69,,,17,,,17,,,17
CGGO,CGGO,4.3,10,bullish,3.14,6.32,3.88,8.67,10.2,0.78,1.5,0.93,2.0,,,32,,,32,,,32
CGIC,CGIC,3.9,10,bullish,1.35,3.79,1.97,5.01,1.33,-1.33,0.79,0.37,1.73,,,17,,,17,,,17
CGIE,CGIE,4.4,10,bullish,0.58,2.97,1.05,3.09,-1.33,-1.15,0.57,0.21,1.38,,,24,,,24,,,24
CGNG,CGNG,3.9,10,bullish,2.6,5.43,2.86,5.7,4.56,-0.57,0.74,0.57,2.0,,,17,,,17,,,17
CGXU,CGXU,4.0,10,bullish,2.53,6.14,4.15,7.23,5.68,-0.05,1.13,1.0,2.0,,,32,,,32,,,32
CHAT,CHAT,5.6,10,bullish,5.7,12.24,11.35,19.41,42.86,1.42,1.45,1.44,2.0,,,26,,,26,,,26
CHY,CHY,3.3,10,bullish,3.31,8.26,1.79,6.76,8.62,1.15,1.32,0.33,2.0,,,89,,,89,,,89
CIBR,CIBR,4.9,10,bullish,-0.13,2.04,9.62,21.45,30.82,2.0,2.0,2.0,0.54,,,56,,,56,,,56
CLOU,CLOU,5.2,10,bullish,-1.07,-1.59,1.32,11.97,18.4,1.84,1.74,0.29,-0.44,,,45,,,45,,,45
CLSK,CLSK,9.6,10,bullish,14.47,22.8,33.93,47.27,72.63,1.72,1.33,1.55,1.57,,,52,,,52,,,52
CNBS,CNBS,2.0,10,bearish,1.71,6.18,-2.95,-9.78,11.51,-0.11,-0.61,-0.34,0.33,,,45,,,45,,,45
CNEQ,CNEQ,4.5,10,bullish,1.2,5.51,3.75,9.6,18.79,0.61,0.91,0.49,1.53,,,17,,,17,,,17
COLO,COLO,2.0,10,bearish,6.72,9.86,9.04,0.46,-3.49,-1.53,-0.32,1.7,2.0,,,72,,,72,,,72
COPJ,COPJ,5.2,10,bullish,4.26,6.71,-6.5,1.75,-9.17,-1.85,-0.46,-1.17,0.84,,,26,,,26,,,26
COPP,COPP,4.8,10,bullish,3.34,8.8,-3.63,6.43,-7.19,-1.74,0.03,-0.88,1.31,,,17,,,17,,,17
COPX,Copper Miners,3.6,10,bullish,3.7,8.47,-5.16,5.37,-9.44,-1.91,-0.15,-1.17,1.24,,,71,,,71,,,71
COPY,COPY,3.7,10,bullish,0.68,2.27,1.92,3.12,3.55,-0.83,0.14,0.32,0.97,,,12,,,12,,,12
CORN,CORN,2.0,10,bearish,-1.69,-3.95,-4.91,-2.76,1.69,0.47,-0.91,-2.0,-2.0,,,71,,,71,,,71
COW,COW,0.0,10,bearish,0.71,2.34,6.19,5.07,1.02,0.23,1.6,2.0,1.03,,,25,,,25,,,25
CPER,Copper,3.7,10,bullish,-0.26,2.26,-4.85,4.2,4.62,-0.1,0.2,-1.01,0.35,,,63,,,63,,,63
CQQQ,China Tech,3.6,10,bullish,2.01,1.8,0.07,6.89,0.75,-0.23,0.6,-0.17,0.33,,,72,,,72,,,72
CWI,CWI,3.3,10,bullish,1.44,3.77,2.23,4.54,1.8,-1.24,0.68,0.49,1.68,,,76,,,76,,,76
CXSE,CXSE,2.4,10,bullish,0.4,0.33,-2.72,0.7,-1.57,-0.57,-0.2,-0.93,-0.02,,,61,,,61,,,61
DAPP,DAPP,5.2,10,bullish,4.27,12.64,3.36,18.41,36.06,0.51,0.69,0.06,1.34,,,39,,,39,,,39
DAX,DAX,3.5,10,bullish,1.65,3.58,3.58,3.46,-1.97,-0.65,0.68,1.1,1.54,,,56,,,56,,,56
DBA,Agriculture,0.0,10,bearish,-0.51,-2.86,-3.85,-0.36,5.17,1.16,-0.24,-1.98,-1.92,,,76,,,76,,,76
DBB,DBB,0.0,10,bearish,-0.19,1.3,-1.91,2.55,5.71,-0.26,-0.08,-1.19,0.28,,,76,,,76,,,76
DBC,Commodities,0.0,10,bearish,-3.94,-6.71,-6.94,-1.99,19.15,1.07,-1.06,-2.0,-2.0,,,80,,,80,,,80
DBJP,DBJP,4.0,10,bullish,1.5,2.49,1.44,5.36,2.46,-1.48,0.56,-0.03,0.72,,,67,,,67,,,67
DDWM,DDWM,3.5,10,bullish,0.64,2.29,1.69,3.11,-1.89,-1.85,0.54,0.45,1.21,,,52,,,52,,,52
DEM,DEM,3.1,10,bullish,3.2,5.12,2.71,7.2,5.93,0.18,1.67,0.84,2.0,,,76,,,76,,,76
DFAE,DFAE,3.7,10,bullish,3.46,6.1,3.49,6.77,7.45,-0.33,0.78,0.64,2.0,,,39,,,39,,,39
DFAI,DFAI,3.7,10,bullish,0.48,2.28,0.84,2.93,-1.16,-1.78,0.3,-0.02,1.0,,,39,,,39,,,39
DFAX,DFAX,3.6,10,bullish,1.51,3.49,1.07,3.87,1.4,-1.48,0.37,-0.03,1.51,,,34,,,34,,,34
DFEM,DFEM,3.6,10,bullish,3.31,5.79,3.15,6.34,7.48,-0.29,0.72,0.56,2.0,,,32,,,32,,,32
DFEV,DFEV,3.6,10,bullish,3.46,6.09,3.51,8.35,8.76,-0.12,1.12,0.64,2.0,,,32,,,32,,,32
DFIC,DFIC,3.9,10,bullish,0.53,2.33,0.69,3.19,-0.73,-1.71,0.31,-0.12,1.01,,,32,,,32,,,32
DFIS,DFIS,4.0,10,bullish,1.16,2.77,0.94,3.53,-0.6,-1.41,0.31,-0.04,1.12,,,32,,,32,,,32
DFIV,DFIV,3.4,10,bullish,0.07,1.47,0.81,3.24,-0.69,-1.94,0.19,-0.15,0.48,,,34,,,34,,,34
DFNL,DFNL,2.2,10,bullish,-0.39,1.13,0.48,-1.74,-3.03,-1.09,-0.7,-0.02,0.43,,,51,,,51,,,51
DFSI,DFSI,4.4,10,bullish,0.82,2.63,1.13,2.63,-2.1,-1.56,0.28,0.15,1.17,,,26,,,26,,,26
DGRO,DGRO,3.4,10,bullish,0.57,1.4,1.62,2.73,1.21,-0.93,0.47,0.54,0.83,,,57,,,57,,,57
DGS,DGS,3.0,10,bullish,2.8,4.8,2.76,4.0,1.12,-0.91,0.52,0.71,2.0,,,76,,,76,,,76
DIA,Dow 30,3.2,10,bullish,0.75,2.61,1.81,3.06,2.44,-0.37,0.5,0.53,1.48,,,98,,,98,,,98
DIHP,DIHP,4.0,10,bullish,0.41,2.15,0.62,2.3,-2.39,-1.93,0.23,-0.04,1.0,,,32,,,32,,,32
DISV,DISV,3.9,10,bullish,0.59,2.07,0.71,4.27,-1.51,-1.74,0.4,-0.18,0.72,,,32,,,32,,,32
DIVI,DIVI,4.0,10,bullish,0.51,2.78,1.36,3.74,0.46,-1.41,0.55,0.2,1.2,,,52,,,52,,,52
DOG,DOG,3.0,10,bearish,-0.62,-2.43,-1.58,-2.6,-1.96,0.43,-0.4,-0.45,-1.36,,,78,,,78,,,78
DRAM,DRAM,10.0,10,bullish,11.76,22.02,18.38,57.45,,,,,,,,7,,,7,,,7
DTCR,DTCR,4.4,10,bullish,2.32,5.89,3.03,9.95,21.49,1.26,0.72,0.15,1.42,,,41,,,41,,,41
DVYE,DVYE,3.4,10,bullish,0.35,1.87,-1.8,-1.12,-3.29,-2.0,-0.88,-1.08,0.77,,,61,,,61,,,61
DXJ,DXJ,3.5,10,bullish,1.11,1.5,1.14,6.35,0.51,-1.93,0.73,-0.2,0.27,,,80,,,80,,,80
ECH,ECH,3.0,10,bullish,2.97,6.55,2.72,-1.5,-6.19,-1.21,-0.5,0.36,1.78,,,76,,,76,,,76
EDEN,EDEN,3.7,10,bullish,-0.53,1.9,-0.79,2.36,3.54,0.41,0.33,-0.22,0.6,,,61,,,61,,,61
EDV,EDV,2.9,10,bullish,1.82,4.1,0.59,-1.08,-7.35,-1.2,-0.23,0.26,2.0,,,76,,,76,,,76
EEM,Emerging Mkts,3.1,10,bullish,3.57,6.43,3.9,7.46,8.02,-0.19,0.88,0.71,2.0,,,89,,,89,,,89
EEMA,EM Asia,3.8,10,bullish,4.07,6.76,4.1,8.02,8.93,-0.02,0.89,0.71,2.0,,,61,,,61,,,61
EEMV,EEMV,3.6,10,bullish,3.26,5.35,3.46,6.66,7.42,1.25,1.52,1.2,2.0,,,63,,,63,,,63
EFA,EAFE,3.2,10,bullish,0.56,2.8,1.58,3.34,-0.84,-1.5,0.53,0.33,1.21,,,94,,,94,,,94
EFAV,EFAV,2.5,10,bullish,-1.15,-0.67,0.0,0.39,-3.48,-2.0,-0.19,-0.22,-0.59,,,63,,,63,,,63
EFG,EFG,3.7,10,bullish,1.04,3.97,1.96,3.33,-0.55,-0.9,0.59,0.5,1.65,,,80,,,80,,,80
EFV,EFV,3.6,10,bullish,0.11,1.8,1.28,3.4,-1.08,-1.94,0.39,0.13,0.68,,,80,,,80,,,80
EIS,EIS,3.8,10,bullish,3.68,6.38,2.06,8.34,13.97,0.14,0.8,0.02,1.7,,,76,,,76,,,76
EMB,EM Bonds,2.1,10,bullish,1.04,1.84,0.27,-0.05,-1.8,-1.46,-0.39,0.05,2.0,,,76,,,76,,,76
EMEQ,EMEQ,5.7,10,bullish,4.77,11.27,7.63,22.6,28.02,1.13,1.74,0.7,2.0,,,17,,,17,,,17
EMGF,EMGF,3.9,10,bullish,3.29,6.45,4.05,8.32,9.06,0.07,1.03,0.75,2.0,,,52,,,52,,,52
EMXC,EMXC,4.2,10,bullish,5.05,9.06,6.6,10.69,13.78,0.51,1.18,1.22,2.0,,,51,,,51,,,51
EPHE,EPHE,3.4,10,bullish,0.04,1.82,0.0,0.37,-13.15,-1.79,0.28,0.13,0.78,,,67,,,67,,,67
