ticker,price,ret_1m,ret_3m,ret_6m,ret_1y,ret_5y,ret_10y,ratio_3m_1m,ratio_6m_3m,ratio_1y_6m,ratio_5y_1y,ratio_10y_5y,ratio_passes,sma30,sma50,sma100,sma200,sma_all,vs_spy_1y,vs_spy_5y,vs_spy_10y,vs_qqq_1y,vs_qqq_5y,vs_qqq_10y,vs_iau_1y,vs_iau_5y,vs_iau_10y,bad_spy_score,top_pole,top_pole_corr,momentum_signal,momentum_flag,vol_ratio,vol_flag,pullback_flag,strong_flag,score_returns,score_ratios,score_spy_days,history_depth,score_depth,score,rank
LINC,40.19,10.9,61.86,75.35,151.19,506.18,1445.77,5.68,1.22,2.01,3.35,2.86,4,True,True,True,True,True,139.72,443.9,1236.93,135.27,430.19,1027.84,103.92,347.84,1192.13,-0.1189,XLB,0.36,0.19,clean,1.535,confirmed,none,strong_buy,93.27505559389618,98.18840579710145,89.3719806763285,6,100.0,95.5,1
CLMT,35.04,29.97,77.96,86.88,160.52,563.64,160.91,2.6,1.11,1.85,3.51,0.29,3,True,True,True,True,True,149.05,501.35,-47.94,144.6,487.64,-257.02,113.25,405.29,-92.73,1.4415,,,1.29,clean,1.455,normal,none,strong_buy,93.47826086956522,86.67471819645732,98.38969404186795,6,100.0,95.1,2
CF,137.55,38.19,77.6,49.3,76.39,207.1,292.33,2.03,0.64,1.55,2.71,1.41,3,True,True,True,True,True,64.92,144.81,83.48,60.47,131.11,-125.61,29.12,48.75,38.68,1.773,XLE,0.5,2.98,overextended,2.277,confirmed,none,none,90.89410321294379,86.67471819645732,98.79227053140096,6,100.0,94.4,3
VLO,250.24,22.28,52.58,42.48,87.83,257.08,280.02,2.36,0.81,2.07,2.93,1.09,3,True,True,True,True,True,76.36,194.79,71.17,71.91,181.09,-137.92,40.56,98.73,26.37,0.5681,XLE,0.68,1.64,clean,1.562,confirmed,none,strong_buy,90.01610305958131,86.67471819645732,96.94041867954911,6,100.0,93.7,4
PBR,20.81,25.14,80.17,59.1,44.61,155.34,268.97,3.19,0.74,0.75,3.48,1.73,3,True,True,True,True,True,33.15,93.05,60.13,28.7,79.35,-148.96,-2.66,-3.01,15.33,0.0916,XLE,0.56,1.8,clean,1.537,confirmed,none,strong_buy,88.98857449582087,86.67471819645732,92.7536231884058,6,100.0,92.6,5
MPC,245.19,23.7,49.79,23.4,66.4,367.56,538.18,2.1,0.47,2.84,5.54,1.46,3,True,True,True,True,True,54.93,305.28,329.34,50.48,291.57,120.25,19.13,209.21,284.54,0.2054,XLE,0.69,1.82,clean,1.369,normal,none,strong_buy,88.14124683689901,86.67471819645732,93.63929146537842,6,100.0,92.5,6
LNG,293.61,24.55,55.09,23.14,29.46,314.18,718.08,2.24,0.42,1.27,10.66,2.29,3,True,True,True,True,True,18.0,251.89,509.24,13.55,238.19,300.15,-17.81,155.83,464.44,0.568,XLE,0.48,2.74,overextended,1.863,confirmed,none,none,85.59926386013342,86.67471819645732,96.85990338164251,6,100.0,92.4,7
CENX,53.24,3.27,32.52,90.23,178.04,248.23,621.48,9.95,2.77,1.97,1.39,2.5,4,True,True,True,True,True,166.57,185.95,412.63,162.12,172.24,203.54,130.77,89.89,367.83,-0.6977,IAU,0.39,-0.4,clean,1.081,normal,none,strong_buy,90.36116862203818,98.18840579710145,77.85829307568439,6,100.0,92.3,8
NYT,83.27,4.36,18.69,43.1,70.01,72.54,560.35,4.28,2.31,1.62,1.04,7.72,4,True,True,True,True,True,58.54,10.26,351.51,54.09,-3.45,142.42,22.74,-85.8,306.71,-0.3564,,,-0.03,clean,1.152,normal,none,strong_buy,83.65731155586228,98.18840579710145,84.46054750402577,6,100.0,91.6,9
PARXF,19.37,23.69,48.09,38.46,103.04,16.13,118.62,2.03,0.8,2.68,0.16,7.36,3,True,True,True,True,True,91.57,-46.16,-90.22,87.12,-59.86,-299.31,55.77,-142.22,-135.02,0.1003,XLE,0.46,1.61,clean,1.75,confirmed,none,strong_buy,84.05797101449275,86.67471819645732,92.8341384863124,6,100.0,91.1,10
WMT,123.49,-3.49,10.52,19.71,44.21,176.57,444.97,-3.02,1.87,2.24,3.99,2.52,4,False,False,True,True,False,32.75,114.29,236.13,28.3,100.58,27.04,-3.06,18.22,191.33,0.1692,XLP,0.63,-1.04,clean,0.839,normal,none,none,75.78598267004065,98.18840579710145,93.39774557165862,6,100.0,91.1,10
FTI,67.63,1.99,51.47,67.53,116.55,805.35,197.01,25.85,1.31,1.73,6.91,0.24,3,True,True,True,True,True,105.09,743.07,-11.83,100.64,729.36,-220.92,69.29,647.01,-56.63,-0.6044,XLE,0.51,-0.6,clean,1.212,normal,none,strong_buy,89.77072310405644,86.67471819645732,79.62962962962963,6,100.0,90.2,12
TIGO,73.13,0.33,33.5,51.63,140.72,90.59,36.36,101.74,1.54,2.73,0.64,0.4,3,True,True,True,True,True,129.25,28.3,-172.48,124.8,14.6,-381.57,93.45,-67.76,-217.28,-0.1947,XLRE,0.36,-1.04,clean,1.312,normal,none,strong_buy,84.02729852005214,86.67471819645732,87.43961352657004,6,100.0,90.0,13
ROST,208.79,1.53,15.26,37.8,61.74,78.94,257.33,9.97,2.48,1.63,1.28,3.26,4,True,True,True,True,True,50.27,16.65,48.49,45.82,2.95,-160.6,14.47,-79.41,3.69,-0.6089,XLY,0.48,-0.38,clean,1.195,normal,none,strong_buy,80.96771719960127,98.18840579710145,79.46859903381642,6,100.0,89.8,14
AXSM,160.32,-2.18,5.44,37.31,31.66,162.82,1742.76,-2.5,6.86,0.85,5.14,10.7,3,False,False,False,True,False,20.19,100.53,1533.92,15.74,86.83,1324.83,-15.61,4.47,1489.12,0.4887,,,-0.44,clean,0.947,normal,none,none,76.53937581473814,86.67471819645732,96.37681159420289,6,100.0,89.6,15
PBF,50.28,41.24,92.28,54.14,159.98,273.0,57.91,2.24,0.59,2.95,1.71,0.21,2,True,True,True,True,True,148.51,210.71,-150.93,144.06,197.01,-360.02,112.71,114.65,-195.73,1.4797,XLE,0.56,1.62,clean,1.426,normal,none,none,91.62640901771336,57.689210950080515,98.55072463768117,6,100.0,88.7,16
DUK,131.71,0.66,12.4,7.06,11.95,40.09,65.63,18.87,0.57,1.69,3.35,1.64,4,True,True,True,True,True,0.48,-22.2,-143.21,-3.97,-35.9,-352.3,-35.32,-118.26,-188.01,0.2948,XLU,0.63,-0.07,clean,1.246,normal,none,strong_buy,65.40909439460164,98.18840579710145,94.76650563607085,6,100.0,88.2,17
