ticker,price,ret_1d,ret_1w,ret_1m,ret_3m,ret_6m,ret_1y,ratio_1w_1d,ratio_1m_1w,ratio_3m_1m,ratio_6m_3m,ratio_1y_3m,ratio_passes,sma30,sma50,sma100,sma200,sma_all,vs_spy_1w,vs_spy_1m,vs_spy_1y,vs_qqq_1w,vs_qqq_1m,vs_qqq_1y,vs_iau_1w,vs_iau_1m,vs_iau_1y,bad_spy_score,top_pole,top_pole_corr,momentum_signal,momentum_flag,vol_ratio,vol_flag,pullback_flag,score_returns,score_ratios,score_spy_days,score,rank
SRZN,31.85,6.66,23.59,26.34,76.94,131.3,247.33,3.54,1.12,2.92,1.71,3.21,4,True,True,True,True,True,18.25,21.48,214.94,16.8,20.46,206.44,20.52,29.73,194.88,0.8268,XLI,0.4,2.04,overextended,1.642,confirmed,none,96.91843692630475,96.53815892997639,95.0432730133753,96.2,1
AXTI,67.3,1.29,48.04,37.74,202.61,1569.98,5461.98,37.12,0.79,5.37,7.75,26.96,4,True,True,True,True,True,42.7,32.88,5429.6,41.24,31.87,5421.1,44.97,41.13,5409.53,-0.0007,XLK,0.4,0.0,clean,1.308,normal,none,94.40073432992394,96.53815892997639,90.16522423288748,93.7,2
EFXT,22.66,1.93,10.54,8.27,48.2,110.2,252.96,5.45,0.78,5.83,2.29,5.25,4,True,True,True,True,True,5.19,3.41,220.58,3.74,2.39,212.07,7.46,11.66,200.51,-0.0234,XLI,0.41,1.02,clean,1.235,normal,none,84.99868869656437,96.53815892997639,89.8505114083399,90.5,3
ANRO,25.82,0.27,20.94,15.99,52.42,357.8,1159.51,77.02,0.76,3.28,6.83,22.12,4,True,True,True,True,True,15.59,11.14,1127.13,14.14,10.12,1118.63,17.86,19.38,1107.06,-0.3666,XLI,0.41,1.8,clean,1.45,normal,none,85.73957513768687,96.53815892997639,85.20849724626278,89.2,4
AEIS,385.73,1.79,13.68,27.72,69.48,127.41,344.85,7.63,2.03,2.51,1.83,4.96,4,True,True,True,True,True,8.33,22.86,312.47,6.88,21.84,303.97,10.6,31.11,292.4,-0.6835,XLI,0.68,0.02,clean,0.654,thin,none,92.52557041699448,96.53815892997639,75.05900865460268,88.0,5
TERN,52.68,0.13,0.11,13.24,54.44,546.38,2361.68,0.86,116.13,4.11,10.04,43.38,4,True,True,True,True,True,-5.23,8.38,2329.3,-6.68,7.37,2320.8,-2.96,16.63,2309.23,0.4915,,,-0.29,clean,1.526,confirmed,none,71.27589824285339,96.53815892997639,93.78442171518489,87.2,6
LITE,852.79,-2.11,4.54,36.99,150.92,470.01,1465.61,-2.15,8.15,4.08,3.11,9.71,4,True,True,True,True,True,-0.81,32.14,1433.23,-2.26,31.12,1424.73,1.47,40.38,1413.16,0.0084,XLI,0.43,-0.87,clean,1.077,normal,buy_today,74.77052189876737,96.53815892997639,90.32258064516128,87.2,6
MTZ,365.89,0.09,8.19,26.17,63.56,87.06,218.0,88.06,3.19,2.43,1.37,3.43,5,True,True,True,True,True,2.84,21.31,185.62,1.39,20.29,177.11,5.12,29.56,165.55,-0.5422,XLI,0.68,0.05,clean,0.738,thin,none,80.71072646210332,99.96066089693156,78.83556254917387,86.5,8
ESE,318.24,0.42,9.24,20.63,49.03,53.73,116.49,22.01,2.23,2.38,1.1,2.38,4,True,True,True,True,True,3.89,15.77,84.11,2.44,14.75,75.6,6.16,24.02,64.04,-0.4562,XLI,0.76,0.16,clean,1.189,normal,none,78.94702334120116,96.53815892997639,82.53343823760818,86.0,9
EDRY,21.15,6.07,5.8,13.04,61.82,69.2,133.7,0.96,2.25,4.74,1.12,2.16,3,True,True,True,True,True,0.46,8.18,101.32,-0.99,7.17,92.82,2.73,16.43,81.25,3.042,,,0.43,clean,1.236,normal,none,84.53973249409914,73.48544453186467,98.97718332022029,85.7,10
