ticker,price,sma29,extension_pct,extension_label,extension_score,extension_pf,extension_fwd,sma10,ext10_pct,exit_alert,exit_pf,exit_fwd,slope_rsq,slope_ann,momentum_score,momentum_rank,momentum_flag,potential_score,health_verdict,dd_pct,stage,stage_name,ret_1w,ret_1m,ret_3m,top_pole,asset_class,asset_class_label,pole_id,is_noise_pole,gold_filtered,path_quality,combined_score
PYPL,45.52,44.29,2.78,OPTIMAL,95,1.48,0.9,44.97,1.22,,,,0.184,-41.4,58.0,361.0,clean,96.7,BREAKDOWN,-24.8,0,Deep Decline,0.22,9.29,-23.42,XLC,equity,Equity,27.0,False,False,"{'grade': 'ROUGH', 'median_mae': -7.07, 'median_ttg': 1.0, 'prob_good': 24.6, 'prob_bad': 61.7}",82.6
INTU,457.07,422.83,8.1,OPTIMAL,90,1.5,1.11,449.57,1.67,,,,0.554,254.4,72.4,89.0,clean,84.2,WARNING,-32.7,0,Deep Decline,1.05,20.11,-31.67,XLF,equity,Equity,27.0,False,False,"{'grade': 'ROUGH', 'median_mae': -5.64, 'median_ttg': 1.0, 'prob_good': 22.2, 'prob_bad': 53.7}",82.1
AXON,507.08,497.95,1.83,OPTIMAL,95,1.48,0.9,505.33,0.35,,,,0.002,-15.6,64.0,202.0,clean,84.0,WARNING,-22.0,0,Deep Decline,3.56,16.86,-9.98,XLK,equity,Equity,11.0,False,False,"{'grade': 'ROUGH', 'median_mae': -5.13, 'median_ttg': 2.0, 'prob_good': 27.5, 'prob_bad': 53.2}",80.8
AJG,217.81,215.42,1.11,OPTIMAL,95,1.48,0.9,210.65,3.4,,,,0.273,-76.5,61.5,265.0,clean,85.9,WARNING,-18.4,0,Deep Decline,2.81,0.6,-13.79,XLF,index,Index,10.0,False,False,"{'grade': 'OK', 'median_mae': -4.21, 'median_ttg': 2.0, 'prob_good': 32.9, 'prob_bad': 46.8}",80.6
APP,458.76,441.35,3.94,OPTIMAL,95,1.48,0.9,454.29,0.98,,,,0.143,114.6,53.5,499.0,clean,95.2,WARNING,-37.8,0,Deep Decline,1.2,9.57,-33.93,XLK,equity,Equity,27.0,False,False,"{'grade': 'ROUGH', 'median_mae': -7.07, 'median_ttg': 1.0, 'prob_good': 24.6, 'prob_bad': 61.7}",80.5
ADSK,247.47,242.44,2.07,OPTIMAL,95,1.48,0.9,250.1,-1.05,,,,0.285,113.4,60.8,279.0,clean,83.9,WARNING,-18.5,0,Deep Decline,-0.92,9.03,-17.3,QQQ,equity,Equity,27.0,False,False,"{'grade': 'ROUGH', 'median_mae': -7.07, 'median_ttg': 1.0, 'prob_good': 24.6, 'prob_bad': 61.7}",79.7
AMD,202.68,202.05,0.31,OPTIMAL,95,1.48,0.9,200.08,1.3,,,,0.039,-22.1,63.3,217.0,clean,80.6,WARNING,-24.1,1,Basing,3.1,1.26,0.81,XLK,equity,Equity,16.0,False,False,"{'grade': 'ROUGH', 'median_mae': -7.07, 'median_ttg': 1.0, 'prob_good': 24.6, 'prob_bad': 61.7}",79.6
SKYY,113.86,112.03,1.63,OPTIMAL,95,1.48,0.9,112.73,1.0,,,,0.553,57.9,51.4,559.0,clean,94.4,WARNING,-14.9,0,Deep Decline,1.15,2.18,-12.29,XLK,equity,Equity,27.0,False,False,"{'grade': 'ROUGH', 'median_mae': -7.07, 'median_ttg': 1.0, 'prob_good': 24.6, 'prob_bad': 61.7}",79.6
BKNG,4397.07,4251.54,3.42,OPTIMAL,95,1.48,0.9,4328.53,1.58,,,,0.315,88.7,60.0,304.0,clean,83.5,WARNING,-20.3,0,Deep Decline,2.42,7.86,-17.74,XLY,index,Index,1.0,False,False,"{'grade': 'OK', 'median_mae': -4.21, 'median_ttg': 2.0, 'prob_good': 32.9, 'prob_bad': 46.8}",79.3
NDAQ,86.4,84.52,2.23,OPTIMAL,95,1.48,0.9,85.84,0.66,,,,0.068,29.6,62.0,250.0,clean,80.9,WARNING,-15.1,1,Basing,0.64,5.53,-8.77,XLF,equity,Equity,19.0,False,False,"{'grade': 'ROUGH', 'median_mae': -5.24, 'median_ttg': 2.0, 'prob_good': 27.9, 'prob_bad': 53.4}",79.2
