ticker,name,sr_score,sr_total,hist_agree,ret_3d,ret_5d,ret_10d,ret_1m,ret_3m,mom_3m,mom_1m,mom_10d,mom_5d,pred_3d_avg,pred_3d_winrate,pred_3d_n,pred_5d_avg,pred_5d_winrate,pred_5d_n,pred_10d_avg,pred_10d_winrate,pred_10d_n
AAXJ,Asia ex-Jpn,3.6,10,bullish,1.84,-0.43,-4.55,-8.26,3.37,-0.84,-2.0,-1.5,-0.34,,,73.0,,,73.0,,,73.0
ACWI,ACWI,3.6,10,bullish,1.51,0.29,-2.42,-5.53,-2.79,-1.33,-1.79,-1.09,-0.01,,,77.0,,,77.0,,,77.0
ACWX,ACWX,3.5,10,bullish,2.45,1.4,-2.11,-6.47,1.73,-1.34,-1.96,-0.91,0.43,,,77.0,,,77.0,,,77.0
AFK,Africa,3.4,10,bullish,3.74,2.46,-3.01,-13.55,-1.79,-2.0,-2.0,-0.99,0.49,,,73.0,,,73.0,,,73.0
AGF,AGF,0.0,10,bearish,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06,-0.06,,,58.0,,,58.0,,,58.0
AGG,Agg Bond,0.1,10,bullish,0.75,0.53,-0.52,-1.39,-0.87,-1.25,-1.71,-0.71,0.88,,,91.0,,,91.0,,,91.0
AIA,AIA,3.5,10,bullish,2.04,-1.68,-5.56,-8.68,8.87,-0.29,-1.73,-1.43,-0.66,,,77.0,,,77.0,,,77.0
AIQ,AIQ,3.6,10,bullish,0.62,-1.91,-5.81,-6.71,-9.3,-1.47,-1.33,-1.47,-0.69,,,44.0,,,44.0,,,44.0
AIRR,AIRR,3.7,10,bullish,1.72,-1.22,-0.45,-7.18,10.27,-0.08,-1.88,-0.54,-0.68,,,53.0,,,53.0,,,53.0
ALAI,ALAI,4.0,10,bullish,2.01,-1.17,-4.04,-3.02,-9.9,-1.09,-0.77,-1.08,-0.49,,,4.0,,,4.0,,,4.0
AMG,AMG,3.4,10,bullish,0.06,0.34,-0.85,-11.64,-5.33,-1.5,-2.0,-0.55,-0.16,,,98.0,,,98.0,,,98.0
AMLP,AMLP,3.7,10,bullish,-2.17,-1.66,-0.04,-0.08,12.05,1.97,-0.1,-0.06,-0.76,,,60.0,,,60.0,,,60.0
APIE,APIE,0.1,10,bearish,2.03,0.97,-2.46,-6.82,-0.98,-1.45,-1.76,-0.89,0.27,,,13.0,,,13.0,,,13.0
APO,APO,7.0,10,bullish,1.49,0.33,2.51,4.86,-24.21,-1.44,0.66,0.46,0.13,,,60.0,,,60.0,,,60.0
ARES,ARES,5.1,10,bullish,1.12,2.91,3.27,-3.73,-35.49,-1.64,-0.14,0.51,0.59,,,53.0,,,53.0,,,53.0
ARGT,ARGT,3.9,10,bullish,6.28,6.51,6.71,4.04,1.08,-0.13,0.29,0.78,1.04,,,60.0,,,60.0,,,60.0
ARKF,ARKF,3.0,10,bullish,0.94,-1.13,-8.13,-4.47,-21.65,-1.04,-0.52,-1.18,-0.26,,,42.0,,,42.0,,,42.0
ARKG,ARKG,3.0,10,bullish,-0.26,-0.75,-2.79,-11.6,-9.51,-0.95,-1.36,-0.48,-0.21,,,53.0,,,53.0,,,53.0
ARKK,ARKK,3.2,10,bullish,0.31,-2.03,-7.47,-8.92,-14.01,-0.94,-1.08,-1.18,-0.49,,,53.0,,,53.0,,,53.0
ARKQ,ARKQ,3.3,10,bullish,-1.13,-3.32,-7.63,-9.16,-3.06,-0.99,-1.46,-1.52,-0.92,,,53.0,,,53.0,,,53.0
ARKW,ARKW,3.0,10,bullish,0.45,-1.7,-7.94,-5.16,-19.72,-1.02,-0.66,-1.22,-0.42,,,53.0,,,53.0,,,53.0
ARKX,ARKX,3.0,10,bullish,-1.56,-2.76,-8.22,-9.05,0.36,-0.85,-1.38,-1.57,-0.8,,,32.0,,,32.0,,,32.0
ARTY,ARTY,3.6,10,bullish,-0.32,-4.0,-7.44,-8.02,-4.28,-0.89,-1.42,-1.65,-1.16,,,44.0,,,44.0,,,44.0
ASEA,ASEA,3.8,10,bullish,1.17,1.92,-1.2,-2.15,3.5,-0.4,-0.96,-0.68,0.65,,,60.0,,,60.0,,,60.0
ASHR,ASHR,2.5,10,bullish,2.24,1.86,-2.73,-4.33,-0.44,-0.93,-1.46,-1.13,0.62,,,53.0,,,53.0,,,53.0
AVDE,AVDE,4.1,10,bullish,2.55,2.06,-0.91,-6.48,2.75,-1.21,-1.96,-0.56,0.67,,,42.0,,,42.0,,,42.0
AVDV,AVDV,4.1,10,bullish,2.65,2.41,-0.58,-8.42,5.86,-0.97,-2.0,-0.53,0.65,,,42.0,,,42.0,,,42.0
AVEM,AVEM,3.6,10,bullish,2.33,0.36,-3.13,-7.78,4.62,-0.7,-2.0,-1.19,-0.07,,,42.0,,,42.0,,,42.0
AVES,AVES,3.3,10,bullish,1.77,0.76,-2.79,-8.29,2.91,-0.84,-2.0,-1.11,0.12,,,38.0,,,38.0,,,38.0
AVIV,AVIV,4.0,10,bullish,2.31,1.96,-0.62,-6.03,4.58,-0.99,-1.93,-0.5,0.6,,,38.0,,,38.0,,,38.0
AVNM,AVNM,3.2,10,bullish,2.15,1.32,-1.56,-7.13,3.63,-1.08,-2.0,-0.79,0.35,,,13.0,,,13.0,,,13.0
BAI,BAI,3.9,10,bullish,-0.36,-5.24,-4.02,-6.8,-2.52,-0.6,-1.24,-1.01,-1.39,,,4.0,,,4.0,,,4.0
BAM,BAM,3.8,10,bullish,1.88,3.76,-0.04,-5.64,-16.58,-1.23,-0.58,0.05,0.94,,,13.0,,,13.0,,,13.0
BATT,BATT,4.8,10,bullish,2.64,0.45,-2.77,-10.03,3.08,-0.83,-1.87,-0.85,-0.15,,,44.0,,,44.0,,,44.0
BBCA,BBCA,4.4,10,bullish,2.12,1.47,-2.08,-5.92,0.38,-1.6,-2.0,-1.21,0.48,,,44.0,,,44.0,,,44.0
BBEU,BBEU,4.2,10,bullish,2.83,2.4,-1.64,-6.57,-1.21,-1.74,-1.79,-0.68,0.9,,,44.0,,,44.0,,,44.0
