ticker,price,sma29,extension_pct,extension_label,extension_score,extension_pf,extension_fwd,sma10,ext10_pct,exit_alert,exit_pf,exit_fwd,slope_rsq,slope_ann,momentum_score,momentum_rank,momentum_flag,potential_score,health_verdict,dd_pct,stage,stage_name,ret_1w,ret_1m,ret_3m,top_pole,asset_class,asset_class_label,pole_id,is_noise_pole,gold_filtered,path_quality,combined_score
UNF,264.77,258.57,2.4,OPTIMAL,95,1.48,0.9,259.63,1.98,,,,0.184,31.7,82.4,33.0,clean,44.5,CAUTION,-6.7,3,Parabolic,2.56,1.91,11.29,,index,Index,3.0,False,False,"{'grade': 'OK', 'median_mae': -2.65, 'median_ttg': 2.0, 'prob_good': 40.1, 'prob_bad': 36.0}",75.4
OVV,58.87,58.09,1.34,OPTIMAL,95,1.48,0.9,59.04,-0.29,,,,0.031,23.6,86.0,16.0,clean,40.0,CAUTION,-7.2,3,Parabolic,0.98,5.52,16.39,XLE,equity,Equity,,False,False,"{'grade': 'OK', 'median_mae': -2.86, 'median_ttg': 2.0, 'prob_good': 39.6, 'prob_bad': 38.5}",75.3
ANAB,60.41,59.47,1.58,OPTIMAL,95,1.48,0.9,62.99,-4.09,,,,0.003,-16.9,85.2,19.0,clean,40.0,CAUTION,-16.5,3,Parabolic,-2.86,12.81,67.2,QQQ,equity,Equity,7.0,True,False,"{'grade': 'OK', 'median_mae': -3.23, 'median_ttg': 1.0, 'prob_good': 37.2, 'prob_bad': 40.0}",75.1
BNO,55.56,53.89,3.09,OPTIMAL,95,1.48,0.9,56.24,-1.21,,,,0.078,46.0,83.9,24.0,clean,40.0,CAUTION,-8.6,3,Parabolic,-1.16,9.95,63.99,XLE,commodity,Commodity,9.0,False,False,"{'grade': 'ROUGH', 'median_mae': -4.2, 'median_ttg': 2.0, 'prob_good': 28.6, 'prob_bad': 48.7}",74.6
CLMT,32.87,32.48,1.21,OPTIMAL,95,1.48,0.9,32.0,2.71,,,,0.0,0.4,83.0,28.0,clean,40.0,CAUTION,-11.0,3,Parabolic,4.92,1.2,16.81,,bond,Bond,20.0,False,False,"{'grade': 'OK', 'median_mae': -2.92, 'median_ttg': 2.0, 'prob_good': 38.1, 'prob_bad': 37.4}",74.3
CALY,15.88,15.13,4.93,OPTIMAL,95,1.48,0.9,15.64,1.5,,,,0.04,34.0,76.4,78.0,clean,47.2,CAUTION,-11.8,2,Sustained Uptrend,4.34,4.27,8.77,HYG,equity,Equity,,False,False,"{'grade': 'OK', 'median_mae': -2.86, 'median_ttg': 2.0, 'prob_good': 39.6, 'prob_bad': 38.5}",74.2
FANG,200.97,196.15,2.46,OPTIMAL,95,1.48,0.9,200.23,0.37,,,,0.054,30.0,82.6,31.0,clean,40.0,CAUTION,-6.3,3,Parabolic,0.35,3.66,14.18,XLE,commodity,Commodity,9.0,False,False,"{'grade': 'ROUGH', 'median_mae': -4.2, 'median_ttg': 2.0, 'prob_good': 28.6, 'prob_bad': 48.7}",74.2
NET,212.65,207.25,2.61,OPTIMAL,95,1.48,0.9,199.77,6.45,,,,0.046,-73.1,72.0,125.0,clean,51.4,WARNING,-17.9,2,Sustained Uptrend,6.43,2.45,20.05,,equity,Equity,27.0,False,False,"{'grade': 'OK', 'median_mae': -5.17, 'median_ttg': 1.0, 'prob_good': 32.4, 'prob_bad': 53.1}",73.9
REX,48.53,47.48,2.21,OPTIMAL,95,1.48,0.9,49.33,-1.63,,,,0.243,52.5,80.1,49.0,clean,40.0,CAUTION,-9.1,3,Parabolic,-1.46,6.89,41.98,XLE,commodity,Commodity,9.0,False,False,"{'grade': 'ROUGH', 'median_mae': -4.2, 'median_ttg': 2.0, 'prob_good': 28.6, 'prob_bad': 48.7}",73.3
INSW,85.11,82.29,3.42,OPTIMAL,95,1.48,0.9,86.55,-1.66,,,,0.308,97.3,79.7,54.0,clean,40.0,CAUTION,-8.2,3,Parabolic,-0.47,11.59,26.14,LQD,commodity,Commodity,45.0,False,False,"{'grade': 'ROUGH', 'median_mae': -4.2, 'median_ttg': 2.0, 'prob_good': 28.6, 'prob_bad': 48.7}",73.1
AXGN,41.31,40.1,3.02,OPTIMAL,95,1.48,0.9,41.46,-0.37,,,,0.084,46.6,83.0,28.0,clean,35.6,CAUTION,-9.9,3,Parabolic,0.88,11.65,17.03,XLV,equity,Equity,7.0,True,False,"{'grade': 'OK', 'median_mae': -3.23, 'median_ttg': 1.0, 'prob_good': 37.2, 'prob_bad': 40.0}",73.0
SDRL,51.63,49.25,4.83,OPTIMAL,95,1.48,0.9,51.68,-0.1,,,,0.587,128.8,79.1,59.0,stalling,40.0,CAUTION,-6.9,3,Parabolic,0.51,9.55,16.78,XLE,commodity,Commodity,9.0,False,False,"{'grade': 'ROUGH', 'median_mae': -4.2, 'median_ttg': 2.0, 'prob_good': 28.6, 'prob_bad': 48.7}",72.9
PSX,174.05,168.36,3.38,OPTIMAL,95,1.48,0.9,174.99,-0.54,,,,0.431,101.2,78.3,62.0,clean,40.0,CAUTION,-8.7,2,Sustained Uptrend,1.48,8.34,11.75,XLE,commodity,Commodity,9.0,False,False,"{'grade': 'ROUGH', 'median_mae': -4.2, 'median_ttg': 2.0, 'prob_good': 28.6, 'prob_bad': 48.7}",72.7
NBR,104.56,95.53,9.45,OPTIMAL,90,1.5,1.11,103.98,0.55,,,,0.571,187.8,82.3,36.0,clean,40.0,CAUTION,-7.4,3,Parabolic,0.86,20.86,33.73,XLE,equity,Equity,,False,False,"{'grade': 'OK', 'median_mae': -3.78, 'median_ttg': 2.0, 'prob_good': 34.1, 'prob_bad': 44.2}",72.3
EZPW,33.44,32.1,4.16,OPTIMAL,95,1.48,0.9,33.26,0.56,,,,0.305,49.3,79.9,52.0,clean,35.5,CAUTION,-9.9,3,Parabolic,2.01,10.04,31.81,XLI,equity,Equity,2.0,False,False,"{'grade': 'OK', 'median_mae': -2.65, 'median_ttg': 2.0, 'prob_good': 40.1, 'prob_bad': 36.0}",71.9
STNG,80.61,80.15,0.58,OPTIMAL,95,1.48,0.9,82.47,-2.25,,,,0.1,34.8,75.7,84.0,clean,40.0,CAUTION,-7.8,3,Parabolic,-2.55,6.11,12.49,,index,Index,13.0,False,False,"{'grade': 'SMOOTH', 'median_mae': -2.43, 'median_ttg': 1.0, 'prob_good': 44.0, 'prob_bad': 33.8}",71.7
THR,65.04,60.54,7.43,OPTIMAL,90,1.5,1.11,65.42,-0.58,,,,0.506,219.3,80.6,46.0,clean,40.0,CAUTION,-8.7,3,Parabolic,-5.2,21.8,27.48,VXUS,index,Index,3.0,False,False,"{'grade': 'OK', 'median_mae': -3.2, 'median_ttg': 2.0, 'prob_good': 37.0, 'prob_bad': 37.9}",71.7
DNTH,89.63,88.53,1.25,OPTIMAL,95,1.48,0.9,86.48,3.64,,,,0.009,-9.2,74.6,93.0,clean,40.0,CAUTION,-7.1,3,Parabolic,5.03,-1.82,80.85,HYG,equity,Equity,7.0,True,False,"{'grade': 'OK', 'median_mae': -3.23, 'median_ttg': 1.0, 'prob_good': 37.2, 'prob_bad': 40.0}",71.4
USO,142.54,137.15,3.93,OPTIMAL,95,1.48,0.9,143.89,-0.94,,,,0.2,79.0,74.8,89.0,clean,40.0,CAUTION,-7.5,3,Parabolic,-0.32,10.15,76.3,XLE,commodity,Commodity,9.0,False,False,"{'grade': 'ROUGH', 'median_mae': -4.2, 'median_ttg': 2.0, 'prob_good': 28.6, 'prob_bad': 48.7}",71.4
CECO,80.68,74.28,8.61,OPTIMAL,90,1.5,1.11,81.35,-0.83,,,,0.499,259.4,79.5,55.0,clean,40.0,CAUTION,-10.6,2,Sustained Uptrend,-6.27,26.4,2.41,VGK,equity,Equity,,False,False,"{'grade': 'OK', 'median_mae': -3.78, 'median_ttg': 2.0, 'prob_good': 34.1, 'prob_bad': 44.2}",71.3
RSI,27.4,25.82,6.11,OPTIMAL,90,1.5,1.11,27.51,-0.38,,,,0.304,144.9,78.1,64.0,clean,40.0,CAUTION,-6.3,3,Parabolic,0.85,18.56,47.95,,equity,Equity,,False,False,"{'grade': 'OK', 'median_mae': -3.78, 'median_ttg': 2.0, 'prob_good': 34.1, 'prob_bad': 44.2}",70.8
SATS,128.44,127.77,0.52,OPTIMAL,95,1.48,0.9,133.44,-3.75,,,,0.725,192.1,72.8,113.0,clean,40.0,CAUTION,-12.8,2,Sustained Uptrend,-4.94,4.97,16.38,XLC,equity,Equity,,False,False,"{'grade': 'OK', 'median_mae': -2.86, 'median_ttg': 2.0, 'prob_good': 39.6, 'prob_bad': 38.5}",70.7
REPX,37.52,35.89,4.56,OPTIMAL,95,1.48,0.9,36.9,1.69,,,,0.259,99.4,72.5,117.0,clean,40.0,CAUTION,-9.7,3,Parabolic,3.13,3.76,32.58,XLE,equity,Equity,,False,False,"{'grade': 'OK', 'median_mae': -2.86, 'median_ttg': 2.0, 'prob_good': 39.6, 'prob_bad': 38.5}",70.6
SEI,73.43,71.54,2.64,OPTIMAL,95,1.48,0.9,74.73,-1.74,,,,0.131,50.4,83.6,26.0,clean,26.9,CAUTION,-9.6,3,Parabolic,-6.18,10.97,49.13,QQQ,commodity,Commodity,9.0,False,False,"{'grade': 'ROUGH', 'median_mae': -4.2, 'median_ttg': 2.0, 'prob_good': 28.6, 'prob_bad': 48.7}",70.6
SU,67.73,65.63,3.2,OPTIMAL,95,1.48,0.9,67.18,0.82,,,,0.217,57.6,86.4,15.0,clean,23.5,CAUTION,-3.6,3,Parabolic,1.41,6.78,21.51,XLE,equity,Equity,,False,False,"{'grade': 'OK', 'median_mae': -2.86, 'median_ttg': 2.0, 'prob_good': 39.6, 'prob_bad': 38.5}",70.5
RAPP,36.7,36.43,0.73,OPTIMAL,95,1.48,0.9,36.88,-0.48,,,,0.108,68.9,71.5,129.0,clean,40.0,CAUTION,-10.3,3,Parabolic,-3.29,-0.22,23.32,XLK,equity,Equity,,False,False,"{'grade': 'OK', 'median_mae': -2.86, 'median_ttg': 2.0, 'prob_good': 39.6, 'prob_bad': 38.5}",70.3
