ticker,price,sma29,extension_pct,extension_label,extension_score,extension_pf,extension_fwd,sma10,ext10_pct,exit_alert,exit_pf,exit_fwd,slope_rsq,slope_ann,momentum_score,momentum_rank,momentum_flag,potential_score,health_verdict,dd_pct,stage,stage_name,ret_1w,ret_1m,ret_3m,top_pole,asset_class,asset_class_label,pole_id,is_noise_pole,gold_filtered,path_quality,combined_score
AJG,218.65,216.26,1.1,OPTIMAL,95,1.48,0.9,214.64,1.87,,,,0.02,-16.7,74.6,85.0,clean,88.0,WARNING,-18.1,0,Deep Decline,3.99,-3.07,-15.51,XLF,index,Index,10.0,False,False,"{'grade': 'OK', 'median_mae': -4.21, 'median_ttg': 2.0, 'prob_good': 32.9, 'prob_bad': 46.8}",85.7
BBY,64.5,62.88,2.58,OPTIMAL,95,1.48,0.9,63.01,2.36,,,,0.003,-4.8,73.1,100.0,clean,83.3,WARNING,-12.2,0,Deep Decline,2.04,-4.29,-3.63,XLF,equity,Equity,2.0,False,False,"{'grade': 'OK', 'median_mae': -4.25, 'median_ttg': 2.0, 'prob_good': 34.1, 'prob_bad': 46.1}",83.8
RYN,20.98,20.68,1.49,OPTIMAL,95,1.48,0.9,20.35,3.13,,,,0.021,-14.8,68.8,157.0,clean,85.3,WARNING,-15.4,1,Basing,4.14,-6.11,-3.07,XLRE,index,Index,10.0,False,False,"{'grade': 'OK', 'median_mae': -4.21, 'median_ttg': 2.0, 'prob_good': 32.9, 'prob_bad': 46.8}",82.9
FITB,46.91,46.4,1.11,OPTIMAL,95,1.48,0.9,45.33,3.49,,,,0.0,-2.2,71.4,127.0,clean,76.8,WARNING,-15.4,1,Basing,3.31,-5.3,0.22,XLF,equity,Equity,19.0,False,False,"{'grade': 'ROUGH', 'median_mae': -5.24, 'median_ttg': 2.0, 'prob_good': 27.9, 'prob_bad': 53.4}",81.3
ALLY,39.78,38.83,2.45,OPTIMAL,95,1.48,0.9,39.0,1.99,,,,0.214,59.2,63.6,245.0,clean,85.1,WARNING,-15.8,0,Deep Decline,1.64,-1.56,-12.17,XLF,equity,Equity,19.0,False,False,"{'grade': 'ROUGH', 'median_mae': -5.24, 'median_ttg': 2.0, 'prob_good': 27.9, 'prob_bad': 53.4}",81.0
EQR,60.34,60.26,0.14,OPTIMAL,95,1.48,0.9,58.52,3.12,,,,0.363,-57.0,61.0,307.0,clean,88.1,WARNING,-8.9,1,Basing,1.4,-3.88,-4.28,XLRE,sector,Sector,14.0,False,False,"{'grade': 'OK', 'median_mae': -3.14, 'median_ttg': 1.0, 'prob_good': 36.4, 'prob_bad': 36.4}",81.0
OBYCF,25.41,25.29,0.49,OPTIMAL,95,1.48,0.9,24.3,4.59,,,,0.188,-69.4,84.8,23.0,clean,58.9,CAUTION,-14.1,3,Parabolic,4.78,1.64,17.64,XLI,index,Index,15.0,False,False,"{'grade': 'OK', 'median_mae': -4.21, 'median_ttg': 2.0, 'prob_good': 32.9, 'prob_bad': 46.8}",80.6
SKYY,111.42,110.98,0.39,OPTIMAL,95,1.48,0.9,109.96,1.33,,,,0.417,-56.8,51.3,576.0,overextended,97.0,BREAKDOWN,-15.6,0,Deep Decline,1.36,-0.15,-14.35,XLK,equity,Equity,27.0,False,False,"{'grade': 'ROUGH', 'median_mae': -7.07, 'median_ttg': 1.0, 'prob_good': 24.6, 'prob_bad': 61.7}",80.3
PANW,161.5,158.82,1.69,OPTIMAL,95,1.48,0.9,157.77,2.37,,,,0.351,-90.2,58.2,374.0,clean,88.1,WARNING,-17.7,0,Deep Decline,3.29,1.86,-12.32,,equity,Equity,27.0,False,False,"{'grade': 'ROUGH', 'median_mae': -7.07, 'median_ttg': 1.0, 'prob_good': 24.6, 'prob_bad': 61.7}",80.0
SF,74.28,72.99,1.76,OPTIMAL,95,1.48,0.9,72.48,2.49,,,,0.01,8.6,61.2,300.0,clean,83.4,WARNING,-17.3,0,Deep Decline,2.82,-1.22,-11.02,XLF,equity,Equity,19.0,False,False,"{'grade': 'ROUGH', 'median_mae': -5.24, 'median_ttg': 2.0, 'prob_good': 27.9, 'prob_bad': 53.4}",79.7
ZM,81.36,77.83,4.54,OPTIMAL,95,1.48,0.9,78.68,3.41,,,,0.487,69.9,56.5,418.0,clean,88.6,WARNING,-16.6,0,Deep Decline,2.57,4.28,-5.71,QQQ,equity,Equity,27.0,False,False,"{'grade': 'ROUGH', 'median_mae': -7.07, 'median_ttg': 1.0, 'prob_good': 24.6, 'prob_bad': 61.7}",79.6
CLOU,19.81,19.42,2.02,OPTIMAL,95,1.48,0.9,19.48,1.71,,,,0.182,-29.2,57.1,402.0,clean,87.6,WARNING,-14.0,0,Deep Decline,1.69,1.8,-12.42,XLK,equity,Equity,27.0,False,False,"{'grade': 'ROUGH', 'median_mae': -7.07, 'median_ttg': 1.0, 'prob_good': 24.6, 'prob_bad': 61.7}",79.5
SPGI,428.96,428.04,0.22,OPTIMAL,95,1.48,0.9,418.87,2.41,,,,0.448,-78.7,60.2,321.0,clean,83.4,WARNING,-22.3,0,Deep Decline,4.0,-3.71,-17.92,XLF,bond,Bond,4.0,False,False,"{'grade': 'SMOOTH', 'median_mae': -1.18, 'median_ttg': 2.0, 'prob_good': 50.9, 'prob_bad': 37.7}",79.3
