ticker,price,ret_1m,ret_3m,ret_6m,ret_1y,ret_5y,ret_10y,ratio_3m_1m,ratio_6m_3m,ratio_1y_6m,ratio_5y_1y,ratio_10y_5y,ratio_passes,sma30,sma50,sma100,sma200,sma_all,vs_spy_1y,vs_spy_5y,vs_spy_10y,vs_qqq_1y,vs_qqq_5y,vs_qqq_10y,vs_iau_1y,vs_iau_5y,vs_iau_10y,bad_spy_score,top_pole,top_pole_corr,momentum_signal,momentum_flag,vol_ratio,vol_flag,pullback_flag,strong_flag,score_returns,score_ratios,score_spy_days,history_depth,score_depth,score,rank
LINC,40.86,10.85,65.43,86.58,153.79,534.47,1547.58,6.03,1.32,1.78,3.48,2.9,4,True,True,True,True,True,116.93,467.27,1319.21,106.92,449.89,1093.87,94.74,362.25,1268.41,-0.0231,XLB,0.33,0.14,clean,1.392,normal,none,strong_buy,90.49124788255223,93.63636363636364,90.27667984189723,6,100.0,93.9,1
FTI,73.79,14.62,49.25,94.59,218.33,840.0,230.9,3.37,1.92,2.31,3.85,0.27,4,True,True,True,True,True,181.48,772.79,2.53,171.46,755.41,-222.81,159.29,667.78,-48.27,-0.3946,XLE,0.45,0.7,clean,1.114,normal,none,strong_buy,91.08225108225109,93.63636363636364,82.21343873517787,6,100.0,92.5,2
CENX,66.96,15.31,54.86,111.9,388.76,314.36,835.2,3.58,2.04,3.47,0.81,2.66,4,True,True,True,True,True,351.9,247.15,606.83,341.89,229.77,381.49,329.71,142.14,556.03,-0.7139,IAU,0.41,0.29,clean,1.062,normal,none,strong_buy,93.23546019198191,93.63636363636364,75.49407114624506,6,100.0,91.8,3
EZPW,28.69,9.59,33.69,51.4,88.13,443.37,862.75,3.51,1.53,1.71,5.03,1.95,5,True,True,True,True,True,51.28,376.16,634.38,41.26,358.79,409.05,29.08,271.15,583.58,-0.5031,XLI,0.48,0.41,clean,0.855,normal,none,strong_buy,84.60380199510635,99.64426877470356,80.0,6,100.0,91.3,4
FORM,123.8,34.83,91.88,224.17,434.08,142.18,1602.89,2.64,2.44,1.94,0.33,11.27,4,True,True,True,True,True,397.23,74.97,1374.52,387.21,57.59,1149.18,375.03,-30.04,1323.72,-0.8929,XLI,0.49,1.34,clean,1.072,normal,none,strong_buy,94.97459062676454,93.63636363636364,69.24901185770752,6,100.0,91.1,5
REX,44.21,11.47,35.2,42.43,152.63,213.32,378.98,3.07,1.21,3.6,1.4,1.78,3,True,True,True,True,True,115.77,146.12,150.61,105.76,128.74,-74.72,93.58,41.11,99.81,0.353,XLE,0.4,0.53,clean,1.387,normal,none,strong_buy,85.78580839450404,72.64822134387352,95.098814229249,6,100.0,89.3,6
MEOH,59.87,11.95,32.43,52.54,131.43,56.97,86.51,2.71,1.62,2.5,0.43,1.52,4,True,True,True,True,True,94.57,-10.23,-141.86,84.56,-27.61,-367.2,72.38,-115.24,-192.66,-0.4799,XLE,0.4,0.61,clean,2.683,confirmed,none,strong_buy,81.66196122717862,93.63636363636364,80.55335968379447,6,100.0,89.3,6
RBC,598.3,6.93,23.36,56.55,96.3,303.68,843.84,3.37,2.42,1.7,3.15,2.78,5,True,True,True,True,True,59.44,236.48,615.47,49.43,219.1,390.13,37.25,131.47,564.67,-0.8169,XLI,0.75,0.41,clean,0.867,normal,none,strong_buy,81.9047619047619,99.64426877470356,71.7786561264822,6,100.0,88.9,8
NSKFF,44.0,4.76,57.03,34.68,61.17,928.04,1245.57,11.98,0.61,1.76,15.17,1.34,3,True,True,True,True,True,24.32,860.83,1017.2,14.3,843.45,791.86,2.12,755.82,966.4,0.8005,XLK,0.3,0.04,clean,,normal,none,strong_buy,79.68379446640316,72.64822134387352,97.31225296442688,6,100.0,87.9,9
MARUY,377.44,9.72,26.99,49.72,168.51,348.0,693.37,2.78,1.84,3.39,2.07,1.99,5,True,True,True,True,True,131.65,280.79,465.0,121.64,263.41,239.66,109.46,175.78,414.2,-1.0977,VXUS,0.59,0.3,clean,1.275,normal,none,strong_buy,85.54488989271597,99.64426877470356,61.58102766798419,6,100.0,87.9,9
