ticker,pole,ranker_rank,ranker_score,ranker_long_rank,ranker_long_score,advanced_signal,advanced_confidence,qualifier_safe,qualifier_regime,secrot_pred5d,secrot_score,stock_sr_score,slope_stage,slope_tq_score,health_score,health_verdict,spread_support,source_count,sources,sector
NORW,VGK,20.0,84.9,33.0,85.2,,,,,,4.8,,,,80.8,HEALTHY,none,4,"['ranker', 'ranker_long', 'secrot', 'pullback_health']",
AA,IAU,21.0,84.6,33.0,85.2,,,,,,,5.0,,,88.2,HEALTHY,bearish,4,"['ranker', 'ranker_long', 'stock_secrot', 'pullback_health']",Basic Materials
SQM,VXUS,39.0,79.9,79.0,81.9,,,,,,,5.0,,,80.6,HEALTHY,bearish,4,"['ranker', 'ranker_long', 'stock_secrot', 'pullback_health']",Basic Materials
DBC,IAU,63.0,77.0,16.0,89.5,,,,,,3.7,,,,84.3,HEALTHY,none,4,"['ranker', 'ranker_long', 'secrot', 'pullback_health']",
BG,XLB,68.0,76.8,58.0,83.0,,,,,,,6.0,,,80.9,HEALTHY,bearish,4,"['ranker', 'ranker_long', 'stock_secrot', 'pullback_health']",Consumer Defensive
FAN,VGK,69.0,76.5,99.0,80.5,,,,,,3.3,,,,85.2,HEALTHY,none,4,"['ranker', 'ranker_long', 'secrot', 'pullback_health']",
CLMT,--,1.0,93.5,2.0,94.2,,,,,,,,,,82.8,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",
TYRA,--,3.0,90.7,48.0,83.8,,,,,,,,,,88.7,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",
SYRE,VXUS,3.0,90.7,113.0,79.8,,,,,,,,,,87.6,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",
VIST,XLE,7.0,88.6,22.0,87.4,,,,,,,,,,83.7,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",
GLNCY,XLB,9.0,88.2,19.0,88.2,,,,,,,,,,86.6,HEALTHY,bearish,3,"['ranker', 'ranker_long', 'pullback_health']",
HAL,XLE,12.0,86.6,,,,,,,,,6.0,,,82.1,HEALTHY,none,3,"['ranker', 'stock_secrot', 'pullback_health']",Energy
ROST,XLY,14.0,85.9,14.0,90.0,,,,,,,3.0,,,88.1,HEALTHY,bearish,3,"['ranker', 'ranker_long', 'pullback_health']",Consumer Cyclical
ANRO,--,15.0,85.5,125.0,79.1,,,,,,,,,,84.1,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",
TERN,--,18.0,85.3,67.0,82.3,,,,,,,,,,86.5,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",
SHEL,XLE,23.0,83.8,95.0,80.8,,,,,,,3.0,,,83.4,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",Energy
FTI,XLI,27.0,82.6,17.0,89.2,,,,,,,4.0,,,80.7,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",Energy
HOLX,--,30.0,81.5,31.0,85.4,,,,,,,1.0,,,80.8,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",Healthcare
BNO,XLE,34.0,80.5,21.0,87.5,,,,,,5.5,,,,67.4,CAUTION,none,3,"['ranker', 'ranker_long', 'secrot']",
TIGO,XLI,38.0,80.2,18.0,88.8,,,,,,,,,,88.0,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",
GSG,DBA,44.0,79.1,130.0,79.0,,,,,,3.9,,,,77.9,CAUTION,none,3,"['ranker', 'ranker_long', 'secrot']",
AL,HYG,47.0,78.5,35.0,85.1,,,,,,,,,,81.2,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",
PBR,XLE,58.0,77.5,7.0,91.3,,,,,,,7.0,,,73.8,CAUTION,none,3,"['ranker', 'ranker_long', 'stock_secrot']",Energy
MRK,XLP,74.0,75.6,101.0,80.2,,,,,,,3.0,,,82.6,HEALTHY,bearish,3,"['ranker', 'ranker_long', 'pullback_health']",Healthcare
QSR,--,77.0,75.4,86.0,81.4,,,,,,,1.0,,,82.7,HEALTHY,bearish,3,"['ranker', 'ranker_long', 'pullback_health']",Consumer Cyclical
MUSA,--,77.0,75.4,66.0,82.5,,,,,,,,,,86.6,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",
CTVA,XLB,80.0,75.0,91.0,81.1,,,,,,,3.0,,,85.1,HEALTHY,bearish,3,"['ranker', 'ranker_long', 'pullback_health']",Basic Materials
DBB,IAU,82.0,74.6,121.0,79.3,,,,,,3.5,,,,52.5,CAUTION,none,3,"['ranker', 'ranker_long', 'secrot']",
GUNR,XLB,98.0,72.8,,,,,,,,5.3,,,,81.1,HEALTHY,bearish,3,"['ranker', 'secrot', 'pullback_health']",
FAZ,--,102.0,72.7,118.0,79.6,,,,,,3.0,,,,60.0,CAUTION,none,3,"['ranker', 'ranker_long', 'secrot']",
TEN,QQQ,104.0,72.5,26.0,87.0,,,,,,,,,,86.6,HEALTHY,bearish,3,"['ranker', 'ranker_long', 'pullback_health']",
CCNR,XLB,105.0,72.2,,,,,,,,3.6,,,,81.2,HEALTHY,bearish,3,"['ranker', 'secrot', 'pullback_health']",
GNR,XLB,106.0,72.1,,,,,,,,5.1,,,,80.0,HEALTHY,bearish,3,"['ranker', 'secrot', 'pullback_health']",
SOYB,DBA,106.0,72.1,147.0,78.0,,,,,,2.2,,,,75.8,CAUTION,none,3,"['ranker', 'ranker_long', 'secrot']",
CACI,--,109.0,71.8,112.0,79.9,,,,,,,5.0,,,24.3,WARNING,bearish,3,"['ranker', 'ranker_long', 'stock_secrot']",Technology
