target_date,window,similar_date,correlation
2026-03-18,25Y,2026-03-17,0.9297
2026-03-18,25Y,2026-03-16,0.8472
2026-03-18,25Y,2026-03-13,0.8039
2026-03-18,25Y,2026-03-12,0.7472
2026-03-18,25Y,2026-03-11,0.6511
2026-03-18,25Y,2026-03-10,0.5984
2026-03-18,25Y,2022-05-09,0.5593
2026-03-18,25Y,2022-05-06,0.5568
2026-03-18,25Y,2004-05-17,0.5568
2026-03-18,25Y,2023-10-03,0.5549
2026-03-18,25Y,2002-09-30,0.5533
2026-03-18,25Y,2005-04-01,0.5508
2026-03-18,25Y,2022-04-29,0.5485
2026-03-18,25Y,2004-05-18,0.5468
2026-03-18,25Y,2022-05-05,0.5443
2026-03-18,25Y,2002-09-27,0.5398
2026-03-18,25Y,2013-06-28,0.5372
2026-03-18,25Y,2005-04-04,0.5346
2026-03-18,25Y,2013-06-27,0.5325
2026-03-18,25Y,2005-04-05,0.5322
2026-03-18,25Y,2005-03-31,0.5319
2026-03-18,25Y,2008-07-03,0.5316
2026-03-18,25Y,2023-08-28,0.5255
2026-03-18,25Y,2024-10-31,0.5211
2026-03-18,25Y,2001-03-21,0.52
2026-03-18,25Y,2022-05-12,0.5198
2026-03-18,25Y,2004-03-19,0.5192
2026-03-18,25Y,2024-10-30,0.5181
2026-03-18,25Y,2007-08-02,0.5176
2026-03-18,25Y,2008-06-30,0.5176
2026-03-18,25Y,2023-08-24,0.5175
2026-03-18,25Y,2005-03-30,0.5172
2026-03-18,25Y,2018-10-22,0.5167
2026-03-18,25Y,2022-09-26,0.5159
2026-03-18,25Y,2004-03-22,0.5158
2026-03-18,25Y,2023-08-25,0.5144
2026-03-18,25Y,2023-10-04,0.5143
2026-03-18,25Y,2010-06-01,0.5132
2026-03-18,25Y,2022-05-03,0.5122
2026-03-18,25Y,2004-05-19,0.5111
2026-03-18,25Y,2008-07-07,0.5106
2026-03-18,25Y,2018-10-19,0.5105
2026-03-18,25Y,2005-03-29,0.5091
2026-03-18,25Y,2023-09-29,0.5085
2026-03-18,25Y,2008-07-01,0.5083
2026-03-18,25Y,2001-03-22,0.5081
2026-03-18,25Y,2011-06-13,0.5078
2026-03-18,25Y,2021-10-07,0.5076
2026-03-18,25Y,2001-03-23,0.506
2026-03-18,25Y,2018-02-12,0.5032
2026-03-18,25Y,2004-05-20,0.5025
2026-03-18,25Y,2002-10-10,0.5005
2026-03-18,25Y,2007-08-01,0.5003
2026-03-18,25Y,2006-05-24,0.4996
2026-03-18,25Y,2004-03-18,0.4992
2026-03-18,25Y,2011-11-28,0.4991
2026-03-18,25Y,2000-05-10,0.499
2026-03-18,25Y,2001-09-26,0.4987
2026-03-18,25Y,2023-08-22,0.4986
2026-03-18,25Y,2013-06-21,0.4986
2026-03-18,25Y,2018-02-13,0.4983
2026-03-18,25Y,2004-03-23,0.4973
2026-03-18,25Y,2001-09-25,0.497
2026-03-18,25Y,2007-03-08,0.4967
2026-03-18,25Y,2026-03-06,0.4966
2026-03-18,25Y,2023-09-28,0.4959
2026-03-18,25Y,2023-10-02,0.4954
2026-03-18,25Y,2013-06-24,0.4949
2026-03-18,25Y,2022-09-23,0.4947
2026-03-18,25Y,2002-09-25,0.4925
2026-03-18,25Y,2013-06-12,0.492
2026-03-18,25Y,2004-03-17,0.4911
2026-03-18,25Y,2013-06-13,0.4901
2026-03-18,25Y,2004-05-06,0.4899
2026-03-18,25Y,2004-05-07,0.4892
2026-03-18,25Y,2001-03-19,0.4889
2026-03-18,25Y,2022-09-27,0.4886
2026-03-18,25Y,2009-02-27,0.4883
2026-03-18,25Y,2009-03-09,0.4874
2026-03-18,25Y,2022-05-04,0.4873
2026-03-18,25Y,2015-09-02,0.4857
2026-03-18,25Y,2007-03-06,0.4857
2026-03-18,25Y,2007-03-07,0.4855
2026-03-18,25Y,2010-05-28,0.4851
2026-03-18,25Y,2021-10-06,0.485
2026-03-18,25Y,2022-05-02,0.4849
2026-03-18,25Y,2001-03-20,0.4848
2026-03-18,25Y,2013-06-07,0.4842
2026-03-18,25Y,2022-05-18,0.4835
2026-03-18,25Y,2011-11-29,0.4833
2026-03-18,25Y,2021-10-08,0.483
2026-03-18,25Y,2008-06-23,0.4814
2026-03-18,25Y,2004-08-03,0.4813
2026-03-18,25Y,2013-06-11,0.4811
2026-03-18,25Y,2021-10-11,0.4805
2026-03-18,25Y,2009-03-02,0.4794
2026-03-18,25Y,2018-02-08,0.4791
2026-03-18,25Y,2016-01-21,0.4778
2026-03-18,25Y,2006-05-30,0.4776
2026-03-18,25Y,2016-01-19,0.4764
2026-03-18,5Y,2026-03-17,0.9297
2026-03-18,5Y,2026-03-16,0.8472
2026-03-18,5Y,2026-03-13,0.8039
2026-03-18,5Y,2026-03-12,0.7472
2026-03-18,5Y,2026-03-11,0.6511
2026-03-18,5Y,2026-03-10,0.5984
2026-03-18,5Y,2022-05-09,0.5593
2026-03-18,5Y,2022-05-06,0.5568
2026-03-18,5Y,2023-10-03,0.5549
2026-03-18,5Y,2022-04-29,0.5485
2026-03-18,5Y,2022-05-05,0.5443
2026-03-18,5Y,2023-08-28,0.5255
2026-03-18,5Y,2024-10-31,0.5211
2026-03-18,5Y,2022-05-12,0.5198
2026-03-18,5Y,2024-10-30,0.5181
2026-03-18,5Y,2023-08-24,0.5175
2026-03-18,5Y,2022-09-26,0.5159
2026-03-18,5Y,2023-08-25,0.5144
2026-03-18,5Y,2023-10-04,0.5143
2026-03-18,5Y,2022-05-03,0.5122
2026-03-18,5Y,2023-09-29,0.5085
2026-03-18,5Y,2021-10-07,0.5076
2026-03-18,5Y,2023-08-22,0.4986
2026-03-18,5Y,2026-03-06,0.4966
2026-03-18,5Y,2023-09-28,0.4959
2026-03-18,5Y,2023-10-02,0.4954
2026-03-18,5Y,2022-09-23,0.4947
2026-03-18,5Y,2022-09-27,0.4886
