ticker,pole,ranker_rank,ranker_score,ranker_long_rank,ranker_long_score,advanced_signal,advanced_confidence,qualifier_safe,qualifier_regime,secrot_pred5d,secrot_score,stock_sr_score,slope_stage,slope_tq_score,health_score,health_verdict,spread_support,source_count,sources,sector
EC,XLE,7.0,87.6,15.0,87.5,,,,,,,7.0,,,86.4,HEALTHY,none,4,"['ranker', 'ranker_long', 'stock_secrot', 'pullback_health']",Energy
MMTM,SPY,42.0,76.1,143.0,77.3,,,,,,4.2,,,,89.2,HEALTHY,none,4,"['ranker', 'ranker_long', 'secrot', 'pullback_health']",
BK,XLB,56.0,74.3,62.0,81.7,,,,,,3.5,2.0,,,89.2,HEALTHY,bullish,4,"['ranker', 'ranker_long', 'secrot', 'pullback_health']",Financial Services
DBJP,VXUS,59.0,74.2,113.0,78.4,,,,,,2.4,,,,89.5,HEALTHY,none,4,"['ranker', 'ranker_long', 'secrot', 'pullback_health']",
IOO,SPY,66.0,73.2,108.0,78.6,,,,,,5.4,,,,89.0,HEALTHY,none,4,"['ranker', 'ranker_long', 'secrot', 'pullback_health']",
BG,XLE,76.0,72.2,21.0,85.6,,,,,,,6.0,,,84.6,HEALTHY,bullish,4,"['ranker', 'ranker_long', 'stock_secrot', 'pullback_health']",Consumer Defensive
STT,XLI,103.0,70.8,53.0,82.4,,,,,,6.3,1.0,,,88.5,HEALTHY,none,4,"['ranker', 'ranker_long', 'secrot', 'pullback_health']",Financial Services
RVMD,XLF,118.0,69.8,35.0,84.4,,,,,,,5.0,,,91.2,HEALTHY,none,4,"['ranker', 'ranker_long', 'stock_secrot', 'pullback_health']",Healthcare
IWD,XLI,124.0,69.4,110.0,78.5,,,,,,4.4,,,,88.5,HEALTHY,none,4,"['ranker', 'ranker_long', 'secrot', 'pullback_health']",
SMH,QQQ,136.0,68.3,53.0,82.4,,,,,,9.6,3.0,,,85.4,HEALTHY,bullish,4,"['ranker', 'ranker_long', 'secrot', 'pullback_health']",Financial Services
CIBR,XLK,136.0,68.3,130.0,77.7,,,,,,8.5,1.0,,,85.5,HEALTHY,bullish,4,"['ranker', 'ranker_long', 'secrot', 'pullback_health']",Financial Services
SPLG,SPY,146.0,67.9,106.0,78.7,,,,,,5.2,,,,89.3,HEALTHY,none,4,"['ranker', 'ranker_long', 'secrot', 'pullback_health']",
EXCE,--,4.0,88.9,6.0,90.2,,,,,,,,,,83.3,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",
CLMT,XLE,5.0,88.2,1.0,93.7,,,,,,,,,,83.4,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",
ATEX,XLK,8.0,86.7,8.0,89.1,,,,,,,,,,80.4,HEALTHY,bullish,3,"['ranker', 'ranker_long', 'pullback_health']",
MPC,XLE,21.0,81.6,7.0,89.5,,,,,,,1.0,,,84.0,HEALTHY,none,3,"['ranker', 'ranker_long', 'pullback_health']",Energy
UMC,XLK,22.0,81.4,,,,,,,,,6.0,,,82.8,HEALTHY,bullish,3,"['ranker', 'stock_secrot', 'pullback_health']",Technology
