ticker,price,ret_1m,ret_3m,ret_6m,ret_1y,ret_5y,ret_10y,ratio_3m_1m,ratio_6m_3m,ratio_1y_6m,ratio_5y_1y,ratio_10y_5y,ratio_passes,sma30,sma50,sma100,sma200,sma_all,vs_spy_1y,vs_spy_5y,vs_spy_10y,vs_qqq_1y,vs_qqq_5y,vs_qqq_10y,vs_iau_1y,vs_iau_5y,vs_iau_10y,bad_spy_score,top_pole,top_pole_corr,momentum_signal,momentum_flag,vol_ratio,vol_flag,pullback_flag,strong_flag,score_returns,score_ratios,score_spy_days,history_depth,score_depth,score,rank
CLMT,28.64,10.25,41.52,64.71,154.38,540.8,121.36,4.05,1.56,2.39,3.5,0.22,4,True,True,True,True,True,133.1,468.06,-112.05,126.16,448.19,-350.44,87.6,353.97,-162.33,1.3202,,,0.18,clean,1.483,normal,none,strong_buy,88.65772846355371,94.61974110032362,98.86731391585761,6,100.0,95.3,1
LINC,38.09,39.54,71.98,93.77,163.81,520.43,1218.15,1.82,1.3,1.75,3.18,2.34,3,True,True,True,True,True,142.53,447.7,984.75,135.59,427.82,746.36,97.03,333.6,934.46,0.2067,,,2.22,overextended,1.91,confirmed,none,none,94.42132840191093,76.69902912621359,89.88673139158576,6,100.0,91.6,2
NOC,731.67,5.27,30.65,27.04,49.14,145.28,291.94,5.82,0.88,1.82,2.96,2.01,4,True,True,True,True,True,27.86,72.55,58.53,20.92,52.67,-179.86,-17.64,-41.55,8.25,0.4058,XLI,0.39,0.15,clean,1.014,normal,none,strong_buy,79.2687625211897,94.61974110032362,92.96116504854369,6,100.0,91.3,3
FTI,63.31,3.72,36.39,58.87,138.91,630.22,190.28,9.78,1.62,2.36,4.54,0.3,4,True,True,True,True,True,117.62,557.48,-43.13,110.69,537.61,-281.52,72.12,443.39,-93.41,-0.178,XLE,0.5,-0.32,clean,1.167,normal,none,strong_buy,85.94159346586531,94.61974110032362,79.53074433656958,6,100.0,90.6,4
FUWAY,94.07,28.79,183.34,202.09,309.0,672.97,943.48,6.37,1.1,1.53,2.18,1.4,3,True,True,True,True,True,287.72,600.23,710.08,280.78,580.36,471.69,242.21,486.14,659.79,-0.1129,,,0.38,clean,,normal,none,strong_buy,96.07797811681307,76.69902912621359,81.55339805825243,6,100.0,90.5,5
NSKFF,42.0,7.5,68.88,34.74,45.53,829.2,1290.73,9.18,0.5,1.31,18.21,1.56,3,True,True,True,True,True,24.25,756.47,1057.32,17.31,736.59,818.93,-21.26,642.37,1007.04,0.5739,,,0.07,clean,,normal,none,strong_buy,85.1517953459701,76.69902912621359,95.63106796116504,6,100.0,90.0,6
EZPW,25.95,6.61,23.4,52.29,97.49,400.0,705.9,3.54,2.24,1.86,4.1,1.76,5,True,True,True,True,True,76.21,327.26,472.49,69.27,307.39,234.1,30.7,213.17,422.21,-0.5412,XLI,0.52,0.08,clean,0.908,normal,none,strong_buy,85.61026352288488,99.55501618122977,69.01294498381877,6,100.0,89.4,7
PBR,19.06,24.95,56.83,50.87,49.69,162.1,265.04,2.28,0.9,0.98,3.26,1.63,3,True,True,True,True,True,28.4,89.37,31.63,21.47,69.49,-206.76,-17.1,-24.72,-18.65,0.1,XLE,0.56,2.0,clean,1.255,normal,none,none,87.00878409616273,76.69902912621359,88.67313915857605,6,100.0,89.2,8
MPC,228.38,15.33,22.06,26.68,66.68,308.78,519.6,1.44,1.21,2.5,4.63,1.68,3,True,True,True,True,True,45.4,236.04,286.19,38.46,216.17,47.81,-0.11,121.95,235.91,0.5096,XLE,0.67,1.17,clean,1.186,normal,none,strong_buy,83.0867622129758,76.69902912621359,94.49838187702265,6,100.0,89.2,8
CENX,54.9,10.47,69.88,110.44,183.02,215.55,550.53,6.67,1.58,1.66,1.18,2.55,4,True,True,True,True,True,161.73,142.81,317.13,154.8,122.94,78.74,116.23,28.72,266.84,-0.6936,XLK,0.43,0.05,clean,1.17,normal,none,strong_buy,91.55108645399908,94.61974110032362,62.176375404530745,6,100.0,88.8,10
