target_date,section,similar_date,score,event,fwd_5d,fwd_10d,fwd_21d
2026-03-31,25Y_broad,2026-03-30,0.9445,,,,
2026-03-31,25Y_broad,2026-03-27,0.921,,,,
2026-03-31,25Y_broad,2026-03-25,0.8134,,,,
2026-03-31,25Y_broad,2026-03-26,0.7999,,,,
2026-03-31,25Y_broad,2026-03-20,0.7375,,,,
2026-03-31,25Y_broad,2026-03-24,0.7271,,,,
2026-03-31,25Y_broad,2026-03-23,0.7248,,,,
2026-03-31,25Y_broad,2026-03-18,0.7005,,,,
2026-03-31,25Y_broad,2026-03-13,0.6978,,,,
2026-03-31,25Y_broad,2022-05-16,0.6943,,,,
2026-03-31,25Y_broad,2026-03-19,0.6923,,,,
2026-03-31,25Y_broad,2026-03-12,0.6727,,,,
2026-03-31,25Y_broad,2022-05-13,0.6622,,,,
2026-03-31,25Y_broad,2022-05-12,0.6602,,,,
2026-03-31,25Y_broad,2021-10-06,0.6563,,,,
2026-03-31,25Y_broad,2022-05-09,0.652,,,,
2026-03-31,25Y_broad,2022-05-18,0.6447,,,,
2026-03-31,25Y_broad,2026-03-16,0.6442,,,,
2026-03-31,25Y_broad,2022-05-19,0.6423,,,,
2026-03-31,25Y_broad,2004-05-17,0.6388,,,,
2026-03-31,25Y_broad,2008-07-03,0.6362,,,,
2026-03-31,25Y_broad,2024-12-31,0.6357,,,,
2026-03-31,25Y_broad,2025-01-02,0.6303,,,,
2026-03-31,25Y_broad,2008-06-30,0.626,,,,
2026-03-31,25Y_broad,2021-10-05,0.6257,,,,
2026-03-31,25Y_broad,2022-04-29,0.6197,,,,
2026-03-31,25Y_broad,2004-05-06,0.6173,,,,
2026-03-31,25Y_broad,2005-04-05,0.6164,,,,
2026-03-31,25Y_broad,2026-03-17,0.6137,,,,
2026-03-31,25Y_broad,2008-07-07,0.613,,,,
2026-03-31,25Y_broad,2004-05-18,0.6128,,,,
2026-03-31,25Y_broad,2020-03-23,0.6128,,,,
2026-03-31,25Y_broad,2022-05-06,0.6114,,,,
2026-03-31,25Y_broad,2008-07-01,0.611,,,,
2026-03-31,25Y_broad,2008-07-02,0.6099,,,,
2026-03-31,25Y_broad,2021-10-07,0.6097,,,,
2026-03-31,25Y_broad,2020-03-24,0.6086,,,,
2026-03-31,25Y_broad,2022-05-17,0.6075,,,,
2026-03-31,25Y_broad,2023-10-13,0.6059,,,,
2026-03-31,25Y_broad,2002-09-30,0.6047,,,,
