ticker,name,sr_score,sr_total,hist_agree,ret_3d,ret_5d,ret_10d,ret_1m,ret_3m,mom_3m,mom_1m,mom_10d,mom_5d,pred_3d_avg,pred_3d_winrate,pred_3d_n,pred_5d_avg,pred_5d_winrate,pred_5d_n,pred_10d_avg,pred_10d_winrate,pred_10d_n
AAXJ,Asia ex-Jpn,4.0,10,bullish,-4.79,-5.39,-7.32,-12.77,-0.29,-1.5,-2.0,-2.0,-2.0,,,76.0,,,76.0,,,76.0
ACWI,ACWI,3.8,10,bullish,-3.68,-3.31,-5.14,-8.94,-6.08,-1.91,-2.0,-2.0,-1.66,,,81.0,,,81.0,,,81.0
ACWX,ACWX,4.1,10,bullish,-3.21,-2.53,-4.77,-10.93,-1.75,-2.0,-2.0,-1.76,-1.21,,,81.0,,,81.0,,,81.0
AFK,Africa,0.0,10,bearish,-3.03,0.0,-5.27,-18.26,-7.21,-2.0,-2.0,-1.49,-0.22,,,76.0,,,76.0,,,76.0
AGF,AGF,0.1,10,bullish,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06,-0.06,,,56.0,,,56.0,,,56.0
AGG,Agg Bond,0.4,10,bullish,-0.06,0.03,-0.55,-2.31,-0.98,-1.35,-2.0,-0.76,0.03,,,96.0,,,96.0,,,96.0
AIA,AIA,4.3,10,bullish,-6.33,-6.97,-8.61,-13.68,4.94,-0.81,-2.0,-2.0,-2.0,,,81.0,,,81.0,,,81.0
AIQ,AIQ,5.1,10,bullish,-6.66,-7.85,-9.38,-11.04,-13.3,-1.84,-1.98,-2.0,-2.0,,,43.0,,,43.0,,,43.0
AIRR,AIRR,4.1,10,bullish,-6.87,-4.28,-4.35,-10.55,4.39,-0.57,-2.0,-1.44,-1.64,,,58.0,,,58.0,,,58.0
ALAI,ALAI,5.1,10,bullish,-8.15,-7.88,-10.23,-9.6,-16.24,-1.45,-1.59,-2.0,-2.0,,,7.0,,,7.0,,,7.0
AMG,AMG,0.0,10,bearish,-3.78,-1.9,-1.11,-11.8,-8.79,-1.74,-2.0,-0.6,-0.7,,,98.0,,,98.0,,,98.0
AMLP,AMLP,4.0,10,bullish,-0.36,0.13,1.66,2.19,13.2,2.0,0.54,0.53,0.02,,,61.0,,,61.0,,,61.0
APIE,APIE,5.4,10,bullish,-3.53,-2.28,-5.4,-11.39,-4.45,-2.0,-2.0,-1.76,-1.01,,,11.0,,,11.0,,,11.0
APO,APO,7.4,10,bullish,-0.06,-0.65,6.07,4.9,-26.12,-1.58,0.67,0.97,-0.05,,,61.0,,,61.0,,,61.0
ARES,ARES,6.2,10,bullish,0.55,-0.03,6.54,-4.4,-36.53,-1.7,-0.19,0.9,0.08,,,58.0,,,58.0,,,58.0
ARGT,ARGT,3.9,10,bullish,0.11,2.27,4.19,-0.58,-3.91,-0.49,-0.14,0.47,0.34,,,61.0,,,61.0,,,61.0
ARKF,ARKF,5.5,10,bullish,-7.74,-10.58,-12.11,-7.6,-26.35,-1.22,-0.79,-1.72,-2.0,,,43.0,,,43.0,,,43.0
ARKG,ARKG,6.0,10,bullish,-7.74,-6.95,-6.67,-17.34,-16.48,-1.4,-1.94,-0.99,-1.32,,,50.0,,,50.0,,,50.0
