ticker,name,sr_score,sr_total,hist_agree,ret_3d,ret_5d,ret_10d,ret_1m,ret_3m,mom_3m,mom_1m,mom_10d,mom_5d,pred_3d_avg,pred_3d_winrate,pred_3d_n,pred_5d_avg,pred_5d_winrate,pred_5d_n,pred_10d_avg,pred_10d_winrate,pred_10d_n
AAXJ,Asia ex-Jpn,0.0,10,bearish,1.09,6.07,-2.55,5.64,20.28,2.0,0.44,-1.12,1.81,,,84.0,,,84.0,,,84.0
ACWI,ACWI,3.3,10,bullish,-0.42,2.34,-1.79,0.95,11.52,1.18,-0.32,-1.17,1.1,,,84.0,,,84.0,,,84.0
ACWX,ACWX,3.2,10,bullish,-0.56,3.26,-0.91,2.59,10.85,1.21,0.16,-0.68,1.32,,,84.0,,,84.0,,,84.0
AFK,Africa,3.0,10,bullish,1.64,6.26,1.3,1.15,5.61,-0.54,-0.3,-0.01,1.6,,,84.0,,,84.0,,,84.0
AGF,AGF,0.0,10,bearish,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06,-0.06,,,67.0,,,67.0,,,67.0
AGG,Agg Bond,2.0,10,bearish,-0.15,0.31,0.11,0.61,-0.77,-0.74,0.61,0.11,0.57,,,92.0,,,92.0,,,92.0
AIA,AIA,0.0,10,bearish,1.16,7.01,-4.22,7.88,29.09,2.0,0.4,-1.41,1.56,,,84.0,,,84.0,,,84.0
AIQ,AIQ,3.4,10,bullish,0.52,4.84,-6.98,5.95,31.63,1.8,0.24,-1.82,1.11,,,48.0,,,48.0,,,48.0
AIRR,AIRR,3.6,10,bullish,-0.15,5.28,-0.18,3.41,17.17,0.39,-0.18,-0.55,1.42,,,66.0,,,66.0,,,66.0
AIS,AIS,4.1,10,bullish,4.02,13.75,-3.22,21.63,78.53,2.0,0.98,-1.09,2.0,,,9.0,,,9.0,,,9.0
ALAI,ALAI,0.4,10,bearish,4.7,8.56,-1.09,8.43,33.24,1.28,0.61,-0.61,2.0,,,11.0,,,11.0,,,11.0
AMG,AMG,4.8,10,bullish,0.3,6.06,14.14,19.74,29.03,1.0,2.0,2.0,1.18,,,100.0,,,100.0,,,100.0
AMLP,AMLP,0.0,10,bearish,-2.92,-4.09,-3.76,-7.07,-3.62,-0.98,-2.0,-1.94,-2.0,,,83.0,,,83.0,,,83.0
APIE,APIE,3.2,10,bullish,-0.21,3.3,0.1,2.64,8.83,0.79,0.32,-0.21,1.4,,,17.0,,,17.0,,,17.0
APO,APO,2.0,10,bullish,3.76,5.92,11.71,3.61,24.92,1.81,0.32,1.71,1.26,,,81.0,,,81.0,,,81.0
ARES,ARES,3.7,10,bullish,-4.86,0.03,4.26,3.76,21.12,1.25,0.44,0.64,0.06,,,66.0,,,66.0,,,66.0
ARGT,ARGT,3.2,10,bullish,-1.03,5.07,2.27,7.73,11.8,0.66,0.66,0.23,0.87,,,81.0,,,81.0,,,81.0
ARKF,ARKF,2.4,10,bullish,1.88,4.92,-0.73,-2.58,-2.03,-0.28,-0.27,-0.08,1.1,,,48.0,,,48.0,,,48.0
