ticker,price,ret_1m,ret_3m,ret_6m,ret_1y,ret_5y,ret_10y,ratio_3m_1m,ratio_6m_3m,ratio_1y_6m,ratio_5y_1y,ratio_10y_5y,ratio_passes,sma30,sma50,sma100,sma200,sma_all,vs_spy_1y,vs_spy_5y,vs_spy_10y,vs_qqq_1y,vs_qqq_5y,vs_qqq_10y,vs_iau_1y,vs_iau_5y,vs_iau_10y,bad_spy_score,top_pole,top_pole_corr,momentum_signal,momentum_flag,vol_ratio,vol_flag,pullback_flag,strong_flag,score_returns,score_ratios,score_spy_days,history_depth,score_depth,score,rank
LINC,38.64,28.24,69.18,84.35,154.38,497.22,1280.0,2.45,1.22,1.83,3.22,2.57,4,True,True,True,True,True,137.73,429.11,1048.2,131.18,410.2,812.57,93.45,319.92,1002.85,0.1466,XLB,0.32,1.43,clean,1.902,confirmed,none,strong_buy,93.94607558701792,95.73517465475223,91.22664500406174,6,100.0,95.6,1
FTI,65.13,6.3,40.97,66.96,130.39,632.62,214.79,6.5,1.63,1.95,4.85,0.34,4,True,True,True,True,True,113.74,564.51,-17.01,107.18,545.61,-252.64,69.45,455.32,-62.36,-0.1065,XLE,0.5,-0.09,clean,1.202,normal,none,strong_buy,88.4395187807048,95.73517465475223,84.72786352558896,6,100.0,92.6,2
NSKFF,45.0,15.18,81.74,39.32,40.62,895.58,1390.07,5.39,0.48,1.03,22.04,1.55,3,True,True,True,True,True,23.98,827.47,1158.26,17.42,808.56,922.64,-20.31,718.28,1112.91,1.1091,,,0.52,clean,,normal,none,strong_buy,87.92309775250473,79.32575142160844,98.78147847278636,6,100.0,92.0,3
NOC,725.13,3.42,25.94,25.16,47.83,142.19,288.31,7.57,0.97,1.9,2.97,2.03,4,True,True,True,True,True,31.19,74.08,56.51,24.63,55.17,-179.12,-13.1,-35.11,11.16,0.56,XLI,0.39,-0.1,clean,1.033,normal,none,strong_buy,78.59270434412595,95.73517465475223,96.26320064987814,6,100.0,92.0,3
NYT,80.44,8.66,19.12,37.95,65.65,56.68,538.92,2.21,1.99,1.73,0.86,9.51,4,True,True,True,True,True,49.01,-11.43,307.12,42.45,-30.33,71.49,4.72,-120.62,261.77,0.2438,,,0.67,clean,1.139,normal,none,strong_buy,80.64291516769178,95.73517465475223,92.60763606823721,6,100.0,91.9,5
CLMT,29.11,1.32,42.56,51.14,120.7,488.08,145.45,32.17,1.2,2.36,4.04,0.3,3,True,True,True,True,True,104.05,419.97,-86.36,97.5,401.07,-321.98,59.76,310.78,-131.71,1.2874,,,-0.33,clean,1.36,normal,none,strong_buy,85.05280259951259,79.32575142160844,98.86271324126726,6,100.0,91.2,6
EFXT,21.37,12.36,34.74,98.42,185.7,186.08,173.62,2.81,2.83,1.89,1.0,0.93,3,True,True,True,True,True,169.05,117.97,-58.18,162.49,99.06,-293.81,124.76,8.78,-103.53,-0.0001,XLI,0.37,0.34,clean,1.343,normal,none,strong_buy,89.66384279138137,79.32575142160844,87.40861088545898,6,100.0,90.2,7
MPC,236.37,17.87,27.42,29.17,61.72,307.53,537.8,1.53,1.06,2.12,4.98,1.75,3,True,True,True,True,True,45.08,239.43,306.0,38.52,220.52,70.37,0.79,130.24,260.65,0.3021,XLE,0.67,1.4,clean,1.235,normal,none,strong_buy,84.86712312869908,79.32575142160844,93.33874898456538,6,100.0,90.0,8
EZPW,25.85,4.32,25.91,50.64,87.18,377.82,755.96,6.0,1.95,1.72,4.33,2.0,5,True,True,True,True,True,70.54,309.71,524.16,63.98,290.8,288.53,26.25,200.52,478.81,-0.5835,XLI,0.52,-0.16,clean,0.915,normal,none,strong_buy,85.47831805346021,99.67506092607637,72.09585702680748,6,100.0,90.0,8
SII,145.5,19.85,54.16,109.05,236.88,230.01,809.38,2.73,2.01,2.17,0.97,3.52,4,True,True,True,True,True,220.24,161.9,577.57,213.68,142.99,341.95,175.95,52.71,532.22,-0.7869,IAU,0.59,0.74,clean,1.198,normal,none,strong_buy,93.32520985648523,95.73517465475223,63.6068237205524,6,100.0,89.9,10
COP,123.68,13.7,31.07,30.82,24.48,106.72,216.72,2.27,0.99,0.79,4.36,2.03,3,True,True,True,True,True,7.83,38.61,-15.08,1.28,19.7,-250.71,-36.46,-70.58,-60.43,0.7982,XLE,0.88,1.73,clean,1.277,normal,none,strong_buy,79.55591659897102,79.32575142160844,97.72542648253453,6,100.0,89.3,11
ISSC,29.29,36.81,161.52,160.82,325.11,370.14,968.98,4.39,1.0,2.02,1.14,2.62,3,True,True,True,True,True,308.46,302.04,737.17,301.91,283.13,501.55,264.18,192.85,691.83,-0.5548,XLI,0.4,0.6,clean,1.422,normal,none,strong_buy,95.92278828672005,79.32575142160844,72.7863525588952,6,100.0,89.2,12
DHT,17.5,7.53,39.96,37.65,63.96,182.63,187.27,5.31,0.94,1.7,2.86,1.03,3,True,True,True,True,True,47.32,114.53,-44.53,40.76,95.62,-280.16,3.03,5.34,-89.88,0.0862,,,0.26,clean,2.401,confirmed,none,strong_buy,84.07411705543306,79.32575142160844,90.00812347684808,6,100.0,89.1,13
RTX,204.5,0.49,12.29,28.96,54.87,165.41,258.9,25.02,2.36,1.89,3.01,1.57,5,True,True,True,True,True,38.22,97.31,27.09,31.66,78.4,-208.53,-6.07,-11.89,-18.25,-0.1653,XLI,0.48,-0.72,clean,1.271,normal,none,strong_buy,74.78627519244904,99.67506092607637,82.94069861900894,6,100.0,89.0,14
