symbol,current_price,return_1m,return_3m,return_12m,sortino_1m,sortino_3m,current_slope,slope_trend,slope_acceleration,status,is_accelerating,is_decelerating,trajectory,volatility_ratio,has_divergence,divergence_type,divergence_strength,days_to_peak,days_to_nadir,signal,confidence
ACWI,141.01,-3.6026797921793863,-0.767065446868409,17.999999999999993,-4.0878914206536034,-0.33643696949619434,-0.0643771423112648,-0.014900943348167713,-0.008709692106647873,Stable,False,False,V-shaped,1.156306749969255,False,,0.0,36.0,,HOLD,50
ACAD,21.89,-7.088285229202029,-20.225947521865894,24.658314350797284,-2.6171414713961116,-3.43007082588249,-0.4033707986451414,-0.3135727469608788,-0.057043951190759355,Decelerating,False,True,V-shaped,1.3614512486922759,False,,0.0,,30.0,SELL,85
AAPL,257.456,-7.429886379979855,-7.6490422555419935,7.690634542184305,-3.8953223791880696,-1.7842962507020608,-0.1453187508652893,-0.10543111490958282,-0.02182742097563175,Stable,False,False,V-shaped,1.295592855585593,False,,0.0,,48.0,SELL,85
ABBV,226.75,1.4859240030434595,0.296355272469917,5.8145503756591665,1.4487456558567775,0.06435792651357283,0.045463791859154015,0.041375544710599996,0.03761969175623459,Accelerating,True,False,V-shaped,0.645045162406642,False,,0.0,41.0,,BUY,75
AAXJ,98.0544,-3.594140202536622,5.118353344768445,29.257052465067225,-1.7507615803077883,1.2302817877246146,-0.04644430635669111,0.042529691785893275,-0.0015016205528161455,Stable,False,False,V-shaped,1.4501697993585314,False,,0.0,40.0,,HOLD,50
AA,58.83,-0.5578093306288001,34.407128169979416,79.14129110840436,-0.2888280851758073,4.857085303851952,-0.277455414978833,-0.13912161048457033,-0.028015264225944695,Stable,False,False,V-shaped,0.8041552748682427,False,,0.0,30.0,,HOLD,50
ADTTF,157.04,0.6021780909673202,33.22022395656601,207.68025078369905,0.33350980380284345,2.617080020101095,-0.09517396577526092,-0.3131494062440524,-0.22226782972839926,Decelerating,False,True,V-shaped,0.40092527063521743,False,,0.0,38.0,,SELL_SOON,70
ACMR,44.73,-28.409090909090907,27.435897435897427,65.17725258493353,-4.245537730294976,1.8988575049537872,-0.16843477522608902,0.2573736315741802,-0.10197297392882415,Decelerating,False,True,V-shaped,1.3893737559101544,False,,0.0,30.0,,SELL_SOON,70
ABEV,2.95,0.3401360544217802,19.918699186991873,32.28699551569507,0.1943094043515893,2.847025304470364,-0.08085177014791918,0.058412491791402316,-0.06616004377150042,Decelerating,False,True,V-shaped,0.786852930259376,False,,0.0,130.0,,HOLD,50
ABT,112.25,1.2812415410989875,-10.257435241445478,-18.149336444509256,1.3807011305617978,-1.5476485810946332,-0.05690109990247631,-0.0036500822476075237,0.03572667782502258,Accelerating,True,False,V-shaped,0.4065778877439295,False,,0.0,,90.0,SELL,85
ACWX,68.8765,-4.404580152671766,2.8467970733164094,21.069608015468443,-2.7834466997879694,0.8031928493444305,-0.05956608971292684,0.028529317728249376,-0.0026187976986541653,Stable,False,False,V-shaped,1.3176924578680467,False,,0.0,37.0,,HOLD,50
AAOI,101.375,128.8374717832957,281.25235050770965,540.8027812895069,26.343616236011556,16.020512215112586,1.455910845155107,0.7943322705316898,0.24210194533593346,Accelerating,True,False,V-shaped,0.8357344300494428,False,,0.0,30.0,,STRONG_BUY,90
ACM,91.625,-9.30911610412749,-10.548667382602762,-5.589902112313238,-2.0969819444246034,-1.2502679572691795,0.14297912492001552,0.08397101073597081,0.036157469139581934,Accelerating,True,False,V-shaped,1.5130971519537426,False,,0.0,,18.0,SELL,85
ABNB,130.55,6.850548371255538,5.0112612612612795,-2.8573554579953697,4.452352798846625,0.7814994091025202,0.04325411233367156,-0.028054705162515566,0.01159200285254378,Stable,False,False,V-shaped,0.7062412304795853,False,,0.0,,83.0,SELL,85
AAL,10.68,-29.92125984251969,-27.88656313301824,-18.035303146584802,-11.431014875625257,-3.738133735835441,-0.6093256501205714,-0.4116325083375052,-0.13273919073516222,Decelerating,False,True,V-shaped,1.0526310634128453,False,,0.0,,30.0,SELL,85
ABM,43.43,-8.683767872161486,-2.68877436701771,-20.51610541727672,-3.3662402089515475,-0.3167912265358449,-0.005031202360468692,0.047830908594614134,-0.028628542191299303,Stable,False,False,V-shaped,0.8973572412810653,False,,0.0,57.0,,HOLD,50
