ticker,name,sr_score,sr_total,hist_agree,ret_3d,ret_5d,ret_10d,ret_1m,ret_3m,mom_3m,mom_1m,mom_10d,mom_5d,pred_3d_avg,pred_3d_winrate,pred_3d_n,pred_5d_avg,pred_5d_winrate,pred_5d_n,pred_10d_avg,pred_10d_winrate,pred_10d_n
AAXJ,Asia ex-Jpn,3.5,10,bullish,4.17,5.48,10.86,9.7,29.79,2.0,1.22,2.0,1.58,,,55.0,,,55.0,,,55.0
ACWI,ACWI,3.4,10,bullish,0.16,0.72,2.07,1.61,15.42,2.0,-0.12,0.52,0.14,,,55.0,,,55.0,,,55.0
ACWX,ACWX,3.1,10,bullish,1.26,1.2,4.68,3.41,16.59,2.0,0.38,1.39,0.33,,,55.0,,,55.0,,,55.0
AFK,Africa,2.0,10,bearish,-3.91,-0.3,2.33,-0.07,8.95,-0.21,-0.49,0.22,-0.29,,,55.0,,,55.0,,,55.0
AGF,AGF,0.2,10,bullish,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06,-0.06,,,40.0,,,40.0,,,40.0
AGG,Agg Bond,2.0,10,bearish,-0.34,-0.13,0.47,0.42,-0.03,-0.2,0.38,0.64,-0.29,,,73.0,,,73.0,,,73.0
AIA,AIA,3.6,10,bullish,5.73,6.53,12.77,12.08,41.52,2.0,1.02,2.0,1.41,,,55.0,,,55.0,,,55.0
AIQ,AIQ,3.6,10,bullish,3.79,4.83,7.31,8.44,41.63,2.0,0.57,1.12,1.09,,,30.0,,,30.0,,,30.0
AIRR,AIRR,3.6,10,bullish,2.29,2.94,4.13,6.31,23.72,1.31,0.34,0.51,0.62,,,37.0,,,37.0,,,37.0
AIS,AIS,3.0,10,bullish,13.24,15.09,24.82,29.48,104.94,2.0,1.62,2.0,2.0,,,4.0,,,4.0,,,4.0
ALAI,ALAI,3.2,10,bullish,1.12,6.36,6.63,7.78,39.23,1.65,0.52,1.01,1.54,,,4.0,,,4.0,,,4.0
AMG,AMG,3.2,10,bullish,-0.05,0.76,6.09,18.57,28.45,0.94,1.8,0.66,-0.16,,,98.0,,,98.0,,,98.0
AMLP,AMLP,2.0,10,bearish,-0.63,-2.82,-4.0,-6.88,-4.16,-1.09,-2.0,-1.99,-1.82,,,51.0,,,51.0,,,51.0
APIE,APIE,3.8,10,bullish,0.08,0.57,2.76,2.27,13.21,1.66,0.22,0.77,0.09,,,15.0,,,15.0,,,15.0
APO,APO,2.8,10,bullish,-2.36,0.99,5.61,2.25,20.72,1.49,0.18,0.79,0.18,,,50.0,,,50.0,,,50.0
ARES,ARES,3.0,10,bullish,-6.73,-6.67,0.2,3.1,18.92,1.14,0.38,0.12,-1.16,,,37.0,,,37.0,,,37.0
ARGT,ARGT,2.0,10,bearish,-2.83,-3.24,3.44,5.18,10.74,0.58,0.4,0.39,-0.66,,,50.0,,,50.0,,,50.0
