ticker,pole,ranker_rank,ranker_score,ranker_long_rank,ranker_long_score,advanced_signal,advanced_confidence,qualifier_safe,qualifier_regime,secrot_pred5d,secrot_score,stock_sr_score,slope_stage,slope_tq_score,health_score,health_verdict,spread_support,source_count,sources,sector
LHX,XLI,20.0,84.2,28.0,85.3,,,,,,,8.0,,,85.2,HEALTHY,none,4,"['ranker', 'ranker_long', 'stock_secrot', 'pullback_health']",Industrials
XLE,XLE,21.0,83.9,62.0,81.6,,,,,,4.3,,,,85.9,HEALTHY,none,4,"['ranker', 'ranker_long', 'secrot', 'pullback_health']",
VDE,XLE,22.0,83.8,69.0,81.3,,,,,,4.1,,,,85.8,HEALTHY,none,4,"['ranker', 'ranker_long', 'secrot', 'pullback_health']",
IYZ,XLI,27.0,82.6,140.0,74.1,,,,,,4.2,,,,83.5,HEALTHY,none,4,"['ranker', 'ranker_long', 'secrot', 'pullback_health']",
VPU,XLU,29.0,81.8,40.0,83.8,,,,,,3.5,,,,85.9,HEALTHY,bearish,4,"['ranker', 'ranker_long', 'secrot', 'pullback_health']",
GSG,XLE,53.0,78.0,109.0,77.8,,,,,,3.7,,,,81.0,HEALTHY,none,4,"['ranker', 'ranker_long', 'secrot', 'pullback_health']",
GUNR,IAU,54.0,77.7,53.0,82.6,,,,,,3.7,,,,83.2,HEALTHY,none,4,"['ranker', 'ranker_long', 'secrot', 'pullback_health']",
FAN,VGK,59.0,76.9,74.0,81.2,,,,,,2.0,,,,81.7,HEALTHY,none,4,"['ranker', 'ranker_long', 'secrot', 'pullback_health']",
BG,XLB,65.0,76.1,14.0,87.5,,,,,,,6.0,,,84.6,HEALTHY,bearish,4,"['ranker', 'ranker_long', 'stock_secrot', 'pullback_health']",Consumer Defensive
DBC,IAU,69.0,75.9,65.0,81.5,,,,,,3.5,,,,87.3,HEALTHY,none,4,"['ranker', 'ranker_long', 'secrot', 'pullback_health']",
XOP,XLE,79.0,73.9,124.0,75.9,,,,,,4.4,,,,88.6,HEALTHY,none,4,"['ranker', 'ranker_long', 'secrot', 'pullback_health']",
AA,XLK,89.0,71.6,101.0,78.5,,,,,,,5.0,,,90.4,HEALTHY,bearish,4,"['ranker', 'ranker_long', 'stock_secrot', 'pullback_health']",Basic Materials
NORW,VXUS,100.0,70.2,62.0,81.6,,,,,,3.4,,,,84.3,HEALTHY,none,4,"['ranker', 'ranker_long', 'secrot', 'pullback_health']",
PBR,XLE,107.0,68.9,9.0,89.5,,,,,,,7.0,,,82.5,HEALTHY,none,4,"['ranker', 'ranker_long', 'stock_secrot', 'pullback_health']",Energy
MU,XLK,108.0,68.8,106.0,78.3,,,,,,,6.0,,,85.6,HEALTHY,bullish,4,"['ranker', 'ranker_long', 'stock_secrot', 'pullback_health']",Technology
HAL,XLE,114.0,68.0,117.0,77.2,,,,,,,6.0,,,85.8,HEALTHY,none,4,"['ranker', 'ranker_long', 'stock_secrot', 'pullback_health']",Energy
XLU,XLU,123.0,66.7,33.0,84.9,,,,,,3.5,,,,87.1,HEALTHY,bearish,4,"['ranker', 'ranker_long', 'secrot', 'pullback_health']",
WDC,XLK,137.0,65.3,65.0,81.5,,,,,,,5.0,,,91.4,HEALTHY,bullish,4,"['ranker', 'ranker_long', 'stock_secrot', 'pullback_health']",Technology
