symbol,current_price,return_1m,return_3m,return_12m,sortino_1m,sortino_3m,current_slope,slope_trend,slope_acceleration,status,is_accelerating,is_decelerating,trajectory,volatility_ratio,has_divergence,divergence_type,divergence_strength,days_to_peak,days_to_nadir,signal,confidence
ABEV,2.94,3.886925795053009,14.39688715953309,41.34615384615383,2.079044238179733,2.0340527570586944,0.015399449093728132,0.12464047448886431,-0.013894336920940466,Stable,False,False,V-shaped,0.7924235725684022,False,,0.0,51.0,,HOLD,50
ACAD,22.5,-13.892078071182546,-9.456740442655942,23.89867841409692,-5.311468346623761,-1.693425299960979,-0.299707850543627,-0.22571153985370856,-0.08691084230780516,Decelerating,False,True,V-shaped,1.3948760617232654,False,,0.0,,30.0,SELL,85
ACMR,51.54,-15.674083769633507,54.7283098168718,112.01151789387085,-2.225661503693567,3.6167223223622718,0.09285264349961922,0.41595925755473273,0.13675015636389165,Accelerating,True,False,V-shaped,1.3781471092677233,False,,0.0,31.0,,STRONG_BUY,90
ADBE,270.99,-7.631740404935572,-16.06318723865573,-38.51198039571611,-2.5749011536016964,-2.3034710220939423,-0.19513451003488816,-0.1864846004127459,-0.02200565124749224,Stable,False,False,V-shaped,1.2774495634892806,False,,0.0,,40.0,SELL,85
AAXJ,99.77,-0.785600636435968,7.836143536532636,36.990251270081,-0.42176446744493884,2.0672618757944266,0.03902353467329647,0.07044627838817594,0.021571534998307818,Stable,False,False,V-shaped,1.44450772551065,False,,0.0,43.0,,HOLD,50
ADTTF,155.1,-18.36842105263158,31.574482524601287,184.3263061411549,-4.153262874507755,2.3619593614712286,-0.09517396577526092,-0.3131494062440524,-0.22226782972839926,Decelerating,False,True,V-shaped,0.9925213103365383,False,,0.0,36.0,,SELL_SOON,70
AAOI,95.34,115.89673913043481,259.36675461741424,438.03611738148993,18.879862303131432,14.821233800202357,1.1469249954661327,0.5364539976510845,-0.019720101270285544,Stable,False,False,V-shaped,1.0390506754203435,False,,0.0,30.0,,HOLD,50
AA,63.84,9.671877684246688,53.27731092436976,103.76635812320463,4.470244537971525,7.404575530081226,-0.11225463329749288,-0.07435408295841422,-0.045408314906148196,Decelerating,False,True,V-shaped,0.8981587106171505,False,,0.0,180.0,,HOLD,50
AAPL,263.75,-2.3184326506425657,-6.83504062168846,10.80536066882325,-1.0990677617692302,-1.5868420790868267,-0.1283776067117335,-0.0777586202505609,0.0394445880566339,Accelerating,True,False,V-shaped,1.4479790255349487,False,,0.0,,23.0,SELL,85
ACM,96.17,-0.6610887305030455,-5.269897557131598,-1.029124215292787,-0.13117843405937016,-0.5987689375483211,0.15435290328367837,0.07349653158154354,0.040657174838759434,Accelerating,True,False,V-shaped,1.6889534251123597,False,,0.0,,6.0,SELL,85
AAL,12.46,-8.984660336011673,-10.744985673352437,-10.16582552271088,-3.454469421684484,-1.518107496778306,-0.41805750912708345,-0.2556731843297457,-0.08993338992591159,Decelerating,False,True,V-shaped,1.1057315522106175,False,,0.0,,30.0,SELL,85
ABM,44.24,-4.593487168427856,2.6926648096564643,-17.231057062675404,-1.727337728185182,0.307308055251625,0.01725352557422366,0.08248459479819663,-0.0058382927569105465,Stable,False,False,V-shaped,0.9104962323618337,False,,0.0,,102.0,SELL,85
ABT,113.61,3.8387715930902067,-11.249121162409182,-18.977321352160892,4.545727981143394,-1.707846651739688,0.060638161725998896,-0.0015188267874014054,0.04148389041808997,Accelerating,True,False,V-shaped,0.36784575387021823,False,,0.0,,90.0,SELL,85
ABNB,133.04,1.3174929556012405,11.98653198653199,-5.632004539651014,0.4782829092208332,1.802880791205215,-0.012645461774512716,-0.048929258508560565,-0.01873386940191473,Stable,False,False,V-shaped,1.233806723810301,False,,0.0,53.0,,HOLD,50
ACWI,143.68,-1.7975531405918899,2.016472593013341,20.1840234211627,-2.3518710146662305,0.9477735156996888,-0.023856807949547053,0.0051481569306891534,0.006762018415484467,Stable,False,False,V-shaped,1.0591631654071916,False,,0.0,48.0,,HOLD,50
ACWX,70.63,-0.8284189834316225,6.627415458937191,27.376014427412066,-0.6005786625338944,2.0931466732077615,0.02924122441126217,0.05631138961199439,0.01830085720567294,Stable,False,False,V-shaped,1.2855658616714931,False,,0.0,46.0,,HOLD,50
ABBV,233.86,3.6429711044141166,3.886988583359252,10.582560998676005,2.432127386570292,0.8599373480615263,0.07392962146443276,0.020930672366110174,0.036765611939270255,Accelerating,True,False,V-shaped,0.9690747473298224,False,,0.0,34.0,,BUY,75
AEIS,322.47,23.164769689099394,55.197805371065556,200.16755096341802,9.119215254777693,7.07449162068074,0.10657950243800629,0.15912599438929262,0.09892256922758932,Accelerating,True,False,V-shaped,0.95666917859845,False,,0.0,30.0,,STRONG_BUY,90
ADSK,253.4,-0.8490824431662491,-16.950707918196116,-6.848509355585774,-0.34757788092842623,-2.391473201905508,-0.07342237969804204,-0.1411997247151242,-0.00916606130346084,Stable,False,False,V-shaped,1.0224427350696998,False,,0.0,,69.0,SELL,85
AFK,27.6,-1.7443930224279036,10.887906789875457,68.70415647921762,-0.5228653114824996,1.3983236234076795,0.08376464936101884,0.0964229630417848,0.03137112718179685,Accelerating,True,False,V-shaped,1.263502852189077,False,,0.0,32.0,,STRONG_BUY,90
AER,146.08,0.5229837599779907,10.81778182369899,44.63366336633665,0.3661725884955522,3.3469083986777446,-0.08983563818023121,-0.04406997515497092,0.024026982561029857,Stable,False,False,V-shaped,1.3165601053958882,False,,0.0,31.0,,HOLD,50
ADI,338.99,6.984157040964467,27.195977636861656,48.33501072069313,4.522186531457843,7.306715465140236,0.06633344545325005,0.18536917253116733,0.016738403832108992,Stable,False,False,V-shaped,1.2448135263187172,False,,0.0,36.0,,HOLD,50
AES,14.18,-3.7338764426340876,1.3581129378127166,26.72028596961573,-0.4763989483113891,0.10822650953048595,0.21966791926357107,0.15062694716503097,0.08882827898236247,Accelerating,True,False,V-shaped,1.786487116634562,False,,0.0,30.0,,BUY,75
AGF,9.0,0.0,0.0,0.0,999.0,999.0,0.0,0.0,0.0,Stable,False,False,Slow,0.1,False,,0.0,,,HOLD,50
AEM,234.52,22.901163400062895,36.340910412185345,144.46992598769936,7.148374884874259,3.2539657569968665,0.34660749827184917,0.2340160694615941,0.10570953555634047,Accelerating,True,False,V-shaped,0.8266203864445854,False,,0.0,30.0,,STRONG_BUY,90
AEP,131.92,11.484830558607273,9.468093934113341,22.488393686165264,11.699569754358372,3.54591976385422,0.1347587533401236,0.03330345667175039,0.04808346503121222,Accelerating,True,False,V-shaped,1.351775607552945,False,,0.0,30.0,,STRONG_BUY,90
AGG,100.57,0.8827364830976014,0.5096941834898949,1.4219443323920888,2.7706805212694263,0.6480775663675833,0.016788734658780065,0.007557559013880088,0.002333182820559351,Stable,False,False,Slow,1.4370675413273388,False,,0.0,51.0,,HOLD,50
AIA,109.55,0.3572737266398063,14.56808199121522,52.15277777777778,0.16093336662508662,3.0942832671483465,0.06900761103308004,0.10003767500366617,0.03344571578253365,Accelerating,True,False,V-shaped,1.4382276492224426,False,,0.0,35.0,,STRONG_BUY,90
AG,28.37,39.06862745098041,82.79639175257734,429.29104477611935,6.866614555211003,5.107727853537931,0.6224458048097203,0.32742886860834397,0.1020896637653653,Accelerating,True,False,V-shaped,1.063258444706507,False,,0.0,30.0,,STRONG_BUY,90
AIQ,48.81,-6.815578465062999,-2.633153800119692,27.574490329325684,-4.323608248809361,-0.656017121076211,-0.08143307279598287,-0.0777685103915078,0.0016868922512924087,Stable,False,False,V-shaped,1.1821670573522232,False,,0.0,,66.0,SELL,85
