ticker,price,sma29,extension_pct,extension_label,extension_score,extension_pf,extension_fwd,sma10,ext10_pct,exit_alert,exit_pf,exit_fwd,slope_rsq,slope_ann,momentum_score,momentum_rank,momentum_flag,health_score,health_verdict,dd_pct,stage,stage_name,ret_1w,ret_1m,ret_3m,top_pole,asset_class,asset_class_label,pole_id,is_noise_pole,gold_filtered,path_quality,combined_score
HCA,540.94,526.93,2.66,OPTIMAL,95,1.48,0.9,538.0,0.55,,,,0.075,11.3,82.4,23.0,clean,93.3,HEALTHY,-2.8,2,Sustained Uptrend,1.53,1.78,15.41,,bond,Bond,4.0,False,False,"{'grade': 'SMOOTH', 'median_mae': -1.18, 'median_ttg': 2.0, 'prob_good': 50.9, 'prob_bad': 37.7}",90.1
CTRE,40.84,39.62,3.1,OPTIMAL,95,1.48,0.9,40.01,2.09,,,,0.057,-12.7,83.6,18.0,clean,91.8,HEALTHY,-2.1,2,Sustained Uptrend,2.27,3.69,10.96,TLT,sector,Sector,14.0,False,False,"{'grade': 'OK', 'median_mae': -3.14, 'median_ttg': 1.0, 'prob_good': 36.4, 'prob_bad': 36.4}",90.0
VTR,87.06,84.66,2.84,OPTIMAL,95,1.48,0.9,86.11,1.11,,,,0.035,5.6,79.4,37.0,clean,93.0,HEALTHY,-0.9,2,Sustained Uptrend,2.59,1.6,12.01,XLRE,sector,Sector,14.0,False,False,"{'grade': 'OK', 'median_mae': -3.14, 'median_ttg': 1.0, 'prob_good': 36.4, 'prob_bad': 36.4}",88.9
AA,66.89,61.38,8.99,OPTIMAL,90,1.5,1.11,63.06,6.08,,,,0.417,107.7,85.7,13.0,clean,90.9,HEALTHY,-2.2,3,Parabolic,12.14,5.92,49.84,XLK,commodity,Commodity,45.0,False,False,"{'grade': 'CHOPPY', 'median_mae': -8.52, 'median_ttg': 4.0, 'prob_good': 16.3, 'prob_bad': 70.0}",88.8
XOP,167.39,152.26,9.94,OPTIMAL,90,1.5,1.11,162.69,2.89,,,,0.882,183.6,82.1,26.0,clean,91.5,HEALTHY,-0.9,2,Sustained Uptrend,1.99,12.3,23.79,XLE,commodity,Commodity,9.0,False,False,"{'grade': 'CHOPPY', 'median_mae': -8.52, 'median_ttg': 4.0, 'prob_good': 16.3, 'prob_bad': 70.0}",87.7
VPU,203.41,198.15,2.66,OPTIMAL,95,1.48,0.9,202.22,0.59,,,,0.117,16.8,78.6,40.0,clean,89.2,HEALTHY,-1.3,2,Sustained Uptrend,0.9,5.27,9.68,XLU,equity,Equity,2.0,False,False,"{'grade': 'OK', 'median_mae': -4.25, 'median_ttg': 2.0, 'prob_good': 34.1, 'prob_bad': 46.1}",87.5
XLU,47.17,45.81,2.96,OPTIMAL,95,1.48,0.9,46.86,0.66,,,,0.174,22.2,79.2,38.0,clean,88.4,HEALTHY,-1.3,2,Sustained Uptrend,0.92,5.79,10.39,XLU,equity,Equity,2.0,False,False,"{'grade': 'OK', 'median_mae': -4.25, 'median_ttg': 2.0, 'prob_good': 34.1, 'prob_bad': 46.1}",87.5
ROIV,29.08,27.22,6.83,OPTIMAL,90,1.5,1.11,29.04,0.12,,,,0.734,124.9,86.4,10.0,clean,85.4,HEALTHY,-4.1,3,Parabolic,1.03,8.49,43.66,XLK,equity,Equity,7.0,False,False,"{'grade': 'CHOPPY', 'median_mae': -6.4, 'median_ttg': 2.0, 'prob_good': 15.5, 'prob_bad': 67.2}",87.4
COP,120.97,111.7,8.3,OPTIMAL,90,1.5,1.11,117.57,2.89,,,,0.758,122.7,82.8,21.0,clean,89.2,HEALTHY,-1.2,3,Parabolic,3.33,8.78,24.97,XLE,commodity,Commodity,9.0,False,False,"{'grade': 'CHOPPY', 'median_mae': -8.52, 'median_ttg': 4.0, 'prob_good': 16.3, 'prob_bad': 70.0}",87.2
MNMD,18.01,17.44,3.29,OPTIMAL,95,1.48,0.9,17.99,0.13,,,,0.696,142.8,86.0,12.0,clean,79.1,CAUTION,-8.2,3,Parabolic,1.98,3.8,45.48,,commodity,Commodity,35.0,False,False,"{'grade': 'OK', 'median_mae': -4.67, 'median_ttg': 2.0, 'prob_good': 30.1, 'prob_bad': 50.7}",87.1
PWR,570.89,537.91,6.13,OPTIMAL,90,1.5,1.11,563.4,1.33,,,,0.509,97.7,78.9,39.0,clean,92.9,HEALTHY,-1.0,3,Parabolic,5.68,8.96,23.51,XLK,index,Index,1.0,False,False,"{'grade': 'CHOPPY', 'median_mae': -5.5, 'median_ttg': 3.0, 'prob_good': 19.5, 'prob_bad': 61.9}",87.0
WELL,209.63,203.95,2.78,OPTIMAL,95,1.48,0.9,207.09,1.23,,,,0.2,-18.8,80.4,31.0,clean,84.8,HEALTHY,-3.1,2,Sustained Uptrend,2.61,0.84,9.71,XLRE,sector,Sector,14.0,False,False,"{'grade': 'OK', 'median_mae': -3.14, 'median_ttg': 1.0, 'prob_good': 36.4, 'prob_bad': 36.4}",86.8
TYRA,36.2,32.41,11.71,GOOD,75,1.52,1.24,34.76,4.14,,,,0.796,279.0,94.1,3.0,clean,91.3,HEALTHY,-2.1,3,Parabolic,3.31,20.67,62.4,,equity,Equity,7.0,False,False,"{'grade': 'CHOPPY', 'median_mae': -7.32, 'median_ttg': 3.0, 'prob_good': 5.9, 'prob_bad': 70.6}",86.6
XLE,57.85,54.91,5.37,OPTIMAL,90,1.5,1.11,56.71,2.03,,,,0.812,75.1,82.0,27.0,clean,87.9,HEALTHY,-0.6,3,Parabolic,2.27,5.23,25.28,XLE,commodity,Commodity,9.0,False,False,"{'grade': 'CHOPPY', 'median_mae': -8.52, 'median_ttg': 4.0, 'prob_good': 16.3, 'prob_bad': 70.0}",86.6
VDE,163.09,154.71,5.41,OPTIMAL,90,1.5,1.11,160.07,1.89,,,,0.838,80.7,81.8,29.0,clean,87.9,HEALTHY,-0.6,3,Parabolic,2.17,5.43,25.2,XLE,commodity,Commodity,9.0,False,False,"{'grade': 'CHOPPY', 'median_mae': -8.52, 'median_ttg': 4.0, 'prob_good': 16.3, 'prob_bad': 70.0}",86.5
TTE,82.56,77.63,6.34,OPTIMAL,90,1.5,1.11,79.78,3.48,,,,0.575,71.4,82.8,21.0,clean,86.4,HEALTHY,-0.1,3,Parabolic,4.81,6.22,25.69,XLE,index,Index,1.0,False,False,"{'grade': 'CHOPPY', 'median_mae': -5.5, 'median_ttg': 3.0, 'prob_good': 19.5, 'prob_bad': 61.9}",86.4
AEP,133.38,128.19,4.05,OPTIMAL,95,1.48,0.9,132.37,0.76,,,,0.461,42.8,71.9,85.0,clean,92.7,HEALTHY,-0.9,2,Sustained Uptrend,1.14,9.1,16.83,XLU,equity,Equity,2.0,False,False,"{'grade': 'OK', 'median_mae': -4.25, 'median_ttg': 2.0, 'prob_good': 34.1, 'prob_bad': 46.1}",86.2
BG,126.29,119.46,5.72,OPTIMAL,90,1.5,1.11,119.55,5.64,,,,0.01,-11.1,83.6,18.0,clean,84.7,HEALTHY,-0.7,3,Parabolic,8.25,3.49,38.02,XLB,sector,Sector,34.0,False,False,"{'grade': 'SMOOTH', 'median_mae': -3.29, 'median_ttg': 1.0, 'prob_good': 44.2, 'prob_bad': 36.5}",86.2
RAAX,41.25,40.41,2.09,OPTIMAL,95,1.48,0.12,41.29,-0.09,,,,0.61,51.9,75.9,52.0,clean,88.1,HEALTHY,-2.0,2,Sustained Uptrend,-0.12,1.9,15.81,IAU,miner,Miner,5.0,False,False,"{'grade': 'ROUGH', 'median_mae': -6.45, 'median_ttg': 2.0, 'prob_good': 21.1, 'prob_bad': 59.9}",86.2
NXT,119.81,114.3,4.82,OPTIMAL,95,1.48,0.9,108.79,10.13,ELEVATED,1.51,0.6,0.14,-100.9,75.4,57.0,clean,87.7,HEALTHY,-9.0,2,Sustained Uptrend,18.12,-0.08,34.03,XLK,sector,Sector,32.0,False,False,"{'grade': 'OK', 'median_mae': -4.67, 'median_ttg': 2.0, 'prob_good': 30.1, 'prob_bad': 50.7}",86.0
SO,98.7,94.03,4.97,OPTIMAL,95,1.48,0.9,97.27,1.48,,,,0.695,74.8,70.0,105.0,clean,93.0,HEALTHY,-0.2,2,Sustained Uptrend,1.25,8.63,17.39,XLU,equity,Equity,2.0,False,False,"{'grade': 'OK', 'median_mae': -4.25, 'median_ttg': 2.0, 'prob_good': 34.1, 'prob_bad': 46.1}",85.7
DUK,133.17,127.22,4.68,OPTIMAL,95,1.48,0.9,131.48,1.28,,,,0.74,66.3,70.5,98.0,clean,92.2,HEALTHY,-0.1,2,Sustained Uptrend,0.51,6.37,16.82,XLU,equity,Equity,2.0,False,False,"{'grade': 'OK', 'median_mae': -4.25, 'median_ttg': 2.0, 'prob_good': 34.1, 'prob_bad': 46.1}",85.6
VZ,51.55,49.11,4.96,OPTIMAL,95,1.48,0.9,50.84,1.39,,,,0.704,67.3,73.5,75.0,clean,88.6,HEALTHY,-0.1,3,Parabolic,0.83,5.26,29.12,XLP,equity,Equity,2.0,False,False,"{'grade': 'OK', 'median_mae': -4.25, 'median_ttg': 2.0, 'prob_good': 34.1, 'prob_bad': 46.1}",85.6
EQIX,981.89,917.83,6.98,OPTIMAL,90,1.5,1.11,962.51,2.01,,,,0.339,47.0,71.1,95.0,clean,97.2,HEALTHY,-1.1,2,Sustained Uptrend,4.77,13.18,33.7,XLU,sector,Sector,14.0,False,False,"{'grade': 'CHOPPY', 'median_mae': -6.06, 'median_ttg': 10.0, 'prob_good': 17.6, 'prob_bad': 64.7}",85.5
SHLD,76.74,74.69,2.74,OPTIMAL,95,1.48,0.9,76.67,0.09,,,,0.603,77.6,69.6,109.0,clean,91.7,HEALTHY,-2.2,2,Sustained Uptrend,-0.65,7.49,18.93,XLI,equity,Equity,11.0,False,False,"{'grade': 'ROUGH', 'median_mae': -5.13, 'median_ttg': 2.0, 'prob_good': 27.5, 'prob_bad': 53.2}",85.1
BP,42.39,38.78,9.3,OPTIMAL,90,1.5,1.11,40.36,5.03,,,,0.866,152.0,73.9,70.0,clean,91.7,HEALTHY,-0.2,2,Sustained Uptrend,4.82,9.96,18.14,XLE,commodity,Commodity,9.0,False,False,"{'grade': 'CHOPPY', 'median_mae': -8.52, 'median_ttg': 4.0, 'prob_good': 16.3, 'prob_bad': 70.0}",84.9
GUNR,54.85,53.58,2.38,OPTIMAL,95,1.48,0.9,54.36,0.91,,,,0.25,32.6,76.2,49.0,clean,82.4,HEALTHY,-2.2,3,Parabolic,2.38,1.51,20.85,IAU,sector,Sector,34.0,False,False,"{'grade': 'ROUGH', 'median_mae': -5.51, 'median_ttg': 1.0, 'prob_good': 23.4, 'prob_bad': 54.9}",84.6
APD,293.67,280.83,4.57,OPTIMAL,95,1.48,0.9,278.36,5.5,,,,0.011,-9.0,70.0,105.0,clean,89.1,HEALTHY,-1.1,2,Sustained Uptrend,7.9,0.18,24.06,,sector,Sector,34.0,False,False,"{'grade': 'ROUGH', 'median_mae': -5.51, 'median_ttg': 1.0, 'prob_good': 23.4, 'prob_bad': 54.9}",84.5
EZPW,26.32,25.17,4.59,OPTIMAL,95,1.48,0.9,26.23,0.37,,,,0.477,88.1,71.9,85.0,clean,86.6,HEALTHY,-3.6,3,Parabolic,3.93,5.85,25.12,XLI,equity,Equity,2.0,False,False,"{'grade': 'OK', 'median_mae': -4.25, 'median_ttg': 2.0, 'prob_good': 34.1, 'prob_bad': 46.1}",84.4
IYZ,39.5,38.78,1.86,OPTIMAL,95,1.48,0.9,39.52,-0.05,,,,0.286,33.9,74.1,69.0,clean,84.0,HEALTHY,-2.7,2,Sustained Uptrend,1.02,1.46,16.55,XLI,equity,Equity,18.0,False,False,"{'grade': 'ROUGH', 'median_mae': -5.85, 'median_ttg': 1.5, 'prob_good': 29.4, 'prob_bad': 55.9}",84.4
CLMT,28.74,27.69,3.79,OPTIMAL,95,1.48,0.9,29.01,-0.92,,,,0.078,43.6,82.2,24.0,clean,73.8,CAUTION,-8.5,3,Parabolic,-5.46,11.87,43.99,,bond,Bond,20.0,False,False,"{'grade': 'ROUGH', 'median_mae': -5.24, 'median_ttg': 2.0, 'prob_good': 27.9, 'prob_bad': 53.4}",84.2
DVN,45.9,43.89,4.58,OPTIMAL,95,1.48,0.9,44.74,2.59,,,,0.178,35.8,70.0,105.0,clean,88.0,HEALTHY,-1.1,3,Parabolic,3.19,2.09,19.5,XLE,index,Index,10.0,False,False,"{'grade': 'OK', 'median_mae': -4.21, 'median_ttg': 2.0, 'prob_good': 32.9, 'prob_bad': 46.8}",84.2
WEC,116.84,114.23,2.29,OPTIMAL,95,1.48,0.9,115.74,0.95,,,,0.084,12.2,69.6,109.0,clean,88.6,HEALTHY,-0.7,2,Sustained Uptrend,0.92,3.28,12.71,XLU,equity,Equity,2.0,False,False,"{'grade': 'OK', 'median_mae': -4.25, 'median_ttg': 2.0, 'prob_good': 34.1, 'prob_bad': 46.1}",84.2
CMS,77.66,75.4,2.99,OPTIMAL,95,1.48,0.9,77.23,0.56,,,,0.342,31.7,68.4,116.0,clean,89.6,HEALTHY,-1.0,2,Sustained Uptrend,0.65,4.21,10.93,XLU,equity,Equity,2.0,False,False,"{'grade': 'OK', 'median_mae': -4.25, 'median_ttg': 2.0, 'prob_good': 34.1, 'prob_bad': 46.1}",84.1
JNJ,244.29,241.59,1.12,OPTIMAL,95,1.48,0.9,243.63,0.27,,,,0.004,-2.6,80.0,34.0,clean,76.2,CAUTION,-3.0,3,Parabolic,1.62,1.43,18.28,XLP,equity,Equity,7.0,False,False,"{'grade': 'ROUGH', 'median_mae': -5.42, 'median_ttg': 1.0, 'prob_good': 27.3, 'prob_bad': 52.7}",84.1
CTRA,31.98,30.63,4.4,OPTIMAL,95,1.48,0.9,31.05,3.01,,,,0.061,20.1,68.4,116.0,clean,89.5,HEALTHY,-2.1,2,Sustained Uptrend,3.06,1.04,18.36,XLE,commodity,Commodity,9.0,False,False,"{'grade': 'ROUGH', 'median_mae': -6.45, 'median_ttg': 2.0, 'prob_good': 21.1, 'prob_bad': 59.9}",84.0
FAN,24.05,23.5,2.31,OPTIMAL,95,1.48,0.9,23.81,0.99,,,,0.151,27.4,75.5,54.0,clean,80.8,HEALTHY,-2.3,2,Sustained Uptrend,1.97,3.42,18.04,VGK,index,Index,1.0,False,False,"{'grade': 'OK', 'median_mae': -4.21, 'median_ttg': 2.0, 'prob_good': 32.9, 'prob_bad': 46.8}",83.9
NEE,93.71,91.35,2.58,OPTIMAL,95,1.48,0.9,92.07,1.78,,,,0.0,-0.3,73.6,74.0,clean,82.9,HEALTHY,-2.3,2,Sustained Uptrend,2.96,2.57,15.31,XLU,equity,Equity,2.0,False,False,"{'grade': 'OK', 'median_mae': -4.25, 'median_ttg': 2.0, 'prob_good': 34.1, 'prob_bad': 46.1}",83.9
SEI,54.98,51.75,6.22,OPTIMAL,90,1.5,1.11,51.28,7.21,,,,0.005,13.4,75.4,57.0,clean,86.3,HEALTHY,-10.4,2,Sustained Uptrend,12.29,2.32,0.61,XLK,commodity,Commodity,9.0,False,False,"{'grade': 'CHOPPY', 'median_mae': -8.52, 'median_ttg': 4.0, 'prob_good': 16.3, 'prob_bad': 70.0}",83.8
MPLX,58.73,57.28,2.54,OPTIMAL,95,1.48,0.9,58.65,0.15,,,,0.41,45.1,66.7,129.0,clean,90.4,HEALTHY,-1.9,2,Sustained Uptrend,0.14,5.45,6.5,XLRE,bond,Bond,4.0,False,False,"{'grade': 'SMOOTH', 'median_mae': -1.18, 'median_ttg': 2.0, 'prob_good': 50.9, 'prob_bad': 37.7}",83.7
ICLN,18.75,18.52,1.23,OPTIMAL,95,1.48,0.9,18.12,3.44,,,,0.211,-48.9,71.8,88.0,clean,83.9,HEALTHY,-3.3,2,Sustained Uptrend,7.54,-1.55,11.98,XLK,sector,Sector,32.0,False,False,"{'grade': 'OK', 'median_mae': -4.67, 'median_ttg': 2.0, 'prob_good': 30.1, 'prob_bad': 50.7}",83.5
DLR,180.94,176.1,2.75,OPTIMAL,95,1.48,0.9,179.78,0.65,,,,0.116,15.8,62.9,167.0,clean,93.3,HEALTHY,-2.1,2,Sustained Uptrend,2.7,3.65,13.43,SPY,sector,Sector,14.0,False,False,"{'grade': 'OK', 'median_mae': -3.14, 'median_ttg': 1.0, 'prob_good': 36.4, 'prob_bad': 36.4}",83.3
FIVE,214.06,213.17,0.42,OPTIMAL,95,1.48,0.9,219.3,-2.39,,,,0.2,50.3,74.7,64.0,clean,79.8,CAUTION,-6.7,3,Parabolic,-0.56,3.85,20.83,XLI,equity,Equity,37.0,False,False,"{'grade': 'OK', 'median_mae': -4.25, 'median_ttg': 2.0, 'prob_good': 34.1, 'prob_bad': 46.1}",83.3
FTI,64.17,62.55,2.58,OPTIMAL,95,1.48,0.9,64.58,-0.64,,,,0.153,48.7,75.5,54.0,clean,78.9,CAUTION,-6.0,3,Parabolic,1.82,3.79,38.71,XLI,index,Index,10.0,False,False,"{'grade': 'OK', 'median_mae': -4.21, 'median_ttg': 2.0, 'prob_good': 32.9, 'prob_bad': 46.8}",83.3
EVRG,82.92,80.43,3.09,OPTIMAL,95,1.48,0.9,82.55,0.44,,,,0.312,37.5,71.4,91.0,clean,83.3,HEALTHY,-2.7,2,Sustained Uptrend,-0.53,4.55,12.8,XLU,equity,Equity,2.0,False,False,"{'grade': 'OK', 'median_mae': -4.25, 'median_ttg': 2.0, 'prob_good': 34.1, 'prob_bad': 46.1}",83.2
CW,692.66,682.73,1.45,OPTIMAL,95,1.48,0.9,697.7,-0.72,,,,0.009,7.2,71.2,93.0,clean,82.9,HEALTHY,-5.1,3,Parabolic,1.61,9.21,24.8,XLI,equity,Equity,11.0,False,False,"{'grade': 'ROUGH', 'median_mae': -5.13, 'median_ttg': 2.0, 'prob_good': 27.5, 'prob_bad': 53.2}",83.0
GD,359.24,354.32,1.39,OPTIMAL,95,1.48,0.9,360.57,-0.37,,,,0.468,59.5,66.6,132.0,clean,88.3,HEALTHY,-2.8,2,Sustained Uptrend,-1.17,3.72,4.97,XLI,equity,Equity,11.0,False,False,"{'grade': 'ROUGH', 'median_mae': -5.13, 'median_ttg': 2.0, 'prob_good': 27.5, 'prob_bad': 53.2}",83.0
PRE,21.55,18.82,14.53,GOOD,75,1.52,1.24,18.27,17.95,EXIT WATCH,1.59,0.49,0.002,-22.9,96.0,2.0,clean,77.1,CAUTION,-5.7,3,Parabolic,21.07,0.7,50.7,,equity,Equity,7.0,False,False,"{'grade': 'CHOPPY', 'median_mae': -7.32, 'median_ttg': 3.0, 'prob_good': 5.9, 'prob_bad': 70.6}",83.0
HOLX,75.27,75.22,0.06,OPTIMAL,95,1.48,0.9,75.51,-0.32,,,,0.354,7.1,72.9,82.0,clean,79.9,CAUTION,-0.6,1,Basing,-0.63,0.23,0.58,,equity,Equity,7.0,False,False,"{'grade': 'ROUGH', 'median_mae': -5.42, 'median_ttg': 1.0, 'prob_good': 27.3, 'prob_bad': 52.7}",82.7
RBKB,16.12,14.91,8.15,OPTIMAL,90,1.5,1.11,15.94,1.12,,,,0.398,57.6,71.2,93.0,clean,87.6,HEALTHY,-2.3,3,Parabolic,1.26,6.54,36.49,,equity,Equity,,False,False,"{'grade': 'ROUGH', 'median_mae': -5.96, 'median_ttg': 2.0, 'prob_good': 24.2, 'prob_bad': 59.0}",82.7
TIGO,72.34,68.03,6.35,OPTIMAL,90,1.5,1.11,71.74,0.84,,,,0.598,146.7,75.7,53.0,clean,82.4,HEALTHY,-3.9,3,Parabolic,4.42,12.04,44.31,XLRE,index,Index,1.0,False,False,"{'grade': 'CHOPPY', 'median_mae': -5.5, 'median_ttg': 3.0, 'prob_good': 19.5, 'prob_bad': 61.9}",82.7
EQT,65.29,59.35,10.0,GOOD,75,1.52,1.24,62.6,4.3,,,,0.874,137.6,82.2,24.0,clean,91.9,HEALTHY,-0.1,2,Sustained Uptrend,5.37,14.62,14.04,XLE,equity,Equity,19.0,False,False,"{'grade': 'CHOPPY', 'median_mae': -9.53, 'median_ttg': 8.0, 'prob_good': 8.1, 'prob_bad': 78.4}",82.6
MAZE,51.73,46.73,10.69,GOOD,75,1.52,1.24,47.65,8.56,,,,0.303,113.1,83.5,20.0,clean,89.6,HEALTHY,-2.1,3,Parabolic,15.39,9.55,33.98,,equity,Equity,7.0,False,False,"{'grade': 'CHOPPY', 'median_mae': -7.32, 'median_ttg': 3.0, 'prob_good': 5.9, 'prob_bad': 70.6}",82.4
INFL,53.05,51.86,2.29,OPTIMAL,95,1.48,0.9,53.33,-0.53,,,,0.373,60.5,72.6,84.0,clean,78.9,CAUTION,-3.8,2,Sustained Uptrend,0.4,3.59,18.05,IAU,index,Index,3.0,False,False,"{'grade': 'OK', 'median_mae': -4.25, 'median_ttg': 2.0, 'prob_good': 34.1, 'prob_bad': 46.1}",82.3
SYRE,41.65,38.65,7.76,OPTIMAL,90,1.5,1.11,41.05,1.46,,,,0.227,135.1,73.7,73.0,clean,83.2,HEALTHY,-9.0,3,Parabolic,3.74,22.79,20.17,VXUS,equity,Equity,7.0,False,False,"{'grade': 'CHOPPY', 'median_mae': -6.4, 'median_ttg': 2.0, 'prob_good': 15.5, 'prob_bad': 67.2}",82.3
FNV,260.03,256.7,1.3,OPTIMAL,95,1.48,0.12,262.88,-1.08,,,,0.11,54.4,80.2,33.0,clean,69.6,CAUTION,-9.0,3,Parabolic,0.11,0.9,25.06,IAU,miner,Miner,5.0,False,False,"{'grade': 'ROUGH', 'median_mae': -6.45, 'median_ttg': 2.0, 'prob_good': 21.1, 'prob_bad': 59.9}",82.2
LHX,361.53,353.73,2.2,OPTIMAL,95,1.48,0.9,365.35,-1.04,,,,0.473,79.2,74.2,68.0,clean,76.6,CAUTION,-4.7,3,Parabolic,-1.39,6.24,26.44,XLI,equity,Equity,11.0,False,False,"{'grade': 'ROUGH', 'median_mae': -5.13, 'median_ttg': 2.0, 'prob_good': 27.5, 'prob_bad': 53.2}",82.2
SOYB,24.69,23.6,4.64,OPTIMAL,95,1.48,0.9,24.27,1.71,,,,0.866,73.6,77.7,42.0,clean,72.2,CAUTION,-1.4,1,Basing,1.15,6.19,8.38,DBA,commodity,Commodity,21.0,False,False,"{'grade': 'OK', 'median_mae': -4.67, 'median_ttg': 2.0, 'prob_good': 30.1, 'prob_bad': 50.7}",82.1
BKGI,44.84,44.51,0.73,OPTIMAL,95,1.48,0.9,44.84,-0.0,,,,0.042,-11.0,76.7,46.0,clean,73.0,CAUTION,-3.5,2,Sustained Uptrend,0.43,0.52,12.3,VXUS,index,Index,1.0,False,False,"{'grade': 'OK', 'median_mae': -4.21, 'median_ttg': 2.0, 'prob_good': 32.9, 'prob_bad': 46.8}",82.0
RTX,204.75,202.18,1.27,OPTIMAL,95,1.48,0.9,207.14,-1.15,,,,0.235,40.2,71.7,90.0,clean,78.9,CAUTION,-4.5,2,Sustained Uptrend,-2.39,4.19,17.19,XLI,equity,Equity,11.0,False,False,"{'grade': 'ROUGH', 'median_mae': -5.13, 'median_ttg': 2.0, 'prob_good': 27.5, 'prob_bad': 53.2}",82.0
VAL,94.42,86.09,9.67,OPTIMAL,90,1.5,1.11,91.83,2.82,,,,0.002,-4.4,70.7,96.0,clean,85.9,HEALTHY,-7.6,3,Parabolic,7.89,6.78,63.8,VXUS,equity,Equity,,False,False,"{'grade': 'ROUGH', 'median_mae': -5.96, 'median_ttg': 2.0, 'prob_good': 24.2, 'prob_bad': 59.0}",82.0
FPLSF,21.43,20.74,3.34,OPTIMAL,95,1.48,0.9,21.52,-0.39,,,,0.272,94.5,73.2,77.0,clean,76.3,CAUTION,-6.9,3,Parabolic,3.35,5.38,58.54,XLF,index,Index,28.0,False,False,"{'grade': 'OK', 'median_mae': -4.21, 'median_ttg': 2.0, 'prob_good': 32.9, 'prob_bad': 46.8}",81.8
FIX,1400.0,1341.92,4.33,OPTIMAL,95,1.48,0.9,1382.12,1.29,,,,0.022,23.4,64.9,147.0,clean,85.7,HEALTHY,-6.7,3,Parabolic,9.46,4.58,37.07,XLK,index,Index,3.0,False,False,"{'grade': 'OK', 'median_mae': -4.25, 'median_ttg': 2.0, 'prob_good': 34.1, 'prob_bad': 46.1}",81.7
KR,74.59,69.16,7.85,OPTIMAL,90,1.5,1.11,71.88,3.78,,,,0.423,96.8,70.1,102.0,clean,85.4,HEALTHY,-2.6,2,Sustained Uptrend,0.65,8.64,21.8,XLP,equity,Equity,2.0,False,False,"{'grade': 'ROUGH', 'median_mae': -6.04, 'median_ttg': 2.0, 'prob_good': 23.6, 'prob_bad': 61.3}",81.7
OKE,85.9,84.13,2.1,OPTIMAL,95,1.48,0.9,85.54,0.42,,,,0.005,-4.8,66.5,133.0,clean,84.0,HEALTHY,-3.5,3,Parabolic,-1.18,1.18,16.43,XLE,index,Index,10.0,False,False,"{'grade': 'OK', 'median_mae': -4.21, 'median_ttg': 2.0, 'prob_good': 32.9, 'prob_bad': 46.8}",81.7
AXGN,33.44,32.73,2.16,OPTIMAL,95,1.48,0.9,30.49,9.69,,,,0.35,-165.1,76.4,47.0,clean,72.1,CAUTION,-7.1,3,Parabolic,17.13,-1.36,11.43,,equity,Equity,7.0,False,False,"{'grade': 'ROUGH', 'median_mae': -5.42, 'median_ttg': 1.0, 'prob_good': 27.3, 'prob_bad': 52.7}",81.6
COST,1011.0,994.64,1.65,OPTIMAL,95,1.48,0.9,1000.71,1.03,,,,0.002,1.9,58.5,190.0,clean,92.9,HEALTHY,-1.7,2,Sustained Uptrend,1.29,3.36,15.62,XLP,equity,Equity,2.0,False,False,"{'grade': 'OK', 'median_mae': -4.25, 'median_ttg': 2.0, 'prob_good': 34.1, 'prob_bad': 46.1}",81.6
EOG,133.69,122.46,9.17,OPTIMAL,90,1.5,1.11,130.57,2.39,,,,0.873,146.5,70.0,105.0,clean,85.3,HEALTHY,-1.8,2,Sustained Uptrend,1.74,13.09,19.98,XLE,commodity,Commodity,9.0,False,False,"{'grade': 'CHOPPY', 'median_mae': -8.52, 'median_ttg': 4.0, 'prob_good': 16.3, 'prob_bad': 70.0}",81.6
SII,157.98,142.55,10.82,GOOD,90,1.52,2.55,161.76,-2.34,,,,0.64,387.5,75.5,54.0,clean,78.4,CAUTION,-6.9,3,Parabolic,-1.33,29.75,70.29,IAU,miner,Miner,5.0,False,False,"{'grade': 'CHOPPY', 'median_mae': -9.08, 'median_ttg': 3.0, 'prob_good': 15.6, 'prob_bad': 65.6}",81.4
FANG,177.83,171.53,3.67,OPTIMAL,95,1.48,0.9,178.23,-0.23,,,,0.56,85.9,67.4,124.0,clean,81.6,HEALTHY,-4.7,2,Sustained Uptrend,-1.5,5.22,10.95,XLE,commodity,Commodity,9.0,False,False,"{'grade': 'ROUGH', 'median_mae': -6.45, 'median_ttg': 2.0, 'prob_good': 21.1, 'prob_bad': 59.9}",81.3
INR,17.48,16.87,3.61,OPTIMAL,95,1.48,0.9,17.69,-1.2,,,,0.652,160.6,70.4,100.0,clean,78.2,CAUTION,-8.0,3,Parabolic,-5.82,3.74,17.71,XLE,commodity,Commodity,9.0,False,False,"{'grade': 'ROUGH', 'median_mae': -6.45, 'median_ttg': 2.0, 'prob_good': 21.1, 'prob_bad': 59.9}",81.3
NORW,36.02,34.89,3.23,OPTIMAL,95,1.48,0.9,35.81,0.56,,,,0.66,50.8,67.4,124.0,clean,81.4,HEALTHY,-2.1,3,Parabolic,0.83,4.03,21.84,VXUS,index,Index,1.0,False,False,"{'grade': 'OK', 'median_mae': -4.21, 'median_ttg': 2.0, 'prob_good': 32.9, 'prob_bad': 46.8}",81.3
