ticker,price,ret_1m,ret_3m,ret_6m,ret_1y,ret_5y,ret_10y,ratio_3m_1m,ratio_6m_3m,ratio_1y_6m,ratio_5y_1y,ratio_10y_5y,ratio_passes,sma30,sma50,sma100,sma200,sma_all,vs_spy_1y,vs_spy_5y,vs_spy_10y,vs_qqq_1y,vs_qqq_5y,vs_qqq_10y,vs_iau_1y,vs_iau_5y,vs_iau_10y,bad_spy_score,top_pole,top_pole_corr,momentum_signal,momentum_flag,vol_ratio,vol_flag,pullback_flag,strong_flag,score_returns,score_ratios,score_spy_days,history_depth,score_depth,score,rank
AGX,664.76,11.19,63.38,98.38,262.62,1268.1,1872.58,5.67,1.55,2.67,4.83,1.48,4,True,True,True,True,True,237.53,1189.78,1613.84,226.68,1151.11,1305.9,221.87,1123.35,1620.24,0.7287,,,-0.19,clean,0.689,thin,none,strong_buy,90.01894310536285,93.38134430727023,94.58161865569274,6,100.0,94.6,1
LINC,49.45,17.88,64.12,137.63,133.14,579.26,2489.01,3.59,2.15,0.97,4.35,4.3,4,True,True,True,True,True,108.05,500.94,2230.27,97.2,462.27,1922.33,92.39,434.51,2236.66,0.2856,XLB,0.33,0.63,clean,1.267,normal,none,strong_buy,90.82565810960872,93.38134430727023,91.6323731138546,6,100.0,94.3,2
REX,50.27,16.77,51.87,53.82,136.01,296.14,483.18,3.09,1.04,2.53,2.18,1.63,4,True,True,True,True,True,110.92,217.82,224.44,100.07,179.15,-83.5,95.26,151.39,230.84,1.0684,XLE,0.41,1.15,clean,0.762,normal,none,strong_buy,86.71206479848455,93.38134430727023,96.22770919067214,6,100.0,93.9,3
VLO,258.52,15.59,31.0,47.07,90.97,232.76,370.21,1.99,1.52,1.93,2.56,1.59,4,True,True,True,True,True,65.88,154.44,111.47,55.03,115.77,-196.47,50.22,88.01,117.87,1.0945,XLE,0.73,1.02,clean,0.842,normal,none,strong_buy,82.43516885492194,93.38134430727023,96.43347050754458,6,100.0,92.7,4
EACO,104.99,16.59,14.13,29.62,198.95,458.46,1758.23,0.85,2.1,6.72,2.3,3.84,4,True,True,True,True,True,173.86,380.14,1499.49,163.0,341.47,1191.55,158.19,313.71,1505.89,0.9609,,,0.56,clean,,normal,none,strong_buy,81.15487621660462,93.38134430727023,95.67901234567901,6,100.0,92.2,5
FCFS,224.96,9.0,22.83,43.35,78.71,222.02,442.86,2.54,1.9,1.82,2.82,1.99,5,True,True,True,True,True,53.62,143.7,184.12,42.77,105.03,-123.82,37.96,77.27,190.52,0.0865,,,0.75,clean,1.2,normal,none,strong_buy,78.339538833366,99.24554183813443,89.16323731138546,6,100.0,91.2,6
PARXF,20.16,12.56,34.94,56.28,125.25,13.64,107.84,2.78,1.61,2.23,0.11,7.9,4,True,True,True,True,True,100.16,-64.68,-150.91,89.31,-103.35,-458.84,84.5,-131.11,-144.51,0.7005,XLE,0.5,0.48,clean,0.21,thin,none,strong_buy,77.73205304069502,93.38134430727023,94.44444444444444,6,100.0,90.9,7
MTDR,60.81,9.37,28.32,49.04,36.38,112.55,210.1,3.02,1.73,0.74,3.09,1.87,4,True,True,True,True,True,11.29,34.23,-48.64,0.43,-4.44,-356.58,-4.38,-32.2,-42.24,1.6422,XLE,0.8,0.56,clean,0.928,normal,none,strong_buy,74.98203671043177,93.38134430727023,98.21673525377228,6,100.0,90.8,8
CVE,31.57,28.8,46.29,77.06,131.45,308.94,120.61,1.61,1.66,1.71,2.35,0.39,3,True,True,True,True,True,106.36,230.62,-138.13,95.51,191.95,-446.06,90.7,164.19,-131.73,0.6672,XLE,0.73,2.54,overextended,0.668,thin,none,none,87.76699980403684,75.65157750342935,94.23868312757202,6,100.0,90.3,9
ELA,24.79,38.41,87.52,137.45,292.25,498.79,4577.36,2.28,1.57,2.13,1.71,9.18,4,True,True,True,True,True,267.16,420.47,4318.62,256.3,381.81,4010.68,251.5,354.04,4325.02,-0.9467,,,1.76,clean,1.156,normal,none,strong_buy,94.53915997125874,93.38134430727023,65.36351165980795,6,100.0,90.1,10
EXCE,23.2,5.94,18.97,40.61,130.85,700.0,52627.27,3.2,2.14,3.22,5.35,75.18,5,True,True,True,True,True,105.76,621.68,52368.53,94.9,583.01,52060.59,90.09,555.25,52374.93,-0.3575,,,-0.34,clean,,normal,none,strong_buy,78.7673917303547,99.24554183813443,80.72702331961591,6,100.0,89.6,11
EFXT,28.16,23.08,48.05,117.28,294.4,360.13,274.47,2.08,2.44,2.51,1.22,0.76,3,True,True,True,True,True,269.31,281.81,15.73,258.46,243.14,-292.21,253.65,215.38,22.13,-0.2013,,,1.24,clean,0.968,normal,none,strong_buy,91.01835521588607,75.65157750342935,84.49931412894375,6,100.0,89.3,12
