target_date,window,similar_date,correlation
2026-03-30,25Y,2026-03-27,0.9313
2026-03-30,25Y,2026-03-26,0.8626
2026-03-30,25Y,2026-03-25,0.7957
2026-03-30,25Y,2026-03-24,0.786
2026-03-30,25Y,2026-03-20,0.7441
2026-03-30,25Y,2026-03-23,0.7282
2026-03-30,25Y,2026-03-18,0.7169
2026-03-30,25Y,2026-03-13,0.6769
2026-03-30,25Y,2022-05-12,0.6733
2026-03-30,25Y,2022-05-09,0.672
2026-03-30,25Y,2026-03-19,0.6611
2026-03-30,25Y,2026-03-12,0.6422
2026-03-30,25Y,2022-05-13,0.6357
2026-03-30,25Y,2025-01-13,0.6355
2026-03-30,25Y,2025-01-02,0.6333
2026-03-30,25Y,2026-03-16,0.6254
2026-03-30,25Y,2026-03-17,0.6199
2026-03-30,25Y,2023-10-13,0.617
2026-03-30,25Y,2021-10-01,0.6131
2026-03-30,25Y,2020-03-20,0.6077
2026-03-30,25Y,2022-05-16,0.6072
2026-03-30,25Y,2024-12-31,0.6071
2026-03-30,25Y,2022-05-06,0.6055
2026-03-30,25Y,2004-05-17,0.6031
2026-03-30,25Y,2020-03-18,0.6002
2026-03-30,25Y,2025-01-10,0.6001
2026-03-30,25Y,2021-10-05,0.6
2026-03-30,25Y,2021-09-30,0.5956
2026-03-30,25Y,2008-07-02,0.5951
2026-03-30,25Y,2004-05-06,0.5948
2026-03-30,25Y,2021-10-06,0.5944
2026-03-30,25Y,2022-05-02,0.594
2026-03-30,25Y,2022-04-29,0.5917
2026-03-30,25Y,2022-05-11,0.5912
2026-03-30,25Y,2021-09-29,0.5884
2026-03-30,25Y,2004-05-18,0.5872
2026-03-30,25Y,2014-09-30,0.586
2026-03-30,25Y,2022-05-05,0.5852
2026-03-30,25Y,2020-03-17,0.5845
2026-03-30,25Y,2008-06-30,0.5843
2026-03-30,25Y,2013-06-24,0.5821
2026-03-30,25Y,2020-03-19,0.5819
2026-03-30,25Y,2014-10-01,0.5809
2026-03-30,25Y,2018-02-09,0.5805
2026-03-30,25Y,2018-03-27,0.5797
2026-03-30,25Y,2020-03-16,0.5791
2026-03-30,25Y,2018-02-08,0.5786
2026-03-30,25Y,2008-07-03,0.5781
2026-03-30,25Y,2025-01-14,0.5781
2026-03-30,25Y,2014-10-07,0.5745
2026-03-30,25Y,2016-01-19,0.5732
2026-03-30,25Y,2022-05-10,0.5731
2026-03-30,25Y,2014-10-02,0.5721
2026-03-30,25Y,2020-03-12,0.5721
2026-03-30,25Y,2008-07-01,0.5711
2026-03-30,25Y,2011-10-03,0.5706
2026-03-30,25Y,2020-03-23,0.5704
2026-03-30,25Y,2008-10-27,0.5703
2026-03-30,25Y,2016-01-20,0.5698
2026-03-30,25Y,2016-01-21,0.5694
2026-03-30,25Y,2008-10-22,0.5694
2026-03-30,25Y,2008-07-07,0.5691
2026-03-30,25Y,2004-05-05,0.5659
2026-03-30,25Y,2010-06-01,0.5657
2026-03-30,25Y,2004-05-14,0.5657
2026-03-30,25Y,2020-03-13,0.5652
2026-03-30,25Y,2008-10-10,0.564
2026-03-30,25Y,2010-05-28,0.5635
2026-03-30,25Y,2005-04-05,0.5627
2026-03-30,25Y,2010-02-11,0.5618
2026-03-30,25Y,2021-12-06,0.5618
2026-03-30,25Y,2021-09-28,0.5615
2026-03-30,25Y,2002-09-30,0.5615
2026-03-30,25Y,2008-10-08,0.5593
2026-03-30,25Y,2004-05-03,0.5579
2026-03-30,25Y,2007-08-16,0.5576
2026-03-30,25Y,2008-10-09,0.5573
2026-03-30,25Y,2021-10-08,0.557
2026-03-30,25Y,2008-10-07,0.5562
2026-03-30,25Y,2022-09-26,0.5561
2026-03-30,25Y,2014-09-29,0.5561
2026-03-30,25Y,2025-04-08,0.5555
2026-03-30,25Y,2004-05-21,0.5552
2026-03-30,25Y,2018-02-13,0.5546
2026-03-30,25Y,2022-05-19,0.5521
2026-03-30,25Y,2004-05-20,0.5513
2026-03-30,25Y,2004-05-07,0.5511
2026-03-30,25Y,2005-04-01,0.5507
2026-03-30,25Y,2010-02-04,0.5505
2026-03-30,25Y,2008-10-15,0.5498
2026-03-30,25Y,2022-05-18,0.5493
2026-03-30,25Y,2010-05-26,0.5489
2026-03-30,25Y,2023-08-22,0.5488
2026-03-30,25Y,2023-10-27,0.5487
2026-03-30,25Y,2013-06-25,0.5473
2026-03-30,25Y,2005-04-04,0.5465
2026-03-30,25Y,2020-03-11,0.546
2026-03-30,25Y,2025-04-07,0.5458
2026-03-30,25Y,2008-10-20,0.5457
2026-03-30,25Y,2016-01-22,0.5442
2026-03-30,5Y,2026-03-27,0.9313
2026-03-30,5Y,2026-03-26,0.8626
2026-03-30,5Y,2026-03-25,0.7957
2026-03-30,5Y,2026-03-24,0.786
2026-03-30,5Y,2026-03-20,0.7441
2026-03-30,5Y,2026-03-23,0.7282
2026-03-30,5Y,2026-03-18,0.7169
2026-03-30,5Y,2026-03-13,0.6769
2026-03-30,5Y,2022-05-12,0.6733
2026-03-30,5Y,2022-05-09,0.672
2026-03-30,5Y,2026-03-19,0.6611
2026-03-30,5Y,2026-03-12,0.6422
2026-03-30,5Y,2022-05-13,0.6357
2026-03-30,5Y,2025-01-13,0.6355
2026-03-30,5Y,2025-01-02,0.6333
2026-03-30,5Y,2026-03-16,0.6254
2026-03-30,5Y,2026-03-17,0.6199
2026-03-30,5Y,2023-10-13,0.617
2026-03-30,5Y,2021-10-01,0.6131
2026-03-30,5Y,2022-05-16,0.6072
2026-03-30,5Y,2024-12-31,0.6071
2026-03-30,5Y,2022-05-06,0.6055
2026-03-30,5Y,2025-01-10,0.6001
2026-03-30,5Y,2021-10-05,0.6
2026-03-30,5Y,2021-09-30,0.5956
2026-03-30,5Y,2021-10-06,0.5944
2026-03-30,5Y,2022-05-02,0.594
2026-03-30,5Y,2022-04-29,0.5917
2026-03-30,5Y,2022-05-11,0.5912
2026-03-30,5Y,2021-09-29,0.5884
2026-03-30,5Y,2022-05-05,0.5852
2026-03-30,5Y,2025-01-14,0.5781
2026-03-30,5Y,2022-05-10,0.5731
2026-03-30,5Y,2021-12-06,0.5618
