target_date,window,similar_date,correlation
2026-03-30,25Y,2026-03-27,0.9448
2026-03-30,25Y,2026-03-26,0.8728
2026-03-30,25Y,2026-03-25,0.823
2026-03-30,25Y,2026-03-24,0.7896
2026-03-30,25Y,2026-03-20,0.7451
2026-03-30,25Y,2026-03-23,0.7412
2026-03-30,25Y,2026-03-18,0.7158
2026-03-30,25Y,2026-03-19,0.6809
2026-03-30,25Y,2026-03-13,0.6721
2026-03-30,25Y,2022-05-09,0.6469
2026-03-30,25Y,2022-05-12,0.6426
2026-03-30,25Y,2026-03-17,0.6401
2026-03-30,25Y,2022-05-13,0.6396
2026-03-30,25Y,2026-03-12,0.6357
2026-03-30,25Y,2025-01-13,0.6271
2026-03-30,25Y,2022-05-16,0.6257
2026-03-30,25Y,2026-03-16,0.6228
2026-03-30,25Y,2025-01-02,0.621
2026-03-30,25Y,2023-10-13,0.6196
2026-03-30,25Y,2021-10-05,0.6131
2026-03-30,25Y,2022-05-06,0.6063
2026-03-30,25Y,2021-10-06,0.6059
2026-03-30,25Y,2021-10-01,0.6049
2026-03-30,25Y,2025-01-10,0.6019
2026-03-30,25Y,2024-12-31,0.5952
2026-03-30,25Y,2004-05-17,0.5925
2026-03-30,25Y,2022-04-29,0.5858
2026-03-30,25Y,2004-05-06,0.5855
2026-03-30,25Y,2022-05-02,0.5835
2026-03-30,25Y,2008-06-30,0.5803
2026-03-30,25Y,2010-05-28,0.577
2026-03-30,25Y,2005-04-05,0.5767
2026-03-30,25Y,2010-02-11,0.5763
2026-03-30,25Y,2025-01-14,0.5757
2026-03-30,25Y,2022-05-05,0.5757
2026-03-30,25Y,2008-07-02,0.5744
2026-03-30,25Y,2004-05-18,0.5743
2026-03-30,25Y,2022-05-19,0.5735
2026-03-30,25Y,2021-09-29,0.5726
2026-03-30,25Y,2010-06-01,0.5722
2026-03-30,25Y,2020-03-20,0.5716
2026-03-30,25Y,2014-09-30,0.5688
2026-03-30,25Y,2021-09-30,0.5675
2026-03-30,25Y,2008-07-03,0.5674
2026-03-30,25Y,2021-10-08,0.5667
2026-03-30,25Y,2008-10-22,0.5651
2026-03-30,25Y,2008-07-01,0.5638
2026-03-30,25Y,2004-05-05,0.5627
2026-03-30,25Y,2022-05-11,0.5623
2026-03-30,25Y,2008-07-07,0.5619
2026-03-30,25Y,2020-03-18,0.5609
2026-03-30,25Y,2010-02-18,0.56
2026-03-30,25Y,2004-05-21,0.5577
2026-03-30,25Y,2020-03-19,0.5576
2026-03-30,25Y,2010-02-16,0.5569
2026-03-30,25Y,2014-10-07,0.5552
2026-03-30,25Y,2021-09-28,0.5551
2026-03-30,25Y,2022-05-18,0.5542
2026-03-30,25Y,2022-05-10,0.554
2026-03-30,25Y,2002-09-30,0.5539
2026-03-30,25Y,2021-12-06,0.5538
2026-03-30,25Y,2018-03-27,0.5533
2026-03-30,25Y,2020-03-23,0.5529
2026-03-30,25Y,2004-05-14,0.5522
2026-03-30,25Y,2014-10-02,0.5522
2026-03-30,25Y,2010-02-12,0.5517
2026-03-30,25Y,2016-01-21,0.5511
2026-03-30,25Y,2013-06-24,0.551
2026-03-30,25Y,2016-01-19,0.5509
2026-03-30,25Y,2021-10-07,0.5505
2026-03-30,25Y,2014-10-01,0.5493
2026-03-30,25Y,2010-02-17,0.5467
2026-03-30,25Y,2005-04-01,0.5458
2026-03-30,25Y,2018-02-09,0.5458
2026-03-30,25Y,2023-08-22,0.5448
2026-03-30,25Y,2020-03-17,0.5447
2026-03-30,25Y,2008-10-20,0.544
2026-03-30,25Y,2005-04-04,0.5438
2026-03-30,25Y,2011-10-03,0.5435
2026-03-30,25Y,2016-01-22,0.5423
2026-03-30,25Y,2018-02-13,0.5419
2026-03-30,25Y,2018-02-08,0.5415
2026-03-30,25Y,2025-01-08,0.5414
2026-03-30,25Y,2021-10-12,0.5405
2026-03-30,25Y,2000-05-10,0.5403
2026-03-30,25Y,2010-02-04,0.5402
2026-03-30,25Y,2013-06-28,0.5401
2026-03-30,25Y,2022-05-17,0.54
2026-03-30,25Y,2020-03-16,0.5398
2026-03-30,25Y,2022-05-20,0.5398
2026-03-30,25Y,2023-10-12,0.5396
2026-03-30,25Y,2014-09-29,0.5396
2026-03-30,25Y,2008-10-27,0.5391
2026-03-30,25Y,2016-01-25,0.5388
2026-03-30,25Y,2004-05-20,0.5383
