ticker,price,ret_1m,ret_3m,ret_6m,ret_1y,ret_5y,ret_10y,ratio_3m_1m,ratio_6m_3m,ratio_1y_6m,ratio_5y_1y,ratio_10y_5y,ratio_passes,sma30,sma50,sma100,sma200,sma_all,vs_spy_1y,vs_spy_5y,vs_spy_10y,vs_qqq_1y,vs_qqq_5y,vs_qqq_10y,vs_iau_1y,vs_iau_5y,vs_iau_10y,bad_spy_score,top_pole,top_pole_corr,momentum_signal,momentum_flag,vol_ratio,vol_flag,pullback_flag,strong_flag,score_returns,score_ratios,score_spy_days,history_depth,score_depth,score,rank
ADTTF,201.74,17.98,38.85,55.39,260.89,732.26,9552.63,2.16,1.43,4.71,2.81,13.05,4,True,True,True,True,True,239.79,656.19,9293.83,228.33,621.99,8972.68,240.62,609.92,9350.99,0.5779,,,0.24,clean,,normal,none,strong_buy,87.86884249551767,95.94767070835992,94.06509253350352,6,100.0,94.4,1
ATEX,98.24,51.05,156.9,339.95,272.97,60.03,364.49,3.07,2.17,0.8,0.22,6.07,3,True,True,True,True,True,251.86,-16.04,105.69,240.41,-50.24,-215.46,252.7,-62.32,162.85,1.5343,XLK,0.32,2.16,overextended,1.451,normal,none,none,91.73124259276142,80.56796426292279,99.10657306955967,6,100.0,93.5,2
ELA,28.62,4.03,68.75,120.49,393.45,462.28,4620.44,17.04,1.75,3.27,1.17,9.99,4,True,True,True,True,True,372.34,386.21,4361.63,360.89,352.01,4040.48,373.18,339.94,4418.8,0.4952,,,-0.63,clean,1.064,normal,none,strong_buy,84.92721913270732,95.94767070835992,92.59731971920868,6,100.0,93.2,3
FTNT,155.42,19.83,98.75,91.45,49.64,226.65,2230.13,4.98,0.93,0.54,4.57,9.84,3,True,True,True,True,True,28.54,150.58,1971.33,17.08,116.38,1650.18,29.37,104.31,2028.5,1.2282,XLK,0.35,0.86,clean,1.109,normal,none,strong_buy,87.24587473789771,80.56796426292279,98.59604339502233,6,100.0,92.0,4
ECPG,92.82,15.59,34.78,68.83,136.6,92.73,280.41,2.23,1.98,1.98,0.68,3.02,4,True,True,True,True,True,115.5,16.66,21.61,104.04,-17.54,-299.54,116.33,-29.61,78.77,0.1512,XLF,0.41,0.99,clean,1.133,normal,none,strong_buy,82.73771537970644,95.94767070835992,85.92852584556478,6,100.0,91.2,5
LLY,1229.93,9.15,40.04,14.2,54.68,452.36,1565.22,4.38,0.35,3.85,8.27,3.46,4,True,True,True,True,True,33.58,376.29,1306.41,22.12,342.09,985.27,34.41,330.01,1363.58,0.5611,XLV,0.73,0.52,clean,1.085,normal,none,strong_buy,75.63436350928374,95.94767070835992,93.80982769623485,6,100.0,90.6,6
PANW,332.0,28.8,125.82,77.33,64.08,437.04,1452.85,4.37,0.61,0.83,6.82,3.32,3,True,True,True,True,True,42.98,360.97,1194.05,31.52,326.77,872.9,43.81,314.7,1251.22,0.1645,XLK,0.39,1.54,clean,1.002,normal,none,strong_buy,89.77117330659132,80.56796426292279,86.2795149968092,6,100.0,90.3,7
ENVA,235.67,48.31,81.69,43.12,123.28,580.54,3159.61,1.69,0.53,2.86,4.71,5.44,3,True,True,True,True,True,102.17,504.47,2900.81,90.72,470.27,2579.66,103.01,458.19,2957.98,0.0871,XLF,0.63,3.06,overextended,1.397,normal,none,none,89.8744947883429,80.56796426292279,84.5564773452457,6,100.0,90.0,8
NWPX,149.37,24.16,95.2,130.87,264.41,419.37,1416.45,3.94,1.37,2.02,1.59,3.38,3,True,True,True,True,True,243.3,343.3,1157.64,231.84,309.1,836.5,244.14,297.02,1214.81,-0.0779,XLI,0.56,1.2,clean,1.551,confirmed,none,strong_buy,92.86170115780835,80.56796426292279,79.32354818123804,6,100.0,89.8,9
VLO,266.32,8.77,4.72,61.93,94.44,232.98,415.03,0.54,13.12,1.52,2.47,1.78,4,True,True,True,True,True,73.33,156.92,156.22,61.87,122.71,-164.93,74.17,110.64,213.39,0.8733,XLE,0.74,0.35,clean,0.951,normal,none,strong_buy,70.12945573890053,95.94767070835992,96.87300574345883,6,100.0,89.6,10
DVA,219.7,11.47,42.27,92.03,55.72,76.66,192.5,3.69,2.18,0.61,1.38,2.51,3,True,True,True,True,True,34.61,0.6,-66.3,23.15,-33.6,-387.45,35.45,-45.68,-9.13,0.9158,,,0.53,clean,0.881,normal,none,strong_buy,79.72163977269274,80.56796426292279,97.38353541799617,6,100.0,89.5,11
AXGN,44.72,10.64,42.97,37.01,327.13,107.61,657.97,4.04,0.86,8.84,0.33,6.11,3,True,True,True,True,True,306.02,31.55,399.16,294.56,-2.65,78.01,306.85,-14.73,456.33,0.4831,XLV,0.33,-0.16,clean,1.324,normal,none,strong_buy,82.53715015042393,80.56796426292279,92.08679004467135,6,100.0,89.3,12
AGX,791.56,16.84,39.7,141.14,267.01,1614.82,1816.15,2.36,3.56,1.89,6.05,1.12,4,True,True,True,True,True,245.9,1538.75,1557.34,234.44,1504.55,1236.2,246.74,1492.47,1614.51,-0.5875,,,0.43,clean,1.025,normal,none,strong_buy,89.910961193667,95.94767070835992,63.24186343331206,6,100.0,88.8,13
COKE,192.28,10.09,6.06,18.66,73.41,372.66,1268.54,0.6,3.08,3.93,5.08,3.4,4,True,True,True,True,True,52.31,296.6,1009.74,40.85,262.4,688.59,53.14,250.32,1066.9,0.8595,XLP,0.31,0.42,clean,0.99,normal,none,strong_buy,67.39599477314857,95.94767070835992,96.7453733248245,6,100.0,88.8,13
