ticker,price,sma29,extension_pct,extension_label,extension_score,extension_pf,extension_fwd,sma10,ext10_pct,exit_alert,exit_pf,exit_fwd,slope_rsq,slope_ann,momentum_score,momentum_rank,momentum_flag,health_score,health_verdict,dd_pct,stage,stage_name,ret_1w,ret_1m,ret_3m,top_pole,asset_class,asset_class_label,combined_score
CLOU,19.71,19.41,1.6,OPTIMAL,95,1.48,0.9,19.42,1.5,,,,0.119,34.2,0.0,281.0,clean,26.6,WARNING,-15.9,0,Deep Decline,1.31,1.41,-14.84,XLK,equity,Equity,41.2
NFLX,95.05,85.47,11.2,GOOD,75,1.52,1.24,96.27,-1.27,,,,0.737,389.2,0.0,281.0,clean,49.7,WARNING,-5.1,0,Deep Decline,-3.66,16.67,-1.8,XLC,equity,Equity,41.2
UNG,12.91,12.52,3.13,OPTIMAL,95,1.48,0.9,12.13,6.47,,,,0.039,27.1,0.0,,,26.4,WARNING,-24.1,0,Deep Decline,,,,,commodity,Commodity,41.2
XPEV,19.11,17.61,8.53,OPTIMAL,90,1.5,1.11,17.46,9.5,,,,0.005,-13.6,0.0,281.0,clean,31.9,WARNING,-13.1,0,Deep Decline,18.21,8.98,-6.85,,index,Index,41.1
EXPE,228.08,227.18,0.4,OPTIMAL,95,1.48,0.9,228.55,-0.21,,,,0.122,115.5,0.0,281.0,clean,25.2,WARNING,-24.9,0,Deep Decline,2.86,-3.54,-13.74,XLF,equity,Equity,40.8
DAPP,16.57,16.23,2.04,OPTIMAL,95,1.48,0.9,16.33,1.45,,,,0.215,58.9,0.0,281.0,clean,24.8,WARNING,-21.7,0,Deep Decline,-2.84,-1.69,-14.88,XLK,equity,Equity,40.7
ORCL,162.02,152.86,5.99,OPTIMAL,90,1.5,1.11,151.84,6.71,,,,0.053,-32.7,0.0,281.0,clean,30.6,WARNING,-28.1,0,Deep Decline,6.33,3.47,-26.53,XLK,equity,Equity,40.7
DDOG,126.0,119.15,5.75,OPTIMAL,90,1.5,1.11,119.47,5.47,,,,0.008,-24.7,0.0,281.0,clean,30.2,WARNING,-18.0,0,Deep Decline,6.48,10.52,-18.33,XLK,equity,Equity,40.6
PYPL,45.42,44.47,2.15,OPTIMAL,95,1.48,0.9,46.18,-1.65,,,,0.679,215.5,0.0,281.0,clean,24.5,WARNING,-27.7,0,Deep Decline,-2.84,10.38,-25.69,XLC,equity,Equity,40.6
BUZZ,31.29,31.27,0.05,OPTIMAL,95,1.48,0.9,31.18,0.34,,,,0.181,28.8,0.0,281.0,clean,24.1,WARNING,-11.8,1,Basing,-1.67,-2.52,-10.63,XLK,equity,Equity,40.5
GBTC,55.13,54.58,1.0,OPTIMAL,95,1.48,0.9,54.0,2.09,,,,0.247,64.7,0.0,281.0,clean,23.6,WARNING,-27.9,0,Deep Decline,-3.26,-0.11,-22.34,XLK,equity,Equity,40.3
FIG,28.07,26.11,7.5,OPTIMAL,90,1.5,1.11,29.6,-5.19,,,,0.696,400.2,0.0,,,29.1,WARNING,-30.3,1,Unknown,,,,,equity,Equity,40.2
PLTR,150.88,141.63,6.53,OPTIMAL,90,1.5,1.11,148.69,1.47,,,,0.654,219.1,0.0,281.0,clean,29.1,WARNING,-24.1,0,Deep Decline,-1.51,5.58,-16.87,QQQ,equity,Equity,40.2
HUBS,257.31,253.19,1.63,OPTIMAL,95,1.48,0.9,275.07,-6.46,,,,0.625,308.2,0.0,281.0,clean,22.9,WARNING,-36.8,0,Deep Decline,-7.64,11.35,-33.2,,equity,Equity,40.1
MSTR,138.42,133.07,4.02,OPTIMAL,95,1.48,0.9,136.96,1.07,,,,0.463,128.8,0.0,281.0,clean,22.7,WARNING,-30.2,0,Deep Decline,-5.48,-0.01,-24.64,XLK,equity,Equity,40.1
ETSY,52.71,52.66,0.09,OPTIMAL,95,1.48,0.9,54.95,-4.08,,,,0.492,235.2,0.0,281.0,clean,22.6,WARNING,-18.3,1,Basing,-5.28,-4.34,-3.0,,equity,Equity,40.0
FBTC,61.63,60.98,1.07,OPTIMAL,95,1.48,0.9,60.36,2.11,,,,0.254,65.9,0.0,281.0,clean,21.6,WARNING,-27.8,0,Deep Decline,-3.22,0.03,-22.13,XLK,equity,Equity,39.7
IBIT,40.13,39.69,1.11,OPTIMAL,95,1.48,0.9,39.28,2.15,,,,0.256,66.1,0.0,281.0,clean,21.6,WARNING,-27.8,0,Deep Decline,-3.16,0.05,-22.11,XLK,equity,Equity,39.7
ARKF,40.87,39.77,2.77,OPTIMAL,95,1.48,0.9,40.54,0.81,,,,0.507,112.6,0.0,281.0,clean,20.8,WARNING,-20.2,0,Deep Decline,-1.45,1.82,-18.19,XLK,equity,Equity,39.5
ARKW,129.88,127.03,2.24,OPTIMAL,95,1.48,0.9,128.48,1.09,,,,0.431,72.5,0.0,281.0,clean,20.2,WARNING,-19.5,0,Deep Decline,-0.76,1.53,-17.18,XLK,equity,Equity,39.3
XPO,193.88,195.07,-0.61,BELOW SMA,15,,,204.02,-4.97,,,,0.001,6.0,45.5,259.0,clean,60.0,CAUTION,-12.1,3,Parabolic,-9.59,-6.27,37.67,XLI,index,Index,39.2
JD,27.98,27.41,2.08,OPTIMAL,95,1.48,0.9,26.68,4.87,,,,0.153,-49.5,0.0,281.0,clean,19.5,BREAKDOWN,-9.7,0,Deep Decline,10.16,-0.11,-6.48,VXUS,index,Index,39.1
FUTU,152.75,151.76,0.65,OPTIMAL,95,1.48,0.9,148.09,3.15,,,,0.15,-47.0,0.0,281.0,clean,19.1,BREAKDOWN,-19.3,0,Deep Decline,4.44,-2.2,-11.16,XLK,index,Index,39.0
LITM,3.02,3.02,0.23,OPTIMAL,95,1.48,0.12,2.98,1.61,,,,0.076,-42.7,0.0,,,19.0,BREAKDOWN,-26.4,1,Basing,,,,,miner,Miner,39.0
APP,461.26,441.78,4.41,OPTIMAL,95,1.48,0.9,470.06,-1.87,,,,0.408,264.5,0.0,281.0,clean,18.7,BREAKDOWN,-37.5,0,Deep Decline,-4.46,0.19,-33.13,XLK,equity,Equity,38.9
RBRK,56.9,53.76,5.85,OPTIMAL,90,1.5,1.11,55.17,3.13,,,,0.116,64.0,0.0,281.0,clean,24.8,WARNING,-38.7,0,Deep Decline,3.7,5.25,-36.14,XLK,equity,Equity,38.9
VIXY,31.94,28.06,13.83,GOOD,75,1.52,1.24,29.99,6.51,,,,0.602,221.1,0.0,281.0,stalling,41.8,WARNING,-11.8,0,Deep Decline,11.95,23.75,6.11,,equity,Equity,38.8
VXX,33.07,29.0,14.01,GOOD,75,1.52,1.24,31.03,6.58,,,,0.607,223.8,0.0,281.0,stalling,41.7,WARNING,-11.7,0,Deep Decline,12.21,24.32,6.4,,equity,Equity,38.8
AXON,518.44,483.43,7.24,OPTIMAL,90,1.5,1.11,556.66,-6.87,,,,0.686,426.0,0.0,281.0,clean,23.2,WARNING,-20.2,0,Deep Decline,-9.02,19.52,-6.27,XLK,equity,Equity,38.5
MARA,8.41,8.34,0.74,OPTIMAL,95,1.48,0.9,8.73,-3.73,,,,0.562,223.3,0.0,,,15.3,BREAKDOWN,-34.7,0,Deep Decline,,,,,equity,Equity,37.8
NIO,5.52,4.93,12.07,GOOD,55,1.52,-5.49,4.97,11.09,ELEVATED,1.51,0.6,0.013,23.1,0.0,,,61.2,CAUTION,-6.1,0,Deep Decline,,,,,index,Index,37.6
SKYY,112.9,112.7,0.18,OPTIMAL,95,1.48,0.9,111.86,0.93,,,,0.011,-8.7,0.0,281.0,clean,14.5,BREAKDOWN,-17.2,0,Deep Decline,1.17,-1.59,-15.56,XLK,equity,Equity,37.6
BITO,9.76,9.66,0.97,OPTIMAL,95,1.48,0.9,9.55,2.15,,,,0.236,62.0,0.0,,,13.9,BREAKDOWN,-30.3,0,Deep Decline,,,,,equity,Equity,37.4
KYMR,83.17,83.55,-0.45,BELOW SMA,15,,,86.91,-4.3,,,,0.042,35.8,45.3,260.0,clean,54.4,CAUTION,-13.3,3,Parabolic,-3.41,5.26,-11.8,XLV,equity,Equity,37.4
AJINY,27.94,28.03,-0.31,BELOW SMA,15,,,29.33,-4.73,,,,0.019,-25.2,38.7,273.0,clean,60.0,CAUTION,-15.1,2,Sustained Uptrend,-4.61,-1.86,20.17,,index,Index,36.8
NBTX,33.73,27.26,23.74,CAUTION,10,1.58,-10.6,33.66,0.19,,,,0.769,567.6,45.2,262.0,clean,52.4,CAUTION,-19.5,3,Parabolic,-6.14,43.08,60.37,TLT,index,Index,35.0
IOT,31.35,28.02,11.89,GOOD,75,1.52,1.24,30.78,1.86,,,,0.563,276.9,0.0,281.0,clean,27.5,WARNING,-31.1,0,Deep Decline,9.27,15.13,-28.36,,equity,Equity,34.5
COIN,197.8,177.03,11.73,GOOD,75,1.52,1.24,193.06,2.45,,,,0.796,382.2,0.0,281.0,clean,21.1,WARNING,-30.5,0,Deep Decline,-5.33,18.26,-27.86,XLK,equity,Equity,32.6
UAMY,10.94,8.57,27.54,WARNING,25,1.66,2.33,9.63,13.57,ELEVATED,1.51,0.6,0.658,408.8,0.0,,,76.9,CAUTION,-8.7,3,Parabolic,,,,,equity,Equity,31.8
UVXY,47.88,40.04,19.57,FAIR,55,1.67,1.01,43.98,8.87,,,,0.581,313.5,0.0,281.0,stalling,40.3,WARNING,-17.4,0,Deep Decline,17.67,35.56,4.77,,equity,Equity,31.3
BBCA,96.84,96.97,-0.13,BELOW SMA,15,,,98.31,-1.49,,,,0.105,16.7,0.0,281.0,clean,74.9,CAUTION,-3.2,2,Sustained Uptrend,-1.99,0.02,6.58,VXUS,index,Index,27.7
SMH,400.75,404.14,-0.84,BELOW SMA,15,,,398.52,0.56,,,,0.326,-59.3,0.0,281.0,clean,74.5,CAUTION,-6.3,2,Sustained Uptrend,0.41,-1.45,8.74,XLK,equity,Equity,27.6
BW,14.82,10.24,44.79,DANGER,10,1.44,-2.21,11.61,27.64,EXIT ALERT,1.11,-2.21,0.441,503.3,0.0,,,79.3,CAUTION,-0.5,3,Parabolic,,,,,equity,Equity,27.3
SOXX,342.21,348.92,-1.92,BELOW SMA,15,,,341.86,0.1,,,,0.445,-85.5,0.0,281.0,clean,73.6,CAUTION,-7.2,2,Sustained Uptrend,0.2,-2.99,9.42,XLK,equity,Equity,27.3
MISL,48.62,49.0,-0.78,BELOW SMA,15,,,49.5,-1.78,,,,0.228,32.0,0.0,281.0,clean,73.1,CAUTION,-4.8,2,Sustained Uptrend,-3.57,-1.18,17.72,XLI,equity,Equity,27.2
PLXS,194.23,198.58,-2.19,BELOW SMA,15,,,193.66,0.29,,,,0.512,-73.2,0.0,281.0,clean,73.1,CAUTION,-8.3,3,Parabolic,-1.89,-6.78,27.3,XLI,equity,Equity,27.2
SOXQ,62.35,63.37,-1.6,BELOW SMA,15,,,62.29,0.09,,,,0.402,-71.4,0.0,281.0,clean,73.1,CAUTION,-6.8,2,Sustained Uptrend,0.1,-2.94,7.3,XLK,equity,Equity,27.2
LYSCF,14.15,11.7,20.96,CAUTION,10,1.58,-10.6,13.11,7.91,,,,0.728,316.5,0.0,,,77.6,CAUTION,-3.7,3,Parabolic,,,,,index,Index,26.8
BMO,142.18,142.81,-0.45,BELOW SMA,15,,,144.18,-1.39,,,,0.01,6.5,0.0,281.0,clean,71.0,CAUTION,-4.6,2,Sustained Uptrend,-2.64,-1.77,12.33,XLF,equity,Equity,26.6
EDIT,2.62,1.99,31.65,WARNING,20,1.87,1.46,2.22,18.01,EXIT WATCH,1.59,0.49,0.723,458.1,0.0,,,65.1,CAUTION,-5.1,0,Deep Decline,,,,,equity,Equity,26.5
MGM,35.58,35.75,-0.49,BELOW SMA,15,,,36.2,-1.7,,,,0.008,11.1,0.0,281.0,clean,70.7,CAUTION,-9.3,2,Sustained Uptrend,-3.0,-6.52,0.74,XLF,index,Index,26.5
PWRD,103.75,104.39,-0.61,BELOW SMA,15,,,104.89,-1.09,,,,0.133,-31.7,0.0,281.0,clean,70.8,CAUTION,-6.0,2,Sustained Uptrend,-1.45,-0.47,5.94,SPY,equity,Equity,26.5
WDC,270.19,273.6,-1.25,BELOW SMA,15,,,265.24,1.87,,,,0.278,-105.1,0.0,281.0,clean,70.7,CAUTION,-12.8,3,Parabolic,3.4,-5.52,59.14,XLK,equity,Equity,26.5
DSGN,10.05,10.26,-2.05,BELOW SMA,15,,,10.22,-1.68,,,,0.005,-7.2,0.0,,,69.9,CAUTION,-9.8,3,Parabolic,,,,,equity,Equity,26.2
ICLN,18.46,18.5,-0.23,BELOW SMA,15,,,18.1,1.98,,,,0.396,-69.4,0.0,281.0,overextended,70.0,CAUTION,-4.8,2,Sustained Uptrend,2.05,-3.05,10.54,VXUS,sector,Sector,26.2
RSPT,46.4,46.8,-0.86,BELOW SMA,15,,,46.64,-0.52,,,,0.207,-19.8,0.0,281.0,clean,69.6,CAUTION,-5.2,2,Sustained Uptrend,-1.25,-2.06,-0.59,XLK,equity,Equity,26.1
FTXL,152.23,154.25,-1.31,BELOW SMA,15,,,151.65,0.38,,,,0.345,-73.2,0.0,281.0,clean,69.3,CAUTION,-6.8,3,Parabolic,-0.01,-2.0,14.66,XLK,equity,Equity,26.0
EWA,28.92,29.0,-0.27,BELOW SMA,15,,,29.24,-1.09,,,,0.025,-11.0,0.0,281.0,clean,68.9,CAUTION,-4.4,2,Sustained Uptrend,-1.47,0.31,10.21,VXUS,index,Index,25.9
JBL,251.14,255.31,-1.63,BELOW SMA,15,,,255.06,-1.54,,,,0.14,-51.0,0.0,281.0,clean,68.6,CAUTION,-10.7,2,Sustained Uptrend,-1.58,-5.57,11.41,XLK,equity,Equity,25.8
DNN,3.94,3.97,-0.84,BELOW SMA,15,,,4.03,-2.25,,,,0.012,20.9,0.0,,,67.8,CAUTION,-11.1,3,Parabolic,,,,,miner,Miner,25.6
SCHD,30.98,31.2,-0.71,BELOW SMA,15,,,31.37,-1.23,,,,0.228,-15.4,0.0,281.0,clean,67.7,CAUTION,-3.0,2,Sustained Uptrend,-1.78,-1.18,12.33,XLE,equity,Equity,25.6
TD,95.89,96.35,-0.47,BELOW SMA,15,,,97.09,-1.24,,,,0.0,1.0,0.0,281.0,clean,67.9,CAUTION,-4.0,2,Sustained Uptrend,-2.88,-2.36,8.81,VGK,equity,Equity,25.6
FWD,112.69,114.09,-1.23,BELOW SMA,15,,,114.15,-1.27,,,,0.082,-23.1,0.0,281.0,clean,67.5,CAUTION,-5.4,2,Sustained Uptrend,-2.12,-1.24,6.09,XLK,index,Index,25.5
USMV,95.48,96.09,-0.64,BELOW SMA,15,,,96.87,-1.43,,,,0.2,12.9,0.0,281.0,stalling,67.1,CAUTION,-2.6,2,Sustained Uptrend,-1.93,-0.44,1.69,XLV,equity,Equity,25.4
WEC,113.46,113.81,-0.31,BELOW SMA,15,,,115.9,-2.1,,,,0.288,28.6,0.0,281.0,stalling,67.1,CAUTION,-3.5,2,Sustained Uptrend,-3.48,1.92,8.3,XLU,equity,Equity,25.4
EWH,23.3,23.55,-1.06,BELOW SMA,15,,,23.5,-0.88,,,,0.073,-14.5,0.0,281.0,clean,66.8,CAUTION,-4.0,2,Sustained Uptrend,-0.06,-1.87,6.76,VXUS,index,Index,25.3
SCHH,22.34,22.44,-0.43,BELOW SMA,15,,,22.81,-2.07,,,,0.016,5.3,0.0,281.0,clean,66.9,CAUTION,-3.8,2,Sustained Uptrend,-3.0,1.41,5.93,XLRE,sector,Sector,25.3
SEIM,47.05,47.68,-1.31,BELOW SMA,15,,,47.58,-1.11,,,,0.114,-17.2,0.0,281.0,clean,66.7,CAUTION,-3.9,2,Sustained Uptrend,-1.76,-2.56,2.09,XLK,equity,Equity,25.3
SMTC,86.7,87.2,-0.57,BELOW SMA,15,,,88.47,-2.0,,,,0.003,-7.0,0.0,281.0,clean,66.9,CAUTION,-10.1,3,Parabolic,-3.4,-2.31,9.36,XLK,equity,Equity,25.3
XLC,116.76,116.99,-0.2,BELOW SMA,15,,,117.73,-0.82,,,,0.407,30.8,0.0,281.0,clean,66.7,CAUTION,-3.0,2,Sustained Uptrend,-1.71,-0.1,0.43,XLC,equity,Equity,25.3
FLBR,23.23,23.31,-0.35,BELOW SMA,15,,,23.23,-0.03,,,,0.143,-38.5,0.0,281.0,clean,66.4,CAUTION,-5.0,2,Sustained Uptrend,0.45,-0.79,16.18,VXUS,index,Index,25.2
REZ,87.16,87.74,-0.66,BELOW SMA,15,,,89.09,-2.18,,,,0.001,0.8,0.0,281.0,clean,66.3,CAUTION,-3.8,2,Sustained Uptrend,-2.71,0.98,3.08,XLRE,sector,Sector,25.1
RWR,104.9,105.51,-0.58,BELOW SMA,15,,,107.14,-2.09,,,,0.008,3.7,0.0,281.0,clean,66.0,CAUTION,-4.0,2,Sustained Uptrend,-2.97,0.74,5.7,XLRE,sector,Sector,25.1
VOLT,34.24,34.44,-0.59,BELOW SMA,15,,,34.68,-1.27,,,,0.167,-35.0,0.0,281.0,clean,66.2,CAUTION,-5.8,2,Sustained Uptrend,-1.47,0.06,14.94,XLI,index,Index,25.1
IYR,97.94,99.07,-1.14,BELOW SMA,15,,,100.16,-2.22,,,,0.004,-2.3,0.0,281.0,clean,65.8,CAUTION,-3.8,2,Sustained Uptrend,-3.09,-0.12,3.48,XLRE,sector,Sector,25.0
DVYE,34.18,34.52,-0.98,BELOW SMA,15,,,34.3,-0.35,,,,0.241,-32.1,0.0,281.0,clean,65.6,CAUTION,-4.0,2,Sustained Uptrend,-0.12,-2.12,10.69,VXUS,index,Index,24.9
SPHB,119.08,122.22,-2.57,BELOW SMA,15,,,121.28,-1.82,,,,0.435,-43.9,0.0,281.0,clean,65.5,CAUTION,-5.9,2,Sustained Uptrend,-2.62,-4.15,1.18,SPY,equity,Equity,24.9
BLCR,42.57,43.09,-1.2,BELOW SMA,15,,,42.83,-0.6,,,,0.128,-14.4,0.0,281.0,clean,65.2,CAUTION,-3.8,2,Sustained Uptrend,-1.14,-2.47,1.82,QQQ,equity,Equity,24.8
EWZ,37.41,38.0,-1.55,BELOW SMA,15,,,37.57,-0.45,,,,0.293,-57.0,0.0,281.0,clean,65.1,CAUTION,-5.8,2,Sustained Uptrend,-0.23,-2.64,14.21,VXUS,index,Index,24.8
MGNR,51.06,51.76,-1.36,BELOW SMA,15,,,52.15,-2.09,,,,0.046,-21.2,0.0,281.0,clean,65.2,CAUTION,-6.4,3,Parabolic,-2.22,-1.47,18.36,IAU,miner,Miner,24.8
VNQ,92.59,93.55,-1.03,BELOW SMA,15,,,94.65,-2.18,,,,0.0,-0.2,0.0,281.0,clean,65.3,CAUTION,-3.8,2,Sustained Uptrend,-3.09,-0.05,3.81,XLRE,sector,Sector,24.8
XLRE,42.39,42.82,-1.01,BELOW SMA,15,,,43.35,-2.21,,,,0.005,-2.9,0.0,281.0,clean,65.2,CAUTION,-3.8,2,Sustained Uptrend,-3.13,0.33,4.05,XLRE,sector,Sector,24.8
CGDV,44.48,45.2,-1.59,BELOW SMA,15,,,44.95,-1.04,,,,0.494,-32.0,0.0,281.0,clean,64.7,CAUTION,-3.3,2,Sustained Uptrend,-1.48,-2.54,2.16,SPY,equity,Equity,24.7
GRID,168.99,172.01,-1.75,BELOW SMA,15,,,171.34,-1.37,,,,0.42,-59.1,0.0,281.0,clean,64.8,CAUTION,-5.8,2,Sustained Uptrend,-1.12,-2.95,9.66,VXUS,index,Index,24.7
NUKZ,69.44,70.94,-2.11,BELOW SMA,15,,,71.13,-2.37,,,,0.04,-18.5,0.0,281.0,clean,64.5,CAUTION,-7.0,2,Sustained Uptrend,-2.59,-3.44,4.46,XLK,miner,Miner,24.6
CCNR,39.05,39.1,-0.12,BELOW SMA,15,,,39.48,-1.08,,,,0.006,-4.4,0.0,281.0,clean,64.1,CAUTION,-4.3,3,Parabolic,-1.46,0.41,22.3,XLB,commodity,Commodity,24.5
TSM,353.86,357.1,-0.91,BELOW SMA,15,,,357.65,-1.06,,,,0.262,-69.9,0.0,281.0,clean,63.4,CAUTION,-9.3,3,Parabolic,-1.0,-0.44,17.22,XLK,equity,Equity,24.3
VIS,326.72,334.48,-2.32,BELOW SMA,15,,,334.91,-2.44,,,,0.272,-35.0,0.0,281.0,clean,63.6,CAUTION,-5.5,2,Sustained Uptrend,-3.72,-3.08,9.46,XLI,equity,Equity,24.3
XLI,169.68,173.0,-1.92,BELOW SMA,15,,,173.78,-2.36,,,,0.167,-24.5,0.0,281.0,clean,63.5,CAUTION,-5.4,2,Sustained Uptrend,-3.57,-2.31,9.9,XLI,equity,Equity,24.3
CGGO,35.36,36.11,-2.08,BELOW SMA,15,,,35.76,-1.12,,,,0.322,-40.1,0.0,281.0,clean,63.2,CAUTION,-4.7,2,Sustained Uptrend,-1.39,-2.94,1.35,SPY,index,Index,24.2
FIDU,90.64,92.66,-2.18,BELOW SMA,15,,,92.87,-2.4,,,,0.233,-31.4,0.0,281.0,clean,63.1,CAUTION,-5.4,2,Sustained Uptrend,-3.67,-2.87,10.0,XLI,equity,Equity,24.2
EWT,71.69,71.89,-0.27,BELOW SMA,15,,,72.29,-0.83,,,,0.101,-36.5,0.0,281.0,clean,62.8,CAUTION,-7.2,2,Sustained Uptrend,0.1,1.31,9.33,VXUS,index,Index,24.1
IESC,449.98,472.42,-4.75,BELOW SMA,15,,,469.72,-4.2,,,,0.535,-182.1,0.0,281.0,clean,62.7,CAUTION,-16.3,2,Sustained Uptrend,-7.75,-8.08,1.68,XLI,bond,Bond,24.1
IGF,66.76,67.18,-0.63,BELOW SMA,15,,,67.89,-1.66,,,,0.027,-8.4,0.0,281.0,clean,62.6,CAUTION,-4.1,2,Sustained Uptrend,-2.04,0.5,8.22,VXUS,index,Index,24.0
PSI,94.98,97.56,-2.64,BELOW SMA,15,,,95.89,-0.94,,,,0.481,-108.3,0.0,281.0,clean,62.3,CAUTION,-10.2,3,Parabolic,-1.9,-4.56,15.84,XLK,equity,Equity,23.9
GILD,147.72,148.4,-0.46,BELOW SMA,15,,,147.11,0.41,,,,0.431,-61.4,0.0,281.0,clean,61.7,CAUTION,-6.1,3,Parabolic,-0.34,-2.61,21.89,XLV,equity,Equity,23.8
VBK,309.65,315.86,-1.97,BELOW SMA,15,,,315.53,-1.86,,,,0.118,-20.7,0.0,281.0,clean,61.5,CAUTION,-5.9,2,Sustained Uptrend,-2.86,-3.33,1.18,SPY,equity,Equity,23.7
BHE,54.83,56.79,-3.45,BELOW SMA,15,,,56.02,-2.13,,,,0.505,-101.7,0.0,281.0,clean,61.2,CAUTION,-10.3,3,Parabolic,-4.38,-6.77,16.34,XLI,bond,Bond,23.6
EWU,46.28,47.15,-1.84,BELOW SMA,15,,,47.08,-1.69,,,,0.142,-27.1,0.0,281.0,clean,61.1,CAUTION,-5.4,2,Sustained Uptrend,-2.03,-1.57,7.43,VGK,index,Index,23.6
IHE,88.34,89.57,-1.37,BELOW SMA,15,,,89.46,-1.26,,,,0.253,-27.4,0.0,281.0,clean,61.0,CAUTION,-4.3,2,Sustained Uptrend,-1.67,-1.65,6.29,XLV,equity,Equity,23.6
MCD,325.19,326.62,-0.44,BELOW SMA,15,,,330.97,-1.75,,,,0.138,18.9,0.0,281.0,clean,60.9,CAUTION,-4.8,2,Sustained Uptrend,-1.97,-0.13,4.97,XLP,equity,Equity,23.5
QUAL,199.4,202.65,-1.6,BELOW SMA,15,,,202.13,-1.35,,,,0.154,-14.5,0.0,281.0,clean,60.7,CAUTION,-3.0,2,Sustained Uptrend,-1.99,-2.27,0.43,SPY,equity,Equity,23.5
VT,142.74,145.98,-2.22,BELOW SMA,15,,,144.77,-1.4,,,,0.475,-39.4,0.0,281.0,clean,60.9,CAUTION,-4.2,2,Sustained Uptrend,-1.73,-3.34,1.14,SPY,index,Index,23.5
ASML,1384.7,1417.82,-2.34,BELOW SMA,15,,,1389.22,-0.33,,,,0.224,-74.5,0.0,281.0,clean,60.4,CAUTION,-10.5,3,Parabolic,-1.05,-3.13,23.67,QQQ,equity,Equity,23.4
FLTW,69.36,69.55,-0.26,BELOW SMA,15,,,70.12,-1.07,,,,0.07,-30.3,0.0,281.0,clean,60.5,CAUTION,-7.2,2,Sustained Uptrend,-0.11,1.66,13.05,VXUS,index,Index,23.4
GMOI,36.14,36.98,-2.27,BELOW SMA,15,,,36.8,-1.78,,,,0.492,-52.6,0.0,281.0,clean,60.4,CAUTION,-5.3,2,Sustained Uptrend,-2.11,-3.01,9.88,VGK,index,Index,23.4
NVT,110.6,114.54,-3.44,BELOW SMA,15,,,113.11,-2.22,,,,0.095,-47.2,0.0,281.0,clean,60.6,CAUTION,-10.0,2,Sustained Uptrend,-2.84,-3.51,3.26,XLI,bond,Bond,23.4
CSX,40.69,40.89,-0.51,BELOW SMA,15,,,41.73,-2.51,,,,0.011,9.2,0.0,281.0,clean,60.3,CAUTION,-6.2,2,Sustained Uptrend,-4.9,-0.09,11.93,XLI,index,Index,23.3
ETN,360.11,369.02,-2.41,BELOW SMA,15,,,361.74,-0.45,,,,0.701,-127.8,0.0,281.0,clean,60.2,CAUTION,-11.8,2,Sustained Uptrend,1.59,-4.5,4.87,XLI,sector,Sector,23.3
IBB,171.04,173.05,-1.16,BELOW SMA,15,,,171.76,-0.42,,,,0.128,-19.7,0.0,281.0,clean,60.2,CAUTION,-4.8,2,Sustained Uptrend,-1.12,-1.91,0.64,XLV,equity,Equity,23.3
LVHI,39.76,40.21,-1.13,BELOW SMA,15,,,40.36,-1.49,,,,0.153,-25.4,0.0,281.0,clean,60.3,CAUTION,-4.7,2,Sustained Uptrend,-1.84,-0.91,10.0,VGK,index,Index,23.3
ALMS,26.64,27.38,-2.71,BELOW SMA,15,,,28.24,-5.65,,,,0.084,52.8,0.0,281.0,clean,60.0,CAUTION,-12.9,3,Parabolic,-7.72,1.99,138.71,,equity,Equity,23.2
APD,277.41,278.96,-0.56,BELOW SMA,15,,,275.27,0.78,,,,0.639,-67.6,0.0,281.0,clean,59.9,CAUTION,-6.4,2,Sustained Uptrend,1.17,-3.13,17.52,XLB,sector,Sector,23.2
BIOA,20.14,20.46,-1.58,BELOW SMA,15,,,20.92,-3.75,,,,0.073,47.5,0.0,281.0,clean,60.0,CAUTION,-16.1,3,Parabolic,-4.44,-1.83,70.2,,equity,Equity,23.2
BKGI,44.23,44.36,-0.27,BELOW SMA,15,,,45.16,-2.05,,,,0.018,8.1,0.0,281.0,clean,59.8,CAUTION,-4.8,2,Sustained Uptrend,-1.83,1.64,10.09,VXUS,index,Index,23.2
CB,325.03,328.55,-1.07,BELOW SMA,15,,,333.03,-2.4,,,,0.002,3.2,0.0,281.0,clean,60.0,CAUTION,-6.0,2,Sustained Uptrend,-2.73,-0.35,9.35,,equity,Equity,23.2
CHD,99.88,100.95,-1.06,BELOW SMA,15,,,102.26,-2.33,,,,0.03,13.6,0.0,281.0,clean,60.0,CAUTION,-5.8,2,Sustained Uptrend,-2.53,1.48,22.4,XLP,equity,Equity,23.2
CTNM,14.64,14.89,-1.69,BELOW SMA,15,,,14.47,1.18,,,,0.339,-131.6,0.0,,,60.0,CAUTION,-10.3,3,Parabolic,,,,,equity,Equity,23.2
EIS,121.05,122.01,-0.79,BELOW SMA,15,,,123.09,-1.66,,,,0.023,10.1,0.0,281.0,stalling,60.0,CAUTION,-4.8,2,Sustained Uptrend,-3.8,-0.23,11.01,SPY,equity,Equity,23.2
EQX,15.94,16.32,-2.35,BELOW SMA,15,,,17.25,-7.64,,,,0.111,92.4,0.0,281.0,clean,60.0,CAUTION,-15.9,3,Parabolic,-7.08,2.61,18.83,IAU,miner,Miner,23.2
FCX,61.04,63.61,-4.04,BELOW SMA,15,,,64.22,-4.95,,,,0.009,-17.4,0.0,281.0,clean,60.0,CAUTION,-12.5,3,Parabolic,-7.42,-4.04,35.64,IAU,commodity,Commodity,23.2
