ticker,price,ret_1m,ret_3m,ret_6m,ret_1y,ret_5y,ret_10y,ratio_3m_1m,ratio_6m_3m,ratio_1y_6m,ratio_5y_1y,ratio_10y_5y,ratio_passes,sma30,sma50,sma100,sma200,sma_all,vs_spy_1y,vs_spy_5y,vs_spy_10y,vs_qqq_1y,vs_qqq_5y,vs_qqq_10y,vs_iau_1y,vs_iau_5y,vs_iau_10y,bad_spy_score,top_pole,top_pole_corr,momentum_signal,momentum_flag,vol_ratio,vol_flag,pullback_flag,strong_flag,score_returns,score_ratios,score_spy_days,history_depth,score_depth,score,rank
AGX,669.98,23.01,88.46,129.08,336.73,1220.16,1900.54,3.84,1.46,2.61,3.62,1.56,4,True,True,True,True,True,307.08,1147.71,1656.63,296.3,1123.43,1397.07,298.08,1063.36,1640.16,1.4121,,,0.6,clean,0.759,normal,none,strong_buy,92.84411184332998,95.97341673182174,98.04534792806881,6,100.0,96.7,1
FTI,75.57,9.32,35.14,83.69,162.4,987.34,219.53,3.77,2.38,1.94,6.08,0.22,4,True,True,True,True,True,132.75,914.89,-24.37,121.98,890.61,-283.94,123.75,830.54,-40.84,-0.1956,XLE,0.46,0.07,clean,0.97,normal,none,strong_buy,81.33214192635617,95.97341673182174,85.84831899921814,6,100.0,90.8,2
PARXF,21.12,8.98,37.41,58.68,152.93,18.65,126.12,4.17,1.57,2.61,0.12,6.76,4,True,True,True,True,True,123.29,-53.8,-117.78,112.51,-78.08,-377.35,114.28,-138.15,-134.25,0.2858,XLE,0.48,0.17,clean,0.354,thin,none,strong_buy,73.32737629844745,95.97341673182174,93.74511336982017,6,100.0,89.9,3
LINC,41.14,1.13,54.6,82.84,140.16,537.83,1688.7,48.29,1.52,1.69,3.84,3.14,5,True,True,True,True,True,110.52,465.38,1444.79,99.74,441.1,1185.23,101.51,381.03,1428.32,-0.0158,XLB,0.31,-0.53,clean,0.926,normal,none,strong_buy,71.91630365985331,99.84362783424551,90.14855355746677,6,100.0,89.6,4
FORM,135.93,40.15,85.37,220.44,387.03,177.63,1751.91,2.13,2.58,1.76,0.46,9.86,4,True,True,True,True,True,357.38,105.19,1508.0,346.61,80.91,1248.44,348.38,20.83,1491.53,-1.0778,XLI,0.47,1.46,clean,1.357,normal,none,strong_buy,94.1918909862616,95.97341673182174,60.750586395621575,6,100.0,89.6,4
TIGO,84.88,13.26,36.42,71.68,149.5,129.34,43.09,2.75,1.97,2.09,0.87,0.33,3,True,True,True,True,True,119.85,56.9,-200.82,109.08,32.61,-460.38,110.85,-27.46,-217.29,0.2167,XLRE,0.38,0.59,clean,1.061,normal,none,strong_buy,80.83696340146692,77.130570758405,93.19781078967944,6,100.0,88.3,6
NUE,225.29,33.23,25.22,48.23,89.69,189.46,355.13,0.76,1.91,1.86,2.11,1.87,4,True,True,True,True,True,60.04,117.02,111.23,49.27,92.73,-148.34,51.04,32.66,94.76,-0.9284,XLB,0.53,2.98,overextended,0.997,normal,none,none,84.13939461632971,95.97341673182174,68.17826426896012,6,100.0,88.1,7
MUSA,588.0,19.04,40.29,48.32,17.3,315.34,893.75,2.12,1.2,0.36,18.22,2.83,3,True,True,True,True,True,-12.34,242.89,649.84,-23.12,218.61,390.28,-21.35,158.54,633.37,0.7569,,,1.83,clean,1.088,normal,none,strong_buy,77.35023641982204,77.130570758405,96.71618451915559,6,100.0,88.0,8
REX,48.5,6.43,41.07,51.7,139.39,268.26,430.05,6.39,1.26,2.7,1.92,1.6,3,True,True,True,True,True,109.74,195.81,186.15,98.97,171.53,-73.42,100.74,111.46,169.68,0.554,XLE,0.41,-0.15,clean,0.983,normal,none,strong_buy,76.10298224058974,77.130570758405,95.77795152462862,6,100.0,87.4,9
PWR,727.77,32.56,50.54,65.56,148.91,645.36,3071.11,1.55,1.3,2.27,4.33,4.76,3,True,True,True,True,True,119.27,572.91,2827.21,108.49,548.63,2567.64,110.26,488.56,2810.74,-0.8096,XLI,0.63,2.79,overextended,0.907,normal,none,none,90.67351725678544,77.130570758405,73.26035965598123,6,100.0,87.3,10
