ticker,name,sr_score,sr_total,hist_agree,ret_3d,ret_5d,ret_10d,ret_1m,ret_3m,mom_3m,mom_1m,mom_10d,mom_5d,pred_3d_avg,pred_3d_winrate,pred_3d_n,pred_5d_avg,pred_5d_winrate,pred_5d_n,pred_10d_avg,pred_10d_winrate,pred_10d_n
AAXJ,Asia ex-Jpn,3.7,10,bullish,-0.01,0.53,8.83,10.9,8.8,0.08,1.71,2.0,-0.13,,,58,,,58,,,58
ACWI,ACWI,4.1,10,bullish,-0.11,0.43,6.09,8.94,4.48,-0.14,1.95,1.92,-0.1,,,58,,,58,,,58
ACWX,ACWX,3.9,10,bullish,-0.95,-1.17,4.95,9.63,5.4,-0.38,1.9,1.22,-0.91,,,58,,,58,,,58
AFK,Africa,3.7,10,bullish,-1.52,-2.11,6.07,12.93,-0.82,-1.9,1.42,0.85,-1.05,,,58,,,58,,,58
AGF,AGF,0.1,10,bearish,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06,-0.06,,,42,,,42,,,42
AGG,Agg Bond,3.2,10,bullish,-0.01,-0.31,0.3,0.82,-0.2,-0.58,0.86,0.32,-0.66,,,71,,,71,,,71
AIA,AIA,3.4,10,bullish,-0.22,0.35,9.84,11.73,14.16,0.35,1.25,1.67,-0.27,,,58,,,58,,,58
AIQ,AIQ,4.9,10,bullish,0.37,3.59,12.2,13.34,5.4,-0.18,1.67,2.0,0.85,,,31,,,31,,,31
AIRR,AIRR,5.2,10,bullish,2.22,0.22,8.49,14.26,10.17,-0.26,1.65,1.43,-0.35,,,37,,,37,,,37
ALAI,ALAI,4.8,10,bullish,0.96,2.3,14.17,16.93,8.36,-0.08,1.7,2.0,0.32,,,4,,,4,,,4
AMG,AMG,5.1,10,bullish,0.5,-0.76,11.32,8.17,-5.61,-1.66,0.41,1.74,-0.55,,,100,,,100,,,100
AMLP,AMLP,3.4,10,bullish,-0.37,-0.17,-2.41,-2.65,5.08,0.72,-1.01,-1.32,-0.21,,,46,,,46,,,46
APIE,APIE,3.7,10,bullish,-0.98,-1.71,4.6,8.92,2.03,-0.79,1.69,1.12,-1.09,,,13,,,13,,,13
APO,APO,2.6,10,bullish,5.34,10.83,20.79,13.62,-8.21,-0.29,1.48,2.0,2.0,,,46,,,46,,,46
ARES,ARES,1.3,10,bullish,3.11,6.42,17.21,13.2,-26.55,-1.08,1.16,2.0,1.18,,,37,,,37,,,37
ARGT,ARGT,5.5,10,bullish,-0.38,-0.33,1.2,9.66,2.73,-0.05,0.75,0.02,-0.13,,,46,,,46,,,46
ARKF,ARKF,7.8,10,bullish,-0.28,3.98,11.08,8.34,-7.33,-0.48,0.54,1.34,0.67,,,30,,,30,,,30
ARKG,ARKG,4.6,10,bullish,2.92,4.81,13.07,17.89,-2.85,-0.58,1.6,1.57,0.75,,,37,,,37,,,37
ARKK,ARKK,7.0,10,bullish,0.05,3.41,12.54,11.9,-2.33,-0.52,0.72,1.41,0.44,,,37,,,37,,,37
ARKQ,ARKQ,6.2,10,bullish,0.32,4.17,11.54,12.21,-0.53,-0.97,0.73,1.39,0.62,,,37,,,37,,,37
ARKW,ARKW,7.5,10,bullish,-0.51,4.46,11.78,9.98,-4.45,-0.47,0.59,1.38,0.72,,,37,,,37,,,37
ARKX,ARKX,3.6,10,bullish,-0.3,2.96,9.41,10.68,-1.33,-1.06,0.56,1.04,0.36,,,20,,,20,,,20
ARTY,ARTY,5.4,10,bullish,2.64,5.17,22.3,23.86,17.26,0.53,2.0,2.0,0.92,,,31,,,31,,,31
ASEA,ASEA,3.4,10,bullish,-1.16,-2.54,2.03,3.1,3.48,-0.69,0.24,0.29,-1.66,,,46,,,46,,,46
ASHR,ASHR,2.6,10,bullish,-0.12,-0.52,6.95,6.46,2.93,-0.49,1.17,2.0,-0.57,,,37,,,37,,,37
AVDE,AVDE,4.3,10,bullish,-1.44,-2.06,3.15,8.9,4.94,-0.71,1.57,0.57,-1.43,,,29,,,29,,,29
AVDV,AVDV,4.7,10,bullish,-1.56,-2.22,3.18,9.75,6.59,-0.95,1.35,0.38,-1.47,,,29,,,29,,,29
AVEM,AVEM,3.9,10,bullish,-0.12,-0.16,7.88,11.36,9.18,0.04,1.81,1.81,-0.44,,,29,,,29,,,29
AVES,AVES,3.6,10,bullish,-0.31,-0.34,6.66,9.41,5.7,-0.42,1.57,1.63,-0.49,,,20,,,20,,,20
AVIV,AVIV,3.7,10,bullish,-1.64,-2.39,1.95,7.76,5.73,-0.76,1.28,0.14,-1.67,,,20,,,20,,,20
AVNM,AVNM,4.2,10,bullish,-0.97,-1.44,4.5,9.47,6.33,-0.52,1.65,1.0,-1.14,,,13,,,13,,,13
