ticker,name,sr_score,sr_total,hist_agree,ret_3d,ret_5d,ret_10d,ret_1m,ret_3m,mom_3m,mom_1m,mom_10d,mom_5d,pred_3d_avg,pred_3d_winrate,pred_3d_n,pred_5d_avg,pred_5d_winrate,pred_5d_n,pred_10d_avg,pred_10d_winrate,pred_10d_n
AAXJ,Asia ex-Jpn,4.0,10,bullish,-2.31,0.44,-0.5,-5.67,8.94,0.18,-1.79,-0.46,-0.05,,,64.0,,,64.0,,,64.0
ACWI,ACWI,3.6,10,bullish,-1.98,-1.26,-3.24,-5.42,-0.94,-1.03,-1.89,-1.47,-0.76,,,72.0,,,72.0,,,72.0
ACWX,ACWX,3.7,10,bullish,-2.68,-1.52,-3.03,-7.61,2.8,-1.14,-2.0,-1.27,-0.82,,,72.0,,,72.0,,,72.0
AFK,Africa,3.7,10,bullish,-5.14,-4.99,-8.27,-15.17,-2.63,-2.0,-2.0,-2.0,-1.7,,,64.0,,,64.0,,,64.0
AGF,AGF,0.0,10,bearish,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06,-0.06,,,50.0,,,50.0,,,50.0
AGG,Agg Bond,0.1,10,bullish,-0.29,0.02,-0.93,-1.54,-0.79,-1.28,-2.0,-1.33,-0.01,,,92.0,,,92.0,,,92.0
AIA,AIA,3.7,10,bullish,-2.4,1.75,1.08,-3.82,17.84,0.9,-1.13,-0.11,0.26,,,72.0,,,72.0,,,72.0
AIQ,AIQ,3.2,10,bullish,-1.72,-0.21,-2.34,-2.14,-2.77,-0.89,-0.64,-0.78,-0.24,,,35.0,,,35.0,,,35.0
AIRR,AIRR,3.8,10,bullish,-1.2,-0.06,-3.77,-8.12,9.19,-0.11,-2.0,-1.33,-0.33,,,43.0,,,43.0,,,43.0
ALAI,ALAI,3.7,10,bullish,-2.26,-0.5,-1.75,-3.19,-7.35,-0.94,-0.74,-0.67,-0.35,,,3.0,,,3.0,,,3.0
AMG,AMG,3.2,10,bullish,1.52,2.51,-7.34,-16.18,1.49,-0.98,-2.0,-1.8,0.33,,,100.0,,,100.0,,,100.0
APIE,APIE,3.5,10,bullish,-3.38,-2.0,-3.81,-9.36,-3.83,-2.0,-2.0,-1.36,-0.92,,,13.0,,,13.0,,,13.0
APO,APO,7.0,10,bullish,6.81,10.16,-0.67,-11.86,-24.91,-1.55,-1.05,-0.01,1.93,,,54.0,,,54.0,,,54.0
ARES,ARES,5.7,10,bullish,6.32,10.67,-8.7,-20.24,-38.45,-1.91,-1.42,-0.92,1.91,,,43.0,,,43.0,,,43.0
ARGT,ARGT,4.3,10,bullish,1.86,0.66,0.44,-4.45,-1.67,-0.34,-0.52,-0.01,0.07,,,54.0,,,54.0,,,54.0
ARKF,ARKF,3.0,10,bullish,-3.27,-0.7,-4.52,2.93,-18.88,-0.96,0.14,-0.73,-0.23,,,33.0,,,33.0,,,33.0
ARKG,ARKG,3.1,10,bullish,-1.17,0.27,-8.83,-11.53,-11.29,-1.09,-1.32,-1.3,-0.03,,,42.0,,,42.0,,,42.0
ARKK,ARKK,3.6,10,bullish,-2.41,-0.47,-4.97,-1.51,-12.27,-0.87,-0.39,-0.89,-0.25,,,42.0,,,42.0,,,42.0
ARKQ,ARKQ,3.5,10,bullish,-1.87,-1.51,-3.21,-5.7,2.91,-0.62,-1.1,-0.89,-0.59,,,43.0,,,43.0,,,43.0
ARKW,ARKW,3.4,10,bullish,-2.86,-0.79,-3.53,1.99,-18.09,-0.98,-0.03,-0.66,-0.29,,,43.0,,,43.0,,,43.0
ARKX,ARKX,3.0,10,bullish,-1.17,-0.63,-1.7,-4.23,10.19,-0.21,-0.92,-0.62,-0.39,,,29.0,,,29.0,,,29.0
