ticker,price,sma29,extension_pct,extension_label,extension_score,extension_pf,extension_fwd,sma10,ext10_pct,exit_alert,exit_pf,exit_fwd,slope_rsq,slope_ann,momentum_score,momentum_rank,momentum_flag,health_score,health_verdict,dd_pct,stage,stage_name,ret_1w,ret_1m,ret_3m,top_pole,asset_class,asset_class_label,combined_score
SHLD,77.03,74.71,3.1,OPTIMAL,95,1.48,0.9,76.16,1.14,,,,0.672,90.3,80.9,30.0,clean,93.4,HEALTHY,-1.9,2,Sustained Uptrend,0.31,5.72,22.6,XLI,equity,Equity,89.6
TYRA,34.41,31.89,7.89,OPTIMAL,90,1.5,1.11,33.95,1.35,,,,0.668,229.5,89.7,7.0,clean,88.2,HEALTHY,-4.3,3,Parabolic,4.24,11.0,60.05,,equity,Equity,89.4
CW,706.99,680.07,3.96,OPTIMAL,95,1.48,0.9,701.59,0.77,,,,0.421,90.7,84.7,14.0,clean,88.1,HEALTHY,-3.2,3,Parabolic,0.71,8.88,29.82,XLI,equity,Equity,89.3
AEP,132.91,126.78,4.84,OPTIMAL,95,1.48,0.9,132.58,0.25,,,,0.659,106.6,81.6,25.0,clean,90.3,HEALTHY,-1.3,2,Sustained Uptrend,0.75,10.02,13.08,XLU,equity,Equity,88.9
RAAX,41.26,40.22,2.56,OPTIMAL,95,1.48,0.12,41.21,0.1,,,,0.629,53.5,81.0,29.0,clean,88.5,HEALTHY,-1.9,2,Sustained Uptrend,0.57,4.97,15.72,IAU,miner,Miner,88.2
DLR,180.82,174.54,3.6,OPTIMAL,95,1.48,0.9,178.9,1.07,,,,0.273,32.9,77.1,45.0,clean,92.7,HEALTHY,-2.1,2,Sustained Uptrend,1.51,5.36,9.77,XLRE,sector,Sector,88.0
NTR,76.34,72.05,5.96,OPTIMAL,90,1.5,1.11,74.72,2.16,,,,0.767,104.5,87.2,12.0,clean,86.2,HEALTHY,-2.2,3,Parabolic,2.58,11.27,26.52,XLE,sector,Sector,87.9
TJX,161.56,155.81,3.69,OPTIMAL,95,1.48,0.9,159.75,1.13,,,,0.677,64.0,79.4,36.0,clean,89.1,HEALTHY,-0.7,2,Sustained Uptrend,1.17,3.66,5.4,,equity,Equity,87.8
LBRT,28.25,26.3,7.4,OPTIMAL,90,1.5,1.11,27.88,1.31,,,,0.628,162.5,80.8,32.0,clean,93.2,HEALTHY,-2.4,3,Parabolic,1.49,11.95,44.85,XLI,commodity,Commodity,87.7
RTX,207.45,201.61,2.9,OPTIMAL,95,1.48,0.9,205.3,1.05,,,,0.516,73.9,83.3,17.0,clean,84.0,HEALTHY,-3.3,2,Sustained Uptrend,0.45,4.42,21.24,XLI,equity,Equity,87.6
MNMD,18.98,17.29,9.76,OPTIMAL,90,1.5,1.11,17.71,7.19,,,,0.389,94.1,81.1,28.0,clean,92.1,HEALTHY,-3.3,3,Parabolic,7.29,12.31,53.68,,commodity,Commodity,87.5
TIGO,73.36,67.0,9.5,OPTIMAL,90,1.5,1.11,71.38,2.77,,,,0.581,149.4,84.2,15.0,clean,84.4,HEALTHY,-2.5,3,Parabolic,1.86,9.57,46.14,XLRE,index,Index,86.3
SYRE,41.56,37.79,9.98,OPTIMAL,90,1.5,1.11,41.7,-0.32,,,,0.52,276.5,87.9,9.0,clean,79.3,CAUTION,-9.2,3,Parabolic,3.73,18.35,24.26,VXUS,equity,Equity,86.1
ROIV,29.88,26.48,12.85,GOOD,75,1.52,1.24,28.95,3.22,,,,0.749,128.6,90.9,5.0,clean,92.7,HEALTHY,-1.4,3,Parabolic,7.28,15.72,42.48,XLK,equity,Equity,85.9
FIVE,222.2,210.3,5.66,OPTIMAL,90,1.5,1.11,221.62,0.26,,,,0.583,102.2,80.2,33.0,clean,87.3,HEALTHY,-3.1,3,Parabolic,0.29,9.67,28.29,SPY,equity,Equity,85.8
CTRE,39.99,39.28,1.8,OPTIMAL,95,1.48,0.9,40.21,-0.54,,,,0.066,19.1,78.7,40.0,clean,83.0,HEALTHY,-4.2,2,Sustained Uptrend,-0.05,2.96,6.07,,sector,Sector,85.7
BP,39.95,38.3,4.31,OPTIMAL,95,1.48,0.9,39.25,1.81,,,,0.662,94.8,75.3,61.0,clean,86.6,HEALTHY,-3.0,2,Sustained Uptrend,2.82,2.42,11.51,XLE,commodity,Commodity,85.6
DTCR,25.44,25.17,1.06,OPTIMAL,95,1.48,0.9,25.26,0.72,,,,0.199,-27.6,79.1,38.0,clean,82.3,HEALTHY,-4.8,2,Sustained Uptrend,2.05,3.46,19.16,XLK,sector,Sector,85.6
XBI,127.76,125.74,1.61,OPTIMAL,95,1.48,0.9,126.25,1.19,,,,0.074,15.7,74.5,68.0,clean,86.5,HEALTHY,-3.3,2,Sustained Uptrend,3.45,1.79,3.52,XLV,equity,Equity,85.3
BG,118.89,118.31,0.49,OPTIMAL,95,1.48,0.9,118.12,0.64,,,,0.226,-43.8,83.1,19.0,clean,75.4,CAUTION,-4.7,3,Parabolic,1.94,2.61,26.97,XLP,sector,Sector,85.0
PSX,164.17,155.07,5.87,OPTIMAL,90,1.5,1.11,160.29,2.42,,,,0.341,67.3,76.6,49.0,clean,88.4,HEALTHY,-3.2,2,Sustained Uptrend,2.75,4.04,17.8,XLE,commodity,Commodity,84.8
SBUX,100.68,96.4,4.44,OPTIMAL,95,1.48,0.9,98.27,2.44,,,,0.291,37.7,73.6,75.0,clean,86.1,HEALTHY,-4.0,2,Sustained Uptrend,4.13,1.23,18.28,XLY,equity,Equity,84.8
HWM,254.83,240.41,6.0,OPTIMAL,90,1.5,1.11,257.8,-1.15,,,,0.455,129.9,80.0,34.0,clean,83.5,HEALTHY,-4.7,3,Parabolic,-1.55,14.19,33.43,XLI,equity,Equity,84.5
XLU,46.8,45.48,2.89,OPTIMAL,95,1.48,0.9,47.13,-0.7,,,,0.592,77.3,75.4,58.0,clean,82.9,HEALTHY,-2.1,2,Sustained Uptrend,-0.58,7.95,8.07,XLU,equity,Equity,84.5
VPU,201.88,196.85,2.56,OPTIMAL,95,1.48,0.9,203.41,-0.75,,,,0.56,70.1,74.8,66.0,clean,83.3,HEALTHY,-2.0,2,Sustained Uptrend,-0.66,7.32,7.51,XLU,equity,Equity,84.4
WELL,208.1,201.72,3.17,OPTIMAL,95,1.48,0.9,207.4,0.34,,,,0.056,16.8,75.0,64.0,clean,82.9,HEALTHY,-3.9,2,Sustained Uptrend,0.05,6.22,1.86,XLRE,sector,Sector,84.4
FANG,178.25,170.6,4.49,OPTIMAL,95,1.48,0.9,176.17,1.18,,,,0.669,101.1,75.5,57.0,clean,81.8,HEALTHY,-4.5,2,Sustained Uptrend,0.41,6.78,12.39,XLE,commodity,Commodity,84.2
ITA,241.04,238.09,1.24,OPTIMAL,95,1.48,0.9,243.56,-1.03,,,,0.496,59.0,76.0,54.0,clean,81.2,HEALTHY,-3.8,2,Sustained Uptrend,-1.61,3.04,19.09,XLI,equity,Equity,84.2
MPLX,58.18,56.9,2.25,OPTIMAL,95,1.48,0.9,58.69,-0.86,,,,0.67,81.0,71.8,87.0,clean,86.2,HEALTHY,-2.8,2,Sustained Uptrend,-1.41,3.89,4.15,XLRE,bond,Bond,84.2
HCA,536.91,521.77,2.9,OPTIMAL,95,1.48,0.9,536.46,0.08,,,,0.321,52.4,67.0,126.0,clean,90.7,HEALTHY,-2.9,2,Sustained Uptrend,-0.9,7.02,10.32,,bond,Bond,83.9
TGT,121.47,114.05,6.51,OPTIMAL,90,1.5,1.11,118.18,2.78,,,,0.556,77.4,81.2,26.0,clean,79.9,CAUTION,-3.6,3,Parabolic,0.55,5.12,31.76,,equity,Equity,83.9
GEV,846.26,809.4,4.55,OPTIMAL,95,1.48,0.9,847.12,-0.1,,,,0.145,53.8,69.3,102.0,clean,87.6,HEALTHY,-5.4,3,Parabolic,0.51,8.59,34.05,XLI,bond,Bond,83.8
THC,239.44,220.88,8.4,OPTIMAL,90,1.5,1.11,239.73,-0.12,,,,0.501,183.4,69.8,99.0,clean,92.9,HEALTHY,-3.1,2,Sustained Uptrend,-1.42,18.91,14.02,,index,Index,83.8
JNJ,244.05,239.85,1.75,OPTIMAL,95,1.48,0.9,244.44,-0.16,,,,0.189,23.4,79.0,39.0,clean,76.1,CAUTION,-3.0,3,Parabolic,-1.09,1.69,20.86,XLP,equity,Equity,83.7
MPC,216.96,199.25,8.89,OPTIMAL,90,1.5,1.11,210.89,2.88,,,,0.41,114.7,77.4,44.0,clean,83.8,HEALTHY,-5.1,2,Sustained Uptrend,2.35,6.88,13.87,XLE,bond,Bond,83.7
AL,64.78,64.53,0.37,OPTIMAL,95,1.48,0.9,64.68,0.15,,,,0.605,5.9,78.0,43.0,clean,77.0,CAUTION,-0.3,1,Basing,0.08,0.35,1.32,HYG,bond,Bond,83.6
OKE,85.08,83.36,2.07,OPTIMAL,95,1.48,0.9,84.83,0.3,,,,0.018,10.2,74.4,69.0,clean,80.9,HEALTHY,-4.4,3,Parabolic,0.35,3.96,11.45,XLE,index,Index,83.6
NEE,91.74,90.83,1.0,OPTIMAL,95,1.48,0.9,92.34,-0.65,,,,0.12,22.5,81.7,23.0,clean,71.9,CAUTION,-4.3,2,Sustained Uptrend,-0.92,2.54,10.36,XLU,equity,Equity,83.4
PWR,565.04,528.76,6.86,OPTIMAL,90,1.5,1.11,562.04,0.53,,,,0.638,129.2,65.0,147.0,clean,97.3,HEALTHY,-2.0,2,Sustained Uptrend,-0.17,11.21,22.67,XLI,index,Index,83.4
TRV,302.84,299.63,1.07,OPTIMAL,95,1.48,0.9,307.24,-1.43,,,,0.58,55.1,74.4,69.0,clean,80.1,HEALTHY,-3.3,2,Sustained Uptrend,-2.61,0.45,7.81,,index,Index,83.3
PHYS,39.58,38.45,2.93,OPTIMAL,95,1.48,0.12,39.44,0.36,,,,0.371,65.0,81.7,23.0,clean,71.3,CAUTION,-5.9,3,Parabolic,1.96,6.08,23.34,IAU,miner,Miner,83.2
TTE,80.09,76.64,4.51,OPTIMAL,95,1.48,0.9,79.13,1.22,,,,0.512,65.6,76.0,54.0,clean,78.0,CAUTION,-2.6,3,Parabolic,2.24,8.49,23.57,XLE,index,Index,83.2
HOLX,75.47,75.19,0.37,OPTIMAL,95,1.48,0.9,75.51,-0.05,,,,0.769,11.3,72.4,85.0,clean,81.0,HEALTHY,-0.4,1,Basing,0.01,0.88,0.67,,equity,Equity,82.9
DVN,44.06,43.3,1.76,OPTIMAL,95,1.48,0.9,43.91,0.34,,,,0.003,3.6,71.2,91.0,clean,82.1,HEALTHY,-4.5,3,Parabolic,0.15,0.58,17.6,XLE,index,Index,82.8
PPA,179.72,177.88,1.03,OPTIMAL,95,1.48,0.9,181.29,-0.87,,,,0.527,50.3,71.4,89.0,clean,81.7,HEALTHY,-3.5,2,Sustained Uptrend,-1.33,2.54,19.25,XLI,equity,Equity,82.8
IYZ,39.64,38.39,3.25,OPTIMAL,95,1.48,0.9,39.6,0.11,,,,0.446,42.9,69.1,107.0,clean,84.3,HEALTHY,-2.3,2,Sustained Uptrend,-0.2,4.51,19.15,XLI,equity,Equity,82.7
MAZE,49.93,45.93,8.7,OPTIMAL,90,1.5,1.11,46.01,8.53,,,,0.058,-30.0,72.7,82.0,clean,85.6,HEALTHY,-0.6,3,Parabolic,13.01,10.88,19.71,,equity,Equity,82.6
FTI,64.91,61.72,5.17,OPTIMAL,90,1.5,1.11,65.45,-0.82,,,,0.508,105.8,75.4,58.0,clean,82.2,HEALTHY,-5.0,3,Parabolic,-1.84,9.91,41.05,XLE,index,Index,82.5
VTR,86.21,83.68,3.02,OPTIMAL,95,1.48,0.9,86.12,0.11,,,,0.23,23.4,63.2,168.0,clean,90.4,HEALTHY,-1.9,2,Sustained Uptrend,-0.34,4.43,6.95,XLRE,sector,Sector,82.5
DBB,24.43,23.97,1.89,OPTIMAL,95,1.48,0.9,24.18,1.0,,,,0.306,31.3,79.2,37.0,clean,71.4,CAUTION,-6.2,2,Sustained Uptrend,2.33,2.45,8.89,IAU,commodity,Commodity,82.4
CENX,53.8,51.15,5.18,OPTIMAL,90,1.5,1.11,53.03,1.44,,,,0.201,73.8,75.1,63.0,clean,81.7,HEALTHY,-5.5,3,Parabolic,1.66,2.67,73.1,XLK,commodity,Commodity,82.3
EXC,49.07,46.62,5.25,OPTIMAL,90,1.5,1.11,48.94,0.25,,,,0.716,128.5,68.5,117.0,clean,89.3,HEALTHY,-1.6,2,Sustained Uptrend,0.22,10.69,12.0,XLU,equity,Equity,82.3
PARXF,17.11,15.67,9.17,OPTIMAL,90,1.5,1.11,16.37,4.52,,,,0.733,146.1,70.4,97.0,clean,86.8,HEALTHY,-2.6,2,Sustained Uptrend,6.8,11.76,23.18,XLE,commodity,Commodity,82.2
KMI,33.08,31.98,3.43,OPTIMAL,95,1.48,0.9,33.42,-1.02,,,,0.801,99.3,74.9,65.0,clean,75.6,CAUTION,-3.4,3,Parabolic,-2.59,8.46,19.12,XLE,bond,Bond,82.1
XAR,279.83,277.24,0.93,OPTIMAL,95,1.48,0.9,282.86,-1.07,,,,0.441,59.5,68.7,113.0,clean,82.4,HEALTHY,-5.3,2,Sustained Uptrend,-1.59,2.79,21.23,XLI,equity,Equity,82.0
BBCA,97.65,96.97,0.7,OPTIMAL,95,1.48,0.9,98.52,-0.88,,,,0.204,23.3,66.0,133.0,clean,85.1,HEALTHY,-2.4,2,Sustained Uptrend,-0.5,3.14,6.73,VXUS,index,Index,81.9
FAN,23.75,23.39,1.54,OPTIMAL,95,1.48,0.9,24.0,-1.0,,,,0.371,48.0,74.6,67.0,clean,74.6,CAUTION,-3.4,2,Sustained Uptrend,1.21,4.6,18.3,VGK,index,Index,81.7
NSKFF,42.0,39.07,7.49,OPTIMAL,90,1.5,1.11,41.33,1.61,,,,0.373,80.5,75.8,56.0,clean,78.9,CAUTION,-5.0,3,Parabolic,2.44,9.6,72.34,,equity,Equity,81.7
SII,167.53,139.61,20.0,CAUTION,75,1.58,3.82,162.74,2.95,,,,0.821,502.5,83.7,16.0,clean,87.2,HEALTHY,-1.2,3,Parabolic,5.18,40.94,81.81,IAU,miner,Miner,81.7
CLMT,29.04,27.0,7.53,OPTIMAL,90,1.5,1.11,29.05,-0.04,,,,0.409,150.8,91.5,4.0,clean,60.0,CAUTION,-7.6,3,Parabolic,4.11,15.26,50.13,,bond,Bond,81.5
EZPW,26.61,24.66,7.9,OPTIMAL,90,1.5,1.11,26.29,1.23,,,,0.555,99.6,68.1,120.0,clean,87.0,HEALTHY,-2.5,3,Parabolic,0.04,3.82,32.13,XLI,equity,Equity,81.4
GLD,477.92,466.36,2.48,OPTIMAL,95,1.48,0.12,475.47,0.52,,,,0.318,50.0,76.5,50.0,clean,71.0,CAUTION,-6.2,3,Parabolic,2.09,4.93,23.67,IAU,miner,Miner,81.3
SOYB,24.45,23.35,4.71,OPTIMAL,95,1.48,0.9,23.98,1.96,,,,0.884,61.0,68.9,111.0,clean,79.8,CAUTION,-0.8,1,Basing,2.13,6.26,6.17,DBA,commodity,Commodity,81.3
ALMS,27.92,27.42,1.82,OPTIMAL,95,1.48,0.9,28.51,-2.07,,,,0.225,88.5,69.3,102.0,clean,78.6,CAUTION,-8.8,3,Parabolic,-0.82,6.61,151.08,,equity,Equity,81.1
LHX,363.28,353.91,2.65,OPTIMAL,95,1.48,0.9,363.72,-0.12,,,,0.618,98.0,72.5,84.0,clean,74.8,CAUTION,-4.2,3,Parabolic,-1.28,3.9,30.44,XLI,equity,Equity,81.1
VRTX,497.54,474.37,4.88,OPTIMAL,95,1.48,0.9,477.41,4.22,,,,0.023,15.6,62.3,178.0,overextended,86.7,HEALTHY,-2.0,2,Sustained Uptrend,4.91,4.11,9.23,XLV,equity,Equity,81.1
BIIB,189.42,188.73,0.36,OPTIMAL,95,1.48,0.9,188.32,0.58,,,,0.41,-49.7,75.2,62.0,clean,71.5,CAUTION,-6.4,2,Sustained Uptrend,2.93,-5.85,4.48,XLV,equity,Equity,81.0
EQT,61.81,58.52,5.62,OPTIMAL,90,1.5,1.11,61.28,0.87,,,,0.867,136.6,74.4,69.0,clean,78.3,CAUTION,-2.0,1,Basing,0.32,8.84,1.86,XLE,equity,Equity,81.0
EWC,56.82,56.38,0.77,OPTIMAL,95,1.48,0.9,57.31,-0.86,,,,0.207,23.8,66.2,131.0,clean,82.1,HEALTHY,-3.3,2,Sustained Uptrend,-0.44,3.29,6.62,VXUS,index,Index,81.0
DVA,153.28,142.93,7.24,OPTIMAL,90,1.5,1.11,152.59,0.45,,,,0.552,94.7,68.1,120.0,clean,85.2,HEALTHY,-3.9,2,Sustained Uptrend,0.66,8.84,30.57,XLP,equity,Equity,80.9
IAU,97.88,95.52,2.47,OPTIMAL,95,1.48,0.12,97.39,0.5,,,,0.322,50.3,76.7,48.0,clean,69.2,CAUTION,-6.2,3,Parabolic,2.06,4.98,23.68,IAU,miner,Miner,80.9
PSA,309.12,296.13,4.39,OPTIMAL,95,1.48,0.9,306.89,0.73,,,,0.77,75.6,52.8,276.0,clean,97.2,HEALTHY,-1.2,2,Sustained Uptrend,0.97,7.71,13.62,XLRE,sector,Sector,80.9
SGOL,49.55,48.35,2.49,OPTIMAL,95,1.48,0.12,49.3,0.52,,,,0.324,50.6,77.0,46.0,clean,69.1,CAUTION,-6.2,3,Parabolic,2.05,5.03,23.76,IAU,miner,Miner,80.9
SHEL,85.03,79.55,6.89,OPTIMAL,90,1.5,1.11,83.45,1.9,,,,0.899,131.5,65.6,140.0,clean,88.2,HEALTHY,-2.0,2,Sustained Uptrend,3.28,12.94,16.46,XLE,index,Index,80.9
SNDK,627.74,604.26,3.89,OPTIMAL,95,1.48,0.9,601.26,4.4,,,,0.007,-21.0,65.8,137.0,clean,82.2,HEALTHY,-13.4,3,Parabolic,11.02,4.98,174.76,XLK,equity,Equity,80.9
CM,99.84,97.75,2.14,OPTIMAL,95,1.48,0.9,100.6,-0.76,,,,0.383,53.7,74.0,73.0,clean,71.0,CAUTION,-4.9,2,Sustained Uptrend,-0.6,3.27,9.52,VGK,index,Index,80.5
FNV,265.18,256.18,3.51,OPTIMAL,95,1.48,0.12,268.27,-1.15,,,,0.265,89.6,70.9,94.0,clean,74.5,CAUTION,-7.2,3,Parabolic,1.06,14.26,30.52,IAU,miner,Miner,80.4
HAL,35.16,34.59,1.66,OPTIMAL,95,1.48,0.9,35.07,0.27,,,,0.044,16.9,63.9,156.0,clean,82.7,HEALTHY,-5.0,3,Parabolic,-0.28,0.51,23.59,XLE,commodity,Commodity,80.4
SEA,16.72,16.37,2.13,OPTIMAL,95,1.48,0.9,16.97,-1.47,,,,0.577,73.6,71.2,91.0,clean,74.2,CAUTION,-4.6,2,Sustained Uptrend,-3.74,4.5,10.14,XLI,index,Index,80.4
ASHR,33.77,33.73,0.09,OPTIMAL,95,1.48,0.9,33.69,0.22,,,,0.248,-23.5,69.5,101.0,clean,75.6,CAUTION,-2.4,2,Sustained Uptrend,2.13,0.25,2.13,VXUS,index,Index,80.3
SLGL,83.6,76.34,9.51,OPTIMAL,90,1.5,1.11,87.05,-3.96,,,,0.451,336.4,87.9,9.0,clean,60.0,CAUTION,-14.7,3,Parabolic,-14.67,27.09,106.42,,equity,Equity,80.3
CSTM,25.48,24.78,2.85,OPTIMAL,95,1.48,0.9,25.71,-0.88,,,,0.303,78.5,63.8,161.0,clean,82.2,HEALTHY,-7.0,3,Parabolic,-1.34,3.01,43.42,SPY,bond,Bond,80.2
MTZ,299.83,272.64,9.97,OPTIMAL,90,1.5,1.11,296.09,1.26,,,,0.826,197.5,66.4,130.0,clean,85.0,HEALTHY,-3.4,3,Parabolic,-0.3,15.69,36.58,XLI,index,Index,80.2
RBC,562.78,548.69,2.57,OPTIMAL,95,1.48,0.9,568.88,-1.07,,,,0.426,50.6,70.7,95.0,clean,73.9,CAUTION,-4.5,3,Parabolic,-1.02,3.45,26.91,XLI,sector,Sector,80.2
HDGE,17.69,16.89,4.75,OPTIMAL,95,1.48,0.9,17.27,2.46,,,,0.795,72.2,69.2,104.0,clean,75.3,CAUTION,-1.2,1,Basing,2.61,7.67,6.89,,equity,Equity,80.1
EPD,36.78,35.77,2.83,OPTIMAL,95,1.48,0.9,36.82,-0.11,,,,0.557,61.4,64.3,155.0,clean,80.9,HEALTHY,-3.8,2,Sustained Uptrend,-1.61,5.36,12.79,IAU,index,Index,80.0
EVRG,82.25,80.48,2.2,OPTIMAL,95,1.48,0.9,83.38,-1.36,,,,0.629,78.9,65.2,144.0,clean,79.5,CAUTION,-3.5,2,Sustained Uptrend,-2.56,7.17,12.24,XLU,equity,Equity,79.9
GUNR,54.03,53.28,1.4,OPTIMAL,95,1.48,0.9,54.46,-0.8,,,,0.264,34.7,69.1,107.0,clean,74.5,CAUTION,-3.6,3,Parabolic,-0.13,4.73,19.64,IAU,sector,Sector,79.8
SDRL,42.95,41.9,2.52,OPTIMAL,95,1.48,0.9,43.33,-0.87,,,,0.111,41.0,68.1,120.0,clean,75.7,CAUTION,-6.4,3,Parabolic,0.06,7.66,34.23,XLE,commodity,Commodity,79.8
STRL,414.12,410.7,0.83,OPTIMAL,95,1.48,0.9,420.48,-1.51,,,,0.097,-47.9,62.3,178.0,clean,82.4,HEALTHY,-13.2,2,Sustained Uptrend,-0.33,3.2,27.38,XLI,equity,Equity,79.8
AMGN,376.72,368.68,2.18,OPTIMAL,95,1.48,0.9,378.46,-0.46,,,,0.192,34.6,60.2,195.0,clean,84.6,HEALTHY,-3.7,2,Sustained Uptrend,-0.07,-1.98,14.2,XLV,equity,Equity,79.7
GE,329.45,323.93,1.7,OPTIMAL,95,1.48,0.9,334.72,-1.57,,,,0.198,62.3,61.1,188.0,clean,83.7,HEALTHY,-5.5,2,Sustained Uptrend,-1.4,2.63,16.03,XLI,equity,Equity,79.7
INVX,26.41,25.85,2.15,OPTIMAL,95,1.48,0.9,26.83,-1.57,,,,0.304,106.6,81.2,26.0,clean,60.0,CAUTION,-10.4,3,Parabolic,2.66,4.16,12.65,XLE,commodity,Commodity,79.7
VIV,16.29,15.58,4.56,OPTIMAL,95,1.48,0.9,16.24,0.3,,,,0.295,59.4,69.7,100.0,clean,73.2,CAUTION,-3.9,3,Parabolic,3.69,9.18,33.96,VXUS,index,Index,79.6
BKGI,44.62,44.3,0.74,OPTIMAL,95,1.48,0.9,45.33,-1.54,,,,0.153,25.5,73.3,78.0,clean,68.8,CAUTION,-4.0,2,Sustained Uptrend,-0.92,3.54,10.81,VXUS,index,Index,79.5
BKTI,85.72,82.66,3.71,OPTIMAL,95,1.48,0.9,86.83,-1.28,,,,0.644,108.1,58.9,208.0,clean,85.4,HEALTHY,-4.2,2,Sustained Uptrend,-0.71,10.68,29.85,XLI,equity,Equity,79.5
EQIX,956.35,901.39,6.1,OPTIMAL,90,1.5,1.11,958.14,-0.19,,,,0.469,112.9,61.2,186.0,clean,88.2,HEALTHY,-3.7,2,Sustained Uptrend,-1.61,12.76,28.96,XLU,sector,Sector,79.4
PRE,20.31,18.69,8.65,OPTIMAL,90,1.5,1.11,17.18,18.18,EXIT WATCH,1.59,0.49,0.326,-315.8,85.3,13.0,overextended,60.0,CAUTION,-11.2,3,Parabolic,32.82,5.55,45.16,,equity,Equity,79.4
ES,73.8,71.97,2.54,OPTIMAL,95,1.48,0.9,74.66,-1.16,,,,0.542,92.3,66.0,133.0,clean,76.1,CAUTION,-3.4,2,Sustained Uptrend,-1.25,9.55,10.57,XLU,equity,Equity,79.2
LQDA,38.19,37.41,2.09,OPTIMAL,95,1.48,0.9,33.35,14.5,ELEVATED,1.51,0.6,0.235,-194.5,82.9,21.0,clean,56.6,CAUTION,-18.2,3,Parabolic,20.17,-11.27,10.98,,equity,Equity,79.2
UFO,45.44,44.81,1.4,OPTIMAL,95,1.48,0.9,45.19,0.54,,,,0.28,43.2,69.2,104.0,clean,72.5,CAUTION,-6.6,3,Parabolic,0.1,3.33,27.13,XLI,equity,Equity,79.2
REX,38.18,35.06,8.91,OPTIMAL,90,1.5,1.11,36.62,4.26,,,,0.58,140.2,57.8,220.0,clean,91.2,HEALTHY,-1.2,2,Sustained Uptrend,5.56,7.43,13.36,XLY,commodity,Commodity,79.1
WMB,73.77,71.43,3.28,OPTIMAL,95,1.48,0.9,74.73,-1.29,,,,0.663,98.7,65.1,146.0,clean,77.0,CAUTION,-4.0,3,Parabolic,-2.78,10.24,17.45,XLE,bond,Bond,79.1
GLTO,28.69,27.6,3.96,OPTIMAL,95,1.48,0.9,29.72,-3.46,,,,0.265,233.3,83.1,19.0,clean,55.5,CAUTION,-25.1,3,Parabolic,-4.53,26.78,25.34,,equity,Equity,79.0
RCAT,15.06,13.26,13.59,GOOD,75,1.52,1.24,13.98,7.75,,,,0.533,295.7,90.9,5.0,clean,69.7,CAUTION,-19.8,3,Parabolic,2.43,19.22,87.75,IAU,equity,Equity,79.0
CCNR,39.25,39.07,0.46,OPTIMAL,95,1.48,0.9,39.59,-0.87,,,,0.007,4.9,67.0,126.0,clean,74.0,CAUTION,-3.8,3,Parabolic,-0.15,2.75,17.66,XLB,commodity,Commodity,78.9
VZ,50.7,48.1,5.39,OPTIMAL,90,1.5,1.11,50.38,0.64,,,,0.747,84.5,59.2,205.0,clean,89.0,HEALTHY,-1.4,2,Sustained Uptrend,-0.33,9.48,21.61,XLP,equity,Equity,78.9
XLE,55.85,54.2,3.05,OPTIMAL,95,1.48,0.9,56.08,-0.4,,,,0.772,67.2,63.9,156.0,clean,77.5,CAUTION,-3.5,3,Parabolic,-1.18,4.89,21.64,XLE,commodity,Commodity,78.9
VDE,157.79,152.71,3.33,OPTIMAL,95,1.48,0.9,158.26,-0.29,,,,0.795,72.7,63.5,165.0,clean,77.7,CAUTION,-3.4,3,Parabolic,-0.99,5.27,21.58,XLE,commodity,Commodity,78.8
BIOA,20.83,20.44,1.91,OPTIMAL,95,1.48,0.9,21.12,-1.39,,,,0.112,58.4,78.5,41.0,clean,60.0,CAUTION,-13.2,3,Parabolic,1.79,0.47,79.38,,equity,Equity,78.7
IGLD,28.14,27.54,2.21,OPTIMAL,95,1.48,0.9,28.04,0.37,,,,0.252,40.6,73.5,76.0,clean,65.6,CAUTION,-7.5,2,Sustained Uptrend,1.75,3.1,12.94,IAU,index,Index,78.7
ABBV,226.67,226.61,0.03,OPTIMAL,95,1.48,0.9,230.46,-1.64,,,,0.254,37.9,70.4,97.0,clean,68.9,CAUTION,-4.4,1,Basing,-3.07,1.45,0.26,XLV,equity,Equity,78.6
FET,57.96,52.7,9.99,OPTIMAL,90,1.5,1.11,58.35,-0.67,,,,0.657,281.9,76.4,51.0,clean,67.8,CAUTION,-8.8,3,Parabolic,-1.26,20.8,64.47,XLE,bond,Bond,78.6
AA,61.23,60.69,0.9,OPTIMAL,95,1.48,0.9,62.23,-1.61,,,,0.018,15.9,62.4,177.0,clean,78.0,CAUTION,-10.5,3,Parabolic,-4.09,3.5,39.89,XLK,commodity,Commodity,78.5
DLX,27.66,27.16,1.84,OPTIMAL,95,1.48,0.9,27.89,-0.83,,,,0.507,74.8,58.7,211.0,clean,82.3,HEALTHY,-3.3,3,Parabolic,-1.07,-0.5,32.41,XLF,index,Index,78.5
GNR,72.92,72.41,0.71,OPTIMAL,95,1.48,0.9,73.8,-1.19,,,,0.051,14.0,67.7,124.0,clean,71.7,CAUTION,-4.2,3,Parabolic,-0.64,3.77,18.65,XLB,sector,Sector,78.5
RGLD,282.96,280.33,0.94,OPTIMAL,95,1.48,0.12,286.92,-1.38,,,,0.04,22.6,65.7,138.0,clean,74.3,CAUTION,-7.6,3,Parabolic,0.7,6.47,40.32,IAU,miner,Miner,78.5
