ticker,price,sma29,extension_pct,extension_label,extension_score,extension_pf,extension_fwd,sma10,ext10_pct,exit_alert,exit_pf,exit_fwd,slope_rsq,slope_ann,momentum_score,momentum_rank,momentum_flag,health_score,health_verdict,dd_pct,stage,stage_name,ret_1w,ret_1m,ret_3m,top_pole,asset_class,asset_class_label,combined_score
EWJV,43.38,44.8,-3.19,BELOW SMA,15,,,44.22,-1.91,,,,0.726,-125.9,0.0,354.0,clean,54.1,CAUTION,-9.1,2,Sustained Uptrend,-0.08,-4.29,6.99,VXUS,index,Index,21.5
FDT,90.28,92.06,-1.93,BELOW SMA,15,,,92.98,-2.9,,,,0.09,-33.5,0.0,354.0,clean,54.2,CAUTION,-7.4,2,Sustained Uptrend,-1.36,0.32,14.24,VXUS,index,Index,21.5
JHEM,35.46,36.06,-1.67,BELOW SMA,15,,,36.11,-1.8,,,,0.13,-37.0,0.0,354.0,clean,54.1,CAUTION,-6.3,2,Sustained Uptrend,0.45,-0.89,8.04,VXUS,index,Index,21.5
VBR,220.78,228.14,-3.22,BELOW SMA,15,,,226.5,-2.52,,,,0.624,-56.4,0.0,354.0,clean,54.1,CAUTION,-6.2,2,Sustained Uptrend,-2.84,-4.88,3.77,XLI,index,Index,21.5
GSM,4.87,5.02,-3.14,BELOW SMA,15,,,5.0,-2.69,,,,0.351,-110.2,0.0,,,53.7,CAUTION,-14.1,2,Sustained Uptrend,,,,,index,Index,21.4
IMTM,49.95,51.42,-2.85,BELOW SMA,15,,,50.89,-1.84,,,,0.455,-71.4,0.0,354.0,clean,53.9,CAUTION,-6.1,2,Sustained Uptrend,-0.12,-2.61,2.74,VXUS,index,Index,21.4
NEM,119.24,120.99,-1.44,BELOW SMA,15,,,121.65,-1.98,,,,0.088,-39.2,0.0,354.0,clean,53.9,CAUTION,-11.6,3,Parabolic,0.61,3.4,32.84,IAU,miner,Miner,21.4
NESRF,19.07,20.19,-5.54,BELOW SMA,15,,,20.71,-7.9,,,,0.008,-15.7,0.0,354.0,clean,53.7,CAUTION,-17.0,3,Parabolic,-6.88,-2.89,8.98,IAU,equity,Equity,21.4
ASX,22.04,22.23,-0.84,BELOW SMA,15,,,22.91,-3.8,,,,0.115,-64.7,0.0,354.0,clean,53.6,CAUTION,-12.8,3,Parabolic,-1.21,5.51,44.9,XLK,index,Index,21.3
CMI,564.91,581.62,-2.87,BELOW SMA,15,,,569.13,-0.74,,,,0.623,-99.2,0.0,354.0,clean,53.6,CAUTION,-8.6,3,Parabolic,0.86,-2.22,10.63,XLI,sector,Sector,21.3
DFAE,35.16,35.88,-2.03,BELOW SMA,15,,,35.74,-1.64,,,,0.232,-52.4,0.0,354.0,clean,53.4,CAUTION,-6.6,2,Sustained Uptrend,0.85,-1.33,8.91,VXUS,index,Index,21.3
ECL,284.55,294.89,-3.51,BELOW SMA,15,,,295.72,-3.78,,,,0.193,-52.0,0.0,354.0,clean,53.6,CAUTION,-8.0,2,Sustained Uptrend,-4.66,-1.99,9.57,XLB,sector,Sector,21.3
PJP,106.16,107.91,-1.62,BELOW SMA,15,,,107.28,-1.04,,,,0.611,-45.5,0.0,354.0,clean,53.4,CAUTION,-4.2,2,Sustained Uptrend,-0.57,-3.94,0.96,XLV,equity,Equity,21.3
ANTM,482.58,485.47,-0.59,BELOW SMA,15,,,463.66,4.08,,,,0.647,-143.7,0.0,,,53.1,CAUTION,-9.6,2,Sustained Uptrend,,,,,equity,Equity,21.2
BK,116.22,119.4,-2.66,BELOW SMA,15,,,118.01,-1.52,,,,0.331,-65.2,0.0,354.0,clean,53.3,CAUTION,-9.7,2,Sustained Uptrend,-1.47,-6.52,1.93,XLF,equity,Equity,21.2
DFEM,35.7,36.43,-2.02,BELOW SMA,15,,,36.3,-1.64,,,,0.229,-50.8,0.0,354.0,clean,53.1,CAUTION,-6.4,2,Sustained Uptrend,0.68,-1.38,8.74,VXUS,index,Index,21.2
DG,146.7,149.11,-1.61,BELOW SMA,15,,,150.73,-2.68,,,,0.0,-1.6,0.0,354.0,clean,53.2,CAUTION,-7.3,3,Parabolic,-4.14,0.03,10.83,XLB,equity,Equity,21.2
EMGF,62.87,64.14,-1.98,BELOW SMA,15,,,63.9,-1.61,,,,0.231,-55.1,0.0,354.0,clean,53.3,CAUTION,-6.8,2,Sustained Uptrend,0.85,-1.09,8.45,VXUS,index,Index,21.2
KPELY,19.17,19.25,-0.39,BELOW SMA,15,,,19.67,-2.55,,,,0.068,-35.8,0.0,354.0,clean,53.2,CAUTION,-9.2,3,Parabolic,-2.79,3.45,22.02,,equity,Equity,21.2
PPH,106.75,109.02,-2.08,BELOW SMA,15,,,108.53,-1.63,,,,0.478,-45.1,0.0,354.0,clean,53.3,CAUTION,-5.2,2,Sustained Uptrend,-1.68,-3.35,7.17,XLV,equity,Equity,21.2
SCHY,32.02,32.75,-2.23,BELOW SMA,15,,,32.76,-2.27,,,,0.294,-45.4,0.0,354.0,clean,53.3,CAUTION,-6.0,2,Sustained Uptrend,-1.31,-2.36,8.67,VGK,index,Index,21.2
AAXJ,100.75,102.59,-1.8,BELOW SMA,15,,,102.33,-1.55,,,,0.187,-47.8,0.0,354.0,clean,53.0,CAUTION,-6.6,2,Sustained Uptrend,0.98,-0.95,8.0,VXUS,index,Index,21.1
CE,50.88,52.11,-2.36,BELOW SMA,15,,,50.55,0.66,,,,0.673,-212.2,0.0,354.0,clean,52.7,CAUTION,-17.9,3,Parabolic,-0.85,-7.28,25.24,XLB,sector,Sector,21.1
DFAX,34.96,35.77,-2.26,BELOW SMA,15,,,35.7,-2.08,,,,0.305,-50.0,0.0,354.0,clean,52.9,CAUTION,-5.8,2,Sustained Uptrend,-0.48,-1.52,8.34,VXUS,index,Index,21.1
GTX,18.27,19.28,-5.27,BELOW SMA,15,,,19.36,-5.64,,,,0.309,-98.2,0.0,354.0,clean,53.0,CAUTION,-14.7,2,Sustained Uptrend,-4.31,-4.91,10.24,XLB,index,Index,21.1
IEMG,72.52,74.1,-2.13,BELOW SMA,15,,,73.66,-1.54,,,,0.252,-56.7,0.0,354.0,clean,52.8,CAUTION,-6.6,2,Sustained Uptrend,1.03,-1.56,7.55,VXUS,index,Index,21.1
ITUB,8.54,8.93,-4.31,BELOW SMA,15,,,8.67,-1.41,,,,0.682,-166.1,0.0,,,52.7,CAUTION,-11.0,2,Sustained Uptrend,,,,,index,Index,21.1
MAR,326.86,336.84,-2.96,BELOW SMA,15,,,335.4,-2.54,,,,0.561,-101.2,0.0,354.0,clean,52.8,CAUTION,-11.7,2,Sustained Uptrend,-2.69,-1.91,11.71,XLRE,equity,Equity,21.1
RY,166.33,169.13,-1.66,BELOW SMA,15,,,166.89,-0.33,,,,0.689,-69.1,0.0,354.0,clean,52.8,CAUTION,-5.6,2,Sustained Uptrend,0.26,-2.39,2.37,VXUS,equity,Equity,21.1
URNJ,32.72,33.95,-3.62,BELOW SMA,15,,,33.58,-2.55,,,,0.014,-22.8,0.0,354.0,clean,52.9,CAUTION,-19.8,3,Parabolic,-1.62,3.81,18.9,IAU,miner,Miner,21.1
XSOE,42.0,42.66,-1.55,BELOW SMA,15,,,42.48,-1.12,,,,0.225,-51.6,0.0,354.0,clean,52.9,CAUTION,-6.2,2,Sustained Uptrend,1.5,-0.78,8.7,VXUS,index,Index,21.1
ARTY,49.48,50.7,-2.42,BELOW SMA,15,,,49.88,-0.81,,,,0.495,-71.2,0.0,354.0,clean,52.5,CAUTION,-9.7,2,Sustained Uptrend,2.79,-2.38,-0.09,XLK,equity,Equity,21.0
AVEM,83.46,85.38,-2.25,BELOW SMA,15,,,85.11,-1.93,,,,0.219,-53.2,0.0,354.0,clean,52.5,CAUTION,-7.0,2,Sustained Uptrend,0.4,-1.51,8.04,VXUS,index,Index,21.0
HLT,300.01,309.83,-3.17,BELOW SMA,15,,,306.77,-2.2,,,,0.764,-83.0,0.0,354.0,clean,52.5,CAUTION,-10.1,2,Sustained Uptrend,-1.94,-4.57,10.2,XLB,equity,Equity,21.0
HUN,12.09,12.58,-3.92,BELOW SMA,15,,,12.28,-1.58,,,,0.565,-145.6,0.0,,,52.4,CAUTION,-16.0,3,Parabolic,,,,,sector,Sector,21.0
KB,103.25,106.33,-2.89,BELOW SMA,15,,,107.28,-3.75,,,,0.242,-101.5,0.0,354.0,clean,52.5,CAUTION,-13.8,3,Parabolic,-2.4,-1.31,17.59,VXUS,index,Index,21.0
LUNMF,26.85,27.19,-1.27,BELOW SMA,15,,,28.79,-6.73,,,,0.103,117.2,0.0,354.0,clean,52.5,CAUTION,-19.4,3,Parabolic,-5.06,9.86,44.05,VXUS,commodity,Commodity,21.0
VYMI,95.86,98.17,-2.35,BELOW SMA,15,,,97.81,-1.99,,,,0.386,-55.6,0.0,354.0,clean,52.6,CAUTION,-5.8,2,Sustained Uptrend,-0.63,-2.25,8.37,VXUS,index,Index,21.0
XPH,55.77,56.75,-1.73,BELOW SMA,15,,,56.5,-1.29,,,,0.334,-41.7,0.0,354.0,clean,52.5,CAUTION,-5.2,2,Sustained Uptrend,0.11,-2.62,2.59,VGK,equity,Equity,21.0
DD,46.3,47.97,-3.47,BELOW SMA,15,,,48.0,-3.53,,,,0.345,-93.9,0.0,354.0,clean,52.2,CAUTION,-12.1,3,Parabolic,-4.03,-0.91,14.31,XLB,sector,Sector,20.9
DGS,61.24,62.81,-2.49,BELOW SMA,15,,,62.48,-1.99,,,,0.263,-52.3,0.0,354.0,clean,52.1,CAUTION,-6.4,2,Sustained Uptrend,-0.33,-1.64,7.23,VXUS,index,Index,20.9
FFBC,27.39,28.99,-5.53,BELOW SMA,15,,,27.99,-2.14,,,,0.913,-159.5,0.0,354.0,clean,52.0,CAUTION,-12.7,2,Sustained Uptrend,-2.25,-11.36,6.33,XLF,equity,Equity,20.9
GSK,55.44,56.96,-2.67,BELOW SMA,15,,,56.97,-2.68,,,,0.454,-84.0,0.0,354.0,clean,52.2,CAUTION,-10.2,3,Parabolic,-2.86,-7.95,14.52,XLV,index,Index,20.9
ICOW,42.1,42.75,-1.5,BELOW SMA,15,,,43.13,-2.38,,,,0.056,-19.4,0.0,354.0,clean,52.3,CAUTION,-6.2,2,Sustained Uptrend,-1.55,-0.46,7.96,VXUS,index,Index,20.9
ILOW,43.73,44.5,-1.75,BELOW SMA,15,,,44.38,-1.49,,,,0.387,-37.5,0.0,354.0,clean,52.0,CAUTION,-5.6,2,Sustained Uptrend,-0.15,-1.65,3.17,VGK,index,Index,20.9
NATR,25.25,26.29,-3.96,BELOW SMA,15,,,26.59,-5.04,,,,0.006,-10.6,0.0,354.0,clean,52.2,CAUTION,-10.3,3,Parabolic,-6.42,-4.11,15.39,XLV,equity,Equity,20.9
ORR,36.94,37.76,-2.17,BELOW SMA,15,,,37.77,-2.2,,,,0.396,-52.9,0.0,354.0,clean,52.3,CAUTION,-6.2,2,Sustained Uptrend,-1.02,-1.57,11.77,VGK,index,Index,20.9
SLVP,41.93,42.3,-0.88,BELOW SMA,15,,,43.36,-3.31,,,,0.007,19.2,0.0,354.0,clean,52.0,CAUTION,-16.4,3,Parabolic,-0.78,3.76,34.48,IAU,miner,Miner,20.9
SPY,679.15,686.42,-1.06,BELOW SMA,15,,,683.16,-0.59,,,,0.354,-19.3,0.0,354.0,clean,52.0,CAUTION,-2.7,1,Basing,-0.17,-1.66,-0.95,SPY,index,Index,20.9
XLV,153.67,156.23,-1.64,BELOW SMA,15,,,156.24,-1.64,,,,0.106,-15.5,0.0,354.0,clean,52.3,CAUTION,-4.3,2,Sustained Uptrend,-1.98,-2.56,0.27,XLV,equity,Equity,20.9
FNDF,49.41,50.48,-2.14,BELOW SMA,15,,,50.64,-2.43,,,,0.207,-43.7,0.0,354.0,clean,51.9,CAUTION,-6.7,2,Sustained Uptrend,-0.87,-1.09,8.65,VXUS,index,Index,20.8
IVV,682.14,689.51,-1.07,BELOW SMA,15,,,686.25,-0.6,,,,0.35,-19.3,0.0,354.0,clean,51.8,CAUTION,-2.7,1,Basing,-0.17,-1.68,-1.01,SPY,index,Index,20.8
MT,57.03,60.94,-6.4,BELOW SMA,15,,,60.96,-6.44,,,,0.317,-136.3,0.0,354.0,clean,51.8,CAUTION,-15.6,3,Parabolic,-5.05,-6.96,34.96,VXUS,index,Index,20.8
QTUM,112.51,115.65,-2.71,BELOW SMA,15,,,114.11,-1.4,,,,0.608,-72.6,0.0,354.0,clean,51.9,CAUTION,-7.3,2,Sustained Uptrend,0.13,-2.84,-0.64,XLK,equity,Equity,20.8
XLB,50.13,51.85,-3.31,BELOW SMA,15,,,51.74,-3.11,,,,0.469,-63.5,0.0,354.0,clean,51.9,CAUTION,-7.4,2,Sustained Uptrend,-3.48,-2.68,13.7,XLB,sector,Sector,20.8
CACI,594.15,603.58,-1.56,BELOW SMA,15,,,613.25,-3.11,,,,0.182,72.4,0.0,354.0,clean,51.4,CAUTION,-13.1,2,Sustained Uptrend,-5.65,-3.94,-0.25,,equity,Equity,20.7
DFIV,53.04,54.5,-2.68,BELOW SMA,15,,,54.22,-2.18,,,,0.451,-60.5,0.0,354.0,clean,51.5,CAUTION,-5.8,2,Sustained Uptrend,-0.86,-2.71,9.11,VGK,index,Index,20.7
FLJP,37.16,38.23,-2.8,BELOW SMA,15,,,37.95,-2.09,,,,0.644,-101.9,0.0,354.0,clean,51.5,CAUTION,-7.6,2,Sustained Uptrend,-0.16,-2.54,3.54,VXUS,index,Index,20.7
FNDE,38.55,39.44,-2.25,BELOW SMA,15,,,39.15,-1.52,,,,0.363,-53.8,0.0,354.0,clean,51.5,CAUTION,-5.8,2,Sustained Uptrend,-0.04,-2.12,3.75,VXUS,index,Index,20.7
PKG,221.8,231.78,-4.31,BELOW SMA,15,,,228.34,-2.86,,,,0.772,-116.6,0.0,354.0,clean,51.5,CAUTION,-11.1,2,Sustained Uptrend,-4.16,-7.14,11.75,XLI,sector,Sector,20.7
VAW,228.47,236.31,-3.32,BELOW SMA,15,,,235.87,-3.14,,,,0.38,-58.7,0.0,354.0,clean,51.6,CAUTION,-6.8,2,Sustained Uptrend,-3.4,-2.65,13.46,XLB,sector,Sector,20.7
VOO,624.4,631.29,-1.09,BELOW SMA,15,,,628.32,-0.62,,,,0.348,-19.2,0.0,354.0,clean,51.6,CAUTION,-2.7,1,Basing,-0.21,-1.71,-0.96,SPY,index,Index,20.7
CURN,19.85,20.24,-1.91,BELOW SMA,15,,,20.32,-2.31,,,,0.31,-53.8,0.0,354.0,stalling,51.3,CAUTION,-6.8,3,Parabolic,-1.64,-3.59,24.06,XLC,equity,Equity,20.6
EMEQ,47.87,48.63,-1.56,BELOW SMA,15,,,49.07,-2.45,,,,0.039,-33.1,0.0,354.0,clean,51.2,CAUTION,-10.3,3,Parabolic,1.51,0.63,22.46,VXUS,index,Index,20.6
IDVO,41.12,42.22,-2.6,BELOW SMA,15,,,41.68,-1.34,,,,0.505,-72.5,0.0,354.0,clean,51.3,CAUTION,-6.2,2,Sustained Uptrend,0.28,-3.08,7.66,VXUS,index,Index,20.6
IWB,372.06,376.16,-1.09,BELOW SMA,15,,,374.53,-0.66,,,,0.348,-19.4,0.0,354.0,clean,51.1,CAUTION,-2.7,1,Basing,-0.29,-1.71,-0.99,SPY,index,Index,20.6
IXN,105.95,106.64,-0.64,BELOW SMA,15,,,106.36,-0.39,,,,0.146,-22.1,0.0,354.0,clean,51.1,CAUTION,-4.6,1,Basing,1.48,-0.38,-0.53,XLK,equity,Equity,20.6
KNTNF,20.52,21.07,-2.63,BELOW SMA,15,,,22.17,-7.43,,,,0.08,68.4,0.0,354.0,clean,51.3,CAUTION,-17.5,3,Parabolic,-5.83,5.02,35.45,IAU,miner,Miner,20.6
PH,951.89,980.62,-2.93,BELOW SMA,15,,,979.7,-2.84,,,,0.234,-56.1,0.0,354.0,clean,51.2,CAUTION,-8.0,2,Sustained Uptrend,-3.72,-2.52,8.17,XLI,index,Index,20.6
SHV,110.18,110.21,-0.02,BELOW SMA,15,,,110.21,-0.02,,,,0.107,-1.1,0.0,354.0,clean,51.2,CAUTION,-0.2,1,Basing,0.06,0.0,-0.02,HYG,bond,Bond,20.6
SLSR,9.57,9.94,-3.7,BELOW SMA,15,,,10.01,-4.42,,,,0.016,-26.3,0.0,,,51.2,CAUTION,-16.3,3,Parabolic,,,,,commodity,Commodity,20.6
APIE,36.9,37.83,-2.46,BELOW SMA,15,,,37.3,-1.08,,,,0.563,-78.7,0.0,354.0,clean,50.7,CAUTION,-5.5,2,Sustained Uptrend,0.16,-3.07,1.93,VXUS,index,Index,20.5
ARKX,31.79,31.98,-0.61,BELOW SMA,15,,,31.91,-0.36,,,,0.003,-3.5,0.0,354.0,clean,50.9,CAUTION,-10.5,2,Sustained Uptrend,0.28,0.32,11.9,XLI,equity,Equity,20.5
DFEV,36.51,37.48,-2.6,BELOW SMA,15,,,37.41,-2.43,,,,0.191,-46.8,0.0,354.0,clean,50.8,CAUTION,-7.1,2,Sustained Uptrend,-0.5,-1.82,9.17,VXUS,index,Index,20.5
GGG,88.28,91.81,-3.84,BELOW SMA,15,,,91.6,-3.63,,,,0.516,-63.4,0.0,354.0,stalling,51.0,CAUTION,-7.7,2,Sustained Uptrend,-4.51,-4.83,5.76,XLI,sector,Sector,20.5
HDEF,32.44,33.1,-1.99,BELOW SMA,15,,,33.1,-1.99,,,,0.289,-38.3,0.0,354.0,clean,50.8,CAUTION,-5.3,2,Sustained Uptrend,-0.98,-2.32,6.57,VGK,index,Index,20.5
IPGP,115.64,120.72,-4.22,BELOW SMA,15,,,128.1,-9.73,,,,0.002,-17.0,0.0,354.0,clean,50.9,CAUTION,-25.8,3,Parabolic,-12.18,5.5,41.16,TLT,equity,Equity,20.5
PXF,71.14,72.82,-2.3,BELOW SMA,15,,,73.04,-2.59,,,,0.209,-44.7,0.0,354.0,clean,50.8,CAUTION,-6.8,2,Sustained Uptrend,-1.12,-1.21,10.23,VXUS,index,Index,20.5
TXT,92.92,95.58,-2.78,BELOW SMA,15,,,97.09,-4.29,,,,0.092,-27.5,0.0,354.0,clean,50.9,CAUTION,-8.5,2,Sustained Uptrend,-5.71,-2.64,11.32,XLI,index,Index,20.5
VTI,334.58,338.63,-1.2,BELOW SMA,15,,,337.04,-0.73,,,,0.372,-21.1,0.0,354.0,clean,50.7,CAUTION,-2.9,1,Basing,-0.34,-1.87,-0.88,SPY,equity,Equity,20.5
^GSPC,6801.57,6882.79,-1.18,BELOW SMA,15,,,6846.64,-0.66,,,,0.381,-20.9,0.0,354.0,clean,50.9,CAUTION,-2.9,1,Basing,-0.22,-1.89,-1.0,SPY,index,Index,20.5
ATEYY,157.38,169.42,-7.1,BELOW SMA,15,,,165.83,-5.1,,,,0.544,-166.4,0.0,354.0,clean,50.6,CAUTION,-19.5,3,Parabolic,-2.68,-7.96,20.19,XLK,index,Index,20.4
EWW,75.21,78.55,-4.26,BELOW SMA,15,,,77.29,-2.69,,,,0.61,-104.6,0.0,354.0,clean,50.5,CAUTION,-7.9,2,Sustained Uptrend,-0.21,-5.83,9.51,VXUS,index,Index,20.4
IDV,42.19,43.16,-2.26,BELOW SMA,15,,,43.19,-2.33,,,,0.192,-37.6,0.0,354.0,clean,50.4,CAUTION,-6.0,2,Sustained Uptrend,-1.08,-1.74,8.14,VXUS,index,Index,20.4
KSU,293.59,302.21,-2.85,BELOW SMA,15,,,293.99,-0.14,,,,0.516,-69.4,0.0,,,50.6,CAUTION,-6.0,2,Sustained Uptrend,,,,,sector,Sector,20.4
MARUY,349.7,364.84,-4.15,BELOW SMA,15,,,359.86,-2.82,,,,0.728,-209.7,0.0,354.0,clean,50.5,CAUTION,-17.9,3,Parabolic,-2.37,-5.89,27.41,VXUS,index,Index,20.4
PICK,58.96,60.78,-2.99,BELOW SMA,15,,,61.21,-3.68,,,,0.057,-32.4,0.0,354.0,clean,50.4,CAUTION,-9.2,3,Parabolic,-2.61,-0.54,19.93,VXUS,commodity,Commodity,20.4
RIO,91.73,95.86,-4.31,BELOW SMA,15,,,95.6,-4.05,,,,0.357,-76.1,0.0,354.0,clean,50.5,CAUTION,-9.7,3,Parabolic,-3.76,-1.8,25.55,VXUS,commodity,Commodity,20.4
UUUU,20.81,21.86,-4.82,BELOW SMA,15,,,21.29,-2.24,,,,0.168,-86.8,0.0,354.0,clean,50.6,CAUTION,-25.4,3,Parabolic,-0.38,-1.93,33.31,IAU,miner,Miner,20.4
VPL,101.53,103.38,-1.79,BELOW SMA,15,,,103.88,-2.26,,,,0.228,-54.4,0.0,354.0,clean,50.6,CAUTION,-7.2,2,Sustained Uptrend,-0.28,-0.19,10.68,VXUS,index,Index,20.4
ADI,319.82,332.84,-3.91,BELOW SMA,15,,,338.45,-5.5,,,,0.006,-12.9,0.0,354.0,clean,50.1,CAUTION,-11.9,3,Parabolic,-5.66,-0.2,13.7,XLB,equity,Equity,20.3
EWM,28.71,29.39,-2.29,BELOW SMA,15,,,28.88,-0.56,,,,0.629,-70.2,0.0,354.0,clean,50.1,CAUTION,-4.7,2,Sustained Uptrend,1.25,-2.89,7.79,VGK,index,Index,20.3
GSIE,44.27,45.51,-2.71,BELOW SMA,15,,,45.18,-2.0,,,,0.51,-61.4,0.0,354.0,clean,50.1,CAUTION,-5.5,2,Sustained Uptrend,-0.68,-2.67,5.12,VGK,index,Index,20.3
HEFA,42.99,43.86,-1.97,BELOW SMA,15,,,43.82,-1.89,,,,0.273,-38.0,0.0,354.0,clean,50.3,CAUTION,-4.9,2,Sustained Uptrend,-0.82,-1.95,3.75,VGK,index,Index,20.3
NGXXF,20.29,21.52,-5.72,BELOW SMA,15,,,21.43,-5.33,,,,0.173,-82.7,0.0,354.0,clean,50.1,CAUTION,-14.0,3,Parabolic,-3.87,-1.97,12.24,IAU,miner,Miner,20.3
PIZ,51.97,53.5,-2.86,BELOW SMA,15,,,53.27,-2.44,,,,0.286,-54.9,0.0,354.0,clean,50.1,CAUTION,-6.8,2,Sustained Uptrend,-0.75,-2.39,7.73,VXUS,index,Index,20.3
STLD,182.4,192.15,-5.08,BELOW SMA,15,,,190.64,-4.32,,,,0.476,-94.4,0.0,354.0,clean,50.1,CAUTION,-12.5,2,Sustained Uptrend,-7.62,-9.88,10.4,XLB,sector,Sector,20.3
THD,67.63,68.66,-1.51,BELOW SMA,15,,,69.97,-3.34,,,,0.07,-42.6,0.0,354.0,clean,50.2,CAUTION,-9.9,2,Sustained Uptrend,-2.82,2.86,12.42,VXUS,index,Index,20.3
CL,93.04,94.3,-1.34,BELOW SMA,15,,,95.37,-2.45,,,,0.035,-14.2,0.0,354.0,clean,49.9,WARNING,-6.3,3,Parabolic,-2.59,-1.45,19.18,XLP,equity,Equity,20.2
DISV,40.37,41.85,-3.53,BELOW SMA,15,,,41.52,-2.76,,,,0.55,-76.5,0.0,354.0,clean,50.0,CAUTION,-7.0,2,Sustained Uptrend,-1.66,-3.03,8.96,VXUS,index,Index,20.2
ETN,362.93,368.58,-1.53,BELOW SMA,15,,,363.08,-0.04,,,,0.655,-121.8,0.0,354.0,clean,50.0,CAUTION,-11.1,1,Basing,2.07,-2.91,7.48,XLI,sector,Sector,20.2
FID,21.27,21.98,-3.22,BELOW SMA,15,,,21.89,-2.82,,,,0.435,-47.7,0.0,354.0,clean,50.0,CAUTION,-5.8,2,Sustained Uptrend,-2.32,-3.01,4.01,VGK,index,Index,20.2
FLMX,36.79,38.57,-4.61,BELOW SMA,15,,,37.93,-3.02,,,,0.615,-105.8,0.0,354.0,clean,49.9,WARNING,-8.1,2,Sustained Uptrend,-0.59,-5.91,9.36,VXUS,index,Index,20.2
ONTO,195.31,209.65,-6.84,BELOW SMA,15,,,205.72,-5.06,,,,0.465,-163.7,0.0,354.0,clean,49.9,WARNING,-16.0,3,Parabolic,-5.87,-6.33,24.09,XLK,equity,Equity,20.2
PXH,27.28,27.95,-2.39,BELOW SMA,15,,,27.69,-1.47,,,,0.405,-58.7,0.0,354.0,clean,49.7,WARNING,-5.9,2,Sustained Uptrend,-0.07,-2.36,4.64,VXUS,index,Index,20.2
ULTA,648.16,672.49,-3.62,BELOW SMA,15,,,666.23,-2.71,,,,0.504,-76.2,0.0,354.0,clean,50.0,CAUTION,-9.3,3,Parabolic,-3.11,-6.11,7.76,XLI,equity,Equity,20.2
BKIE,96.27,98.79,-2.56,BELOW SMA,15,,,98.17,-1.94,,,,0.486,-61.0,0.0,354.0,clean,49.4,WARNING,-5.5,2,Sustained Uptrend,-0.04,-2.25,4.98,VGK,index,Index,20.1
IR,87.1,93.33,-6.67,BELOW SMA,15,,,90.98,-4.26,,,,0.797,-148.0,0.0,354.0,clean,49.4,WARNING,-13.7,2,Sustained Uptrend,-4.85,-11.57,9.07,XLI,sector,Sector,20.1
JIVE,86.33,88.94,-2.94,BELOW SMA,15,,,88.39,-2.33,,,,0.401,-65.3,0.0,354.0,clean,49.6,WARNING,-6.5,2,Sustained Uptrend,-0.66,-2.97,8.07,VXUS,index,Index,20.1
AER,142.43,146.02,-2.46,BELOW SMA,15,,,145.49,-2.1,,,,0.167,-53.4,0.0,354.0,clean,49.3,WARNING,-8.1,2,Sustained Uptrend,-2.5,1.68,1.74,VXUS,index,Index,20.0
EZA,73.52,75.72,-2.9,BELOW SMA,15,,,75.79,-2.99,,,,0.055,-38.9,0.0,354.0,clean,49.3,WARNING,-10.1,2,Sustained Uptrend,-0.05,-1.67,8.31,VXUS,index,Index,20.0
IDEV,85.94,88.23,-2.6,BELOW SMA,15,,,87.73,-2.04,,,,0.463,-58.1,0.0,354.0,clean,49.2,WARNING,-5.6,2,Sustained Uptrend,-0.61,-2.24,4.41,VXUS,index,Index,20.0
IGRO,85.61,87.79,-2.48,BELOW SMA,15,,,87.3,-1.93,,,,0.507,-58.4,0.0,354.0,clean,49.3,WARNING,-5.4,2,Sustained Uptrend,-0.87,-2.72,4.26,VGK,index,Index,20.0
NVDA,184.59,185.44,-0.46,BELOW SMA,15,,,183.17,0.78,,,,0.278,-55.5,0.0,354.0,clean,49.2,WARNING,-6.6,1,Basing,2.52,-0.44,1.2,XLK,equity,Equity,20.0
SCHC,48.61,49.86,-2.51,BELOW SMA,15,,,49.73,-2.26,,,,0.32,-46.0,0.0,354.0,clean,49.1,WARNING,-6.1,2,Sustained Uptrend,-0.84,-1.26,5.31,VXUS,index,Index,20.0
TRFK,64.16,64.16,-0.01,BELOW SMA,15,,,63.37,1.25,,,,0.551,-56.8,0.0,354.0,clean,49.2,WARNING,-6.8,1,Basing,3.9,-0.41,-5.25,XLK,index,Index,20.0
TWST,45.8,47.8,-4.19,BELOW SMA,15,,,47.55,-3.69,,,,0.209,-84.1,0.0,354.0,clean,49.1,WARNING,-20.9,3,Parabolic,-1.82,-6.99,41.8,SPY,equity,Equity,20.0
AVIV,75.87,77.96,-2.68,BELOW SMA,15,,,77.78,-2.46,,,,0.357,-53.8,0.0,354.0,clean,48.9,WARNING,-6.1,2,Sustained Uptrend,-1.22,-2.2,7.94,VXUS,index,Index,19.9
BBEU,74.53,77.24,-3.5,BELOW SMA,15,,,76.35,-2.39,,,,0.465,-67.0,0.0,354.0,clean,48.9,WARNING,-6.4,2,Sustained Uptrend,-0.72,-3.75,4.03,VGK,index,Index,19.9
DDWM,45.12,46.23,-2.41,BELOW SMA,15,,,46.08,-2.07,,,,0.353,-49.9,0.0,354.0,clean,48.8,WARNING,-5.7,2,Sustained Uptrend,-0.53,-2.42,5.49,VGK,index,Index,19.9
EWO,35.83,37.87,-5.39,BELOW SMA,15,,,36.69,-2.34,,,,0.751,-129.9,0.0,354.0,clean,48.8,WARNING,-9.1,2,Sustained Uptrend,-0.11,-6.52,6.8,VGK,index,Index,19.9
