ticker,name,sr_score,sr_total,hist_agree,ret_3d,ret_5d,ret_10d,ret_1m,ret_3m,mom_3m,mom_1m,mom_10d,mom_5d,pred_3d_avg,pred_3d_winrate,pred_3d_n,pred_5d_avg,pred_5d_winrate,pred_5d_n,pred_10d_avg,pred_10d_winrate,pred_10d_n
AAXJ,Asia ex-Jpn,3.7,10,bullish,-0.01,0.53,8.83,10.9,8.8,0.08,1.71,2.0,-0.13,,,53,,,53,,,53
ACWI,ACWI,4.0,10,bullish,-0.11,0.43,6.09,8.94,4.48,-0.14,1.95,1.92,-0.1,,,53,,,53,,,53
ACWX,ACWX,3.8,10,bullish,-0.95,-1.17,4.95,9.63,5.4,-0.38,1.9,1.22,-0.91,,,53,,,53,,,53
AFK,Africa,3.7,10,bullish,-1.52,-2.11,6.07,12.93,-0.82,-1.9,1.42,0.85,-1.05,,,53,,,53,,,53
AGF,AGF,0.0,10,bearish,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06,-0.06,,,38,,,38,,,38
AGG,Agg Bond,3.2,10,bullish,-0.01,-0.31,0.3,0.82,-0.2,-0.58,0.86,0.32,-0.66,,,74,,,74,,,74
AIA,AIA,3.4,10,bullish,-0.22,0.35,9.84,11.73,14.16,0.35,1.25,1.67,-0.27,,,53,,,53,,,53
AIQ,AIQ,4.9,10,bullish,0.37,3.59,12.2,13.34,5.4,-0.18,1.67,2.0,0.85,,,27,,,27,,,27
AIRR,AIRR,5.3,10,bullish,2.22,0.22,8.49,14.26,10.17,-0.26,1.65,1.43,-0.35,,,32,,,32,,,32
ALAI,ALAI,4.8,10,bullish,0.96,2.3,14.17,16.93,8.36,-0.08,1.7,2.0,0.32,,,4,,,4,,,4
AMG,AMG,5.1,10,bullish,0.5,-0.76,11.32,8.17,-5.61,-1.66,0.41,1.74,-0.55,,,100,,,100,,,100
AMLP,AMLP,3.4,10,bullish,-0.37,-0.17,-2.41,-2.65,5.08,0.72,-1.01,-1.32,-0.21,,,40,,,40,,,40
APIE,APIE,3.7,10,bullish,-0.98,-1.71,4.6,8.92,2.03,-0.79,1.69,1.12,-1.09,,,12,,,12,,,12
APO,APO,2.5,10,bullish,5.34,10.83,20.79,13.62,-8.21,-0.29,1.48,2.0,2.0,,,40,,,40,,,40
ARES,ARES,1.1,10,bullish,3.11,6.42,17.21,13.2,-26.55,-1.08,1.16,2.0,1.18,,,32,,,32,,,32
ARGT,ARGT,5.6,10,bullish,-0.38,-0.33,1.2,9.66,2.73,-0.05,0.75,0.02,-0.13,,,40,,,40,,,40
ARKF,ARKF,7.9,10,bullish,-0.28,3.98,11.08,8.34,-7.33,-0.48,0.54,1.34,0.67,,,26,,,26,,,26
ARKG,ARKG,4.8,10,bullish,2.92,4.81,13.07,17.89,-2.85,-0.58,1.6,1.57,0.75,,,32,,,32,,,32
ARKK,ARKK,7.1,10,bullish,0.05,3.41,12.54,11.9,-2.33,-0.52,0.72,1.41,0.44,,,32,,,32,,,32
ARKQ,ARKQ,6.3,10,bullish,0.32,4.17,11.54,12.21,-0.53,-0.97,0.73,1.39,0.62,,,32,,,32,,,32
ARKW,ARKW,7.5,10,bullish,-0.51,4.46,11.78,9.98,-4.45,-0.47,0.59,1.38,0.72,,,32,,,32,,,32
ARKX,ARKX,4.5,10,bullish,-0.3,2.96,9.41,10.68,-1.33,-1.06,0.56,1.04,0.36,,,18,,,18,,,18
ARTY,ARTY,5.6,10,bullish,2.64,5.17,22.3,23.86,17.26,0.53,2.0,2.0,0.92,,,27,,,27,,,27
ASEA,ASEA,3.4,10,bullish,-1.16,-2.54,2.03,3.1,3.48,-0.69,0.24,0.29,-1.66,,,40,,,40,,,40
ASHR,ASHR,2.7,10,bullish,-0.12,-0.52,6.95,6.46,2.93,-0.49,1.17,2.0,-0.57,,,32,,,32,,,32
AVDE,AVDE,4.2,10,bullish,-1.44,-2.06,3.15,8.9,4.94,-0.71,1.57,0.57,-1.43,,,26,,,26,,,26
AVDV,AVDV,4.7,10,bullish,-1.56,-2.22,3.18,9.75,6.59,-0.95,1.35,0.38,-1.47,,,26,,,26,,,26
AVEM,AVEM,3.7,10,bullish,-0.12,-0.16,7.88,11.36,9.18,0.04,1.81,1.81,-0.44,,,26,,,26,,,26
AVES,AVES,3.4,10,bullish,-0.31,-0.34,6.66,9.41,5.7,-0.42,1.57,1.63,-0.49,,,18,,,18,,,18
AVIV,AVIV,3.5,10,bullish,-1.64,-2.39,1.95,7.76,5.73,-0.76,1.28,0.14,-1.67,,,18,,,18,,,18
AVNM,AVNM,4.1,10,bullish,-0.97,-1.44,4.5,9.47,6.33,-0.52,1.65,1.0,-1.14,,,12,,,12,,,12
BAI,BAI,4.5,10,bullish,0.92,1.97,16.2,20.64,18.9,0.55,2.0,2.0,0.13,,,4,,,4,,,4
BAM,BAM,5.4,10,bullish,-0.62,1.56,9.64,12.4,-4.51,-0.21,1.44,1.61,0.37,,,12,,,12,,,12
BATT,BATT,4.4,10,bullish,-1.24,0.24,12.26,21.32,10.99,-0.43,2.0,1.81,-0.36,,,27,,,27,,,27
BBCA,BBCA,4.6,10,bullish,-0.18,0.25,3.82,8.21,5.11,-0.65,1.73,0.99,-0.27,,,27,,,27,,,27
BBEU,BBEU,4.0,10,bullish,-1.08,-1.87,3.88,9.05,2.26,-0.81,1.79,0.92,-1.18,,,27,,,27,,,27
BBIN,BBIN,3.9,10,bullish,-1.37,-1.97,3.28,8.07,3.06,-0.73,1.55,0.71,-1.26,,,26,,,26,,,26
BBJP,BBJP,3.7,10,bullish,-2.54,-2.52,1.69,7.02,3.88,-0.57,1.01,0.11,-1.2,,,27,,,27,,,27
BEN,BEN,4.5,10,bullish,2.6,3.06,14.55,16.11,9.66,0.13,1.51,2.0,0.58,,,100,,,100,,,100
BIL,BIL,3.0,10,bearish,0.05,0.08,0.13,0.0,0.03,0.43,0.05,0.81,0.56,,,59,,,59,,,59
BINV,BINV,4.5,10,bullish,-0.58,-1.04,3.48,8.19,5.31,-0.48,1.51,0.78,-0.89,,,12,,,12,,,12
BITO,BITO,0.9,10,bullish,-0.58,0.98,8.66,6.41,-17.15,-0.14,0.93,1.26,0.33,,,18,,,18,,,18
BITQ,BITQ,9.5,10,bullish,0.38,2.11,20.89,16.44,3.17,-0.3,0.66,1.53,0.05,,,18,,,18,,,18
BK,BK,3.7,10,bullish,2.28,5.68,10.67,19.99,14.29,0.53,2.0,2.0,1.7,,,100,,,100,,,100
BKCH,BKCH,10.0,10,bullish,0.67,0.98,22.9,19.36,-6.92,-0.61,0.56,1.3,-0.12,,,18,,,18,,,18
BKGI,BKGI,4.5,10,bullish,-2.35,-2.78,-2.5,1.38,7.34,-0.09,-0.3,-1.61,-2.0,,,14,,,14,,,14
BKIE,BKIE,3.9,10,bullish,-1.22,-1.68,3.28,7.91,3.29,-0.73,1.52,0.73,-1.2,,,21,,,21,,,21
BLK,BLK,4.6,10,bullish,1.75,-1.11,8.8,8.87,-6.05,-0.76,1.15,1.71,-0.46,,,100,,,100,,,100
BLOK,BLOK,9.7,10,bullish,1.62,3.34,16.58,15.92,-5.27,-0.61,0.98,1.73,0.4,,,27,,,27,,,27
BN,BN,3.7,10,bullish,1.07,1.95,13.88,21.38,2.54,-0.21,2.0,2.0,0.32,,,100,,,100,,,100
