ticker,name,sr_score,sr_total,hist_agree,ret_3d,ret_5d,ret_10d,ret_1m,ret_3m,mom_3m,mom_1m,mom_10d,mom_5d,pred_3d_avg,pred_3d_winrate,pred_3d_n,pred_5d_avg,pred_5d_winrate,pred_5d_n,pred_10d_avg,pred_10d_winrate,pred_10d_n
AAXJ,Asia ex-Jpn,4.6,10,bullish,-2.55,-6.53,-6.42,-1.05,6.21,-0.26,-0.86,-2.0,-2.0,,,75.0,,,75.0,,,75.0
ACWI,ACWI,4.6,10,bullish,-2.75,-3.78,-3.59,-1.54,-0.68,-0.94,-0.83,-1.61,-1.89,,,78.0,,,78.0,,,78.0
ACWX,ACWX,4.4,10,bullish,-3.56,-5.88,-6.48,-2.16,3.08,-1.04,-1.29,-2.0,-2.0,,,78.0,,,78.0,,,78.0
AFK,Africa,3.7,10,bullish,-5.97,-11.8,-12.6,-3.13,4.2,-1.56,-1.74,-2.0,-2.0,,,75.0,,,75.0,,,75.0
AGF,AGF,0.5,10,bullish,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06,-0.06,,,68.0,,,68.0,,,68.0
AGG,Agg Bond,0.0,10,bullish,-0.3,-0.45,-0.87,0.15,0.08,-0.52,-0.09,-1.34,-0.83,,,99.0,,,99.0,,,99.0
AIA,AIA,4.4,10,bullish,-3.32,-7.94,-6.56,0.71,11.79,0.14,-0.47,-1.74,-2.0,,,80.0,,,80.0,,,80.0
AIQ,AIQ,4.8,10,bullish,-2.01,-2.29,0.79,0.92,-3.99,-0.99,-0.15,-0.05,-0.83,,,30.0,,,30.0,,,30.0
AIRR,AIRR,4.2,10,bullish,-6.88,-8.05,-7.81,-3.21,10.3,0.05,-1.15,-2.0,-2.0,,,50.0,,,50.0,,,50.0
ALAI,ALAI,3.7,10,bullish,-2.92,-2.58,-3.09,-1.45,-10.59,-1.1,-0.44,-0.82,-0.85,,,4.0,,,4.0,,,4.0
AMG,AMG,3.9,10,bullish,-8.55,-11.41,-4.83,-8.07,2.03,-0.87,-1.94,-1.48,-2.0,,,100.0,,,100.0,,,100.0
APIE,APIE,3.6,10,bullish,-3.46,-5.61,-7.15,-3.95,-1.63,-1.91,-1.52,-2.0,-2.0,,,7.0,,,7.0,,,7.0
APO,APO,5.5,10,bullish,-2.73,0.32,-6.1,-15.3,-21.91,-1.34,-1.39,-0.72,0.13,,,67.0,,,67.0,,,67.0
ARES,ARES,5.8,10,bullish,-7.02,-4.68,-5.69,-11.34,-33.74,-1.78,-0.72,-0.54,-0.7,,,50.0,,,50.0,,,50.0
ARGT,ARGT,4.8,10,bullish,-2.11,-4.2,-7.19,-6.03,-7.68,-0.77,-0.68,-0.96,-0.74,,,67.0,,,67.0,,,67.0
ARKF,ARKF,6.6,10,bullish,-1.86,2.01,10.42,9.64,-19.72,-1.0,0.73,1.3,0.32,,,25.0,,,25.0,,,25.0
ARKG,ARKG,5.8,10,bullish,-5.17,-6.44,-2.59,1.8,-12.27,-1.16,0.04,-0.47,-1.27,,,50.0,,,50.0,,,50.0
ARKK,ARKK,5.9,10,bullish,-3.1,-2.18,3.72,9.46,-12.15,-0.85,0.57,0.29,-0.53,,,50.0,,,50.0,,,50.0
ARKQ,ARKQ,5.1,10,bullish,-3.24,-4.18,-3.58,2.63,3.44,-0.54,-0.18,-0.9,-1.12,,,50.0,,,50.0,,,50.0
ARKW,ARKW,5.9,10,bullish,-2.01,0.81,7.66,9.13,-17.88,-0.97,0.59,0.86,0.05,,,50.0,,,50.0,,,50.0
ARKX,ARKX,5.5,10,bullish,-2.99,-3.68,-2.9,3.73,8.84,-0.26,-0.07,-0.79,-1.03,,,19.0,,,19.0,,,19.0
ARTY,ARTY,4.4,10,bullish,-3.04,-5.38,-4.09,0.19,-2.7,-0.69,-0.28,-0.99,-1.5,,,29.0,,,29.0,,,29.0
ASEA,ASEA,4.4,10,bullish,-3.26,-4.82,-7.89,-3.8,3.88,-0.14,-1.5,-2.0,-2.0,,,67.0,,,67.0,,,67.0
ASHR,ASHR,4.0,10,bullish,-0.46,-2.65,-2.4,-0.02,1.64,-0.63,-0.52,-1.11,-1.32,,,54.0,,,54.0,,,54.0
AVDE,AVDE,4.3,10,bullish,-4.12,-6.25,-6.83,-2.07,4.62,-0.84,-1.35,-2.0,-2.0,,,24.0,,,24.0,,,24.0
AVDV,AVDV,4.1,10,bullish,-4.7,-7.47,-7.11,-0.46,8.79,-0.39,-1.14,-2.0,-2.0,,,24.0,,,24.0,,,24.0
AVEM,AVEM,3.8,10,bullish,-3.04,-6.93,-7.05,-1.63,5.84,-0.39,-1.11,-2.0,-2.0,,,24.0,,,24.0,,,24.0
AVES,AVES,3.6,10,bullish,-2.74,-7.12,-7.66,-2.65,4.02,-0.54,-1.41,-2.0,-2.0,,,19.0,,,19.0,,,19.0
AVIV,AVIV,3.7,10,bullish,-4.07,-6.28,-6.93,-1.86,5.84,-0.74,-1.35,-2.0,-2.0,,,19.0,,,19.0,,,19.0
AVNM,AVNM,3.8,10,bullish,-3.91,-6.65,-7.06,-2.03,5.33,-0.68,-1.39,-2.0,-2.0,,,7.0,,,7.0,,,7.0
BAI,BAI,4.2,10,bullish,-3.59,-6.51,-4.59,1.73,-5.09,-0.66,-0.08,-1.0,-1.63,,,3.0,,,3.0,,,3.0
BAM,BAM,3.6,10,bullish,-2.9,-3.99,-5.55,-6.99,-14.47,-1.1,-0.69,-0.78,-0.82,,,7.0,,,7.0,,,7.0
BATT,BATT,4.0,10,bullish,-5.07,-9.23,-7.11,1.27,6.95,-0.49,-0.52,-1.75,-2.0,,,29.0,,,29.0,,,29.0
BBCA,BBCA,3.6,10,bullish,-2.56,-3.72,-1.57,3.22,5.7,-0.3,0.23,-1.18,-2.0,,,29.0,,,29.0,,,29.0
BBEU,BBEU,3.8,10,bullish,-3.85,-5.75,-7.03,-3.82,1.98,-1.22,-1.6,-2.0,-2.0,,,29.0,,,29.0,,,29.0
BBIN,BBIN,4.2,10,bullish,-3.97,-5.7,-6.88,-2.82,1.99,-1.22,-1.36,-2.0,-2.0,,,24.0,,,24.0,,,24.0
